20180225 230100;6918.25;6928.75;6918.25;6921.75;730
20180225 230200;6921;6925;6919.75;6924.75;213
20180225 230300;6924.5;6926.25;6923.75;6925.5;192
20180225 230400;6926;6926.25;6925;6925;217
20180225 230500;6925;6925.25;6922;6922.25;97
20180225 230600;6922.5;6922.5;6920.75;6922;89
20180225 230700;6922.25;6923.5;6922.25;6922.5;66
20180225 230800;6922.25;6923.25;6921.5;6921.5;71
20180225 230900;6922;6923.75;6921.5;6923;42
20180225 231000;6923;6923.75;6921;6921.5;49
20180225 231100;6922;6922;6920.25;6920.25;34
20180225 231200;6920.25;6920.75;6919.5;6920.25;55
20180225 231300;6920.75;6921.75;6920.75;6920.75;51
20180225 231400;6920.75;6921.25;6920.25;6921.25;26
20180225 231500;6921;6921.5;6921;6921.25;29
20180225 231600;6921.5;6921.5;6920.25;6920.75;47
20180225 231700;6920.5;6921;6920.5;6920.75;19
20180225 231800;6920.75;6921.25;6920.5;6921;26
20180225 231900;6920.75;6921;6919.25;6919.25;46
20180225 232000;6919;6919.25;6918.75;6919;27
20180225 232100;6919;6919;6918.75;6919;8
20180225 232200;6919;6919.5;6918.75;6919.25;24
20180225 232300;6919.5;6921;6919.5;6921;70
20180225 232400;6921;6921.25;6920.75;6921.25;23
20180225 232500;6921.5;6922.25;6921.5;6921.75;27
20180225 232600;6922.25;6922.5;6921.25;6922;22
20180225 232700;6922;6922;6921.5;6922;45
20180225 232800;6922;6922.5;6921.75;6922.5;20
20180225 232900;6922.5;6922.5;6921.25;6921.75;21
20180225 233000;6921;6921.25;6921;6921;14
20180225 233100;6920.75;6920.75;6919;6919.75;93
20180225 233200;6920;6920.75;6919.75;6920.5;33
20180225 233300;6920.25;6920.25;6919;6919.25;55
20180225 233400;6919.25;6919.25;6916;6916.25;138
20180225 233500;6916.25;6917;6916;6916.5;30
20180225 233600;6916.5;6917.5;6916.5;6917.25;28
20180225 233700;6917.25;6917.5;6916.75;6917.25;26
20180225 233800;6917.5;6919.25;6917.5;6919;46
20180225 233900;6918.5;6919;6917.75;6918.25;46
20180225 234000;6918.75;6921;6918.25;6919.75;94
20180225 234100;6920;6920.5;6919.5;6920;25
20180225 234200;6920;6922.25;6920;6921.25;90
20180225 234300;6921;6921;6918.25;6919.75;107
20180225 234400;6919.75;6920.75;6919.75;6920.75;25
20180225 234500;6920.5;6921;6920;6920.5;37
20180225 234600;6920.5;6920.5;6918.25;6919.5;63
20180225 234700;6919.25;6920.5;6919.25;6920;32
20180225 234800;6919.5;6919.5;6918.75;6918.75;10
20180225 234900;6919.5;6919.75;6919;6919.5;17
20180225 235000;6919.75;6920.5;6919;6919.25;29
20180225 235100;6919;6919.25;6917.75;6918.75;41
20180225 235200;6918.75;6919;6918.25;6919;24
20180225 235300;6918.75;6919.25;6918.75;6918.75;8
20180225 235400;6918.25;6918.75;6916;6916.25;67
20180225 235500;6916;6916.5;6915.5;6916.5;71
20180225 235600;6916.25;6916.5;6913.75;6914;88
20180225 235700;6914;6914.75;6913.5;6914;28
20180225 235800;6914;6914.5;6913;6914.5;70
20180225 235900;6914.5;6915.5;6914.5;6915;53
20180226 000000;6915;6915;6914.5;6914.75;17
20180226 000100;6914.75;6914.75;6911.75;6911.75;88
20180226 000200;6912;6912.25;6910.75;6911.5;188
20180226 000300;6911.75;6912.5;6911.5;6911.75;78
20180226 000400;6911.75;6912.5;6911;6911.5;62
20180226 000500;6911.75;6913.75;6911.75;6913;68
20180226 000600;6913.25;6915;6911.75;6913.5;115
20180226 000700;6914.25;6915.5;6913.25;6913.75;118
