Record Date,Federal Tax Refund Type,Federal Tax Refund Type Description,Federal Tax Refunds Today,Federal Tax Refunds Month to Date,Federal Tax Refunds Fiscal Year to Date,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2022-03-07,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,03,07
2022-03-07,IRS Tax Refunds Business,Checks,101,2106,38623,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,03,07
2022-03-07,IRS Tax Refunds Business,EFT,1295,1677,13279,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,03,07
2022-03-07,IRS Tax Refunds Individual,Checks,13,1267,19041,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,03,07
2022-03-07,IRS Tax Refunds Individual,EFT,2415,26902,121677,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,03,07
2022-03-04,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,03,04
2022-03-04,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,03,04
2022-03-04,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,03,04
2022-03-04,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,03,04
2022-03-04,IRS Tax Refunds Business,Checks,38,2005,38521,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,03,04
2022-03-04,IRS Tax Refunds Business,EFT,242,383,11984,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,03,04
2022-03-04,IRS Tax Refunds Individual,Checks,840,1254,19029,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,03,04
2022-03-04,IRS Tax Refunds Individual,EFT,3456,24487,119262,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,03,04
2022-03-03,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,03,03
2022-03-03,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,03,03
2022-03-03,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,03,03
2022-03-03,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,03,03
2022-03-03,IRS Tax Refunds Business,Checks,22,1967,38483,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,03,03
2022-03-03,IRS Tax Refunds Business,EFT,26,141,11742,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,03,03
2022-03-03,IRS Tax Refunds Individual,Checks,169,414,18189,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,03,03
2022-03-03,IRS Tax Refunds Individual,EFT,-41,21032,115806,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,03,03
2022-03-02,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,03,02
2022-03-02,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,03,02
2022-03-02,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,03,02
2022-03-02,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,03,02
2022-03-02,IRS Tax Refunds Business,Checks,1,1944,38461,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,03,02
2022-03-02,IRS Tax Refunds Business,EFT,107,115,11717,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,03,02
2022-03-02,IRS Tax Refunds Individual,Checks,181,246,18020,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,03,02
2022-03-02,IRS Tax Refunds Individual,EFT,17576,21073,115847,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,03,02
2022-03-01,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,03,01
2022-03-01,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,03,01
2022-03-01,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,03,01
2022-03-01,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,03,01
2022-03-01,IRS Tax Refunds Business,Checks,1944,1944,38460,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,03,01
2022-03-01,IRS Tax Refunds Business,EFT,8,8,11609,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,03,01
2022-03-01,IRS Tax Refunds Individual,Checks,64,64,17839,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,03,01
2022-03-01,IRS Tax Refunds Individual,EFT,3497,3497,98272,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,03,01
2022-02-28,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,28
2022-02-28,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,28
2022-02-28,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,28
2022-02-28,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,28
2022-02-28,IRS Tax Refunds Business,Checks,47,7957,36516,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,28
2022-02-28,IRS Tax Refunds Business,EFT,170,1800,11601,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,28
2022-02-28,IRS Tax Refunds Individual,Checks,884,4484,17774,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,28
2022-02-28,IRS Tax Refunds Individual,EFT,3350,80241,94774,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,28
2022-02-25,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,25
2022-02-25,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,25
2022-02-25,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,25
2022-02-25,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,25
2022-02-25,IRS Tax Refunds Business,Checks,67,7911,36470,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,25
2022-02-25,IRS Tax Refunds Business,EFT,29,1631,11432,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,25
2022-02-25,IRS Tax Refunds Individual,Checks,85,3600,16890,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,25
2022-02-25,IRS Tax Refunds Individual,EFT,1467,76891,91424,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,25
2022-02-24,IRS Tax Refunds Business,EFT,3,1602,11403,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,24
2022-02-24,IRS Tax Refunds Individual,Checks,246,3515,16805,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,24
2022-02-24,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,24
2022-02-24,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,24
2022-02-24,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,24
2022-02-24,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,24
2022-02-24,IRS Tax Refunds Business,Checks,80,7843,36402,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,24
2022-02-24,IRS Tax Refunds Individual,EFT,36611,75423,89956,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,24
2022-02-23,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,23
2022-02-23,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,23
2022-02-23,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,23
2022-02-23,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,23
2022-02-23,IRS Tax Refunds Business,Checks,15,7763,36322,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,23
2022-02-23,IRS Tax Refunds Business,EFT,0,1600,11400,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,23
2022-02-23,IRS Tax Refunds Individual,Checks,68,3268,16559,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,23
2022-02-23,IRS Tax Refunds Individual,EFT,1598,38812,53345,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,23
2022-02-22,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,22
2022-02-22,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,22
2022-02-22,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,22
2022-02-22,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,22
2022-02-22,IRS Tax Refunds Business,Checks,2153,7748,36307,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,22
2022-02-22,IRS Tax Refunds Business,EFT,717,1599,11400,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,22
2022-02-22,IRS Tax Refunds Individual,Checks,56,3200,16491,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,22
2022-02-22,IRS Tax Refunds Individual,EFT,14824,37215,51747,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,22
2022-02-18,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,18
2022-02-18,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,18
2022-02-18,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,18
2022-02-18,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,18
2022-02-18,IRS Tax Refunds Business,Checks,14,5595,34154,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,18
2022-02-18,IRS Tax Refunds Business,EFT,11,883,10683,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,18
2022-02-18,IRS Tax Refunds Individual,Checks,713,3145,16435,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,18
2022-02-18,IRS Tax Refunds Individual,EFT,1379,22390,36923,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,18
2022-02-17,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,17
2022-02-17,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,17
2022-02-17,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,17
2022-02-17,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,17
2022-02-17,IRS Tax Refunds Business,Checks,19,5581,34140,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,17
2022-02-17,IRS Tax Refunds Business,EFT,24,871,10672,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,17
2022-02-17,IRS Tax Refunds Individual,Checks,60,2432,15723,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,17
2022-02-17,IRS Tax Refunds Individual,EFT,838,21011,35544,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,17
2022-02-16,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,16
2022-02-16,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,16
2022-02-16,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,16
2022-02-16,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,16
2022-02-16,IRS Tax Refunds Business,Checks,45,5561,34121,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,16
2022-02-16,IRS Tax Refunds Business,EFT,0,847,10648,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,16
2022-02-16,IRS Tax Refunds Individual,Checks,54,2372,15663,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,16
2022-02-16,IRS Tax Refunds Individual,EFT,6976,20173,34706,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,16
2022-02-15,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,15
2022-02-15,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,15
2022-02-15,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,15
2022-02-15,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,15
2022-02-15,IRS Tax Refunds Business,Checks,1558,5516,34076,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,15
2022-02-15,IRS Tax Refunds Business,EFT,63,847,10648,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,15
2022-02-15,IRS Tax Refunds Individual,Checks,46,2318,15609,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,15
2022-02-15,IRS Tax Refunds Individual,EFT,1090,13197,27730,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,15
2022-02-14,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,14
2022-02-14,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,14
2022-02-14,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,14
2022-02-14,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,14
2022-02-14,IRS Tax Refunds Business,Checks,27,3958,32518,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,14
2022-02-14,IRS Tax Refunds Business,EFT,23,784,10585,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,14
2022-02-14,IRS Tax Refunds Individual,Checks,48,2272,15562,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,14
2022-02-14,IRS Tax Refunds Individual,EFT,1773,12108,26641,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,14
2022-02-11,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,11
2022-02-11,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,11
2022-02-11,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,11
2022-02-11,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,11
2022-02-11,IRS Tax Refunds Business,Checks,31,3932,32491,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,11
2022-02-11,IRS Tax Refunds Business,EFT,74,761,10562,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,11
2022-02-11,IRS Tax Refunds Individual,Checks,860,2223,15514,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,11
2022-02-11,IRS Tax Refunds Individual,EFT,588,10335,24868,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,11
2022-02-10,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,10
2022-02-10,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,10
2022-02-10,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,10
2022-02-10,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,10
2022-02-10,IRS Tax Refunds Business,Checks,28,3901,32460,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,10
2022-02-10,IRS Tax Refunds Business,EFT,0,687,10487,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,10
2022-02-10,IRS Tax Refunds Individual,Checks,61,1363,14654,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,10
2022-02-10,IRS Tax Refunds Individual,EFT,489,9747,24280,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,10
2022-02-09,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,09
2022-02-09,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,09
2022-02-09,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,09
2022-02-09,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,09
2022-02-09,IRS Tax Refunds Business,Checks,29,3873,32432,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,09
2022-02-09,IRS Tax Refunds Business,EFT,0,686,10487,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,09
2022-02-09,IRS Tax Refunds Individual,Checks,53,1302,14593,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,09
2022-02-09,IRS Tax Refunds Individual,EFT,4911,9258,23791,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,09
2022-02-08,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,08
2022-02-08,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,08
2022-02-08,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,08
2022-02-08,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,08
2022-02-08,IRS Tax Refunds Business,Checks,3676,3844,32403,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,08
2022-02-08,IRS Tax Refunds Business,EFT,168,686,10487,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,08
2022-02-08,IRS Tax Refunds Individual,Checks,57,1249,14540,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,08
2022-02-08,IRS Tax Refunds Individual,EFT,654,4347,18880,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,08
2022-02-07,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,07
2022-02-07,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,07
2022-02-07,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,07
2022-02-07,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,07
2022-02-07,IRS Tax Refunds Business,Checks,56,167,28727,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,07
2022-02-07,IRS Tax Refunds Business,EFT,72,518,10318,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,07
2022-02-07,IRS Tax Refunds Individual,Checks,17,1193,14483,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,07
2022-02-07,IRS Tax Refunds Individual,EFT,1034,3693,18226,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,07
2022-02-04,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,04
2022-02-04,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,04
2022-02-04,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,04
2022-02-04,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,04
2022-02-04,IRS Tax Refunds Business,Checks,30,111,28670,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,04
2022-02-04,IRS Tax Refunds Business,EFT,-4,445,10246,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,04
2022-02-04,IRS Tax Refunds Individual,Checks,949,1176,14466,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,04
2022-02-04,IRS Tax Refunds Individual,EFT,361,2659,17192,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,04
2022-02-03,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,03
2022-02-03,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,03
2022-02-03,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,03
2022-02-03,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,03
2022-02-03,IRS Tax Refunds Business,Checks,35,81,28640,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,03
2022-02-03,IRS Tax Refunds Business,EFT,142,449,10250,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,03
2022-02-03,IRS Tax Refunds Individual,Checks,49,226,13517,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,03
2022-02-03,IRS Tax Refunds Individual,EFT,-11,2299,16832,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,03
2022-02-02,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,02
2022-02-02,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,02
2022-02-02,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,02
2022-02-02,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,02
2022-02-02,IRS Tax Refunds Business,Checks,24,46,28605,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,02
2022-02-02,IRS Tax Refunds Business,EFT,64,307,10108,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,02
2022-02-02,IRS Tax Refunds Individual,Checks,20,177,13468,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,02
2022-02-02,IRS Tax Refunds Individual,EFT,1796,2310,16843,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,02
2022-02-01,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,02,01
2022-02-01,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,02,01
2022-02-01,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,02,01
2022-02-01,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,02,01
2022-02-01,IRS Tax Refunds Business,Checks,22,22,28581,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,02,01
2022-02-01,IRS Tax Refunds Business,EFT,243,243,10044,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,02,01
2022-02-01,IRS Tax Refunds Individual,Checks,157,157,13448,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,02,01
2022-02-01,IRS Tax Refunds Individual,EFT,514,514,15047,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,02,01
2022-01-31,IRS - Advanced Child Tax Credit (Checks),null,0,0,6265,VI,Income Tax Refunds Issued,Classification,1,2022,2,2022,1,01,31
2022-01-31,IRS - Advanced Child Tax Credit (EFT),null,0,0,40931,VI,Income Tax Refunds Issued,Classification,2,2022,2,2022,1,01,31
2022-01-31,IRS - Economic Impact Payments (Checks),null,0,0,2079,VI,Income Tax Refunds Issued,Classification,3,2022,2,2022,1,01,31
2022-01-31,IRS - Economic Impact Payments (EFT),null,0,0,1837,VI,Income Tax Refunds Issued,Classification,4,2022,2,2022,1,01,31
2022-01-31,IRS Tax Refunds Business,Checks,38,4301,28559,VI,Income Tax Refunds Issued,Classification,5,2022,2,2022,1,01,31
2022-01-31,IRS Tax Refunds Business,EFT,21,2220,9801,VI,Income Tax Refunds Issued,Classification,6,2022,2,2022,1,01,31
2022-01-31,IRS Tax Refunds Individual,Checks,22,913,13291,VI,Income Tax Refunds Issued,Classification,7,2022,2,2022,1,01,31
2022-01-31,IRS Tax Refunds Individual,EFT,60,566,14533,VI,Income Tax Refunds Issued,Classification,8,2022,2,2022,1,01,31
