Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-08-14,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,14
2023-08-14,Debt Not Subject to Limit,Unamortized Discount (-),84908,86996,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,14
2023-08-14,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,14
2023-08-14,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,14
2023-08-14,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,14
2023-08-11,Debt Held by the Public,null,25812095,25812225,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,11
2023-08-11,Intragovernmental Holdings,null,6846514,6845838,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,11
2023-08-11,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,11
2023-08-11,Debt Not Subject to Limit,Unamortized Discount (-),86996,87692,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,11
2023-08-11,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,11
2023-08-11,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,11
2023-08-11,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,11
2023-08-10,Debt Held by the Public,null,25812225,25778305,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,10
2023-08-10,Intragovernmental Holdings,null,6845838,6842626,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,10
2023-08-10,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,10
2023-08-10,Debt Not Subject to Limit,Unamortized Discount (-),87692,83070,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,10
2023-08-10,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,10
2023-08-10,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,10
2023-08-10,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,10
2023-08-09,Debt Held by the Public,null,25778305,25778440,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,09
2023-08-09,Intragovernmental Holdings,null,6842626,6865697,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,09
2023-08-09,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,09
2023-08-09,Debt Not Subject to Limit,Unamortized Discount (-),83070,83758,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,09
2023-08-09,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,09
2023-08-09,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,09
2023-08-09,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,09
2023-08-08,Debt Held by the Public,null,25778440,25759017,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,08
2023-08-08,Intragovernmental Holdings,null,6865697,6852290,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,08
2023-08-08,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,08
2023-08-08,Debt Not Subject to Limit,Unamortized Discount (-),83758,82835,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,08
2023-08-08,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,08
2023-08-08,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,08
2023-08-08,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,08
2023-08-07,Debt Held by the Public,null,25759017,25758852,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,07
2023-08-07,Intragovernmental Holdings,null,6852290,6844294,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,07
2023-08-07,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,07
2023-08-07,Debt Not Subject to Limit,Unamortized Discount (-),82835,84887,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,07
2023-08-07,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,07
2023-08-07,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,07
2023-08-07,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,07
2023-08-04,Debt Held by the Public,null,25758852,25759288,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,04
2023-08-04,Intragovernmental Holdings,null,6844294,6845040,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,04
2023-08-04,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,04
2023-08-04,Debt Not Subject to Limit,Unamortized Discount (-),84887,85571,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,04
2023-08-04,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,04
2023-08-04,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,04
2023-08-04,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,04
2023-08-03,Debt Held by the Public,null,25759288,25740356,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,03
2023-08-03,Intragovernmental Holdings,null,6845040,6858995,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,03
2023-08-03,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,03
2023-08-03,Debt Not Subject to Limit,Unamortized Discount (-),85571,83231,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,03
2023-08-03,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,03
2023-08-03,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,03
2023-08-03,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,03
2023-08-02,Debt Held by the Public,null,25740356,25740123,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,02
2023-08-02,Intragovernmental Holdings,null,6858995,6847445,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,02
2023-08-02,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,02
2023-08-02,Debt Not Subject to Limit,Unamortized Discount (-),83231,83911,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,02
2023-08-02,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,02
2023-08-02,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,02
2023-08-02,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,02
2023-08-01,Debt Held by the Public,null,25740123,25708799,25708799,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,08,01
2023-08-01,Intragovernmental Holdings,null,6847445,6899786,6899786,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,08,01
2023-08-01,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,08,01
2023-08-01,Debt Not Subject to Limit,Unamortized Discount (-),83911,82978,82978,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,08,01
2023-08-01,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,08,01
2023-08-01,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,08,01
2023-08-01,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,08,01
2023-07-31,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,07,31
2023-07-31,Debt Held by the Public,null,25708799,25752739,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,31
2023-07-31,Intragovernmental Holdings,null,6899786,6904381,6870276,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,07,31
2023-07-31,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,07,31
2023-07-31,Debt Not Subject to Limit,Unamortized Discount (-),82978,84389,81999,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,07,31
2023-07-31,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,07,31
2023-07-31,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,07,31
2023-07-28,Debt Held by the Public,null,25752739,25753140,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,28
2023-07-28,Intragovernmental Holdings,null,6904381,6906239,6870276,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,07,28
2023-07-28,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,07,28
2023-07-28,Debt Not Subject to Limit,Unamortized Discount (-),84389,85063,81999,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,07,28
2023-07-28,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,07,28
2023-07-28,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,07,28
2023-07-28,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,07,28
2023-07-27,Debt Held by the Public,null,25753140,25731547,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,27
2023-07-27,Intragovernmental Holdings,null,6906239,6903300,6870276,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,07,27
2023-07-27,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,07,27
2023-07-27,Debt Not Subject to Limit,Unamortized Discount (-),85063,82828,81999,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,07,27
2023-07-27,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,07,27
2023-07-27,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,07,27
2023-07-27,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,07,27
2023-07-26,Debt Held by the Public,null,25731547,25731318,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,26
2023-07-26,Intragovernmental Holdings,null,6903300,6919906,6870276,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,07,26
2023-07-26,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,07,26
2023-07-26,Debt Not Subject to Limit,Unamortized Discount (-),82828,83497,81999,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,07,26
2023-07-26,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,07,26
2023-07-26,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,07,26
2023-07-26,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,07,26
2023-07-25,Debt Held by the Public,null,25731318,25696797,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,25
2023-07-25,Intragovernmental Holdings,null,6919906,6900972,6870276,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,07,25
2023-07-25,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,07,25
2023-07-25,Debt Not Subject to Limit,Unamortized Discount (-),83497,82566,81999,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,07,25
2023-07-25,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,07,25
2023-07-25,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,07,25
2023-07-25,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,07,25
2023-07-24,Debt Held by the Public,null,25696797,25696711,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,24
2023-07-24,Intragovernmental Holdings,null,6900972,6896252,6870276,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,07,24
2023-07-24,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,07,24
2023-07-24,Debt Not Subject to Limit,Unamortized Discount (-),82566,84555,81999,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,07,24
2023-07-24,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,07,24
2023-07-24,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,07,24
2023-07-24,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,07,24
2023-07-21,Debt Held by the Public,null,25696711,25696347,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,21
2023-07-21,Intragovernmental Holdings,null,6896252,6895879,6870276,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,07,21
2023-07-21,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,07,21
2023-07-21,Debt Not Subject to Limit,Unamortized Discount (-),84555,85219,81999,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,07,21
2023-07-21,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,07,21
2023-07-21,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,07,21
2023-07-21,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,07,21
2023-07-20,Debt Held by the Public,null,25696347,25679253,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,20
2023-07-20,Intragovernmental Holdings,null,6895879,6890662,6870276,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,07,20
2023-07-20,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,07,20
2023-07-20,Debt Not Subject to Limit,Unamortized Discount (-),85219,82979,81999,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,07,20
2023-07-20,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,07,20
2023-07-20,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,07,20
2023-07-20,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,07,20
2023-07-19,Debt Held by the Public,null,25679253,25679321,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,19
2023-07-19,Intragovernmental Holdings,null,6890662,6911611,6870276,6629719,IIIC,Debt Subject to Limit,Balance Transactions,2,2023,4,2023,3,07,19
2023-07-19,Debt Not Subject to Limit,Other Debt (-),477,477,477,478,IIIC,Debt Subject to Limit,Balance Transactions,4,2023,4,2023,3,07,19
2023-07-19,Debt Not Subject to Limit,Unamortized Discount (-),82979,83639,81999,54328,IIIC,Debt Subject to Limit,Balance Transactions,5,2023,4,2023,3,07,19
2023-07-19,Debt Not Subject to Limit,Federal Financing Bank (-),5492,5492,5492,4847,IIIC,Debt Subject to Limit,Balance Transactions,6,2023,4,2023,3,07,19
2023-07-19,Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,IIIC,Debt Subject to Limit,Balance Transactions,7,2023,4,2023,3,07,19
2023-07-19,Statutory Debt Limit,null,0,0,0,31381463,IIIC,Debt Subject to Limit,Balance Transactions,9,2023,4,2023,3,07,19
2023-07-18,Debt Held by the Public,null,25679321,25640128,25461998,24299193,IIIC,Debt Subject to Limit,Balance Transactions,1,2023,4,2023,3,07,18
