ei,xi,pnl,slv,root
2024-05-14 05:55:00,2024-05-14 06:00:00,11.125,ZN#5,ZN
2024-05-14 06:20:00,2024-05-14 06:20:00,-35.75,ZN#4,ZN
2024-05-14 04:40:00,2024-05-14 06:40:00,-35.75,ZB#0,ZB
2024-05-14 06:50:00,2024-05-14 06:55:00,26.75,ZB#2,ZB
2024-05-14 07:25:00,2024-05-14 07:30:00,26.75,ZB#1,ZB
2024-05-14 07:25:00,2024-05-14 07:40:00,58.0,ZB#0,ZB
2024-05-14 08:00:00,2024-05-14 08:15:00,58.0,ZB#2,ZB
2024-05-14 09:40:00,2024-05-14 10:10:00,58.0,ZB#0,ZB
2024-05-14 10:10:00,2024-05-14 10:40:00,58.0,ZB#2,ZB
2024-05-14 11:40:00,2024-05-14 11:45:00,-51.375,ZB#0,ZB
2024-05-14 12:10:00,2024-05-14 12:15:00,58.0,ZB#2,ZB
2024-05-14 18:05:00,2024-05-14 18:40:00,-36.8660714285694,ZB#0,ZB
2024-05-14 19:35:00,2024-05-14 19:40:00,58.0,ZB#1,ZB
2024-05-14 22:35:00,2024-05-14 22:40:00,58.0,ZB#0,ZB
2024-05-14 23:45:00,2024-05-14 23:50:00,2.1964285714306016,ZB#2,ZB
2024-05-15 00:00:00,2024-05-15 00:05:00,26.75,ZN#3,ZN
2024-05-15 01:05:00,2024-05-15 01:10:00,26.75,ZB#2,ZB
2024-05-15 01:05:00,2024-05-15 01:10:00,26.75,ZB#0,ZB
2024-05-15 01:30:00,2024-05-15 01:30:00,-20.125,ZN#5,ZN
2024-05-15 02:05:00,2024-05-15 02:10:00,11.125,ZN#4,ZN
2024-05-15 03:00:00,2024-05-15 03:05:00,26.75,ZB#2,ZB
2024-05-15 04:00:00,2024-05-15 04:05:00,11.125,ZN#5,ZN
2024-05-15 04:15:00,2024-05-15 04:20:00,-13.986607142861203,ZN#3,ZN
2024-05-15 04:25:00,2024-05-15 04:30:00,11.125,ZN#4,ZN
2024-05-15 04:35:00,2024-05-15 04:40:00,26.75,ZB#0,ZB
2024-05-15 06:50:00,2024-05-15 07:00:00,58.0,ZB#0,ZB
2024-05-15 07:15:00,2024-05-15 07:20:00,26.75,ZB#1,ZB
2024-05-15 08:55:00,2024-05-15 09:25:00,-36.8660714285694,ZB#0,ZB
2024-05-15 09:00:00,2024-05-15 09:45:00,58.0,ZB#2,ZB
2024-05-15 09:50:00,2024-05-15 09:55:00,26.75,ZB#1,ZB
2024-05-15 11:25:00,2024-05-15 11:50:00,-64.7678571428612,ZB#0,ZB
2024-05-15 12:05:00,2024-05-15 12:10:00,58.0,ZB#1,ZB
2024-05-15 12:10:00,2024-05-15 12:25:00,89.25,ZB#2,ZB
2024-05-15 18:30:00,2024-05-15 19:00:00,89.25,ZB#2,ZB
2024-05-15 19:40:00,2024-05-15 20:00:00,-75.9285714285694,ZB#1,ZB
2024-05-15 20:10:00,2024-05-15 20:15:00,89.25,ZB#0,ZB
2024-05-15 23:10:00,2024-05-15 23:20:00,58.0,ZB#0,ZB
2024-05-16 01:05:00,2024-05-16 01:35:00,58.0,ZN#3,ZN
2024-05-16 01:30:00,2024-05-16 01:35:00,-75.9285714285694,ZB#1,ZB
2024-05-16 02:40:00,2024-05-16 02:50:00,26.75,ZN#4,ZN
2024-05-16 02:40:00,2024-05-16 02:50:00,89.25,ZB#0,ZB
2024-05-16 04:25:00,2024-05-16 04:55:00,26.75,ZN#5,ZN
2024-05-16 05:15:00,2024-05-16 05:30:00,58.0,ZB#0,ZB
2024-05-16 05:45:00,2024-05-16 05:50:00,11.125,ZN#4,ZN
2024-05-16 06:25:00,2024-05-16 06:30:00,26.75,ZB#1,ZB
2024-05-16 06:35:00,2024-05-16 06:40:00,11.125,ZN#5,ZN
2024-05-16 06:10:00,2024-05-16 06:45:00,-41.8883928571388,ZN#3,ZN
2024-05-16 07:30:00,2024-05-16 08:25:00,89.25,ZB#2,ZB
2024-05-16 07:30:00,2024-05-16 08:25:00,89.25,ZB#0,ZB
2024-05-16 09:50:00,2024-05-16 10:10:00,58.0,ZB#2,ZB
2024-05-16 10:10:00,2024-05-16 10:15:00,58.0,ZB#0,ZB
2024-05-16 11:30:00,2024-05-16 11:35:00,-75.9285714285694,ZB#1,ZB
2024-05-16 17:30:00,2024-05-16 18:15:00,-64.7678571428612,ZB#0,ZB
2024-05-16 19:30:00,2024-05-16 19:50:00,58.0,ZB#0,ZB
2024-05-16 19:55:00,2024-05-16 20:00:00,20.0535714285694,ZB#1,ZB
2024-05-16 23:05:00,2024-05-16 23:10:00,26.75,ZB#0,ZB
2024-05-16 23:25:00,2024-05-16 23:30:00,26.75,ZB#2,ZB
2024-05-16 23:30:00,2024-05-16 23:40:00,-12.3125,ZB#1,ZB
2024-05-17 00:25:00,2024-05-17 00:30:00,11.125,ZN#5,ZN
2024-05-17 00:30:00,2024-05-17 00:45:00,26.75,ZN#3,ZN
2024-05-17 00:40:00,2024-05-17 00:45:00,26.75,ZB#2,ZB
2024-05-17 02:15:00,2024-05-17 02:25:00,11.125,ZN#4,ZN
2024-05-17 01:40:00,2024-05-17 02:30:00,58.0,ZB#0,ZB
2024-05-17 02:30:00,2024-05-17 02:35:00,26.75,ZB#2,ZB
2024-05-17 02:35:00,2024-05-17 02:40:00,11.125,ZN#5,ZN
2024-05-17 04:15:00,2024-05-17 04:20:00,11.125,ZN#4,ZN
2024-05-17 04:25:00,2024-05-17 04:30:00,26.75,ZB#2,ZB
2024-05-17 04:30:00,2024-05-17 04:35:00,-17.892857142861203,ZB#0,ZB
2024-05-17 04:40:00,2024-05-17 04:45:00,26.75,ZB#1,ZB
2024-05-17 04:30:00,2024-05-17 05:40:00,-27.9375,ZN#3,ZN
2024-05-17 06:30:00,2024-05-17 06:30:00,-67.0,ZB#0,ZB
2024-05-17 06:30:00,2024-05-17 06:35:00,-2.267857142861203,ZN#5,ZN
2024-05-17 06:30:00,2024-05-17 06:35:00,-14.544642857138797,ZB#2,ZB
2024-05-17 06:50:00,2024-05-17 07:00:00,-35.75,ZN#4,ZN
2024-05-17 08:15:00,2024-05-17 08:20:00,26.75,ZB#1,ZB
2024-05-17 09:00:00,2024-05-17 09:05:00,58.0,ZB#0,ZB
2024-05-17 12:05:00,2024-05-17 12:10:00,58.0,ZB#2,ZB
2024-05-17 12:00:00,2024-05-17 12:10:00,89.25,ZB#0,ZB
2024-05-17 17:00:00,2024-05-17 17:40:00,89.25,ZB#0,ZB
2024-05-17 18:25:00,2024-05-17 18:35:00,58.0,ZB#2,ZB
2024-05-17 20:00:00,2024-05-17 20:05:00,58.0,ZB#2,ZB
2024-05-17 19:35:00,2024-05-17 20:40:00,-4.5,ZB#0,ZB
2024-05-17 20:05:00,2024-05-17 20:40:00,-67.0,ZB#1,ZB
2024-05-20 00:00:00,2024-05-20 00:00:00,-35.75,ZB#2,ZB
2024-05-20 00:00:00,2024-05-20 00:00:00,-35.75,ZN#4,ZN
2024-05-19 23:10:00,2024-05-20 00:00:00,-68.1160714285694,ZB#0,ZB
2024-05-20 00:00:00,2024-05-20 00:00:00,-35.75,ZB#1,ZB
2024-05-20 00:20:00,2024-05-20 00:25:00,11.125,ZN#5,ZN
2024-05-20 00:40:00,2024-05-20 00:45:00,26.75,ZN#3,ZN
2024-05-20 01:45:00,2024-05-20 02:05:00,-40.214285714291805,ZB#0,ZB
2024-05-20 02:00:00,2024-05-20 02:10:00,-51.375,ZB#2,ZB
2024-05-20 02:00:00,2024-05-20 02:10:00,-35.75,ZN#4,ZN
2024-05-20 03:40:00,2024-05-20 03:45:00,11.125,ZN#5,ZN
2024-05-20 03:50:00,2024-05-20 03:55:00,26.75,ZB#0,ZB
2024-05-20 04:30:00,2024-05-20 04:45:00,26.75,ZB#2,ZB
2024-05-20 05:25:00,2024-05-20 05:30:00,11.125,ZN#4,ZN
2024-05-20 04:55:00,2024-05-20 05:55:00,-22.357142857138797,ZN#3,ZN
2024-05-20 06:50:00,2024-05-20 06:55:00,-31.285714285708195,ZB#0,ZB
2024-05-20 06:50:00,2024-05-20 06:55:00,-31.285714285708195,ZB#2,ZB
2024-05-20 07:05:00,2024-05-20 07:10:00,26.75,ZB#1,ZB
2024-05-20 07:05:00,2024-05-20 07:10:00,26.75,ZN#5,ZN
2024-05-20 09:05:00,2024-05-20 09:20:00,-62.535714285708195,ZB#2,ZB
2024-05-20 10:05:00,2024-05-20 10:20:00,-35.75,ZB#2,ZB
2024-05-20 10:05:00,2024-05-20 11:00:00,58.0,ZB#0,ZB
2024-05-20 11:10:00,2024-05-20 11:20:00,26.75,ZB#2,ZB
2024-05-20 12:00:00,2024-05-20 12:05:00,-31.285714285708195,ZB#1,ZB
2024-05-20 12:15:00,2024-05-20 12:15:00,-67.0,ZB#2,ZB
2024-05-20 17:15:00,2024-05-20 17:20:00,26.75,ZB#1,ZB
2024-05-20 15:45:00,2024-05-20 17:35:00,-112.7589285714306,ZB#0,ZB
2024-05-20 19:00:00,2024-05-20 19:05:00,26.75,ZB#2,ZB
2024-05-20 19:15:00,2024-05-20 19:20:00,58.0,ZB#0,ZB
2024-05-20 23:15:00,2024-05-20 23:20:00,26.75,ZB#2,ZB
2024-05-20 23:20:00,2024-05-20 23:25:00,26.75,ZB#0,ZB
2024-05-21 00:00:00,2024-05-21 00:05:00,-3.9419642857081953,ZN#3,ZN
2024-05-21 00:10:00,2024-05-21 00:15:00,-3.9419642857081953,ZN#5,ZN
2024-05-21 00:20:00,2024-05-21 00:25:00,26.75,ZB#1,ZB
2024-05-21 01:10:00,2024-05-21 01:15:00,26.75,ZB#2,ZB
2024-05-21 02:00:00,2024-05-21 02:05:00,11.125,ZN#4,ZN
2024-05-21 02:00:00,2024-05-21 02:05:00,58.0,ZB#0,ZB
2024-05-21 02:40:00,2024-05-21 02:45:00,11.125,ZN#5,ZN
2024-05-21 04:20:00,2024-05-21 04:25:00,-23.473214285708195,ZB#0,ZB
2024-05-21 04:25:00,2024-05-21 04:40:00,-23.473214285708195,ZB#2,ZB
2024-05-21 05:45:00,2024-05-21 05:50:00,26.75,ZB#2,ZB
2024-05-21 04:25:00,2024-05-21 06:00:00,-35.75,ZN#4,ZN
2024-05-21 04:25:00,2024-05-21 06:00:00,-27.9375,ZN#3,ZN
2024-05-21 06:05:00,2024-05-21 06:10:00,11.125,ZN#5,ZN
2024-05-21 06:35:00,2024-05-21 06:40:00,26.75,ZB#1,ZB
2024-05-21 06:25:00,2024-05-21 06:45:00,-40.214285714291805,ZB#0,ZB
2024-05-21 06:45:00,2024-05-21 06:50:00,11.125,ZN#4,ZN
2024-05-21 07:35:00,2024-05-21 07:40:00,58.0,ZB#2,ZB
2024-05-21 08:35:00,2024-05-21 08:50:00,58.0,ZB#2,ZB
2024-05-21 09:25:00,2024-05-21 09:35:00,58.0,ZB#0,ZB
2024-05-21 11:40:00,2024-05-21 11:45:00,58.0,ZB#2,ZB
2024-05-21 12:00:00,2024-05-21 12:05:00,-68.1160714285694,ZB#0,ZB
2024-05-21 12:00:00,2024-05-21 12:05:00,-36.8660714285694,ZB#1,ZB
2024-05-21 17:05:00,2024-05-21 18:00:00,-75.9285714285694,ZB#1,ZB
2024-05-21 18:10:00,2024-05-21 18:15:00,58.0,ZB#0,ZB
2024-05-21 23:45:00,2024-05-21 23:55:00,-17.892857142861203,ZB#0,ZB
2024-05-21 23:55:00,2024-05-22 00:00:00,26.75,ZB#1,ZB
2024-05-22 00:05:00,2024-05-22 00:10:00,11.125,ZN#5,ZN
2024-05-22 00:15:00,2024-05-22 00:25:00,26.75,ZB#2,ZB
2024-05-22 00:55:00,2024-05-22 01:00:00,26.75,ZN#3,ZN
2024-05-22 01:15:00,2024-05-22 01:20:00,-35.75,ZB#2,ZB
2024-05-22 02:15:00,2024-05-22 02:25:00,26.75,ZN#4,ZN
2024-05-22 01:50:00,2024-05-22 02:45:00,-56.9553571428612,ZB#0,ZB
2024-05-22 02:45:00,2024-05-22 02:50:00,26.75,ZB#1,ZB
2024-05-22 03:30:00,2024-05-22 03:40:00,26.75,ZN#5,ZN
2024-05-22 04:00:00,2024-05-22 04:15:00,26.75,ZB#0,ZB
2024-05-22 04:25:00,2024-05-22 04:25:00,-20.125,ZN#4,ZN
2024-05-22 05:00:00,2024-05-22 05:05:00,26.75,ZB#2,ZB
2024-05-22 05:05:00,2024-05-22 05:15:00,26.75,ZN#3,ZN
2024-05-22 06:00:00,2024-05-22 06:05:00,58.0,ZB#0,ZB
2024-05-22 09:25:00,2024-05-22 09:30:00,26.75,ZB#1,ZB
2024-05-22 10:00:00,2024-05-22 10:10:00,58.0,ZB#2,ZB
2024-05-22 10:10:00,2024-05-22 10:25:00,-48.026785714291805,ZB#0,ZB
2024-05-22 16:40:00,2024-05-22 16:50:00,89.25,ZB#0,ZB
2024-05-22 22:35:00,2024-05-22 22:55:00,-48.026785714291805,ZB#0,ZB
2024-05-22 23:45:00,2024-05-22 23:50:00,-35.75,ZB#2,ZB
2024-05-23 00:00:00,2024-05-23 00:20:00,26.75,ZN#3,ZN
2024-05-23 00:20:00,2024-05-23 00:20:00,-35.75,ZN#5,ZN
2024-05-23 00:50:00,2024-05-23 00:55:00,26.75,ZB#1,ZB
2024-05-23 01:00:00,2024-05-23 01:55:00,-73.6964285714306,ZB#0,ZB
2024-05-23 02:05:00,2024-05-23 03:00:00,-4.5,ZB#2,ZB
2024-05-23 03:05:00,2024-05-23 03:10:00,11.125,ZN#4,ZN
2024-05-23 03:35:00,2024-05-23 03:45:00,26.75,ZB#0,ZB
2024-05-23 04:15:00,2024-05-23 04:20:00,11.125,ZN#5,ZN
2024-05-23 04:15:00,2024-05-23 04:20:00,-35.75,ZB#2,ZB
2024-05-23 05:20:00,2024-05-23 05:25:00,26.75,ZN#3,ZN
2024-05-23 06:15:00,2024-05-23 06:25:00,-62.535714285708195,ZB#0,ZB
2024-05-23 06:20:00,2024-05-23 06:25:00,-62.535714285708195,ZB#2,ZB
2024-05-23 06:20:00,2024-05-23 06:35:00,11.125,ZN#4,ZN
2024-05-23 06:35:00,2024-05-23 06:45:00,26.75,ZN#5,ZN
2024-05-23 09:00:00,2024-05-23 09:10:00,-13.428571428569398,ZB#2,ZB
2024-05-23 09:00:00,2024-05-23 09:10:00,-39.098214285708195,ZB#0,ZB
2024-05-23 10:15:00,2024-05-23 11:05:00,89.25,ZB#2,ZB
2024-05-23 11:05:00,2024-05-23 11:10:00,58.0,ZB#1,ZB
2024-05-23 11:25:00,2024-05-23 11:30:00,58.0,ZB#2,ZB
2024-05-23 23:40:00,2024-05-23 23:45:00,18.9375,ZB#0,ZB
2024-05-23 23:40:00,2024-05-23 23:45:00,7.776785714291805,ZB#2,ZB
2024-05-23 23:40:00,2024-05-23 23:45:00,26.75,ZB#1,ZB
2024-05-24 00:00:00,2024-05-24 00:05:00,26.75,ZN#3,ZN
2024-05-24 01:40:00,2024-05-24 01:45:00,26.75,ZB#2,ZB
2024-05-24 01:55:00,2024-05-24 02:05:00,26.75,ZN#5,ZN
2024-05-24 02:05:00,2024-05-24 02:10:00,58.0,ZB#0,ZB
2024-05-24 02:40:00,2024-05-24 02:45:00,26.75,ZB#2,ZB
2024-05-24 02:45:00,2024-05-24 02:50:00,11.125,ZN#4,ZN
2024-05-24 03:40:00,2024-05-24 03:50:00,-20.125,ZB#2,ZB
2024-05-24 04:35:00,2024-05-24 04:55:00,26.75,ZN#3,ZN
2024-05-24 05:05:00,2024-05-24 05:10:00,11.125,ZN#5,ZN
2024-05-24 05:10:00,2024-05-24 05:40:00,58.0,ZB#0,ZB
2024-05-24 06:00:00,2024-05-24 06:05:00,11.125,ZN#4,ZN
2024-05-24 07:15:00,2024-05-24 07:20:00,58.0,ZB#0,ZB
2024-05-24 07:50:00,2024-05-24 08:35:00,58.0,ZB#1,ZB
2024-05-24 09:35:00,2024-05-24 09:55:00,-36.8660714285694,ZB#0,ZB
2024-05-24 10:40:00,2024-05-24 10:45:00,26.75,ZB#1,ZB
2024-05-24 11:05:00,2024-05-24 11:10:00,58.0,ZB#2,ZB
2024-05-24 17:55:00,2024-05-24 18:00:00,89.25,ZB#0,ZB
2024-05-24 18:30:00,2024-05-24 19:25:00,-35.75,ZB#2,ZB
2024-05-24 18:30:00,2024-05-24 20:30:00,-4.5,ZB#1,ZB
2024-05-26 23:15:00,2024-05-26 23:35:00,58.0,ZB#0,ZB
2024-05-27 00:20:00,2024-05-27 00:25:00,11.125,ZN#5,ZN
2024-05-27 00:25:00,2024-05-27 00:35:00,26.75,ZB#2,ZB
2024-05-27 01:30:00,2024-05-27 01:35:00,-34.6339285714306,ZB#0,ZB
2024-05-27 01:35:00,2024-05-27 01:40:00,-3.3839285714306016,ZB#2,ZB
2024-05-27 02:10:00,2024-05-27 02:15:00,11.125,ZN#3,ZN
2024-05-27 02:30:00,2024-05-27 02:35:00,11.125,ZN#5,ZN
2024-05-27 03:00:00,2024-05-27 03:05:00,11.125,ZN#4,ZN
2024-05-27 03:35:00,2024-05-27 03:40:00,26.75,ZB#1,ZB
2024-05-27 04:00:00,2024-05-27 04:05:00,26.75,ZB#2,ZB
2024-05-27 04:35:00,2024-05-27 04:40:00,11.125,ZN#5,ZN
2024-05-27 04:40:00,2024-05-27 05:15:00,26.75,ZB#0,ZB
2024-05-27 05:10:00,2024-05-27 05:20:00,-20.125,ZN#4,ZN
2024-05-27 05:30:00,2024-05-27 05:50:00,-35.75,ZB#2,ZB
2024-05-27 08:20:00,2024-05-27 08:40:00,58.0,ZB#0,ZB
2024-05-27 08:40:00,2024-05-27 08:45:00,26.75,ZB#1,ZB
2024-05-27 10:10:00,2024-05-27 10:15:00,26.75,ZB#2,ZB
2024-05-27 11:15:00,2024-05-27 11:25:00,-31.285714285708195,ZB#2,ZB
2024-05-27 11:25:00,2024-05-27 11:30:00,26.75,ZB#1,ZB
2024-05-27 11:15:00,2024-05-27 12:00:00,58.0,ZB#0,ZB
2024-05-27 12:40:00,2024-05-27 12:45:00,58.0,ZB#2,ZB
2024-05-27 13:50:00,2024-05-27 14:55:00,-67.0,ZB#1,ZB
2024-05-27 14:05:00,2024-05-27 15:05:00,-73.6964285714306,ZB#0,ZB
2024-05-27 22:00:00,2024-05-27 22:00:00,-35.75,ZB#1,ZB
2024-05-28 03:30:00,2024-05-28 03:35:00,11.125,ZN#4,ZN
2024-05-28 03:55:00,2024-05-28 04:00:00,11.125,ZN#5,ZN
2024-05-28 04:45:00,2024-05-28 04:50:00,26.75,ZB#1,ZB
2024-05-28 05:10:00,2024-05-28 05:15:00,26.75,ZB#2,ZB
2024-05-28 05:30:00,2024-05-28 05:35:00,26.75,ZB#0,ZB
2024-05-28 05:40:00,2024-05-28 05:45:00,-19.566964285708195,ZN#3,ZN
2024-05-28 05:45:00,2024-05-28 05:50:00,11.125,ZN#4,ZN
2024-05-28 06:00:00,2024-05-28 06:05:00,6.1026785714306016,ZN#5,ZN
2024-05-28 07:35:00,2024-05-28 07:55:00,89.25,ZB#0,ZB
2024-05-28 09:00:00,2024-05-28 09:55:00,-98.25,ZB#2,ZB
2024-05-28 10:20:00,2024-05-28 10:25:00,58.0,ZB#0,ZB
2024-05-28 12:10:00,2024-05-28 12:15:00,-75.9285714285694,ZB#2,ZB
2024-05-28 19:00:00,2024-05-28 19:20:00,-42.4464285714306,ZB#0,ZB
2024-05-28 22:35:00,2024-05-28 22:55:00,58.0,ZB#1,ZB
2024-05-28 23:05:00,2024-05-28 23:15:00,58.0,ZB#0,ZB
2024-05-29 00:10:00,2024-05-29 00:15:00,11.125,ZN#5,ZN
2024-05-29 00:00:00,2024-05-29 00:35:00,58.0,ZB#2,ZB
2024-05-29 02:10:00,2024-05-29 02:15:00,11.125,ZN#4,ZN
2024-05-29 02:15:00,2024-05-29 02:20:00,58.0,ZB#2,ZB
2024-05-29 02:15:00,2024-05-29 02:20:00,58.0,ZB#0,ZB
2024-05-29 03:00:00,2024-05-29 03:05:00,26.75,ZN#5,ZN
2024-05-29 04:15:00,2024-05-29 04:30:00,58.0,ZB#0,ZB
2024-05-29 05:10:00,2024-05-29 05:15:00,11.125,ZN#5,ZN
2024-05-29 05:20:00,2024-05-29 05:25:00,26.75,ZB#2,ZB
2024-05-29 05:30:00,2024-05-29 05:35:00,-23.473214285708195,ZB#1,ZB
2024-05-29 06:05:00,2024-05-29 06:10:00,11.125,ZN#4,ZN
2024-05-29 06:05:00,2024-05-29 06:30:00,-23.473214285708195,ZN#3,ZN
2024-05-29 10:05:00,2024-05-29 10:10:00,58.0,ZB#2,ZB
2024-05-29 10:50:00,2024-05-29 10:50:00,-67.0,ZB#1,ZB
2024-05-29 10:50:00,2024-05-29 11:10:00,-53.6071428571388,ZB#0,ZB
2024-05-29 17:00:00,2024-05-29 17:05:00,117.1517857142918,ZB#0,ZB
2024-05-29 19:10:00,2024-05-29 19:15:00,-27.9375,ZB#0,ZB
2024-05-29 22:15:00,2024-05-29 23:20:00,58.0,ZB#0,ZB
2024-05-29 23:20:00,2024-05-29 23:50:00,58.0,ZB#2,ZB
2024-05-29 23:55:00,2024-05-29 23:55:00,-35.75,ZB#1,ZB
2024-05-30 00:15:00,2024-05-30 00:25:00,11.125,ZN#5,ZN
2024-05-30 00:50:00,2024-05-30 01:15:00,-62.535714285708195,ZB#2,ZB
2024-05-30 00:50:00,2024-05-30 01:15:00,-62.535714285708195,ZB#0,ZB
2024-05-30 02:10:00,2024-05-30 02:15:00,11.125,ZN#4,ZN
2024-05-30 02:15:00,2024-05-30 02:25:00,26.75,ZN#3,ZN
2024-05-30 02:25:00,2024-05-30 02:40:00,-20.125,ZN#5,ZN
2024-05-30 02:40:00,2024-05-30 02:55:00,-35.75,ZB#2,ZB
2024-05-30 03:35:00,2024-05-30 03:45:00,26.75,ZB#0,ZB
2024-05-30 04:15:00,2024-05-30 04:25:00,11.125,ZN#4,ZN
2024-05-30 04:05:00,2024-05-30 04:25:00,26.75,ZB#1,ZB
2024-05-30 04:05:00,2024-05-30 04:25:00,26.75,ZB#2,ZB
2024-05-30 06:15:00,2024-05-30 06:20:00,26.75,ZB#1,ZB
2024-05-30 06:30:00,2024-05-30 06:40:00,26.75,ZN#3,ZN
2024-05-30 07:50:00,2024-05-30 08:00:00,-62.535714285708195,ZB#0,ZB
2024-05-30 08:40:00,2024-05-30 09:15:00,-36.8660714285694,ZB#1,ZB
2024-05-30 10:10:00,2024-05-30 10:25:00,-6.732142857138797,ZB#0,ZB
2024-05-30 10:30:00,2024-05-30 10:35:00,26.75,ZB#2,ZB
2024-05-30 11:20:00,2024-05-30 11:25:00,26.75,ZB#1,ZB
2024-05-30 11:35:00,2024-05-30 11:40:00,-35.75,ZB#2,ZB
2024-05-30 17:50:00,2024-05-30 17:55:00,26.75,ZB#0,ZB
2024-05-30 18:05:00,2024-05-30 18:15:00,-35.75,ZB#1,ZB
2024-05-30 18:25:00,2024-05-30 18:30:00,26.75,ZB#2,ZB
2024-05-30 19:40:00,2024-05-30 19:45:00,58.0,ZB#2,ZB
2024-05-30 20:05:00,2024-05-30 20:10:00,58.0,ZB#0,ZB
2024-05-30 20:35:00,2024-05-30 20:45:00,26.75,ZB#1,ZB
2024-05-31 01:30:00,2024-05-31 01:40:00,-20.125,ZN#5,ZN
2024-05-31 02:40:00,2024-05-31 03:00:00,11.125,ZN#3,ZN
2024-05-31 06:05:00,2024-05-31 06:05:00,-35.75,ZB#2,ZB
2024-05-31 02:20:00,2024-05-31 06:05:00,-35.75,ZB#1,ZB
2024-05-31 02:20:00,2024-05-31 06:05:00,-67.0,ZB#0,ZB
2024-05-31 09:30:00,2024-05-31 10:30:00,58.0,ZB#2,ZB
2024-05-31 10:30:00,2024-05-31 10:30:00,-67.0,ZB#1,ZB
2024-05-31 10:30:00,2024-05-31 10:55:00,58.0,ZB#0,ZB
2024-05-31 11:15:00,2024-05-31 11:50:00,-67.0,ZB#2,ZB
2024-05-31 15:25:00,2024-05-31 15:30:00,58.0,ZB#1,ZB
2024-05-31 16:15:00,2024-05-31 16:45:00,89.25,ZB#0,ZB
2024-05-31 17:05:00,2024-05-31 17:15:00,-35.75,ZB#2,ZB
2024-05-31 18:20:00,2024-05-31 18:30:00,26.75,ZB#2,ZB
2024-05-31 18:40:00,2024-05-31 18:50:00,-35.75,ZB#0,ZB
2024-05-31 19:00:00,2024-05-31 19:05:00,2.1964285714306016,ZB#1,ZB
2024-05-31 19:45:00,2024-05-31 19:50:00,-35.75,ZB#2,ZB
2024-06-03 00:25:00,2024-06-03 01:35:00,42.375,ZN#3,ZN
2024-06-03 05:40:00,2024-06-03 06:05:00,11.125,ZN#5,ZN
2024-06-03 06:35:00,2024-06-03 06:40:00,11.125,ZN#4,ZN
2024-06-03 13:15:00,2024-06-03 13:20:00,58.0,ZB#1,ZB
2024-06-03 13:20:00,2024-06-03 13:35:00,89.25,ZB#0,ZB
2024-06-03 16:05:00,2024-06-03 16:35:00,58.0,ZB#0,ZB
2024-06-03 16:35:00,2024-06-03 16:50:00,26.75,ZB#1,ZB
2024-06-03 18:40:00,2024-06-03 18:45:00,2.1964285714306016,ZB#0,ZB
2024-06-03 20:50:00,2024-06-03 20:55:00,58.0,ZB#1,ZB
2024-06-04 07:00:00,2024-06-04 07:10:00,-30.7276785714306,ZN#5,ZN
2024-06-04 18:35:00,2024-06-05 06:50:00,-98.25,ZB#0,ZB
2024-06-05 06:30:00,2024-06-05 06:50:00,-25.1473214285694,ZN#3,ZN
2024-06-06 07:05:00,2024-06-06 07:05:00,-35.75,ZN#3,ZN
2024-06-21 06:00:00,2024-06-21 06:05:00,11.125,ZN#4,ZN
2024-06-21 05:45:00,2024-06-21 06:10:00,58.0,ZB#0,ZB
2024-06-21 06:10:00,2024-06-21 06:10:00,-67.0,ZB#1,ZB
2024-06-21 06:05:00,2024-06-21 06:10:00,-17.892857142861203,ZN#5,ZN
2024-06-21 06:15:00,2024-06-21 06:30:00,58.0,ZB#2,ZB
2024-06-21 06:35:00,2024-06-21 06:55:00,42.375,ZN#3,ZN
2024-06-21 09:20:00,2024-06-21 09:30:00,58.0,ZB#0,ZB
2024-06-21 09:45:00,2024-06-21 09:50:00,26.75,ZB#1,ZB
2024-06-21 11:15:00,2024-06-21 11:20:00,58.0,ZB#2,ZB
2024-06-21 17:35:00,2024-06-21 17:40:00,26.75,ZB#1,ZB
2024-06-21 17:35:00,2024-06-21 17:55:00,-73.6964285714306,ZB#0,ZB
2024-06-21 20:35:00,2024-06-21 20:40:00,-4.5,ZB#2,ZB
2024-06-23 22:20:00,2024-06-23 22:30:00,58.0,ZB#0,ZB
2024-06-23 23:00:00,2024-06-23 23:05:00,26.75,ZB#1,ZB
2024-06-24 00:00:00,2024-06-24 00:05:00,26.75,ZN#3,ZN
2024-06-24 00:25:00,2024-06-24 00:30:00,11.125,ZN#5,ZN
2024-06-24 00:50:00,2024-06-24 01:05:00,-56.9553571428612,ZB#0,ZB
2024-06-24 01:20:00,2024-06-24 02:20:00,-67.0,ZB#2,ZB
2024-06-24 02:15:00,2024-06-24 02:20:00,26.75,ZB#1,ZB
2024-06-24 02:40:00,2024-06-24 02:45:00,11.125,ZN#4,ZN
2024-06-24 03:50:00,2024-06-24 03:55:00,11.125,ZN#5,ZN
2024-06-24 04:00:00,2024-06-24 04:05:00,26.75,ZB#0,ZB
2024-06-24 04:45:00,2024-06-24 04:50:00,26.75,ZB#1,ZB
2024-06-24 04:50:00,2024-06-24 05:00:00,26.75,ZB#2,ZB
2024-06-24 05:10:00,2024-06-24 05:15:00,11.125,ZN#4,ZN
2024-06-24 05:55:00,2024-06-24 05:55:00,-20.125,ZN#5,ZN
2024-06-24 04:05:00,2024-06-24 05:55:00,11.125,ZN#3,ZN
2024-06-24 05:55:00,2024-06-24 06:00:00,26.75,ZB#2,ZB
