ei,xi,pnl,slv,root
2025-10-17 01:30:00,2025-10-17 01:55:00,-82.625,ZB#0,ZB
2025-10-17 04:30:00,2025-10-17 04:35:00,26.75,ZN#5,ZN
2025-10-17 04:20:00,2025-10-17 04:50:00,58.0,ZB#0,ZB
2025-10-17 04:50:00,2025-10-17 04:55:00,26.75,ZB#1,ZB
2025-10-17 06:00:00,2025-10-17 06:00:00,-35.75,ZB#2,ZB
2025-10-17 06:15:00,2025-10-17 06:20:00,42.375,ZN#3,ZN
2025-10-17 06:20:00,2025-10-17 06:25:00,58.0,ZB#0,ZB
2025-10-17 10:15:00,2025-10-17 10:20:00,-96.0178571428612,ZB#0,ZB
2025-10-17 10:15:00,2025-10-17 10:20:00,-33.5178571428612,ZB#2,ZB
2025-10-17 18:45:00,2025-10-17 18:50:00,-33.5178571428612,ZB#2,ZB
2025-10-19 22:25:00,2025-10-19 23:25:00,-67.0,ZB#2,ZB
2025-10-20 00:15:00,2025-10-20 00:30:00,26.75,ZN#3,ZN
2025-10-19 23:05:00,2025-10-20 00:30:00,58.0,ZB#0,ZB
2025-10-20 00:55:00,2025-10-20 01:00:00,26.75,ZN#5,ZN
2025-10-20 02:10:00,2025-10-20 02:15:00,26.75,ZB#2,ZB
2025-10-20 02:00:00,2025-10-20 03:00:00,-51.375,ZB#0,ZB
2025-10-20 03:30:00,2025-10-20 03:50:00,-35.75,ZB#1,ZB
2025-10-20 02:10:00,2025-10-20 04:00:00,26.75,ZN#4,ZN
2025-10-20 04:25:00,2025-10-20 04:30:00,-1.1517857142918047,ZB#0,ZB
2025-10-20 04:55:00,2025-10-20 05:00:00,11.125,ZN#5,ZN
2025-10-20 06:00:00,2025-10-20 06:05:00,11.125,ZN#4,ZN
2025-10-20 06:10:00,2025-10-20 06:15:00,26.75,ZN#3,ZN
2025-10-20 06:15:00,2025-10-20 06:20:00,-23.473214285708195,ZB#1,ZB
2025-10-20 06:45:00,2025-10-20 06:50:00,26.75,ZB#2,ZB
2025-10-20 06:45:00,2025-10-20 06:50:00,58.0,ZB#0,ZB
2025-10-20 07:00:00,2025-10-20 07:05:00,26.75,ZN#5,ZN
2025-10-20 10:00:00,2025-10-20 10:05:00,58.0,ZB#2,ZB
2025-10-20 09:10:00,2025-10-20 10:15:00,89.25,ZB#0,ZB
2025-10-20 11:05:00,2025-10-20 11:10:00,26.75,ZB#1,ZB
2025-10-20 11:05:00,2025-10-20 11:10:00,58.0,ZB#2,ZB
2025-10-20 18:30:00,2025-10-20 18:55:00,89.25,ZB#0,ZB
2025-10-20 23:45:00,2025-10-20 23:50:00,-1.1517857142918047,ZB#0,ZB
2025-10-21 00:05:00,2025-10-21 00:10:00,11.125,ZN#5,ZN
2025-10-21 00:15:00,2025-10-21 00:20:00,-4.5,ZB#1,ZB
2025-10-21 00:35:00,2025-10-21 00:35:00,-35.75,ZB#2,ZB
2025-10-21 00:30:00,2025-10-21 01:00:00,26.75,ZN#3,ZN
2025-10-21 02:10:00,2025-10-21 02:20:00,11.125,ZN#5,ZN
2025-10-21 02:45:00,2025-10-21 02:50:00,26.75,ZB#0,ZB
2025-10-21 03:00:00,2025-10-21 03:00:00,-35.75,ZB#2,ZB
2025-10-21 03:00:00,2025-10-21 03:10:00,-20.125,ZN#4,ZN
2025-10-21 04:25:00,2025-10-21 04:30:00,26.75,ZB#2,ZB
2025-10-21 04:50:00,2025-10-21 04:55:00,-17.892857142861203,ZB#1,ZB
2025-10-21 05:35:00,2025-10-21 05:40:00,-4.5,ZN#4,ZN
2025-10-21 05:40:00,2025-10-21 05:40:00,-20.125,ZN#3,ZN
2025-10-21 05:00:00,2025-10-21 05:50:00,-67.0,ZB#0,ZB
2025-10-21 06:20:00,2025-10-21 06:25:00,26.75,ZB#2,ZB
2025-10-21 08:10:00,2025-10-21 08:15:00,58.0,ZB#2,ZB
2025-10-21 09:25:00,2025-10-21 09:30:00,58.0,ZB#0,ZB
2025-10-21 09:25:00,2025-10-21 09:30:00,58.0,ZB#1,ZB
2025-10-21 09:45:00,2025-10-21 09:55:00,-67.0,ZB#2,ZB
2025-10-21 10:55:00,2025-10-21 11:05:00,-67.0,ZB#2,ZB
2025-10-21 11:25:00,2025-10-21 11:30:00,-36.8660714285694,ZB#0,ZB
2025-10-21 11:55:00,2025-10-21 12:05:00,-64.7678571428612,ZB#2,ZB
2025-10-21 16:30:00,2025-10-21 16:35:00,58.0,ZB#1,ZB
2025-10-21 16:30:00,2025-10-21 16:50:00,-53.6071428571388,ZB#0,ZB
2025-10-21 18:50:00,2025-10-21 18:55:00,58.0,ZB#2,ZB
2025-10-21 18:50:00,2025-10-21 19:00:00,58.0,ZB#0,ZB
2025-10-21 19:15:00,2025-10-21 19:20:00,26.75,ZB#1,ZB
2025-10-22 00:05:00,2025-10-22 00:10:00,-20.125,ZN#5,ZN
2025-10-22 00:05:00,2025-10-22 00:10:00,-35.75,ZN#3,ZN
2025-10-22 00:05:00,2025-10-22 00:10:00,-17.892857142861203,ZB#0,ZB
2025-10-22 00:10:00,2025-10-22 00:10:00,-20.125,ZN#4,ZN
2025-10-22 02:10:00,2025-10-22 02:15:00,-35.75,ZB#2,ZB
2025-10-22 02:20:00,2025-10-22 02:25:00,58.0,ZB#0,ZB
2025-10-22 02:35:00,2025-10-22 02:40:00,11.125,ZN#4,ZN
2025-10-22 03:10:00,2025-10-22 03:15:00,26.75,ZB#2,ZB
2025-10-22 03:10:00,2025-10-22 03:15:00,11.125,ZN#5,ZN
2025-10-22 04:30:00,2025-10-22 04:35:00,-34.6339285714306,ZB#0,ZB
2025-10-22 04:35:00,2025-10-22 04:40:00,11.125,ZN#4,ZN
2025-10-22 05:05:00,2025-10-22 05:10:00,26.75,ZB#2,ZB
2025-10-22 06:00:00,2025-10-22 06:05:00,11.125,ZN#5,ZN
2025-10-22 06:10:00,2025-10-22 06:15:00,58.0,ZB#2,ZB
2025-10-22 06:35:00,2025-10-22 06:45:00,58.0,ZB#0,ZB
2025-10-22 06:45:00,2025-10-22 06:50:00,26.75,ZN#4,ZN
2025-10-22 08:55:00,2025-10-22 09:15:00,58.0,ZB#0,ZB
2025-10-22 09:50:00,2025-10-22 09:55:00,26.75,ZB#1,ZB
2025-10-22 11:00:00,2025-10-22 11:05:00,58.0,ZB#0,ZB
2025-10-22 23:10:00,2025-10-22 23:15:00,26.75,ZB#1,ZB
2025-10-22 22:15:00,2025-10-22 23:30:00,58.0,ZB#0,ZB
2025-10-23 00:05:00,2025-10-23 00:10:00,11.125,ZN#5,ZN
2025-10-23 00:20:00,2025-10-23 00:25:00,26.75,ZB#2,ZB
2025-10-23 00:25:00,2025-10-23 00:30:00,26.75,ZB#0,ZB
2025-10-23 01:30:00,2025-10-23 01:35:00,26.75,ZB#1,ZB
2025-10-23 02:45:00,2025-10-23 02:50:00,-34.6339285714306,ZB#0,ZB
2025-10-23 02:50:00,2025-10-23 02:55:00,11.125,ZN#4,ZN
2025-10-23 02:55:00,2025-10-23 03:00:00,26.75,ZB#2,ZB
2025-10-23 03:00:00,2025-10-23 03:05:00,-20.125,ZN#5,ZN
2025-10-23 06:00:00,2025-10-23 06:05:00,11.125,ZN#5,ZN
2025-10-23 06:15:00,2025-10-23 06:25:00,58.0,ZB#0,ZB
2025-10-23 10:25:00,2025-10-23 11:05:00,89.25,ZB#0,ZB
2025-10-23 18:50:00,2025-10-23 18:55:00,58.0,ZB#1,ZB
2025-10-23 18:45:00,2025-10-23 18:55:00,89.25,ZB#0,ZB
2025-10-23 23:10:00,2025-10-23 23:25:00,58.0,ZB#2,ZB
2025-10-23 23:25:00,2025-10-23 23:30:00,26.75,ZB#1,ZB
2025-10-23 23:00:00,2025-10-24 00:00:00,58.0,ZB#0,ZB
2025-10-24 00:00:00,2025-10-24 00:00:00,-20.125,ZN#5,ZN
2025-10-24 00:50:00,2025-10-24 00:55:00,7.776785714291805,ZB#2,ZB
2025-10-24 02:00:00,2025-10-24 02:05:00,11.125,ZN#4,ZN
2025-10-24 02:10:00,2025-10-24 02:25:00,-35.75,ZB#2,ZB
2025-10-24 02:25:00,2025-10-24 02:30:00,11.125,ZN#5,ZN
2025-10-24 02:45:00,2025-10-24 03:05:00,26.75,ZB#1,ZB
2025-10-24 02:45:00,2025-10-24 03:30:00,58.0,ZB#0,ZB
2025-10-24 04:55:00,2025-10-24 05:00:00,26.75,ZB#0,ZB
2025-10-24 05:05:00,2025-10-24 05:15:00,26.75,ZB#2,ZB
2025-10-24 05:25:00,2025-10-24 05:45:00,11.125,ZN#4,ZN
2025-10-24 05:45:00,2025-10-24 05:50:00,11.125,ZN#5,ZN
2025-10-24 06:05:00,2025-10-24 06:05:00,-35.75,ZB#1,ZB
2025-10-24 06:45:00,2025-10-24 06:55:00,58.0,ZB#2,ZB
2025-10-24 07:10:00,2025-10-24 07:30:00,-73.6964285714306,ZB#0,ZB
2025-10-24 09:45:00,2025-10-24 09:50:00,58.0,ZB#2,ZB
2025-10-24 09:15:00,2025-10-24 11:00:00,-73.6964285714306,ZB#0,ZB
2025-10-24 11:00:00,2025-10-24 11:05:00,26.75,ZB#2,ZB
2025-10-24 17:50:00,2025-10-24 18:25:00,-59.1875,ZB#0,ZB
2025-10-24 18:25:00,2025-10-24 18:30:00,58.0,ZB#2,ZB
2025-10-26 23:55:00,2025-10-27 00:00:00,26.75,ZB#0,ZB
2025-10-27 00:15:00,2025-10-27 00:20:00,11.125,ZN#5,ZN
2025-10-27 01:10:00,2025-10-27 01:10:00,-35.75,ZB#2,ZB
2025-10-27 01:35:00,2025-10-27 01:40:00,26.75,ZB#1,ZB
2025-10-27 02:00:00,2025-10-27 02:05:00,11.125,ZN#4,ZN
2025-10-27 03:00:00,2025-10-27 03:05:00,58.0,ZB#0,ZB
2025-10-27 04:00:00,2025-10-27 04:05:00,11.125,ZN#5,ZN
2025-10-27 05:30:00,2025-10-27 05:35:00,58.0,ZB#0,ZB
2025-10-27 06:15:00,2025-10-27 06:20:00,26.75,ZB#1,ZB
2025-10-27 06:15:00,2025-10-27 06:35:00,26.75,ZN#5,ZN
2025-10-27 09:55:00,2025-10-27 10:00:00,58.0,ZB#1,ZB
2025-10-27 09:40:00,2025-10-27 11:15:00,-96.0178571428612,ZB#0,ZB
2025-10-27 19:15:00,2025-10-27 19:20:00,58.0,ZB#0,ZB
2025-10-27 22:10:00,2025-10-27 23:00:00,58.0,ZB#2,ZB
2025-10-27 23:00:00,2025-10-27 23:50:00,26.75,ZB#1,ZB
2025-10-27 23:50:00,2025-10-28 00:00:00,26.75,ZB#0,ZB
2025-10-28 00:10:00,2025-10-28 00:10:00,-20.125,ZN#5,ZN
2025-10-28 01:10:00,2025-10-28 01:15:00,26.75,ZB#1,ZB
2025-10-28 02:00:00,2025-10-28 02:05:00,11.125,ZN#4,ZN
2025-10-28 02:10:00,2025-10-28 02:10:00,-67.0,ZB#0,ZB
2025-10-28 02:10:00,2025-10-28 02:45:00,58.0,ZB#2,ZB
2025-10-28 03:10:00,2025-10-28 03:15:00,26.75,ZB#2,ZB
2025-10-28 03:15:00,2025-10-28 03:20:00,-35.75,ZB#1,ZB
2025-10-28 03:55:00,2025-10-28 04:00:00,11.125,ZN#5,ZN
2025-10-28 04:25:00,2025-10-28 04:30:00,11.125,ZN#4,ZN
2025-10-28 04:55:00,2025-10-28 05:25:00,58.0,ZB#0,ZB
2025-10-28 05:40:00,2025-10-28 05:50:00,26.75,ZB#2,ZB
2025-10-28 06:00:00,2025-10-28 06:05:00,11.125,ZN#5,ZN
2025-10-28 06:00:00,2025-10-28 06:05:00,26.75,ZB#1,ZB
2025-10-28 06:25:00,2025-10-28 06:25:00,-20.125,ZN#4,ZN
2025-10-28 06:55:00,2025-10-28 07:00:00,-67.0,ZB#2,ZB
2025-10-28 18:50:00,2025-10-28 18:55:00,-31.285714285708195,ZB#0,ZB
2025-10-28 18:35:00,2025-10-28 18:55:00,58.0,ZB#2,ZB
2025-10-28 18:55:00,2025-10-28 19:00:00,-31.285714285708195,ZB#1,ZB
2025-10-28 20:00:00,2025-10-28 20:05:00,-33.5178571428612,ZB#2,ZB
2025-10-28 23:50:00,2025-10-29 00:00:00,26.75,ZB#2,ZB
2025-10-29 00:30:00,2025-10-29 00:30:00,-20.125,ZN#5,ZN
2025-10-28 22:30:00,2025-10-29 00:30:00,58.0,ZB#0,ZB
2025-10-29 01:00:00,2025-10-29 01:05:00,26.75,ZB#1,ZB
2025-10-29 01:00:00,2025-10-29 01:25:00,26.75,ZB#0,ZB
2025-10-29 02:00:00,2025-10-29 02:15:00,-20.125,ZN#4,ZN
2025-10-29 02:15:00,2025-10-29 02:20:00,26.75,ZB#2,ZB
2025-10-29 02:45:00,2025-10-29 02:50:00,11.125,ZN#5,ZN
2025-10-29 03:05:00,2025-10-29 03:15:00,26.75,ZB#0,ZB
2025-10-29 03:30:00,2025-10-29 03:35:00,26.75,ZB#1,ZB
2025-10-29 04:25:00,2025-10-29 04:35:00,11.125,ZN#4,ZN
2025-10-29 04:50:00,2025-10-29 04:55:00,-4.5,ZN#5,ZN
2025-10-29 05:40:00,2025-10-29 05:50:00,-65.8839285714306,ZB#0,ZB
2025-10-29 07:25:00,2025-10-29 07:25:00,-67.0,ZB#1,ZB
2025-10-29 06:30:00,2025-10-29 07:25:00,26.75,ZN#4,ZN
2025-10-29 10:45:00,2025-10-29 11:20:00,-73.6964285714306,ZB#0,ZB
2025-10-29 15:45:00,2025-10-29 15:50:00,58.0,ZB#2,ZB
2025-10-29 15:45:00,2025-10-29 15:50:00,58.0,ZB#1,ZB
2025-10-29 15:45:00,2025-10-29 17:20:00,89.25,ZB#0,ZB
2025-10-29 17:55:00,2025-10-29 18:00:00,89.25,ZB#0,ZB
2025-10-29 23:45:00,2025-10-29 23:50:00,26.75,ZB#1,ZB
2025-10-30 00:15:00,2025-10-30 00:20:00,-67.0,ZB#0,ZB
2025-10-30 00:05:00,2025-10-30 00:25:00,-31.84375,ZN#5,ZN
2025-10-30 02:15:00,2025-10-30 02:20:00,26.75,ZN#5,ZN
2025-10-30 02:40:00,2025-10-30 02:50:00,58.0,ZB#0,ZB
2025-10-30 03:00:00,2025-10-30 03:05:00,-34.6339285714306,ZB#2,ZB
2025-10-30 03:30:00,2025-10-30 03:35:00,11.125,ZN#4,ZN
2025-10-30 04:35:00,2025-10-30 04:40:00,-7.848214285708195,ZN#5,ZN
2025-10-30 04:40:00,2025-10-30 04:45:00,58.0,ZB#2,ZB
2025-10-30 06:00:00,2025-10-30 06:05:00,11.125,ZN#4,ZN
2025-10-30 06:20:00,2025-10-30 06:30:00,58.0,ZB#0,ZB
2025-10-30 07:40:00,2025-10-30 07:45:00,58.0,ZB#2,ZB
2025-10-30 10:50:00,2025-10-30 11:00:00,58.0,ZB#0,ZB
2025-10-30 23:10:00,2025-10-30 23:25:00,-67.0,ZB#0,ZB
2025-10-31 00:50:00,2025-10-31 01:00:00,-35.75,ZB#2,ZB
2025-10-31 01:35:00,2025-10-31 01:50:00,-34.6339285714306,ZB#0,ZB
2025-10-31 01:50:00,2025-10-31 01:55:00,11.125,ZN#5,ZN
2025-10-31 01:50:00,2025-10-31 02:00:00,-67.0,ZB#1,ZB
2025-10-31 02:05:00,2025-10-31 02:10:00,11.125,ZN#4,ZN
2025-10-31 02:05:00,2025-10-31 02:10:00,-3.3839285714306016,ZB#2,ZB
2025-10-31 03:45:00,2025-10-31 03:50:00,-62.535714285708195,ZB#0,ZB
2025-10-31 03:55:00,2025-10-31 04:00:00,11.125,ZN#5,ZN
2025-10-31 04:25:00,2025-10-31 04:30:00,-35.75,ZB#1,ZB
2025-10-31 04:40:00,2025-10-31 04:45:00,26.75,ZB#2,ZB
2025-10-31 05:00:00,2025-10-31 05:05:00,11.125,ZN#4,ZN
2025-10-31 06:55:00,2025-10-31 07:00:00,26.75,ZB#0,ZB
2025-10-31 07:05:00,2025-10-31 07:10:00,26.75,ZB#2,ZB
2025-10-31 08:55:00,2025-10-31 09:00:00,58.0,ZB#1,ZB
2025-10-31 09:00:00,2025-10-31 09:05:00,58.0,ZB#2,ZB
2025-10-31 09:15:00,2025-10-31 09:20:00,-33.5178571428612,ZB#0,ZB
2025-10-31 10:00:00,2025-10-31 10:20:00,-67.0,ZB#2,ZB
2025-10-31 11:20:00,2025-10-31 11:25:00,58.0,ZB#2,ZB
2025-11-03 00:40:00,2025-11-03 00:45:00,26.75,ZN#5,ZN
2025-11-03 01:30:00,2025-11-03 01:35:00,26.75,ZB#0,ZB
2025-11-03 02:00:00,2025-11-03 02:05:00,26.75,ZB#2,ZB
2025-11-03 02:00:00,2025-11-03 02:25:00,-35.75,ZN#4,ZN
2025-11-03 04:05:00,2025-11-03 04:10:00,11.125,ZN#5,ZN
2025-11-03 04:40:00,2025-11-03 04:45:00,26.75,ZB#0,ZB
2025-11-03 05:15:00,2025-11-03 05:20:00,11.125,ZN#4,ZN
2025-11-03 06:40:00,2025-11-03 06:40:00,-20.125,ZN#5,ZN
2025-11-03 06:40:00,2025-11-03 06:45:00,2.1964285714306016,ZB#2,ZB
2025-11-03 10:10:00,2025-11-03 10:15:00,58.0,ZB#0,ZB
2025-11-03 10:30:00,2025-11-03 10:50:00,58.0,ZB#2,ZB
2025-11-03 12:00:00,2025-11-03 12:05:00,-0.03571428570819535,ZB#2,ZB
2025-11-03 12:00:00,2025-11-03 12:10:00,-36.8660714285694,ZB#1,ZB
2025-11-03 12:15:00,2025-11-03 12:25:00,58.0,ZB#0,ZB
2025-11-03 19:10:00,2025-11-03 19:15:00,58.0,ZB#2,ZB
2025-11-04 00:15:00,2025-11-04 00:20:00,11.125,ZN#5,ZN
2025-11-04 00:30:00,2025-11-04 00:40:00,26.75,ZB#0,ZB
2025-11-04 00:40:00,2025-11-04 00:45:00,26.75,ZB#1,ZB
2025-11-04 02:00:00,2025-11-04 02:40:00,-35.75,ZN#4,ZN
2025-11-04 02:50:00,2025-11-04 02:55:00,-3.3839285714306016,ZB#2,ZB
2025-11-04 03:20:00,2025-11-04 03:30:00,58.0,ZB#0,ZB
2025-11-04 03:55:00,2025-11-04 04:00:00,11.125,ZN#5,ZN
2025-11-04 05:15:00,2025-11-04 05:20:00,11.125,ZN#4,ZN
2025-11-04 07:35:00,2025-11-04 07:40:00,-25.705357142861203,ZB#0,ZB
2025-11-04 07:35:00,2025-11-04 07:40:00,26.75,ZN#5,ZN
2025-11-04 08:25:00,2025-11-04 08:25:00,-67.0,ZB#1,ZB
2025-11-04 10:55:00,2025-11-04 11:00:00,58.0,ZB#0,ZB
2025-11-04 12:05:00,2025-11-04 12:15:00,58.0,ZB#2,ZB
2025-11-04 12:15:00,2025-11-04 12:25:00,58.0,ZB#1,ZB
2025-11-04 19:30:00,2025-11-04 20:15:00,-67.0,ZB#2,ZB
2025-11-04 23:40:00,2025-11-04 23:50:00,26.75,ZB#1,ZB
2025-11-04 23:35:00,2025-11-05 00:20:00,58.0,ZB#0,ZB
2025-11-05 02:40:00,2025-11-05 03:25:00,-51.375,ZN#4,ZN
2025-11-05 03:15:00,2025-11-05 03:25:00,58.0,ZB#0,ZB
2025-11-05 03:45:00,2025-11-05 04:05:00,58.0,ZB#2,ZB
2025-11-05 04:45:00,2025-11-05 04:50:00,26.75,ZB#2,ZB
2025-11-05 05:10:00,2025-11-05 05:15:00,11.125,ZN#5,ZN
2025-11-05 05:45:00,2025-11-05 05:55:00,26.75,ZB#1,ZB
2025-11-05 05:25:00,2025-11-05 06:15:00,58.0,ZB#0,ZB
2025-11-05 07:05:00,2025-11-05 07:10:00,16.705357142861203,ZB#2,ZB
2025-11-05 08:15:00,2025-11-05 08:20:00,26.75,ZB#1,ZB
2025-11-05 08:05:00,2025-11-05 08:45:00,-51.375,ZB#0,ZB
2025-11-05 11:00:00,2025-11-05 11:10:00,58.0,ZB#2,ZB
2025-11-05 11:30:00,2025-11-05 11:35:00,26.75,ZB#1,ZB
2025-11-05 11:25:00,2025-11-05 11:55:00,58.0,ZB#0,ZB
2025-11-05 12:05:00,2025-11-05 12:05:00,-35.75,ZB#2,ZB
2025-11-05 23:40:00,2025-11-05 23:45:00,58.0,ZB#0,ZB
2025-11-06 00:00:00,2025-11-06 00:10:00,26.75,ZB#1,ZB
2025-11-05 23:45:00,2025-11-06 00:20:00,-67.0,ZB#2,ZB
2025-11-06 01:00:00,2025-11-06 01:05:00,58.0,ZB#2,ZB
2025-11-06 01:45:00,2025-11-06 02:35:00,58.0,ZB#0,ZB
2025-11-06 02:30:00,2025-11-06 02:35:00,-35.75,ZB#2,ZB
2025-11-06 02:15:00,2025-11-06 03:10:00,26.75,ZN#4,ZN
2025-11-06 02:15:00,2025-11-06 03:10:00,26.75,ZN#5,ZN
2025-11-06 03:55:00,2025-11-06 04:00:00,58.0,ZB#0,ZB
2025-11-06 04:15:00,2025-11-06 04:20:00,11.125,ZN#5,ZN
2025-11-06 04:25:00,2025-11-06 04:30:00,11.125,ZN#4,ZN
2025-11-06 05:05:00,2025-11-06 05:10:00,26.75,ZB#2,ZB
2025-11-06 06:20:00,2025-11-06 06:25:00,26.75,ZB#2,ZB
2025-11-06 06:20:00,2025-11-06 06:25:00,26.75,ZB#0,ZB
2025-11-06 06:40:00,2025-11-06 06:45:00,26.75,ZB#1,ZB
2025-11-06 06:45:00,2025-11-06 06:50:00,11.125,ZN#5,ZN
2025-11-06 06:45:00,2025-11-06 06:50:00,11.125,ZN#4,ZN
2025-11-06 08:20:00,2025-11-06 08:25:00,26.75,ZB#2,ZB
2025-11-06 08:35:00,2025-11-06 08:55:00,89.25,ZB#0,ZB
2025-11-06 10:55:00,2025-11-06 11:00:00,26.75,ZB#1,ZB
2025-11-06 10:55:00,2025-11-06 11:00:00,26.75,ZB#2,ZB
2025-11-06 11:10:00,2025-11-06 11:50:00,58.0,ZB#0,ZB
2025-11-06 12:20:00,2025-11-06 12:25:00,-25.705357142861203,ZB#2,ZB
2025-11-06 18:10:00,2025-11-06 18:15:00,89.25,ZB#0,ZB
2025-11-06 19:40:00,2025-11-06 19:55:00,58.0,ZB#1,ZB
2025-11-07 01:20:00,2025-11-07 01:25:00,26.75,ZB#0,ZB
2025-11-07 02:55:00,2025-11-07 03:00:00,11.125,ZN#5,ZN
2025-11-07 03:25:00,2025-11-07 03:30:00,11.125,ZN#4,ZN
2025-11-07 03:10:00,2025-11-07 03:30:00,-35.75,ZB#1,ZB
2025-11-07 03:30:00,2025-11-07 03:35:00,26.75,ZB#2,ZB
2025-11-07 03:45:00,2025-11-07 03:50:00,-17.892857142861203,ZB#0,ZB
2025-11-07 04:35:00,2025-11-07 04:35:00,-35.75,ZB#2,ZB
2025-11-07 04:55:00,2025-11-07 05:00:00,-20.125,ZN#5,ZN
2025-11-07 07:05:00,2025-11-07 07:10:00,58.0,ZB#0,ZB
2025-11-07 07:50:00,2025-11-07 07:55:00,26.75,ZB#1,ZB
2025-11-07 09:15:00,2025-11-07 09:45:00,58.0,ZB#0,ZB
2025-11-07 10:15:00,2025-11-07 10:55:00,58.0,ZB#2,ZB
2025-11-07 10:55:00,2025-11-07 11:00:00,26.75,ZB#1,ZB
2025-11-07 11:20:00,2025-11-07 11:25:00,58.0,ZB#2,ZB
2025-11-07 12:30:00,2025-11-07 12:35:00,58.0,ZB#2,ZB
2025-11-07 12:45:00,2025-11-07 12:55:00,-27.9375,ZB#0,ZB
2025-11-07 19:30:00,2025-11-07 19:30:00,-67.0,ZB#2,ZB
2025-11-10 00:25:00,2025-11-10 00:30:00,26.75,ZN#5,ZN
2025-11-10 02:00:00,2025-11-10 02:10:00,-35.75,ZN#4,ZN
2025-11-10 03:15:00,2025-11-10 03:20:00,58.0,ZB#0,ZB
2025-11-10 04:05:00,2025-11-10 04:10:00,11.125,ZN#5,ZN
2025-11-10 05:15:00,2025-11-10 06:25:00,-62.535714285708195,ZB#0,ZB
2025-11-10 06:25:00,2025-11-10 06:30:00,11.125,ZN#5,ZN
2025-11-10 06:25:00,2025-11-10 06:30:00,5.544642857138797,ZB#2,ZB
2025-11-10 06:50:00,2025-11-10 06:55:00,26.75,ZB#1,ZB
2025-11-10 11:55:00,2025-11-10 12:00:00,26.75,ZB#1,ZB
2025-11-10 12:05:00,2025-11-10 12:10:00,58.0,ZB#2,ZB
2025-11-10 18:25:00,2025-11-10 19:00:00,-64.7678571428612,ZB#0,ZB
2025-11-10 19:00:00,2025-11-10 19:05:00,58.0,ZB#2,ZB
2025-11-10 18:50:00,2025-11-10 19:15:00,58.0,ZB#1,ZB
2025-11-10 23:20:00,2025-11-10 23:55:00,58.0,ZB#2,ZB
2025-11-10 23:20:00,2025-11-11 00:05:00,58.0,ZB#0,ZB
2025-11-11 00:05:00,2025-11-11 00:15:00,26.75,ZB#1,ZB
2025-11-11 02:05:00,2025-11-11 02:15:00,-20.125,ZN#4,ZN
2025-11-11 02:15:00,2025-11-11 02:30:00,11.125,ZN#5,ZN
2025-11-11 04:05:00,2025-11-11 04:15:00,11.125,ZN#4,ZN
2025-11-11 04:20:00,2025-11-11 04:25:00,11.125,ZN#5,ZN
2025-11-11 03:35:00,2025-11-11 04:25:00,26.75,ZB#1,ZB
2025-11-11 04:45:00,2025-11-11 04:50:00,26.75,ZB#2,ZB
2025-11-11 03:00:00,2025-11-11 05:50:00,-67.0,ZB#0,ZB
2025-11-11 06:25:00,2025-11-11 06:30:00,-20.125,ZN#4,ZN
2025-11-11 06:30:00,2025-11-11 06:35:00,11.125,ZN#5,ZN
2025-11-11 06:30:00,2025-11-11 06:35:00,-6.732142857138797,ZB#0,ZB
2025-11-11 06:45:00,2025-11-11 07:00:00,26.75,ZB#2,ZB
2025-11-11 07:40:00,2025-11-11 07:45:00,18.9375,ZB#1,ZB
2025-11-11 09:05:00,2025-11-11 09:30:00,58.0,ZB#0,ZB
2025-11-11 10:35:00,2025-11-11 10:40:00,26.75,ZB#2,ZB
2025-11-11 11:15:00,2025-11-11 11:35:00,-40.214285714291805,ZB#0,ZB
2025-11-11 18:45:00,2025-11-11 20:40:00,-48.026785714291805,ZB#0,ZB
2025-11-11 20:10:00,2025-11-11 20:40:00,-56.9553571428612,ZB#1,ZB
2025-11-11 23:05:00,2025-11-11 23:35:00,58.0,ZB#0,ZB
2025-11-12 00:25:00,2025-11-12 00:30:00,-34.6339285714306,ZB#2,ZB
2025-11-12 01:15:00,2025-11-12 01:40:00,58.0,ZB#0,ZB
2025-11-12 02:40:00,2025-11-12 02:45:00,11.125,ZN#5,ZN
2025-11-12 02:50:00,2025-11-12 02:55:00,11.125,ZN#4,ZN
2025-11-12 03:25:00,2025-11-12 03:35:00,26.75,ZB#0,ZB
2025-11-12 06:05:00,2025-11-12 06:10:00,26.75,ZB#2,ZB
2025-11-12 07:05:00,2025-11-12 07:10:00,-29.0535714285694,ZB#2,ZB
2025-11-12 07:10:00,2025-11-12 07:15:00,26.75,ZB#1,ZB
2025-11-12 06:25:00,2025-11-12 08:00:00,58.0,ZB#0,ZB
2025-11-12 09:05:00,2025-11-12 09:15:00,58.0,ZB#2,ZB
2025-11-12 08:30:00,2025-11-12 09:35:00,-68.1160714285694,ZB#0,ZB
2025-11-12 11:30:00,2025-11-12 11:45:00,58.0,ZB#0,ZB
2025-11-12 12:00:00,2025-11-12 12:05:00,26.75,ZB#1,ZB
2025-11-12 12:00:00,2025-11-12 12:05:00,58.0,ZB#2,ZB
2025-11-12 19:15:00,2025-11-12 19:25:00,-59.1875,ZB#0,ZB
2025-11-12 23:50:00,2025-11-13 00:05:00,58.0,ZB#2,ZB
2025-11-12 23:50:00,2025-11-13 00:05:00,58.0,ZB#1,ZB
2025-11-13 00:00:00,2025-11-13 00:05:00,11.125,ZN#5,ZN
2025-11-12 23:50:00,2025-11-13 00:30:00,58.0,ZB#0,ZB
