mkt,split,mech,n,tr,ho
YM,0.5,orb,15,31.354647635106918,-10.05260648763186
YM,0.5,rev,102,42.64465011017599,20.956836230889138
YM,0.5,rnd,46,41.47406952666342,23.104601825671974
YM,0.5,sqz,27,35.23176757914488,15.98289811207656
YM,0.5,vwr,90,37.261783492077676,-15.781351142412731
YM,0.5,xmk,101,43.70243965325107,12.826458150530527
YM,0.6,cal,46,22.107263036824758,-7.86597724373759
YM,0.6,gap,7,11.245870399396393,9.055233183347271
YM,0.6,imp,107,23.494584079154475,11.199336042301848
YM,0.6,orb,19,37.49322391251144,-14.350860015574193
YM,0.6,rev,105,39.525091734482196,0.8320252794805825
YM,0.6,rnd,54,45.56974772622843,-0.041432822521208834
YM,0.6,sqz,27,33.69987355122513,9.88438056803659
YM,0.6,vwr,90,30.02153402674074,-1.3689619034422034
YM,0.6,xmk,102,52.03901525531694,9.714478889974604
YM,0.7,cal,46,16.45040216996892,-34.084323689962844
YM,0.7,gap,6,9.253057410834922,13.17237394118581
YM,0.7,imp,103,23.619032994991652,5.773545482770492
YM,0.7,orb,14,25.318102918280292,-43.852983566455144
YM,0.7,rev,102,39.53053744993598,14.246388087644693
YM,0.7,rnd,44,33.23740280146536,22.087432722862058
YM,0.7,sqz,25,24.23851153549748,26.01026090871983
YM,0.7,vwr,89,27.987884357405267,11.7655404668918
YM,0.7,xmk,100,53.70692188598933,-9.102844554872934
YM,0.8,cal,45,16.703523324565403,8.360965680361357
YM,0.8,gap,4,8.355532221470716,3.1568308686531896
YM,0.8,imp,93,12.555848509956716,23.29105224499832
YM,0.8,orb,7,9.025675115420661,-36.758588141719436
YM,0.8,rev,85,19.959481733756473,56.98465899950651
YM,0.8,rnd,29,19.710339446468335,19.859876466245854
YM,0.8,sqz,19,10.830916338693399,26.688622780097337
YM,0.8,vwr,80,21.667332638487725,31.3255193314196
YM,0.8,xmk,92,54.21336579154371,-17.126553112643613
CL,0.5,cal,46,14.10759253932539,9.222919162588452
CL,0.5,gap,5,-0.3626548475162063,-4.433352508633232
CL,0.5,imp,100,21.166630565591205,-6.967398094504698
CL,0.5,orb,10,27.74651026232151,32.93918818183505
CL,0.5,rev,97,18.906276387547706,-4.440028815169997
CL,0.5,rnd,45,20.512690211631284,18.27437703824075
CL,0.5,sqz,24,15.211868697296401,-0.45791188583212755
CL,0.5,vwr,85,22.160198455321474,7.359724454006219
CL,0.5,xmk,95,18.05364793839327,-23.053564470281465
CL,0.6,cal,46,19.147958483177455,11.32233607388975
CL,0.6,gap,7,9.172708006247156,22.344513609812637
CL,0.6,imp,105,25.38221140764994,5.625219807742133
CL,0.6,orb,10,34.55967491081104,13.888633307717663
CL,0.6,rev,102,19.133321146644086,3.020763718463246
CL,0.6,rnd,55,32.33022433849872,-11.966077784463033
CL,0.6,sqz,24,20.788842615578,19.168834116869753
CL,0.6,vwr,86,27.291079489529263,42.72338632199711
CL,0.6,xmk,100,25.77891801464538,16.969090863652198
CL,0.7,cal,45,10.54706632327449,34.65714219262455
CL,0.7,gap,8,8.138443108861816,63.951859050300385
CL,0.7,imp,99,20.755793508495163,27.428494142777687
CL,0.7,orb,7,23.459286188494605,-9.660311115717162
CL,0.7,rev,99,17.504137971453737,6.208096491453006
CL,0.7,rnd,50,30.113400913264872,-22.096861769488793
CL,0.7,sqz,23,13.812888580495473,22.70285581308805
CL,0.7,vwr,86,24.4887769588574,35.01824206910213
CL,0.7,xmk,98,23.517806048049422,19.79198483893736
CL,0.8,cal,44,11.575758902230186,43.61483192911206
CL,0.8,gap,4,-5.181849600785438,-5.034246165282819
CL,0.8,imp,90,16.617725360049885,15.813017650209469
CL,0.8,orb,4,3.9810867189781867,22.882544998210914
CL,0.8,rev,87,11.28984388587153,-19.869265052391533
CL,0.8,rnd,37,23.78502206120076,2.0342282285010795
CL,0.8,sqz,16,8.72992527901451,-46.68056141513282
CL,0.8,vwr,80,14.760731072313323,65.2363809669805
CL,0.8,xmk,85,16.134612855326402,-14.131638147597233
HG,0.5,cal,46,24.238593497515335,-48.24205498087546
HG,0.5,gap,6,1.705426253182712,34.270763278441116
HG,0.5,imp,92,28.396634873260854,-3.289076097199482
HG,0.5,orb,6,-5.266941606020979,-2.051622359501491
HG,0.5,rev,90,34.52210954184879,19.395294764296956
HG,0.5,rnd,44,18.372258003326195,5.253718622498745
HG,0.5,sqz,19,28.313772392546,-35.81780624972718
HG,0.5,vwr,83,17.68167609857204,-2.2002584200031863
HG,0.5,xmk,90,51.54730916318625,28.211603396007977
HG,0.6,cal,46,12.17294176637823,2.882941493038073
HG,0.6,gap,7,7.224801300258869,51.57537702554811
HG,0.6,imp,94,30.042895746964973,-15.70952673595098
HG,0.6,orb,5,-7.11181062293996,1.9401382192678645
HG,0.6,rev,93,28.271944223685516,21.755937206101034
HG,0.6,rnd,49,23.932836986251058,-25.867006458087285
HG,0.6,sqz,22,24.960799108879637,-22.700355641984597
HG,0.6,vwr,84,11.078971116517996,-15.819853918962384
HG,0.6,xmk,97,64.79926509039912,7.007414380735109
HG,0.7,cal,45,18.976417256005245,-5.681855667686445
HG,0.7,gap,6,3.310405273762571,-23.836747245936227
HG,0.7,imp,93,23.14113318537088,-15.982075173147107
HG,0.7,orb,3,-10.99249569131621,3.5390501074234817
HG,0.7,rev,88,24.689487532687,20.857646479299206
HG,0.7,rnd,45,28.268504106923146,-35.61511735266277
HG,0.7,sqz,20,14.99695605263905,-22.916355156023425
HG,0.7,vwr,83,18.66359393088613,4.118262461546705
HG,0.7,xmk,93,57.70824490988895,-19.295903748115634
HG,0.8,cal,44,19.97811511362451,-24.001423821907895
HG,0.8,gap,4,0.029003279049399183,-30.064505213011554
HG,0.8,imp,86,24.01996051434152,-7.610660395956538
HG,0.8,orb,2,-15.782931133461151,-5.167012759791075
HG,0.8,rev,79,26.6842420150478,7.546991865783272
HG,0.8,rnd,29,19.203612320371956,-23.813601192415124
HG,0.8,sqz,14,8.273172867925126,-47.625435856930686
HG,0.8,vwr,71,12.08707439888253,26.118810573738926
HG,0.8,xmk,82,32.1334927329588,2.8968024221064352
ES,0.5,cal,46,29.541122867625234,-10.88355857153771
ES,0.5,gap,6,-2.3332652182695646,5.781228186515832
ES,0.5,imp,106,46.20355431824966,7.675330428817875
ES,0.5,orb,14,26.159957122851452,-4.7373023141474535
ES,0.5,rev,102,58.07358423128492,-12.141727498615234
ES,0.5,rnd,46,33.48215058799098,-5.437970505828562
ES,0.5,sqz,30,30.8474215585483,-1.7860541109107206
ES,0.5,vwr,89,58.3123866170991,9.171221618486353
ES,0.5,xmk,87,47.936674774234305,-43.458483823394545
ES,0.6,cal,46,28.46036753424565,-36.01973764725476
ES,0.6,gap,9,16.860570381329158,0.9400102723544569
ES,0.6,imp,107,42.3530798631444,24.16469691143491
ES,0.6,orb,12,40.02323854872595,-20.358976250360126
ES,0.6,rev,105,34.34909301857339,28.06011715938891
ES,0.6,rnd,55,50.66917363753297,45.567710802116416
ES,0.6,sqz,30,28.64247644128261,-8.753188923306414
ES,0.6,vwr,91,38.870196447068096,16.33014108713644
ES,0.6,xmk,91,34.82024834075959,-12.131605939237215
ES,0.7,cal,46,20.242974752715288,20.3772117929191
ES,0.7,gap,9,13.176670799078913,0.5581888691317213
ES,0.7,imp,103,42.982752606419716,18.541687244511188
ES,0.7,orb,8,15.042454322308304,-24.074455131247735
ES,0.7,rev,96,32.553828788705154,55.253742510782146
ES,0.7,rnd,46,33.56117598489328,54.19461692081696
ES,0.7,sqz,27,22.73727578764915,31.860875899317573
ES,0.7,vwr,87,59.3195470923758,43.13018705501206
ES,0.7,xmk,86,31.156842473131377,-17.885743272556823
ES,0.8,cal,44,18.979892242501066,6.606731277243334
ES,0.8,gap,5,10.554915872230266,-43.114300946557385
ES,0.8,imp,89,29.934189164884845,18.291066540390975
ES,0.8,orb,6,-3.6090141391583956,-19.70527485970061
ES,0.8,rev,85,30.56479957792375,22.38707574368616
ES,0.8,rnd,32,30.183998060283496,-32.51696741285797
ES,0.8,sqz,17,20.53152285329219,-19.35835298463091
ES,0.8,vwr,78,31.8311932198779,26.739946044342755
ES,0.8,xmk,77,43.66241251331419,-77.81752510557125
NG,0.5,cal,46,53.55090957493289,32.22596140445862
NG,0.5,gap,6,21.801425182725396,-0.17348853091450422
NG,0.5,imp,100,22.556767117725233,-10.555497231055242
NG,0.5,orb,15,17.22323215485803,12.550409041011141
NG,0.5,rev,98,42.52950170952789,16.100549467873027
NG,0.5,rnd,44,59.35658629980971,8.343774805757898
NG,0.5,sqz,24,14.700656161322195,-1.72033611349046
NG,0.5,vwr,83,35.153447901164874,-58.67714821465305
NG,0.5,xmk,71,33.04718971496362,-12.09983260178708
NG,0.6,cal,46,47.27574297456733,36.95373842280295
NG,0.6,gap,9,38.239854099042894,-25.705600113339717
NG,0.6,imp,106,25.617993721812326,-17.661889314786198
NG,0.6,orb,18,4.788480475056114,52.20000057123798
NG,0.6,rev,104,42.86364197632118,-17.598644088695355
NG,0.6,rnd,58,55.380475395991574,-9.174648465904804
NG,0.6,sqz,29,13.816455924608313,-3.6949525209444953
NG,0.6,vwr,91,31.14546146467384,-17.133882325473348
NG,0.6,xmk,95,36.50227469585699,-60.186036620098534
NG,0.7,cal,46,61.09612781575246,20.235087778888833
NG,0.7,gap,13,16.852479952824556,-10.945045546087973
NG,0.7,imp,110,22.749362224220235,-55.82851814531894
NG,0.7,orb,16,13.685122975197311,79.33489587361616
NG,0.7,rev,105,40.473955877968045,1.5655580282060755
NG,0.7,rnd,66,58.448739741224394,-12.684720826464476
NG,0.7,sqz,29,19.89764498792214,-3.251511017123138
NG,0.7,vwr,93,33.3203266990051,-62.09233135071486
NG,0.7,xmk,102,59.060236162176736,-13.446977038008589
NG,0.8,cal,46,49.41591205602784,19.002728856999457
NG,0.8,gap,7,9.735129485890743,23.016747287361948
NG,0.8,imp,103,17.988493877304762,-38.902327529710746
NG,0.8,orb,10,16.864777421702836,91.80055521503131
NG,0.8,rev,100,35.5041723538809,-10.555337335704516
NG,0.8,rnd,45,44.5985697611286,-36.20127100767859
NG,0.8,sqz,23,17.290549809039508,15.813456530550107
NG,0.8,vwr,88,24.634326799055035,-19.55463209024761
NG,0.8,xmk,101,31.901438029319216,-19.276074844089095
6E,0.5,cal,46,7.350759527767932,-8.3462306090845
6E,0.5,gap,4,-1.0470653066872249,-1.648081044900661
6E,0.5,imp,93,16.396906962127655,2.4424127219199927
6E,0.5,orb,9,-0.8184472120087215,-4.302733864233402
6E,0.5,rev,89,10.416866970943142,-3.770030209824805
6E,0.5,rnd,42,6.738311227831294,-3.1324545625338414
6E,0.5,sqz,20,6.442669207264131,-9.854271228150367
6E,0.5,vwr,83,10.675958454100504,0.006056936196459528
6E,0.5,xmk,94,14.629137126960506,-4.995397221901772
6E,0.6,cal,46,5.826470227983436,-8.02758873328964
6E,0.6,gap,7,1.1782152685644929,1.8553064729124529
6E,0.6,imp,97,13.253628078037705,6.00060380644266
6E,0.6,orb,9,-2.2758206389332654,-2.1190338498770744
6E,0.6,rev,95,10.342290963499808,-4.3548737131140705
6E,0.6,rnd,46,4.877653994664489,-2.691950908624898
6E,0.6,sqz,21,3.009106661453892,-5.287638889040008
6E,0.6,vwr,83,12.578050109905808,-3.2621743539963193
6E,0.6,xmk,97,17.341586875745215,-1.5497563102185627
6E,0.7,cal,45,5.932141458307069,-1.7835278024724843
6E,0.7,gap,6,0.2238406814047584,0.44249352661204044
6E,0.7,imp,93,9.188465925999708,-1.4392528063048788
6E,0.7,orb,7,-0.03938502085198644,-2.637311450356365
6E,0.7,rev,91,9.406990271239533,-1.3727869810101319
6E,0.7,rnd,38,3.688403236497733,-4.470983730108811
6E,0.7,sqz,18,3.15107643066551,-2.1653668568066506
6E,0.7,vwr,84,10.677429335201376,-4.513225064141166
6E,0.7,xmk,95,13.367686965466529,-2.7806206791673094
6E,0.8,cal,43,4.981403786398318,1.1349173819096399
6E,0.8,gap,4,-1.1189191717930929,-2.0246644637892732
6E,0.8,imp,86,7.739483907135825,-0.44606571457811706
6E,0.8,orb,2,-5.031958427361088,-0.33635099273249314
6E,0.8,rev,79,5.5933868448781245,-3.7269086064081
6E,0.8,rnd,29,3.697002292558994,-4.3862175425574685
6E,0.8,sqz,12,0.6492338717692386,-9.002703752231254
6E,0.8,vwr,76,7.813955059953284,4.2468876366184425
6E,0.8,xmk,84,10.962303370527296,-6.689442224065141
6B,0.5,cal,46,5.926661363827265,-1.7407281777724037
6B,0.5,gap,5,-1.5894560730843248,1.2108384364127673
6B,0.5,imp,93,6.022973699384776,7.037574020158251
6B,0.5,orb,8,-0.39179922025556563,-1.0929144090980423
6B,0.5,rev,90,4.014687444857492,-1.0644916213647404
6B,0.5,rnd,44,2.9228960479334547,2.610702114380309
6B,0.5,sqz,19,3.1210933087115458,1.1741641157035565
6B,0.5,vwr,84,6.4786751568924394,8.09356967882008
6B,0.5,xmk,95,9.080180524661277,-0.5101861140665448
6B,0.6,cal,46,4.153847519068802,-0.4548428119563625
6B,0.6,gap,6,0.9710307322617227,4.793933796245983
6B,0.6,imp,97,7.180950446405475,5.349150642061113
6B,0.6,orb,9,-0.6966483532291802,-1.3717503105952173
6B,0.6,rev,91,5.203789413010309,-2.082041672017519
6B,0.6,rnd,49,5.177784545842784,-6.523390272869776
6B,0.6,sqz,21,2.698961439011254,1.1255117584558432
6B,0.6,vwr,84,7.600010886502714,6.220771564813773
6B,0.6,xmk,96,8.312506506973323,-0.28045180800764535
6B,0.7,cal,45,2.757630866179961,3.1055821059980624
6B,0.7,gap,5,-1.208500528760218,2.3732735775153273
6B,0.7,imp,94,5.062033852646462,2.7022400329658347
6B,0.7,orb,7,-0.9016195277868327,-0.1827787871897598
6B,0.7,rev,89,5.416617433327135,-0.13214707526897884
6B,0.7,rnd,38,2.2459086737614347,-0.7358660511471443
6B,0.7,sqz,20,1.9745591445540167,2.5250144951256943
6B,0.7,vwr,82,7.72634988428515,5.058562594207111
6B,0.7,xmk,95,7.140482138849263,-2.061672261422106
6B,0.8,cal,44,3.0084624268298232,2.1730733767746626
6B,0.8,gap,4,-0.6241509602912082,2.0602856355548536
6B,0.8,imp,85,4.753157517467206,-0.8579993978677354
6B,0.8,orb,5,-0.23708809547017373,-0.5663898479141043
6B,0.8,rev,79,4.162936296413258,4.816387233971509
6B,0.8,rnd,32,2.1726503964768438,-1.73143034195333
6B,0.8,sqz,14,2.086985937010358,2.354392076570298
6B,0.8,vwr,77,4.655511233819559,4.1075161612009765
6B,0.8,xmk,82,6.5027162180391604,-3.6309701033224155
6A,0.5,cal,46,5.45949730710485,-2.4196441553706727
6A,0.5,gap,5,0.8245303862693661,-1.1758560221878802
6A,0.5,imp,92,8.37965694351751,2.003364621590332
6A,0.5,orb,5,0.3541815992850077,4.374148083647539
6A,0.5,rev,91,7.529460950309336,-2.7909860989189506
6A,0.5,rnd,42,5.318754741949523,-4.862695802024355
6A,0.5,sqz,19,4.651576767637633,-1.793790046479461
6A,0.5,vwr,82,7.583337189988688,3.735910902160903
6A,0.5,xmk,96,9.528873778303899,-1.4383758850394357
6A,0.6,cal,46,2.8664093410169555,-2.101243948896881
6A,0.6,gap,8,2.7381852134995976,-2.862136984698808
6A,0.6,imp,94,5.8557905074786145,5.519887712444319
6A,0.6,orb,6,0.6538674305506716,5.5425435164117935
6A,0.6,rev,91,7.320895251348366,-0.39158286402597675
6A,0.6,rnd,44,4.244862339677989,-1.6500330338058724
6A,0.6,sqz,22,3.128647772257795,-1.222976670443603
6A,0.6,vwr,81,5.275886457323247,0.976121508420231
6A,0.6,xmk,98,7.623735125230421,2.699529695524249
6A,0.7,cal,45,2.3619682970744686,-2.0781039146048568
6A,0.7,gap,6,1.9023838672353912,-4.234856397136882
6A,0.7,imp,94,6.10989955849663,4.536307679908688
6A,0.7,orb,5,0.15011500633253302,8.508335474535166
6A,0.7,rev,87,6.264184227083024,7.2443448350538215
6A,0.7,rnd,38,3.056301666137449,-9.95504147579883
6A,0.7,sqz,20,2.9303612253797726,-0.20396880070429724
6A,0.7,vwr,79,5.433363885996456,0.25114752209773855
6A,0.7,xmk,95,6.037822069494146,8.547578897330805
6A,0.8,cal,42,2.0599910184169503,-2.6673641208808587
6A,0.8,gap,4,-0.1350087504147244,-4.550181193870965
6A,0.8,imp,83,5.406695209289852,0.35747774100392027
6A,0.8,orb,1,-0.9033070588882833,1.4986399977320595
6A,0.8,rev,75,5.088742550484813,1.8434194591063175
6A,0.8,rnd,30,1.610088080917829,-3.38764158963836
6A,0.8,sqz,13,1.3316802812340083,-5.0314782440434636
6A,0.8,vwr,69,4.436927457183084,4.142375240628653
6A,0.8,xmk,80,5.120910751030378,3.8625841665938787
MBT,0.5,cal,42,19.834232890101664,12.771898856172044
MBT,0.5,gap,4,0.7009282292237806,-10.727611733905519
MBT,0.5,imp,92,43.449600876836065,7.040660816548665
MBT,0.5,orb,4,1.9003918193783063,-4.024169902938943
MBT,0.5,rev,83,48.72518585691501,-4.419336096676759
MBT,0.5,rnd,36,32.95994740232555,23.45338748909558
MBT,0.5,sqz,17,15.571964659034178,-4.267152761591958
MBT,0.5,vwr,78,65.65774230873953,-0.5661883186079374
MBT,0.5,xmk,76,97.6204427181081,-9.859687709437862
MBT,0.6,cal,44,32.096952514731505,-3.7624997242820126
MBT,0.6,gap,5,-0.057918097764751764,-12.526309940151677
MBT,0.6,imp,97,34.813977153546084,15.49295353486588
MBT,0.6,orb,6,4.198454192491773,6.299842005075075
MBT,0.6,rev,90,29.813100568405158,-5.903976844361757
MBT,0.6,rnd,39,37.643558694327034,24.472147530620074
MBT,0.6,sqz,20,24.36090045526853,13.340905219727972
MBT,0.6,vwr,81,50.312621144798186,1.811808688976729
MBT,0.6,xmk,88,66.72734609713541,10.068419581583747
MBT,0.7,cal,45,27.31255741533042,20.224051081271362
MBT,0.7,gap,5,-1.116007831308196,-16.79554922516783
MBT,0.7,imp,93,37.07327862353323,6.195404894792987
MBT,0.7,orb,5,-0.43001410755900055,-5.647207673659456
MBT,0.7,rev,82,28.628829732027082,13.562306520142283
MBT,0.7,rnd,39,35.34163694558692,15.926963126799615
MBT,0.7,sqz,14,12.660166300205207,-17.429240835109738
MBT,0.7,vwr,77,39.53922793552696,-25.84476886119732
MBT,0.7,xmk,80,63.81511698315661,0.04043958715117002
MBT,0.8,cal,44,35.05193895258921,1.4812580189794613
MBT,0.8,gap,4,-6.027817494982972,-8.797201664910508
MBT,0.8,imp,82,35.774625151772895,5.852610720785603
MBT,0.8,orb,1,-0.8987443180751957,1.939587460450354
MBT,0.8,rev,79,37.17039673128766,-14.823681395146922
MBT,0.8,rnd,33,37.17444939468034,37.17286737748472
MBT,0.8,sqz,14,8.51667233895754,2.7634415341739857
MBT,0.8,vwr,72,35.10383575464721,-5.794225457483953
MBT,0.8,xmk,61,52.049763750477275,9.283280877435992
ETH,0.5,cal,43,1.4766962215791357,0.47442179417359087
ETH,0.5,gap,4,-0.2932127841289506,-0.6981980958471539
ETH,0.5,imp,87,3.8154833649469104,-0.38694796443160484
ETH,0.5,orb,2,1.618164339803176,-0.3785608326270409
ETH,0.5,rev,84,5.562123681876368,-2.242926822959839
ETH,0.5,rnd,33,1.474722102139089,-1.330529938260039
ETH,0.5,sqz,16,1.193223152943637,-0.7547193740154747
ETH,0.5,vwr,74,4.480957932712218,-2.2429397898792143
ETH,0.5,xmk,74,5.348958686038517,-1.5331829096737186
ETH,0.6,cal,44,1.5833840930480825,0.025350981984707754
ETH,0.6,gap,5,-0.20133542835229087,-0.7508950209145251
ETH,0.6,imp,88,2.5813796226077432,-0.017091647911544494
ETH,0.6,orb,5,1.7272505958089444,-0.16877519468513577
ETH,0.6,rev,86,4.4341764866558995,-2.2504892511280783
ETH,0.6,rnd,37,1.195502902659079,-0.6885984251437643
ETH,0.6,sqz,18,0.8625520068612622,-0.8784849965848055
ETH,0.6,vwr,74,3.5665789583178107,-2.4275653352642315
ETH,0.6,xmk,88,3.8944820771249087,-0.14107012225095933
ETH,0.7,cal,43,1.707353367604967,-0.14510331336328552
ETH,0.7,gap,5,0.011586170528026222,-1.3361372639592461
ETH,0.7,imp,78,1.6969608561468916,-0.10367625169679333
ETH,0.7,orb,2,0.39747431886418133,-0.193953934617216
ETH,0.7,rev,75,2.774476357541161,-1.8493346460844042
ETH,0.7,rnd,29,1.0551285967469357,-0.1931330323996403
ETH,0.7,sqz,13,0.5567527580521554,-0.8095527181848282
ETH,0.7,vwr,70,1.612272052642736,-0.8323206875733918
ETH,0.7,xmk,77,4.077169255448253,-1.7552681524936908
ETH,0.8,cal,18,1.8279841312493395,0.3302859225274153
ETH,0.8,gap,2,-0.5212049098619667,-0.3239240110867447
ETH,0.8,imp,56,0.4432473610921921,-0.46724625435113754
ETH,0.8,rev,53,1.4196664140424027,-0.15374716229842886
ETH,0.8,rnd,18,0.777282063850715,-0.2475523466050563
ETH,0.8,sqz,11,0.26098044204737497,0.11582307724003955
ETH,0.8,vwr,51,0.757094126918321,0.35962197511454913
ETH,0.8,xmk,59,2.746160868301761,-0.3173797745851403
ZF,0.5,cal,46,20.784234545482466,-13.900761269126571
ZF,0.5,gap,5,-5.820307898053535,6.625079828793975
ZF,0.5,imp,93,50.992618486514544,-1.3882343653096676
ZF,0.5,orb,11,17.102190125230106,3.0738746448940524
ZF,0.5,rev,88,45.269454725418825,-11.955608361454575
ZF,0.5,rnd,41,24.091053481326764,22.04862597952832
ZF,0.5,sqz,22,30.038172942311196,-35.592986511886494
ZF,0.5,vwr,81,79.702031029489,-14.458805918462163
ZF,0.5,xmk,86,90.05755125891366,-19.275940869510652
ZF,0.6,cal,46,18.81134646779972,-7.495115599355112
ZF,0.6,gap,8,17.10766977953056,-21.357823592995754
ZF,0.6,imp,97,51.04310454606128,-9.400867526939708
ZF,0.6,orb,10,16.727328342911985,-24.447693102197903
ZF,0.6,rev,93,41.35152537340242,8.471676815599501
ZF,0.6,rnd,44,40.615106963946815,19.68679746798246
ZF,0.6,sqz,23,26.597036979845623,0.1831678987112705
ZF,0.6,vwr,81,55.01983013242818,-2.742407473247809
ZF,0.6,xmk,92,70.42489727159521,-24.31864942453612
ZF,0.7,cal,46,14.243615453894138,9.424738076694274
ZF,0.7,gap,5,7.620997935215819,4.205512280547706
ZF,0.7,imp,92,44.44410977487212,8.603599861270109
ZF,0.7,orb,7,8.514260892729594,15.298139679915309
ZF,0.7,rev,90,40.328262234919585,-8.051907234383558
ZF,0.7,rnd,34,26.847635480469393,21.93037527316757
ZF,0.7,sqz,20,22.603043893840265,1.2558076488851622
ZF,0.7,vwr,82,53.72136383159835,-12.340821193027457
ZF,0.7,xmk,91,72.27703101892043,-3.1592898895320847
ZF,0.8,cal,41,12.952620037104637,19.708203777846023
ZF,0.8,gap,4,10.166433778626821,-34.773268693282745
ZF,0.8,imp,77,34.907637490615144,21.07477910941626
ZF,0.8,orb,4,-2.6768731488591726,-10.865866536197586
ZF,0.8,rev,79,39.593730100397856,19.613205294278977
ZF,0.8,rnd,27,19.717854515746637,5.012188946538342
ZF,0.8,sqz,13,9.887300451058055,-11.721326523757766
ZF,0.8,vwr,75,46.43413213121966,-2.5056042789395008
ZF,0.8,xmk,79,52.909514945624714,13.746040641654622
ZT,0.5,cal,45,8.456337160026676,-15.925921992694883
ZT,0.5,gap,5,2.107716602173961,-15.100416996817827
ZT,0.5,imp,89,33.192175013573376,-22.669488919875157
ZT,0.5,orb,10,-4.872801314650432,1.4847014140782877
ZT,0.5,rev,86,26.807665086052012,8.230545337552766
ZT,0.5,rnd,37,39.48267616590932,-22.40108126594914
ZT,0.5,sqz,22,14.151443799780134,-33.5788495197798
ZT,0.5,vwr,78,52.539559328686344,-50.04441518487706
ZT,0.5,xmk,84,113.13006143330077,-10.103396692185935
ZT,0.6,cal,46,12.789286213183646,-15.700902264954278
ZT,0.6,gap,6,27.064028764797072,-11.852109640908475
ZT,0.6,imp,96,16.05504533820993,-35.01288953677794
ZT,0.6,orb,11,4.446242104406967,-9.329582455347948
ZT,0.6,rev,88,23.332106208374228,-2.5013244335726306
ZT,0.6,rnd,37,23.1130976751207,-14.332439986704612
ZT,0.6,sqz,22,7.743583463353624,2.1390979488122817
ZT,0.6,vwr,80,26.829105115892624,-2.489167298211502
ZT,0.6,xmk,90,96.0908243669815,-18.68092130568248
ZT,0.7,cal,42,6.887459289503024,-10.754937833130127
ZT,0.7,gap,5,2.827128382937598,-28.981667695774508
ZT,0.7,imp,90,13.478392835504494,-22.391574121358094
ZT,0.7,orb,6,-7.993498161427177,-11.540955553717323
ZT,0.7,rev,86,24.604036450316862,36.429562253184116
ZT,0.7,rnd,33,22.652739523488844,-41.87554183200699
ZT,0.7,sqz,18,7.287512571283023,1.6062832384592447
ZT,0.7,vwr,78,33.907481713816,9.907055413017849
ZT,0.7,xmk,90,67.42022060966075,-22.800051324478883
ZT,0.8,cal,32,2.666136937123474,-16.30938884487519
ZT,0.8,gap,3,1.553652243792757,-41.21932070325618
ZT,0.8,imp,69,4.374074279640272,-25.900692782479453
ZT,0.8,orb,3,-17.07868002386245,0.6390273470943697
ZT,0.8,rev,74,21.814236683962196,45.80764946276239
ZT,0.8,rnd,21,-7.689714027167837,-23.276764323261116
ZT,0.8,sqz,13,2.2033582133377756,1.8474440807355605
ZT,0.8,vwr,65,20.265740841212352,33.35752559896986
ZT,0.8,xmk,65,36.06770531166171,-26.011649084217
