contract,split,mech,n,tr,ho,tpw,ctl,beat
CLH5,0.5,imp,156,3.15342419678067,-3.530135169625813,3.725813091807328,-3.2301017190745673,False
CLH5,0.5,rev,160,4.1163077974310385,-0.7671692797601972,3.3015129682997113,-3.2301017190745673,True
CLH5,0.5,rnd,158,6.521527862036588,-3.2301017190745673,1.6838205022643062,-3.2301017190745673,False
CLH5,0.5,sqz,61,9.881031086650871,-3.612937307550562,1.5658021133525455,-3.2301017190745673,False
CLH5,0.5,vol,8,-2.4837059180506813,-6.850943137593741,1.9596541786743515,-3.2301017190745673,False
CLH5,0.5,vwr,150,4.20495115359669,-8.033013463416024,2.340469328941951,-3.2301017190745673,False
CLH5,0.6,imp,156,3.9598531757374635,-3.755681241193089,4.0592836558254435,-3.8533806938239685,True
CLH5,0.6,rev,159,3.340681353887019,0.5109737822980845,2.6636475916014817,-3.8533806938239685,True
CLH5,0.6,rnd,163,4.282783949321911,-3.8533806938239685,1.8479827089337175,-3.8533806938239685,False
CLH5,0.6,sqz,62,7.86314498261606,-4.265782723530267,1.5658021133525455,-3.8533806938239685,False
CLH5,0.6,vol,9,-2.5081644270543637,-7.780904820666369,1.9596541786743515,-3.8533806938239685,False
CLH5,0.6,vwr,151,2.3254797020331117,-5.577525989374827,3.0032935364347466,-3.8533806938239685,False
CLH5,0.7,imp,154,2.9454057075653433,0.1710933356329686,2.91272128447921,-7.167059123296513,True
CLH5,0.7,rev,156,2.674864892430204,1.8497784229476824,2.8509674763277064,-7.167059123296513,True
CLH5,0.7,rnd,158,5.179801621848954,-7.167059123296513,2.066694112803623,-7.167059123296513,False
CLH5,0.7,sqz,58,4.6535390030356,-0.7053951725913201,1.5658021133525457,-7.167059123296513,True
CLH5,0.7,vol,9,-2.711352529670503,-7.969088855354534,1.4985590778097981,-7.167059123296513,False
CLH5,0.7,vwr,146,1.0095899420208867,-0.9106730191499184,5.218196788801976,-7.167059123296513,True
CLH5,0.8,imp,143,2.0968189861271935,-1.6216564113125091,4.750926307122272,-5.95391491552683,True
CLH5,0.8,rev,149,2.8426668262839923,0.6865803806890572,2.826265953067105,-5.95391491552683,True
CLH5,0.8,rnd,129,2.9824606558626687,-5.95391491552683,2.4063400576368874,-5.95391491552683,False
CLH5,0.8,sqz,49,0.7738888300011116,-1.806165436613883,1.9788664745437081,-5.95391491552683,True
CLH5,0.8,vol,8,-3.1568930679516267,-9.27369032289157,1.9596541786743515,-5.95391491552683,False
CLH5,0.8,vwr,139,1.461721021946552,-2.9846844742595837,3.7343900096061478,-5.95391491552683,True
CLH6,0.5,imp,161,4.564664273507809,-5.0680033693405155,3.8112391930835736,-5.152061757116897,True
CLH6,0.5,rev,158,6.6847114628578534,-2.0027981590593673,3.0979827089337175,-5.152061757116897,True
CLH6,0.5,rnd,153,5.76960522950999,-5.152061757116897,2.9765335529024286,-5.152061757116897,False
CLH6,0.5,sqz,56,3.9423664256953397,-1.4026537976959148,3.962536023054755,-5.152061757116897,True
CLH6,0.5,vol,11,4.869964325512988,-8.166406432143612,2.0220941402497594,-5.152061757116897,False
CLH6,0.5,vwr,145,8.900914278732662,1.94123600722583,3.8760806916426516,-5.152061757116897,True
CLH6,0.6,imp,162,2.8322988180193684,-4.287159296812209,2.6062680115273773,-5.578197826345276,True
CLH6,0.6,rev,158,5.725337438449595,-0.27242653303207465,2.2231370934540964,-5.578197826345276,True
CLH6,0.6,rnd,156,6.759791958080117,-5.578197826345276,2.503087690407575,-5.578197826345276,False
CLH6,0.6,sqz,57,3.269172969903964,-5.556122396365951,2.4399615754082613,-5.578197826345276,True
CLH6,0.6,vol,11,4.240567185575653,-9.035720497074283,2.0220941402497594,-5.578197826345276,False
CLH6,0.6,vwr,146,5.6548199170845805,9.825023436370511,3.647591601482091,-5.578197826345276,True
CLH6,0.7,imp,160,3.320932563417178,-2.0707378304897803,2.3505043227665703,-9.18922909635245,True
CLH6,0.7,rev,157,5.130584645926841,-2.28750897525061,2.2128447920955123,-9.18922909635245,True
CLH6,0.7,rnd,155,6.62862508745436,-9.18922909635245,2.503087690407575,-9.18922909635245,False
CLH6,0.7,sqz,57,3.42410551076985,-3.407853286577618,3.131604226705091,-9.18922909635245,True
CLH6,0.7,vol,11,3.599935721631543,-11.264756091415002,2.0220941402497594,-9.18922909635245,False
CLH6,0.7,vwr,146,6.323133961675183,5.026388234156502,4.23219431864965,-9.18922909635245,True
CLH6,0.8,imp,146,3.83678946736145,-10.044331022654116,3.174145738987238,-1.397035531483415,False
CLH6,0.8,rev,149,3.727808696321003,-1.9132609683590083,2.6801152737752156,-1.397035531483415,False
CLH6,0.8,rnd,125,1.1715068080784823,-1.397035531483415,3.4750240153698364,-1.397035531483415,False
CLH6,0.8,sqz,50,3.9040240355584146,-16.49290741988924,3.001921229586935,-1.397035531483415,False
CLH6,0.8,vol,8,0.0449734359686178,-6.293740254528484,2.684918347742555,-1.397035531483415,False
CLH6,0.8,vwr,138,7.409469677780746,8.022445778080987,3.1652257444764644,-1.397035531483415,True
CLM5,0.5,imp,162,6.829392118548887,-5.101312965564339,3.2907060518731983,-2.7880530890692605,False
CLM5,0.5,rev,160,5.6435655518527374,-0.46607847823103177,5.787103746397694,-2.7880530890692605,True
CLM5,0.5,rnd,152,12.129952649778946,-2.7880530890692605,2.0172910662824206,-2.7880530890692605,False
CLM5,0.5,sqz,63,11.359753023439225,-2.521619474885259,2.636887608069164,-2.7880530890692605,True
CLM5,0.5,vol,11,1.7049018614675961,-9.529180810396861,1.6762728146013448,-2.7880530890692605,False
CLM5,0.5,vwr,147,12.322486216928324,9.223531880247577,2.9394812680115274,-2.7880530890692605,True
CLM5,0.6,imp,162,5.865906853442161,-8.616814391011737,2.0821325648414986,-3.581161086919809,False
CLM5,0.6,rev,160,3.9913976712006827,-0.5679982171711984,6.817363112391931,-3.581161086919809,True
CLM5,0.6,rnd,157,14.095772155972151,-3.581161086919809,1.685878962536023,-3.581161086919809,False
CLM5,0.6,sqz,63,7.876428085251642,-0.8909928022560839,2.636887608069164,-3.581161086919809,True
CLM5,0.6,vol,11,-0.029801971673982724,-9.146698185988754,2.2190201729106627,-3.581161086919809,False
CLM5,0.6,vwr,148,11.554175795500742,9.184638976248044,2.939481268011527,-3.581161086919809,True
CLM5,0.7,imp,158,4.286015788521138,-2.6002775314586364,3.581720872787155,-2.148207988545564,False
CLM5,0.7,rev,158,4.688436638894084,-3.1557738274812754,4.810621655002058,-2.148207988545564,False
CLM5,0.7,rnd,150,10.461677797807027,-2.148207988545564,1.7949773569370109,-2.148207988545564,False
CLM5,0.7,sqz,59,6.874611891595447,-1.7133880590814956,2.636887608069164,-2.148207988545564,True
CLM5,0.7,vol,11,-1.3898155635803888,-9.120849626549912,2.199807877041306,-2.148207988545564,False
CLM5,0.7,vwr,141,9.81748725812528,7.805943952786701,3.6846438863729927,-2.148207988545564,True
CLM5,0.8,imp,151,3.7707570819458973,-5.916040920517195,3.983120625771922,-6.164982626038046,True
CLM5,0.8,rev,152,4.334909116500316,-0.21030229362912742,4.892960065870729,-6.164982626038046,True
CLM5,0.8,rnd,128,7.359350047755971,-6.164982626038046,2.053314121037464,-6.164982626038046,False
CLM5,0.8,sqz,51,4.56645404247697,-2.0990114937838196,2.987512007684918,-6.164982626038046,True
CLM5,0.8,vol,8,-1.8436600306235096,-5.418111570996992,2.5168107588856867,-6.164982626038046,True
CLM5,0.8,vwr,132,11.335148898954307,2.1779650791200154,4.445244956772334,-6.164982626038046,True
CLM6,0.5,imp,167,16.91449193065536,-12.026772225527013,4.277737752161383,7.29155629997967,False
CLM6,0.5,rev,163,13.681944945506519,-12.941967365585253,5.228746397694524,7.29155629997967,False
CLM6,0.5,rnd,184,21.896095716884595,7.29155629997967,2.526416906820365,7.29155629997967,False
CLM6,0.5,sqz,71,20.673223438154356,-6.269864710717692,2.55043227665706,7.29155629997967,False
CLM6,0.5,vol,7,-6.160576490932328,1.7482947233109931,1.7915465898174832,7.29155629997967,False
CLM6,0.5,vwr,154,16.520112546348983,-0.8695313798409643,2.9641827912721284,7.29155629997967,False
CLM6,0.6,imp,167,13.391162079200345,-10.170553704738557,4.740634005763688,18.076955498588774,False
CLM6,0.6,rev,164,11.847267919277176,-27.846151014360714,3.5932997118155616,18.076955498588774,False
CLM6,0.6,rnd,187,18.898845922116706,18.076955498588774,2.4799871918027536,18.076955498588774,False
CLM6,0.6,sqz,70,16.308824277413034,3.5418916283472446,2.6657060518731988,18.076955498588774,False
CLM6,0.6,vol,8,-2.0424123476085563,-1.3055678359797314,1.6666666666666663,18.076955498588774,False
CLM6,0.6,vwr,152,15.513919335983674,0.5227335758041498,3.15973651708522,18.076955498588774,False
CLM6,0.7,imp,165,9.815520276845136,-10.851430316049864,4.800072046109509,14.179689088677675,False
CLM6,0.7,rev,164,8.827189136277607,-8.952499515748752,2.656700288184438,14.179689088677675,False
CLM6,0.7,rnd,183,20.250025595943356,14.179689088677675,2.4447646493756006,14.179689088677675,False
CLM6,0.7,sqz,66,13.673094376460858,-7.948466387476063,2.9971181556195963,14.179689088677675,False
CLM6,0.7,vol,7,-0.9133656598302875,-4.854699632861704,1.6666666666666663,14.179689088677675,False
