contract,split,mech,n,tr,ho,tpw,ctl,beat
YMH5,0.5,imp,124,29.198291280009197,10.433131419539103,1.4250972762645915,-1.440224697437824,True
YMH5,0.5,rev,123,28.98541326746781,-5.346970343752677,2.0136186770428015,-1.440224697437824,False
YMH5,0.5,rnd,88,13.651341250016875,-1.440224697437824,1.2159533073929962,-1.440224697437824,False
YMH5,0.5,sqz,35,13.736253491349396,-1.8024371506835746,1.614785992217899,-1.440224697437824,False
YMH5,0.5,vwr,126,29.510208842576784,-10.825194660089373,1.7444876783398184,-1.440224697437824,False
YMH5,0.6,imp,125,27.130974223174732,9.285213489534678,1.4250972762645915,1.4416637578609173,True
YMH5,0.6,rev,124,23.70246047832956,-20.166227255303564,1.940661478599222,1.4416637578609173,False
YMH5,0.6,rnd,95,15.015920793575996,1.4416637578609173,1.1892023346303504,1.4416637578609173,False
YMH5,0.6,sqz,37,13.529652751645733,-5.473720232612531,1.614785992217899,1.4416637578609173,False
YMH5,0.6,vwr,128,28.206384578879092,-10.632437789809705,1.4121271076523996,1.4416637578609173,False
YMH5,0.7,imp,121,24.858211552275446,14.586119224568142,1.4250972762645915,7.367631702152131,True
YMH5,0.7,rev,116,21.698835474759324,-5.570149009817981,2.0836575875486383,7.367631702152131,False
YMH5,0.7,rnd,92,14.183047295542545,7.367631702152131,1.2645914396887161,7.367631702152131,False
YMH5,0.7,sqz,37,14.23461743158,-16.000708671124457,1.614785992217899,7.367631702152131,False
YMH5,0.7,vwr,124,19.99038399131704,-10.252296773607505,1.554798962386511,7.367631702152131,False
YMH5,0.8,imp,105,13.756844919979859,10.566690281817706,2.1964980544747084,-7.804612713698481,True
YMH5,0.8,rev,95,20.84520205509753,-19.982859057730124,2.3832684824902723,-7.804612713698481,False
YMH5,0.8,rnd,62,9.787047558765773,-7.804612713698481,1.4980544747081712,-7.804612713698481,False
YMH5,0.8,sqz,22,2.7839131148667353,-19.26480319605517,3.8618677042801557,-7.804612713698481,False
YMH5,0.8,vwr,110,10.39311988891576,9.81477319798569,2.171206225680934,-7.804612713698481,True
YMH6,0.5,imp,129,30.609496813174687,2.568824408112555,1.6001945525291832,-26.98035272911809,True
YMH6,0.5,rev,120,19.815105313150315,-0.260841134835666,1.6472114137483789,-26.98035272911809,True
YMH6,0.5,rnd,92,34.09523756037812,-26.98035272911809,0.8779182879377432,-26.98035272911809,False
YMH6,0.5,sqz,34,24.69683153622603,-0.4392869647640918,1.8709468223086898,-26.98035272911809,True
YMH6,0.5,vwr,127,25.302277224630785,2.5462404787508777,1.848249027237354,-26.98035272911809,True
YMH6,0.6,imp,132,29.977469044579493,1.1503172930616685,1.5953307392996112,-31.04767728644003,True
YMH6,0.6,rev,127,17.294911021065737,15.1944992872886,1.6131647211413747,-31.04767728644003,True
YMH6,0.6,rnd,94,24.49825386328719,-31.04767728644003,1.0992217898832686,-31.04767728644003,False
YMH6,0.6,sqz,35,20.154560503320997,2.532407042518539,1.8709468223086898,-31.04767728644003,True
YMH6,0.6,vwr,130,15.333298320135283,2.9847925396696557,1.939040207522698,-31.04767728644003,True
YMH6,0.7,imp,128,26.239467855923582,21.612282787088343,1.577496757457847,-30.420089881657265,True
YMH6,0.7,rev,124,13.560637560426061,34.099193528129945,1.3959143968871597,-30.420089881657265,True
YMH6,0.7,rnd,86,17.04150080097812,-30.420089881657265,1.1843385214007782,-30.420089881657265,False
YMH6,0.7,sqz,33,17.95028055294332,-3.586107502702331,1.1964980544747081,-30.420089881657265,True
YMH6,0.7,vwr,127,17.910622106174895,-11.70824210921151,1.6196498054474706,-30.420089881657265,True
YMH6,0.8,imp,111,17.757896695535795,24.85905555983245,1.747081712062257,-5.5294875061021145,True
YMH6,0.8,rev,106,12.749788624445252,47.689854896233456,1.9299610894941637,-5.5294875061021145,True
YMH6,0.8,rnd,59,11.927996289986668,-5.5294875061021145,1.4396887159533074,-5.5294875061021145,False
YMH6,0.8,sqz,21,9.302126131255235,0.9734534541056273,1.8806744487678342,-5.5294875061021145,True
YMH6,0.8,vwr,110,14.457839763372672,9.349771088086566,2.0525291828793777,-5.5294875061021145,True
YMM5,0.5,imp,124,54.693164431596834,-13.348277966351263,1.7461089494163424,-1.5087234481243614,False
YMM5,0.5,rev,120,82.05201147991562,-12.668920280443253,1.89526588845655,-1.5087234481243614,False
YMM5,0.5,rnd,87,41.55257467864147,-1.5087234481243614,1.259727626459144,-1.5087234481243614,False
YMM5,0.5,sqz,36,40.0027993531228,0.846291513366746,1.1186770428015564,-1.5087234481243614,True
YMM5,0.5,vwr,123,111.92231026110348,-47.76418052446285,2.0525291828793777,-1.5087234481243614,False
YMM5,0.6,imp,128,37.95270470744138,-11.378976328641622,1.7655642023346305,7.218924505632948,False
YMM5,0.6,rev,123,63.539663151446575,-12.9647726087476,2.3881322957198443,7.218924505632948,False
YMM5,0.6,rnd,91,34.78345190314432,7.218924505632948,1.3764591439688716,7.218924505632948,False
YMM5,0.6,sqz,34,39.16258702341643,-7.461768089217113,1.566147859922179,7.218924505632948,False
YMM5,0.6,vwr,128,80.80755049308688,-46.820348672198726,2.0249675745784694,7.218924505632948,False
YMM5,0.7,imp,126,30.749396617959373,-9.606746121003523,1.7882619974059664,7.432530980308329,False
