mkt,mech,tr_wk,ho_wk,tr_adj,ho_adj,side,dec
RTY,xmk,-36.9730547757401,-49.415105288381206,-37.75608108810752,-47.95882769282444,0.03594266813671444,4
RTY,vwr,-6.827371223449816,31.387377873942338,-6.755699450150929,30.952806147014297,-0.08136482939632546,7
RTY,xmk,-137.78068193916917,-22.32131208878946,-138.83723114147313,-20.194684488928814,0.058401305057096245,1
RTY,vwr,-34.89658825197046,-28.71645652217388,-34.917553464568094,-28.587009624791058,-0.034129692832764506,4
RTY,rnd,-2.05673180946388,3.9041715058261715,-0.991894034737578,7.075620491705329,-1.0,8
RTY,rnd,-0.15516400091747112,57.699805598741726,2.600542547962135,66.70098807032589,-1.0,9
RTY,vwr,-33.72309815159232,-18.02073620264139,-33.64703831054044,-16.735513435769086,-0.1141732283464567,4
RTY,rev,-43.299241936982256,-25.005368888481033,-42.81752961032037,-24.478335091993813,-0.04543593941874744,3
RTY,xmk,-96.81677379893112,-116.81042975862348,-96.45353930160005,-116.32038078995991,-0.015888944639571835,1
RTY,rev,-2.888756817649192,-66.90096149728852,-2.9033837101591673,-66.29533494167602,0.03143893591293833,8
RTY,rnd,-20.6382391591579,3.7115693376747734,-19.708943921690718,6.929249358333513,-1.0,5
RTY,xmk,-84.4724384332554,-51.362975757466764,-81.97855326030437,-53.27694059734136,-0.08989287377736377,2
RTY,rnd,-29.86782772339832,-35.997852794863206,-40.986216283315244,-67.84178955103769,1.0,3
RTY,rev,-35.020102885431854,133.68042309508104,-37.96449634769016,121.44769129240427,0.06331741747975919,3
RTY,rev,-81.31019425910333,-139.89278387138495,-81.20975626386816,-138.78786214015298,-0.05405405405405406,2
RTY,xmk,-109.01799568216646,-239.67610212938607,-109.3544142098959,-231.90928828641665,-0.010597302504816955,1
RTY,rnd,-7.886263656457662,-29.882121140398056,-6.93015244938885,-27.05740491536574,-1.0,7
RTY,imp,-153.9469628346066,-68.59506830779794,-152.74268201795186,-73.07485557793923,-0.00674432863274065,1
RTY,rnd,33.84372791952495,-85.92766788423906,22.69852339000639,-120.7303908663066,1.0,9
RTY,imp,-124.59438776159007,-88.40822826524041,-124.55782053031511,-90.32681620859293,0.034482758620689655,1
RTY,rnd,-0.07743695665655742,-19.50422288742149,0.1702450898457119,-18.880103917897166,-1.0,8
RTY,xmk,-36.45493728061074,-15.808813371688926,-36.92641078251566,-14.939669917832834,0.07758159443552702,4
RTY,sqz,8.79410047842202,10.238134358324167,8.57469709077237,9.863662976609573,0.1148936170212766,9
RTY,rnd,-21.768568446344357,-56.35479856442889,-33.55589355705089,-92.00354948296281,1.0,4
RTY,imp,-18.088274160037695,-24.38362457525015,-18.082423403033705,-24.2680469883012,-0.05726872246696035,5
RTY,rev,-20.41755700656337,-1.8277059817659163,-20.422432637400025,-3.3995611642716312,-0.018030513176144243,5
RTY,rnd,0.03194980083847261,42.17796546588904,5.961692024383021,59.338925576069045,-1.0,9
RTY,rnd,-11.34730825177301,36.77921365449861,-9.992858005349168,40.29739540122463,-1.0,6
RTY,imp,-43.61230868374061,-62.133160854659295,-43.50943287308711,-62.022206371188304,-0.022482014388489208,3
RTY,rnd,-7.119339747699066,-15.30485783371319,-8.163212309827733,-18.129574058745508,1.0,7
RTY,imp,-7.1024494582139965,-6.721676726802077,-7.101961895130331,-6.693938105934329,0.18181818181818182,7
RTY,rev,-5.6378937846462245,-77.31262827990706,-5.335117109689709,-80.20669105710874,0.045936395759717315,7
RTY,rnd,-0.04121640370374023,4.170154806274695,0.8627255534128171,9.213960700726835,-1.0,8
RTY,sqz,6.751256504943738,-167.40351857741098,5.251512459587461,-172.4704399892529,0.015996773759913967,9
RTY,sqz,7.204001028436287,-81.92724507227634,6.9421796525077015,-82.84261956091201,0.03796586555207245,9
RTY,vwr,-30.89767226360406,59.120859948722035,-31.473484265413482,64.13692722230644,-0.012106537530266344,4
RTY,sqz,42.638129429868684,-294.5263881791984,40.565011198121326,-295.6544254278202,0.03700787401574803,9
RTY,orb,-0.48573063222854573,11.706111294632253,-0.4218598682683125,12.089828883302767,0.16363636363636364,8
RTY,rnd,-2.425179994896236,1.526807176252,-2.3442445230076987,1.9151478684004681,-1.0,8
RTY,rnd,-30.988585902825683,-12.198598376277666,-30.400097260840965,-10.520411813778935,-1.0,4
RTY,xmk,-45.80211747252264,-21.098645480943713,-44.913777534083394,-22.887786526913448,-0.060109289617486336,3
RTY,xmk,-4.3846793210600605,-56.085307445334855,-4.708421208614211,-55.71083606362025,0.04426229508196721,7
RTY,xmk,-10.180012440343397,-19.333109996721017,-10.077136629689898,-19.35622551411081,0.010309278350515464,6
