contract,split,mech,n,tr,ho,tpw,ctl,beat
NQM6,0.6,sqz,127,19.748638421767488,-11.174101657843245,2.5809061488673137,-3.8661911625048817,False
NQM6,0.6,vol,191,14.925495606720075,-7.31299578375913,2.207119741100324,-3.8661911625048817,False
NQM6,0.6,vwr,224,13.463137818583801,-4.702285541730024,3.9029126213592233,-3.8661911625048817,False
NQM6,0.7,imp,211,10.155438650882324,-0.6745788699611305,5.649514563106797,-11.32420227817208,True
NQM6,0.7,rev,201,10.71892333928758,-2.0296270350018673,6.483495145631068,-11.32420227817208,True
NQM6,0.7,rnd,248,7.371316548092241,-11.32420227817208,5.240291262135923,-11.32420227817208,False
NQM6,0.7,sqz,124,14.688268117328347,-6.093465836452538,6.313915857605178,-11.32420227817208,True
NQM6,0.7,vol,186,11.360947378184438,-1.6090944001775036,2.6472491909385116,-11.32420227817208,True
NQM6,0.7,vwr,216,9.42929950156799,-4.02775680257359,5.670873786407767,-11.32420227817208,True
NQM6,0.8,imp,206,8.144768333042702,0.6458996585996701,5.566019417475728,-2.4228267393642704,True
NQM6,0.8,rev,197,7.228109922506012,10.753614711588334,6.376483279395901,-2.4228267393642704,True
NQM6,0.8,rnd,245,5.213067878147076,-2.4228267393642704,4.567961165048545,-2.4228267393642704,False
NQM6,0.8,sqz,119,14.890274924340883,7.17102028448444,2.8155339805825244,-2.4228267393642704,True
NQM6,0.8,vol,171,12.623667227778528,-1.5086381575071737,1.775485436893204,-2.4228267393642704,True
NQM6,0.8,vwr,213,9.200057122667419,-9.320768270480361,3.675728155339806,-2.4228267393642704,False
NQU4,0.5,imp,207,22.330203845578136,-1.8927907451789394,2.2058252427184466,-1.0254385792892469,False
NQU4,0.5,rev,201,20.948977260182154,-3.9179898739918273,3.4980582524271844,-1.0254385792892469,False
NQU4,0.5,rnd,247,15.774195621499187,-1.0254385792892469,2.0186084142394822,-1.0254385792892469,False
NQU4,0.5,sqz,116,30.960193513894286,-4.92851648890765,2.0252427184466018,-1.0254385792892469,False
NQU4,0.5,vol,158,11.713340523454152,-1.8254642801710983,3.3398058252427183,-1.0254385792892469,False
NQU4,0.5,vwr,222,37.33567065607486,-17.210601336294584,4.874669020300089,-1.0254385792892469,False
NQU4,0.6,imp,207,19.874637417785625,-3.654159500741102,2.5932038834951454,-1.0703454867518534,False
NQU4,0.6,orb,1,-4.897542158242483,-6.609900028946389,0.7961165048543689,-1.0703454867518534,False
NQU4,0.6,rev,201,17.079908606080473,0.9656642371928476,4.855339805825243,-1.0703454867518534,True
NQU4,0.6,rnd,248,19.532429631812416,-1.0703454867518534,1.872977346278317,-1.0703454867518534,False
NQU4,0.6,sqz,114,21.229292316199697,6.117464730496839,1.487378640776699,-1.0703454867518534,True
NQU4,0.6,vol,166,17.473278660286784,-2.7409461079444606,1.9405339805825244,-1.0703454867518534,False
NQU4,0.6,vwr,224,37.92886278823915,-26.2718807888249,4.164165931156223,-1.0703454867518534,False
NQU4,0.7,imp,205,18.598369047812426,-10.964425245417436,2.142718446601942,-3.5417777826859833,False
NQU4,0.7,orb,1,-9.43864010377535,1.3639915359194117,0.7961165048543689,-3.5417777826859833,True
NQU4,0.7,rev,198,14.448040740398264,6.3683661952134205,4.198489751887809,-3.5417777826859833,True
NQU4,0.7,rnd,243,14.379813267973311,-3.5417777826859833,1.994336569579288,-3.5417777826859833,False
NQU4,0.7,sqz,111,17.320358172956347,7.063780237783351,1.5145631067961165,-3.5417777826859833,True
NQU4,0.7,vol,155,11.214201802748574,13.662805298701437,2.778085991678225,-3.5417777826859833,True
NQU4,0.7,vwr,223,24.834434113876,-23.773952028651646,3.741394527802295,-3.5417777826859833,False
NQU4,0.8,imp,199,11.881842413783025,4.89033206308006,3.605177993527508,-0.4083754141466185,True
NQU4,0.8,rev,194,11.739145938911328,9.006513234255664,5.0755124056094925,-0.4083754141466185,True
NQU4,0.8,rnd,232,11.826678492654496,-0.4083754141466185,3.0732568402471316,-0.4083754141466185,False
NQU4,0.8,sqz,105,13.602242084402544,10.829224901699268,2.100970873786408,-0.4083754141466185,True
NQU4,0.8,vol,148,10.159379505542853,21.196089987960498,2.5742024965325934,-0.4083754141466185,True
NQU4,0.8,vwr,217,18.240993883364673,-14.386437952525707,4.067961165048543,-0.4083754141466185,False
NQU5,0.5,imp,188,22.610163858597982,-0.4784162022266705,2.1111111111111107,6.7078750519697055,False
NQU5,0.5,rev,185,25.572038532790337,-0.7231010463095076,2.362459546925566,6.7078750519697055,False
NQU5,0.5,rnd,223,18.97270780330483,6.7078750519697055,1.970873786407767,6.7078750519697055,False
NQU5,0.5,sqz,89,16.590156794467017,-5.954074008182644,2.2524271844660197,6.7078750519697055,False
NQU5,0.5,vol,144,21.228351316369714,10.085458156694001,1.4993065187239945,6.7078750519697055,True
NQU5,0.5,vwr,216,25.45732760163954,10.148706624929279,2.1145631067961164,6.7078750519697055,True
NQU5,0.6,imp,189,19.82956816298199,1.008245827003459,3.3311758360302046,9.239764092013814,False
NQU5,0.6,rev,186,25.19149602133318,-2.0480338120146584,3.2664509169363543,9.239764092013814,False
NQU5,0.6,rnd,226,14.27528480009999,9.239764092013814,2.4889673433362756,9.239764092013814,False
NQU5,0.6,sqz,89,13.993445270399807,-3.286056531890777,1.9490291262135924,9.239764092013814,False
NQU5,0.6,vol,142,22.305900218652244,7.109871083314801,1.5769764216366158,9.239764092013814,False
NQU5,0.6,vwr,217,26.507015711425545,5.876812355684981,2.19126213592233,9.239764092013814,False
NQU5,0.7,imp,189,17.33092828147466,2.997874009302722,1.8921251348435812,0.7545625024298346,True
NQU5,0.7,rev,181,22.366232518830397,1.5171991437768018,3.5933117583603025,0.7545625024298346,True
NQU5,0.7,rnd,220,15.019781261562922,0.7545625024298346,2.9814651368049425,0.7545625024298346,False
NQU5,0.7,sqz,89,11.763364637206632,-0.16518988626963704,1.7815533980582523,0.7545625024298346,False
NQU5,0.7,vol,142,22.553581642689192,3.7137503551457454,1.5769764216366158,0.7545625024298346,True
NQU5,0.7,vwr,214,25.796760349527357,2.696283345900475,2.258252427184466,0.7545625024298346,True
NQU5,0.8,imp,182,14.202017181229172,18.351544727210694,2.491909385113269,2.535132308647269,True
NQU5,0.8,rev,173,15.425703862239146,13.56495287538486,4.205097087378641,2.535132308647269,True
NQU5,0.8,rnd,201,12.057548279806227,2.535132308647269,3.057281553398058,2.535132308647269,False
NQU5,0.8,sqz,81,12.143104940637897,12.656177207935556,1.883495145631068,2.535132308647269,True
NQU5,0.8,vol,110,16.6840633981163,25.282920142931804,2.586407766990291,2.535132308647269,True
NQU5,0.8,vwr,194,19.325285568313163,10.33063742474114,3.1747572815533984,2.535132308647269,True
NQZ4,0.5,imp,194,20.302987810469315,-1.8543203509218857,1.9557713052858685,-0.8728491850785894,False
NQZ4,0.5,orb,2,-11.505298382879912,2.7463006888837924,0.8446601941747572,-0.8728491850785894,True
NQZ4,0.5,rev,190,20.55240220951399,-8.451606663562115,2.331175836030205,-0.8728491850785894,False
NQZ4,0.5,rnd,226,19.730464236541124,-0.8728491850785894,1.4571932921447484,-0.8728491850785894,False
NQZ4,0.5,sqz,93,18.65183574135346,-12.839695805350711,2.5655339805825244,-0.8728491850785894,False
NQZ4,0.5,vol,124,22.837616331429217,3.161618802061264,1.634304207119741,-0.8728491850785894,True
NQZ4,0.5,vwr,219,14.95603588159565,-8.808859262157135,3.316504854368932,-0.8728491850785894,False
NQZ4,0.6,imp,194,18.194073251028485,1.1314461470018775,2.3106796116504853,-5.2767011466466816,True
NQZ4,0.6,orb,3,-7.153011577230892,-5.157620621958359,0.831715210355987,-5.2767011466466816,True
NQZ4,0.6,rev,191,19.962439814400287,-15.157944256387013,2.2125134843581447,-5.2767011466466816,False
NQZ4,0.6,rnd,226,16.38416544638267,-5.2767011466466816,1.5410414827890557,-5.2767011466466816,False
NQZ4,0.6,sqz,92,14.494261709678014,-8.83811724854097,2.553398058252427,-5.2767011466466816,False
NQZ4,0.6,vol,122,19.519727014937704,3.386037993282803,1.6326860841423947,-5.2767011466466816,True
NQZ4,0.6,vwr,219,9.342897641093135,-1.3219168387688705,2.0475728155339805,-5.2767011466466816,True
NQZ4,0.7,imp,187,20.169568424015985,-7.433188791766164,2.37108953613808,-2.209061309289976,False
NQZ4,0.7,orb,3,-1.9086110666928198,-15.759202887027463,0.831715210355987,-2.209061309289976,False
NQZ4,0.7,rev,189,17.38461347809892,-16.779166403561234,3.4433656957928798,-2.209061309289976,False
NQZ4,0.7,rnd,217,15.197850161766914,-2.209061309289976,2.0699029126213593,-2.209061309289976,False
NQZ4,0.7,sqz,90,13.658690547453618,-17.54721550426258,2.553398058252427,-2.209061309289976,False
NQZ4,0.7,vol,118,22.608123987619688,0.39947575886778947,1.7320388349514562,-2.209061309289976,True
NQZ4,0.7,vwr,212,13.107588469416111,3.857807094670376,2.5359223300970877,-2.209061309289976,True
NQZ4,0.8,imp,173,19.441648280694984,-24.751265603492982,2.5461165048543686,-7.026916983268312,False
NQZ4,0.8,rev,170,14.460842284983713,-25.650225472077672,2.936893203883495,-7.026916983268312,False
NQZ4,0.8,rnd,188,12.786043599870375,-7.026916983268312,3.1650485436893203,-7.026916983268312,False
NQZ4,0.8,sqz,81,12.954756752495886,-11.38086602202451,4.8131067961165055,-7.026916983268312,False
NQZ4,0.8,vol,100,22.278701097620843,-5.095637814652223,1.7320388349514566,-7.026916983268312,True
NQZ4,0.8,vwr,191,12.16525555444378,-9.85918833287312,2.7723840345199573,-7.026916983268312,False
NQZ5,0.5,imp,209,15.163051529813789,-8.552515339924128,3.3,-1.1904333464138428,False
NQZ5,0.5,orb,3,-3.642082117241513,16.368908904635457,0.8511326860841425,-1.1904333464138428,True
NQZ5,0.5,rev,199,19.753727931077687,-9.254241391516988,6.37864077669903,-1.1904333464138428,False
NQZ5,0.5,rnd,246,18.85865585175176,-1.1904333464138428,2.1868932038834954,-1.1904333464138428,False
NQZ5,0.5,sqz,114,16.853852556208132,-18.273132647724996,4.25242718446602,-1.1904333464138428,False
NQZ5,0.5,vol,163,23.526453437559,-9.130578223150383,1.4672330097087378,-1.1904333464138428,False
NQZ5,0.5,vwr,222,22.465159920037475,0.6236195758794587,7.914386584289496,-1.1904333464138428,True
NQZ5,0.6,imp,209,12.2393369174502,-6.280161677963745,4.05631067961165,-9.120893018993973,True
NQZ5,0.6,orb,3,-1.402450183822542,14.27838603428483,0.8511326860841425,-9.120893018993973,True
NQZ5,0.6,rev,200,16.840042720759957,-1.1187943120887358,7.4029126213592225,-9.120893018993973,True
NQZ5,0.6,rnd,246,20.326331474380762,-9.120893018993973,1.9854368932038835,-9.120893018993973,False
NQZ5,0.6,sqz,116,17.06634000851527,-22.927805136624627,1.4271844660194175,-9.120893018993973,False
NQZ5,0.6,vol,161,22.371387095360838,-11.474572221676123,1.4672330097087378,-9.120893018993973,False
NQZ5,0.6,vwr,222,18.940713497910625,4.1573537068769015,5.872021182700794,-9.120893018993973,True
NQZ5,0.7,imp,208,12.72365433299325,-8.169865376436187,3.4631067961165045,-7.569562014348347,False
NQZ5,0.7,orb,2,-4.139742862174005,8.933690975328428,0.8786407766990292,-7.569562014348347,True
NQZ5,0.7,rev,200,15.266735043238024,-9.90765701485302,8.662135922330098,-7.569562014348347,False
NQZ5,0.7,rnd,245,17.742185808859862,-7.569562014348347,1.9854368932038835,-7.569562014348347,False
NQZ5,0.7,sqz,115,14.280520021572602,-8.931453337610627,1.4970873786407766,-7.569562014348347,False
NQZ5,0.7,vol,157,17.26999052530572,-11.019746593736159,1.478502080443828,-7.569562014348347,False
NQZ5,0.7,vwr,222,19.246663071197432,0.4358446112538507,6.067961165048543,-7.569562014348347,True
NQZ5,0.8,imp,193,9.098676098386912,-2.1210178285925685,4.325782092772384,1.4946110536830168,False
NQZ5,0.8,rev,190,10.585361532375149,7.612789605618245,9.189859762675294,1.4946110536830168,True
NQZ5,0.8,rnd,229,13.167755314950092,1.4946110536830168,2.965578111209179,1.4946110536830168,False
NQZ5,0.8,sqz,103,12.359715500508205,-10.683211178960494,4.1242718446601945,1.4946110536830168,False
NQZ5,0.8,vol,136,12.428388956301758,-5.29671478989172,2.8980582524271843,1.4946110536830168,False
NQZ5,0.8,vwr,218,18.132598310216345,-3.206081820527017,7.778640776699028,1.4946110536830168,False
