cond,mech,tpw,tr,ho,trpos,both
no exit slippage,vol,49.47640117994101,-3.0131586065454252,-3.3005000247623055,False,False
no commission,vol,49.47640117994101,-1.5576140520899797,-1.84649158594374,False,False
lifetime plan + stop-limit,vol,49.47640117994101,-2.268940784763246,-2.556896649234878,False,False
frictionless,vol,49.47640117994101,-1.2131586065454254,-1.5005000247623055,False,False
full cost today,vwr,112.37463126843659,-4.459187606515459,-4.872473838509673,False,False
no exit slippage,vwr,112.37463126843659,-4.102280425826043,-4.522164781804486,False,False
no commission,vwr,112.37463126843659,-2.65918760651546,-3.072473838509673,False,False
lifetime plan + stop-limit,vwr,112.37463126843659,-3.3630432981018092,-3.7802884044865595,False,False
frictionless,vwr,112.37463126843659,-2.3022804258260443,-2.7221647818044863,False,False
full cost today,vwr,10.095870206489677,-4.728851518269075,-6.715283015042673,False,False
no exit slippage,vwr,10.095870206489677,-4.331729983087839,-6.280248212258452,False,False
no commission,vwr,10.095870206489677,-2.9288515182690773,-4.915283015042676,False,False
lifetime plan + stop-limit,vwr,10.095870206489677,-3.608578597160335,-5.572262133372142,False,False
frictionless,vwr,10.095870206489677,-2.5317299830878404,-4.480248212258454,False,False
full cost today,orb,1.224188790560472,-2.553117996294229,5.351970407304862,False,False
no exit slippage,orb,1.224188790560472,-2.235657678833912,5.676970407304863,False,False
no commission,orb,1.224188790560472,-0.7531179962942288,7.151970407304861,False,False
lifetime plan + stop-limit,orb,1.224188790560472,-1.4806418058180368,6.4289704073048615,False,False
frictionless,orb,1.224188790560472,-0.4356576788339114,7.4769704073048615,False,False
full cost today,orb,1.3716814159292037,-2.4905832046165504,-2.867384072119438,False,False
no exit slippage,orb,1.3716814159292037,-2.0052890869694915,-2.397384072119438,False,False
no commission,orb,1.3716814159292037,-0.6905832046165502,-1.0673840721194392,False,False
lifetime plan + stop-limit,orb,1.3716814159292037,-1.3174067340283135,-1.7033840721194382,False,False
frictionless,orb,1.3716814159292037,-0.20528908696949136,-0.5973840721194392,False,False
full cost today,orb,4.402654867256637,-1.354471175246632,1.9637736290991827,False,False
no exit slippage,orb,4.402654867256637,-0.926543247318704,2.3886102304063717,False,False
no commission,orb,4.402654867256637,0.44552882475336797,3.763773629099183,True,True
lifetime plan + stop-limit,orb,4.402654867256637,-0.21571441848987455,3.100675589883496,False,False
frictionless,orb,4.402654867256637,0.8734567526812959,4.188610230406373,True,True
full cost today,vwr,24.557522123893808,-4.1157430075673025,-4.660390383469488,False,False
no exit slippage,vwr,24.557522123893808,-3.7363752871014126,-4.264602046536442,False,False
no commission,vwr,24.557522123893808,-2.315743007567303,-2.8603903834694893,False,False
lifetime plan + stop-limit,vwr,24.557522123893808,-3.0061223752877693,-3.540917381309661,False,False
frictionless,vwr,24.557522123893808,-1.936375287101413,-2.4646020465364438,False,False
full cost today,rev,12.33038348082596,-2.3273411031260585,-6.180363860640948,False,False
no exit slippage,rev,12.33038348082596,-1.9692110218252454,-5.800273362903391,False,False
no commission,rev,12.33038348082596,-0.527341103126059,-4.380363860640948,False,False
lifetime plan + stop-limit,rev,12.33038348082596,-1.2304630543455708,-5.070309561998413,False,False
frictionless,rev,12.33038348082596,-0.16921102182524597,-4.000273362903391,False,False
full cost today,imp,8.85693215339233,-3.6061626498693653,-6.4269424796723404,False,False
no exit slippage,imp,8.85693215339233,-3.2530874790265405,-6.039945575647572,False,False
no commission,imp,8.85693215339233,-1.806162649869365,-4.626942479672341,False,False
lifetime plan + stop-limit,imp,8.85693215339233,-2.5123175473636685,-5.312744337257478,False,False
frictionless,imp,8.85693215339233,-1.4530874790265405,-4.239945575647573,False,False
full cost today,rev,11.843657817109145,-4.472420259583697,-8.346939541183877,False,False
no exit slippage,rev,11.843657817109145,-4.108170681168858,-7.935034779279115,False,False
no commission,rev,11.843657817109145,-2.6724202595836974,-6.546939541183878,False,False
lifetime plan + stop-limit,rev,11.843657817109145,-3.371870512534793,-7.21779668404102,False,False
frictionless,rev,11.843657817109145,-2.308170681168858,-6.135034779279116,False,False
full cost today,rev,8.510324483775811,-3.4504883653353176,-6.394733417216218,False,False
no exit slippage,rev,8.510324483775811,-2.9981875797011983,-5.932756230904431,False,False
no commission,rev,8.510324483775811,-1.6504883653353175,-4.594733417216218,False,False
lifetime plan + stop-limit,rev,8.510324483775811,-2.297107893954845,-5.235547105429145,False,False
frictionless,rev,8.510324483775811,-1.1981875797011985,-4.13275623090443,False,False
full cost today,vol,32.67699115044248,-2.465112129799796,-5.438795620605922,False,False
no exit slippage,vol,32.67699115044248,-2.116946992185117,-5.079622493990935,False,False
no commission,vol,32.67699115044248,-0.6651121297997962,-3.638795620605922,False,False
lifetime plan + stop-limit,vol,32.67699115044248,-1.3742130472309886,-4.34129174463693,False,False
frictionless,vol,32.67699115044248,-0.3169469921851173,-3.2796224939909346,False,False
full cost today,vol,31.563421828908556,-4.265736375502371,-4.781152641770089,False,False
no exit slippage,vol,31.563421828908556,-3.8290434621165446,-4.339523682494072,False,False
no commission,vol,31.563421828908556,-2.4657363755023716,-2.9811526417700893,False,False
lifetime plan + stop-limit,vol,31.563421828908556,-3.1217206274708764,-3.634175266204479,False,False
frictionless,vol,31.563421828908556,-2.0290434621165447,-2.539523682494071,False,False
full cost today,sqz,1.6002949852507375,-4.6019890337743945,-6.752759499711746,False,False
no exit slippage,sqz,1.6002949852507375,-4.254035817400125,-6.404933412755224,False,False
no commission,sqz,1.6002949852507375,-2.801989033774395,-4.952759499711745,False,False
lifetime plan + stop-limit,sqz,1.6002949852507375,-3.5112171039498326,-5.662063847537831,False,False
frictionless,sqz,1.6002949852507375,-2.454035817400126,-4.604933412755224,False,False
full cost today,vwr,13.864306784660767,-2.909328231804689,-5.785292153391307,False,False
no exit slippage,vwr,13.864306784660767,-2.559806524667088,-5.421568544946009,False,False
no commission,vwr,13.864306784660767,-1.1093282318046898,-3.9852921533913057,False,False
lifetime plan + stop-limit,vwr,13.864306784660767,-1.8176152075221286,-4.685057988324127,False,False
frictionless,vwr,13.864306784660767,-0.7598065246670885,-3.621568544946008,False,False
full cost today,rev,44.3141592920354,-3.2611061708902063,-2.7438004043255764,False,False
no exit slippage,rev,44.3141592920354,-2.8425269359175287,-2.317719511717487,False,False
no commission,rev,44.3141592920354,-1.4611061708902064,-0.9438004043255763,False,False
lifetime plan + stop-limit,rev,44.3141592920354,-2.1279586299065985,-1.6061518687607215,False,False
frictionless,rev,44.3141592920354,-1.0425269359175289,-0.5177195117174871,False,False
full cost today,sqz,2.1828908554572273,-4.95791012175807,-0.5894183850363148,False,False
no exit slippage,sqz,2.1828908554572273,-4.610270636779529,-0.28783108344901315,False,False
no commission,sqz,2.1828908554572273,-3.1579101217580696,1.2105816149636854,False,False
lifetime plan + stop-limit,sqz,2.1828908554572273,-3.867326430770944,0.4735339959160675,False,False
frictionless,sqz,2.1828908554572273,-2.8102706367795287,1.512168916550987,False,False
full cost today,vol,30.870206489675518,-3.366556821611027,-2.572692376216064,False,False
no exit slippage,vol,30.870206489675518,-3.024193797429821,-2.2386336166948455,False,False
no commission,vol,30.870206489675518,-1.5665568216110273,-0.7726923762160639,False,False
lifetime plan + stop-limit,vol,30.870206489675518,-2.2791390071023025,-1.4902571205033321,False,False
frictionless,vol,30.870206489675518,-1.2241937974298212,-0.4386336166948452,False,False
full cost today,sqz,10.86283185840708,-3.4042284546137456,-3.9743906953793977,False,False
no exit slippage,sqz,10.86283185840708,-2.9363140161110715,-3.500031721020423,False,False
no commission,sqz,10.86283185840708,-1.6042284546137455,-2.1743906953793974,False,False
lifetime plan + stop-limit,sqz,10.86283185840708,-2.2414797915121407,-2.8077753107640113,False,False
frictionless,sqz,10.86283185840708,-1.1363140161110716,-1.700031721020423,False,False
full cost today,imp,30.899705014749262,-4.845996832791161,-7.633245563903479,False,False
no exit slippage,imp,30.899705014749262,-4.463219411367171,-7.248917205694524,False,False
no commission,imp,30.899705014749262,-3.045996832791161,-5.833245563903478,False,False
lifetime plan + stop-limit,imp,30.899705014749262,-3.7343303799367673,-6.520648548978106,False,False
frictionless,imp,30.899705014749262,-2.663219411367171,-5.448917205694523,False,False
full cost today,vwr,43.17109144542773,-6.028232621986796,-8.10368961771447,False,False
no exit slippage,vwr,43.17109144542773,-5.668118336272511,-7.743649049763152,False,False
no commission,vwr,43.17109144542773,-4.2282326219867965,-6.30368961771447,False,False
lifetime plan + stop-limit,vwr,43.17109144542773,-4.930164050558225,-7.00566527694368,False,False
frictionless,vwr,43.17109144542773,-3.8681183362725107,-5.943649049763152,False,False
full cost today,vwr,22.359882005899706,-2.7593151769774145,-3.0094925127409993,False,False
no exit slippage,vwr,22.359882005899706,-2.435159693404995,-2.6799861981600586,False,False
no commission,vwr,22.359882005899706,-0.9593151769774153,-1.2094925127410003,False,False
lifetime plan + stop-limit,vwr,22.359882005899706,-1.682821886833962,-1.929788723992434,False,False
frictionless,vwr,22.359882005899706,-0.6351596934049951,-0.8799861981600589,False,False
full cost today,vol,127.72861356932154,-3.834464864546501,-4.361454743065841,False,False
no exit slippage,vol,127.72861356932154,-3.4750754813001072,-3.9985929316746187,False,False
no commission,vol,127.72861356932154,-2.034464864546502,-2.5614547430658416,False,False
lifetime plan + stop-limit,vol,127.72861356932154,-2.7368312345986645,-3.261737656231107,False,False
frictionless,vol,127.72861356932154,-1.6750754813001074,-2.1985929316746184,False,False
full cost today,orb,6.467551622418879,-4.075550018014682,-0.20220839025450874,False,False
no exit slippage,orb,6.467551622418879,-3.6741738712256917,0.1856839864271051,False,False
no commission,orb,6.467551622418879,-2.275550018014682,1.5977916097454896,False,False
lifetime plan + stop-limit,orb,6.467551622418879,-2.9527243299412866,0.9125270357544594,False,False
frictionless,orb,6.467551622418879,-1.8741738712256915,1.985683986427104,False,False
full cost today,vwr,19.557522123893808,-4.265798877628633,-8.767604680906596,False,False
no exit slippage,vwr,19.557522123893808,-3.9087692793199653,-8.364973101959226,False,False
no commission,vwr,19.557522123893808,-2.4657988776286333,-6.967604680906595,False,False
lifetime plan + stop-limit,vwr,19.557522123893808,-3.1695811186434306,-7.644025733538173,False,False
frictionless,vwr,19.557522123893808,-2.108769279319965,-6.564973101959226,False,False
full cost today,rev,8.488200589970502,-3.7245053105381043,-6.173039022644666,False,False
no exit slippage,rev,8.488200589970502,-3.3220134362152436,-5.749793408609578,False,False
no commission,rev,8.488200589970502,-1.9245053105381043,-4.373039022644665,False,False
lifetime plan + stop-limit,rev,8.488200589970502,-2.6010101859443866,-5.037091654223612,False,False
frictionless,rev,8.488200589970502,-1.522013436215244,-3.949793408609578,False,False
full cost today,vwr,35.862831858407084,-4.619573083659231,-5.992097721028745,False,False
no exit slippage,vwr,35.862831858407084,-4.2540697279545325,-5.623907914350363,False,False
no commission,vwr,35.862831858407084,-2.8195730836592303,-4.192097721028747,False,False
lifetime plan + stop-limit,vwr,35.862831858407084,-3.5182710702364113,-4.889183837021718,False,False
frictionless,vwr,35.862831858407084,-2.4540697279545323,-3.823907914350364,False,False
full cost today,vwr,14.52802359882006,-1.8716936168212448,-3.1513087965505786,False,False
no exit slippage,vwr,14.52802359882006,-1.4261318969876806,-2.723278493520276,False,False
no commission,vwr,14.52802359882006,-0.0716936168212454,-1.3513087965505786,False,False
lifetime plan + stop-limit,vwr,14.52802359882006,-0.7223565849211055,-2.0124906147323958,False,False
frictionless,vwr,14.52802359882006,0.3738681030123191,-0.9232784935202755,True,False
full cost today,vol,8.12684365781711,-6.155747698931771,-5.390807957062326,False,False
no exit slippage,vol,8.12684365781711,-5.810133663844051,-5.052751276900382,False,False
no commission,vol,8.12684365781711,-4.35574769893177,-3.590807957062326,False,False
lifetime plan + stop-limit,vol,8.12684365781711,-5.066379277879139,-4.30597394896516,False,False
frictionless,vol,8.12684365781711,-4.0101336638440515,-3.252751276900383,False,False
full cost today,imp,45.317109144542776,-4.458184045672044,-4.038367677775508,False,False
no exit slippage,imp,45.317109144542776,-4.1174732561423575,-3.705034344442175,False,False
no commission,imp,45.317109144542776,-2.6581840456720447,-2.238367677775509,False,False
lifetime plan + stop-limit,imp,45.317109144542776,-3.3717575719542316,-2.9563676777755084,False,False
frictionless,imp,45.317109144542776,-2.3174732561423577,-1.9050343444421756,False,False
full cost today,vwr,31.651917404129794,-3.6745023946518742,-4.754285059649945,False,False
no exit slippage,vwr,31.651917404129794,-3.3307998149857134,-4.417274026550647,False,False
no commission,vwr,31.651917404129794,-1.874502394651874,-2.9542850596499455,False,False
lifetime plan + stop-limit,vwr,31.651917404129794,-2.586280846852176,-3.6700784397903656,False,False
frictionless,vwr,31.651917404129794,-1.5307998149857132,-2.6172740265506476,False,False
full cost today,imp,0.8480825958702065,-6.773084317873218,-9.798014967714092,False,False
no exit slippage,imp,0.8480825958702065,-6.356417651206551,-9.33027303223022,False,False
no commission,imp,0.8480825958702065,-4.97308431787322,-7.998014967714088,False,False
lifetime plan + stop-limit,imp,0.8480825958702065,-5.6410843178732195,-8.635369806423764,False,False
frictionless,imp,0.8480825958702065,-4.556417651206554,-7.530273032230217,False,False
full cost today,rev,10.553097345132743,-3.707134202535909,-3.85857549244427,False,False
no exit slippage,rev,10.553097345132743,-3.3095820719828724,-3.462234029029636,False,False
no commission,rev,10.553097345132743,-1.9071342025359097,-2.0585754924442696,False,False
lifetime plan + stop-limit,rev,10.553097345132743,-2.5866029242040867,-2.7387706143954893,False,False
frictionless,rev,10.553097345132743,-1.5095820719828725,-1.6622340290296356,False,False
full cost today,sqz,1.9395280235988202,-5.025158767066165,-4.743086710648862,False,False
no exit slippage,sqz,1.9395280235988202,-4.693500475608879,-4.391524210648862,False,False
no commission,sqz,1.9395280235988202,-3.225158767066166,-2.9430867106488634,False,False
lifetime plan + stop-limit,sqz,1.9395280235988202,-3.9441637921917936,-3.6501492106488627,False,False
frictionless,sqz,1.9395280235988202,-2.8935004756088794,-2.5915242106488634,False,False
full cost today,orb,5.907079646017699,-3.9374711507358238,-2.2141254681109186,False,False
no exit slippage,orb,5.907079646017699,-3.4869592053433314,-1.7652882588085932,False,False
no commission,orb,5.907079646017699,-2.1374711507358235,-0.4141254681109193,False,False
lifetime plan + stop-limit,orb,5.907079646017699,-2.785163983500328,-1.0628231425295227,False,False
frictionless,orb,5.907079646017699,-1.6869592053433318,0.034711741191406256,False,False
full cost today,sqz,5.376106194690266,-3.538868198870175,-1.0555138239785362,False,False
no exit slippage,sqz,5.376106194690266,-3.137622647268752,-0.684256338948596,False,False
no commission,sqz,5.376106194690266,-1.7388681988701753,0.7444861760214643,False,False
lifetime plan + stop-limit,sqz,5.376106194690266,-2.41612086790932,0.0492406670394287,False,False
frictionless,sqz,5.376106194690266,-1.3376226472687518,1.1157436610514044,False,False
full cost today,rev,12.300884955752213,-4.571475009702548,-3.4381114671056463,False,False
no exit slippage,rev,12.300884955752213,-4.22859513698974,-3.1132939488574705,False,False
no commission,rev,12.300884955752213,-2.771475009702548,-1.6381114671056458,False,False
lifetime plan + stop-limit,rev,12.300884955752213,-3.483747086074863,-2.3612209561567417,False,False
frictionless,rev,12.300884955752213,-2.4285951369897396,-1.3132939488574706,False,False
full cost today,rev,192.97197640117994,-3.28527575275255,-3.583080687816654,False,False
no exit slippage,rev,192.97197640117994,-2.89572488199178,-3.192898424070292,False,False
no commission,rev,192.97197640117994,-1.4852757527525504,-1.7830806878166545,False,False
lifetime plan + stop-limit,rev,192.97197640117994,-2.1695452302960874,-2.4669713295688362,False,False
frictionless,rev,192.97197640117994,-1.0957248819917804,-1.392898424070292,False,False
full cost today,vol,2.5958702064896757,-6.492064236279784,3.428227405014293,False,False
no exit slippage,vol,2.5958702064896757,-6.118361814134456,3.74568772247461,False,False
no commission,vol,2.5958702064896757,-4.692064236279786,5.228227405014293,False,False
lifetime plan + stop-limit,vol,2.5958702064896757,-5.3858427829925875,4.500703595490483,False,False
frictionless,vol,2.5958702064896757,-4.318361814134457,5.54568772247461,False,False
full cost today,vwr,28.738938053097346,-3.10702559803778,-4.11378095976428,False,False
no exit slippage,vwr,28.738938053097346,-2.7831657170067166,-3.7911632789376437,False,False
no commission,vwr,28.738938053097346,-1.307025598037781,-2.3137809597642796,False,False
lifetime plan + stop-limit,vwr,28.738938053097346,-2.0307096694191413,-3.038210351268297,False,False
frictionless,vwr,28.738938053097346,-0.9831657170067168,-1.9911632789376434,False,False
full cost today,imp,53.90855457227139,-6.2406684372003145,-5.367256420130065,False,False
no exit slippage,imp,53.90855457227139,-5.871592715391707,-5.0139563646669485,False,False
no commission,imp,53.90855457227139,-4.440668437200315,-3.567256420130065,False,False
lifetime plan + stop-limit,imp,53.90855457227139,-5.13722300411515,-4.273276386852195,False,False
frictionless,imp,53.90855457227139,-4.0715927153917075,-3.213956364666948,False,False
full cost today,sqz,44.74926253687316,-3.699306526796543,-2.82528903763036,False,False
no exit slippage,sqz,44.74926253687316,-3.298156593138869,-2.4261946003729213,False,False
no commission,sqz,44.74926253687316,-1.8993065267965434,-1.0252890376303598,False,False
lifetime plan + stop-limit,sqz,44.74926253687316,-2.5766165666019387,-1.7038323752758975,False,False
frictionless,sqz,44.74926253687316,-1.4981565931388698,-0.6261946003729212,False,False
full cost today,vwr,5.294985250737463,-5.573370032887779,-0.29366118234240624,False,False
no exit slippage,vwr,5.294985250737463,-5.204582756545831,0.050524864169221397,False,False
no commission,vwr,5.294985250737463,-3.7733700328877795,1.5063388176575943,False,False
lifetime plan + stop-limit,vwr,5.294985250737463,-4.4700976670826105,0.7948504455645712,False,False
frictionless,vwr,5.294985250737463,-3.4045827565458313,1.8505248641692222,False,False
full cost today,imp,58.37758112094396,-2.9731805266022,-3.8823967742715393,False,False
no exit slippage,imp,58.37758112094396,-2.6312050080710874,-3.5372640309087076,False,False
no commission,imp,58.37758112094396,-1.1731805266022,-2.0823967742715395,False,False
lifetime plan + stop-limit,imp,58.37758112094396,-1.8859952154835316,-2.793317128253839,False,False
frictionless,imp,58.37758112094396,-0.831205008071088,-1.7372640309087077,False,False
full cost today,rev,10.0,-2.4314506239894205,-1.6372736849324965,False,False
no exit slippage,rev,10.0,-2.0921311532899876,-1.3000253627848455,False,False
no commission,rev,10.0,-0.6314506239894198,0.16272631506750326,False,False
lifetime plan + stop-limit,rev,10.0,-1.3458589415697597,-0.5529246916439073,False,False
frictionless,rev,10.0,-0.2921311532899869,0.4999746372151543,False,False
full cost today,sqz,0.8112094395280236,-12.080023466173351,7.492762390143914,False,False
no exit slippage,sqz,0.8112094395280236,-11.690413076562962,7.795792693174218,False,False
no commission,sqz,0.8112094395280236,-10.280023466173356,9.292762390143913,False,False
lifetime plan + stop-limit,sqz,0.8112094395280236,-10.964257232407123,8.556580571962096,False,False
frictionless,sqz,0.8112094395280236,-9.890413076562966,9.595792693174218,False,False
full cost today,vwr,272.5,-3.946847297142039,-4.201770712759399,False,False
no exit slippage,vwr,272.5,-3.5513715341258814,-3.810989479927842,False,False
no commission,vwr,272.5,-2.1468472971420396,-2.4017707127593986,False,False
lifetime plan + stop-limit,vwr,272.5,-2.8275618393323456,-3.0853019730604645,False,False
frictionless,vwr,272.5,-1.7513715341258818,-2.010989479927842,False,False
full cost today,vwr,124.74188790560473,-3.638225502304831,-4.514197890703381,False,False
no exit slippage,vwr,124.74188790560473,-3.2150762661121166,-4.090824396727477,False,False
no commission,vwr,124.74188790560473,-1.8382255023048317,-2.7141978907033804,False,False
lifetime plan + stop-limit,vwr,124.74188790560473,-2.502335960589202,-3.378173794317838,False,False
frictionless,vwr,124.74188790560473,-1.4150762661121172,-2.2908243967274764,False,False
full cost today,vwr,458.0014749262537,-3.4216325595759636,-3.673053135347043,False,False
no exit slippage,vwr,458.0014749262537,-3.0365840866864646,-3.2942985329311782,False,False
no commission,vwr,458.0014749262537,-1.6216325595759635,-1.8730531353470434,False,False
lifetime plan + stop-limit,vwr,458.0014749262537,-2.3086034758422644,-2.5638003738975246,False,False
frictionless,vwr,458.0014749262537,-1.2365840866864646,-1.494298532931179,False,False
full cost today,rev,23.83480825958702,-3.7557460657760324,-2.0589933413492947,False,False
no exit slippage,rev,23.83480825958702,-3.3976408026181377,-1.7147693040097378,False,False
no commission,rev,23.83480825958702,-1.9557460657760335,-0.2589933413492944,False,False
lifetime plan + stop-limit,rev,23.83480825958702,-2.658882907881295,-0.9704589189455598,False,False
frictionless,rev,23.83480825958702,-1.5976408026181388,0.08523069599026216,False,False
full cost today,imp,67.2566371681416,-3.8232786859769337,-4.515669536415882,False,False
no exit slippage,imp,67.2566371681416,-3.446830526422747,-4.138876837589285,False,False
no commission,imp,67.2566371681416,-2.023278685976934,-2.7156695364158825,False,False
lifetime plan + stop-limit,imp,67.2566371681416,-2.715409790244422,-3.407593917119924,False,False
frictionless,imp,67.2566371681416,-1.646830526422747,-2.338876837589285,False,False
full cost today,gap,1.7477876106194692,-3.3731760785480813,-4.348167670273028,False,False
no exit slippage,gap,1.7477876106194692,-2.9183738186610757,-3.939834336939695,False,False
no commission,gap,1.7477876106194692,-1.5731760785480813,-2.5481676702730285,False,False
lifetime plan + stop-limit,gap,1.7477876106194692,-2.2182947226158776,-3.221167670273027,False,False
frictionless,gap,1.7477876106194692,-1.1183738186610757,-2.139834336939695,False,False
full cost today,imp,18.724188790560472,-4.358938503013385,-8.180352927123394,False,False
no exit slippage,imp,18.724188790560472,-4.015909152908563,-7.8245684580267225,False,False
no commission,imp,18.724188790560472,-2.5589385030133847,-6.380352927123394,False,False
lifetime plan + stop-limit,imp,18.724188790560472,-3.2711208929504907,-7.0848822456653915,False,False
frictionless,imp,18.724188790560472,-2.2159091529085626,-6.024568458026723,False,False
full cost today,rev,67.77286135693215,-4.03924305615179,-4.279524201667167,False,False
no exit slippage,rev,67.77286135693215,-3.6514406514002333,-3.8949592694415434,False,False
no commission,rev,67.77286135693215,-2.239243056151791,-2.4795242016671666,False,False
lifetime plan + stop-limit,rev,67.77286135693215,-2.9245616133008574,-3.1667852423317933,False,False
frictionless,rev,67.77286135693215,-1.8514406514002337,-2.0949592694415435,False,False
full cost today,orb,1.6297935103244838,-4.370099287989582,-6.101597656948685,False,False
no exit slippage,orb,1.6297935103244838,-4.027837383227677,-5.7525410531751,False,False
no commission,orb,1.6297935103244838,-2.5700992879895814,-4.301597656948684,False,False
lifetime plan + stop-limit,orb,1.6297935103244838,-3.2827421451324375,-5.010163694684532,False,False
frictionless,orb,1.6297935103244838,-2.2278373832276763,-3.9525410531750995,False,False
full cost today,sqz,6.68141592920354,-3.205356194548581,-3.3869378532265464,False,False
no exit slippage,sqz,6.68141592920354,-2.789771778964165,-2.9855294025223222,False,False
no commission,sqz,6.68141592920354,-1.4053561945485809,-1.5869378532265472,False,False
lifetime plan + stop-limit,sqz,6.68141592920354,-2.074005545197932,-2.2640927828040125,False,False
frictionless,sqz,6.68141592920354,-0.9897717789641653,-1.1855294025223218,False,False
full cost today,vol,103.48082595870207,-3.383194983479297,-3.7995932137379786,False,False
no exit slippage,vol,103.48082595870207,-3.0238802889485625,-3.4406903096605364,False,False
no commission,vol,103.48082595870207,-1.5831949834792978,-1.9995932137379795,False,False
lifetime plan + stop-limit,vol,103.48082595870207,-2.2856061667608563,-2.7022514712915133,False,False
frictionless,vol,103.48082595870207,-1.2238802889485625,-1.6406903096605374,False,False
full cost today,imp,12.647492625368733,-4.769891868281502,-5.298576150902464,False,False
no exit slippage,imp,12.647492625368733,-4.374270288922628,-4.90064037108595,False,False
no commission,imp,12.647492625368733,-2.9698918682815028,-3.4985761509024638,False,False
lifetime plan + stop-limit,imp,12.647492625368733,-3.6505189206661774,-4.177814683012555,False,False
frictionless,imp,12.647492625368733,-2.5742702889226283,-3.1006403710859503,False,False
full cost today,imp,301.6814159292035,-3.9288794461110963,-3.8091809206353546,False,False
no exit slippage,imp,301.6814159292035,-3.5763295569758413,-3.4644543581353546,False,False
no commission,imp,301.6814159292035,-2.1288794461110965,-2.009180920635355,False,False
lifetime plan + stop-limit,imp,301.6814159292035,-2.8353495126299424,-2.7203449831353543,False,False
frictionless,imp,301.6814159292035,-1.7763295569758415,-1.6644543581353548,False,False
full cost today,vol,56.71828908554573,-3.875664581629005,-4.624371213325913,False,False
no exit slippage,vol,56.71828908554573,-3.506439156134041,-4.260429154350228,False,False
no commission,vol,56.71828908554573,-2.0756645816290047,-2.8243712133259127,False,False
lifetime plan + stop-limit,vol,56.71828908554573,-2.7721293263320255,-3.5240059779405013,False,False
frictionless,vol,56.71828908554573,-1.706439156134041,-2.4604291543502272,False,False
full cost today,vol,53.31120943952803,-4.315538539850924,-4.45586491012154,False,False
no exit slippage,vol,53.31120943952803,-3.964202236955601,-4.10659820724267,False,False
no commission,vol,53.31120943952803,-2.5155385398509242,-2.6558649101215406,False,False
lifetime plan + stop-limit,vol,53.31120943952803,-3.2227367581137294,-3.3643048883942175,False,False
frictionless,vol,53.31120943952803,-2.1642022369556013,-2.3065982072426707,False,False
full cost today,vol,34.041297935103245,-2.9697043693940834,-2.920861058012617,False,False
no exit slippage,vol,34.041297935103245,-2.616190398183245,-2.5774314214795324,False,False
no commission,vol,34.041297935103245,-1.1697043693940836,-1.120861058012617,False,False
lifetime plan + stop-limit,vol,34.041297935103245,-1.8755959866675802,-1.832803276092765,False,False
frictionless,vol,34.041297935103245,-0.8161903981832455,-0.7774314214795323,False,False
full cost today,vwr,4.594395280235989,-4.0918907206773145,-5.833735301045117,False,False
no exit slippage,vwr,4.594395280235989,-3.720814487493458,-5.45520422759879,False,False
no commission,vwr,4.594395280235989,-2.2918907206773147,-4.033735301045117,False,False
lifetime plan + stop-limit,vwr,4.594395280235989,-2.987244980767,-4.72461665697732,False,False
frictionless,vwr,4.594395280235989,-1.920814487493458,-3.6552042275987895,False,False
full cost today,vol,51.55604719764012,-3.6291746797133353,-3.0693675677900685,False,False
no exit slippage,vol,51.55604719764012,-3.278335532061063,-2.7275429232403057,False,False
no commission,vol,51.55604719764012,-1.8291746797133357,-1.2693675677900689,False,False
lifetime plan + stop-limit,vol,51.55604719764012,-2.5366711911219713,-1.9822727810602099,False,False
frictionless,vol,51.55604719764012,-1.4783355320610634,-0.9275429232403058,False,False
full cost today,rev,12.986725663716815,-3.741047382469774,-5.523160573485377,False,False
no exit slippage,rev,12.986725663716815,-3.377446447161902,-5.1329932094686415,False,False
no commission,rev,12.986725663716815,-1.9410473824697743,-3.723160573485378,False,False
lifetime plan + stop-limit,rev,12.986725663716815,-2.6408868212850503,-4.407060155075336,False,False
frictionless,rev,12.986725663716815,-1.577446447161902,-3.3329932094686416,False,False
full cost today,rev,60.56047197640118,-3.700022308110387,-3.8469057051271176,False,False
no exit slippage,rev,60.56047197640118,-3.336109693130098,-3.48367594994821,False,False
no commission,rev,60.56047197640118,-1.9000223081103875,-2.046905705127118,False,False
lifetime plan + stop-limit,rev,60.56047197640118,-2.5996747391222135,-2.7469678520197736,False,False
frictionless,rev,60.56047197640118,-1.5361096931300986,-1.6836759499482103,False,False
full cost today,rev,33.74631268436578,-3.5982074024107265,-4.736103250955063,False,False
no exit slippage,rev,33.74631268436578,-3.255947249379532,-4.391026850275946,False,False
no commission,rev,33.74631268436578,-1.7982074024107269,-2.9361032509550635,False,False
lifetime plan + stop-limit,rev,33.74631268436578,-2.5108513105920087,-3.6470574105475926,False,False
frictionless,rev,33.74631268436578,-1.455947249379532,-2.5910268502759464,False,False
full cost today,rev,92.84660766961652,-4.309101464784419,-4.807830737836972,False,False
no exit slippage,rev,92.84660766961652,-3.955714842992245,-4.456435539913546,False,False
no commission,rev,92.84660766961652,-2.5091014647844196,-3.007830737836972,False,False
lifetime plan + stop-limit,rev,92.84660766961652,-3.2150694917091136,-3.7149936190829154,False,False
frictionless,rev,92.84660766961652,-2.1557148429922446,-2.656435539913546,False,False
full cost today,vwr,174.5353982300885,-4.358467011425305,-3.5104943960900674,False,False
