mkt,split,mech,n,tr,ho
6B,0.7,cal,47,0.8485113429108991,-0.8738639072022895
6B,0.7,gap,7,0.9597662059161388,-1.568336847828254
6B,0.7,imp,115,0.4448836260670633,1.026435619487822
6B,0.7,orb,36,1.1421368127457996,-1.1267797804330082
6B,0.7,rev,110,0.2623882042138559,-0.9462502313441206
6B,0.7,rnd,119,1.723603657749814,-0.17619771851862134
6B,0.7,sqz,46,0.4341217389400059,-0.020607220851500452
6B,0.7,vwr,109,0.9169080768161955,0.7786614157857633
6B,0.8,cal,46,0.7523422068710586,0.6627079259163334
6B,0.8,gap,5,-0.2101039430315018,-0.06766472181554439
6B,0.8,imp,115,0.606596724609907,0.6204264191058793
6B,0.8,orb,23,0.7067722198372985,-2.337024532909389
6B,0.8,rev,110,0.10795256139212912,-1.6372502966892983
6B,0.8,rnd,110,0.834999973721261,-0.13386923524554833
6B,0.8,sqz,42,0.22091165615967412,-0.003018265832016217
6B,0.8,vwr,109,0.4757441498021606,2.0605394326298434
6A,0.5,cal,45,0.15458100315840692,-1.619533085481916
6A,0.5,gap,10,-0.41940027454507106,-2.512562479043248
6A,0.5,imp,115,0.6460775614121136,-3.0226490909163766
6A,0.5,orb,19,1.4398338066878822,-2.1339546064418324
6A,0.5,rev,109,1.33957329910635,-2.163957165525491
6A,0.5,rnd,117,1.753988613313765,-1.3098609070673248
6A,0.5,sqz,46,1.598699759241648,1.3196425907946228
6A,0.5,vwr,109,2.0134583622357884,0.16258112362330673
6A,0.6,cal,46,0.17731292184282468,-0.8112310447876676
6A,0.6,gap,9,-0.15639141066223375,-0.20578671848860433
6A,0.6,imp,115,0.5842802251527528,-1.0122700733018326
6A,0.6,orb,21,1.3292964332760568,-1.2110729496011257
6A,0.6,rev,109,1.0674243086502193,-1.7880824525735306
6A,0.6,rnd,119,2.6839164468047487,-3.6172989312057147
6A,0.6,sqz,48,2.4787402961612237,-0.16733811613057284
6A,0.6,vwr,109,2.7552709921189082,0.31535851193254244
6A,0.7,cal,45,0.2847227572455537,-2.373829993654249
6A,0.7,gap,8,-0.758028923488259,-2.993095709273875
6A,0.7,imp,115,0.4463086091994383,-1.705942880436448
6A,0.7,orb,20,0.877635991814239,-1.0267772395337762
6A,0.7,rev,109,0.2929348310293847,-1.9653102767862964
6A,0.7,rnd,117,1.835944698788813,-0.942374910102154
6A,0.7,sqz,47,1.9041278189963544,0.7329993870938979
6A,0.7,vwr,108,0.39582816018898526,-0.43979989608961534
6A,0.8,cal,45,0.04980810470865849,-2.6827245073602755
6A,0.8,gap,5,-0.5996685381187553,-0.6218593433992888
6A,0.8,imp,112,0.31781985670826385,-1.30708258801879
6A,0.8,orb,13,0.5952581193872475,-0.8218892029292147
6A,0.8,rev,109,0.46145965834291536,-1.574754183304353
6A,0.8,rnd,111,1.6256561446421067,-2.0452860979889813
6A,0.8,sqz,42,2.03862668148755,-1.7379924475059803
6A,0.8,vwr,106,0.8210414304609381,1.2633480885163428
MBT,0.5,cal,45,8.754730409538125,-10.403507791979198
MBT,0.5,gap,8,7.30724380640041,8.737361448256227
MBT,0.5,imp,116,5.008481499730303,3.4226891177999663
MBT,0.5,orb,20,7.676713559750707,-13.085565316236277
MBT,0.5,rev,110,6.849092356261676,5.633122690452482
MBT,0.5,rnd,113,11.735669896028199,-4.443972755502071
MBT,0.5,sqz,54,13.090288681431169,-3.160554668248231
MBT,0.5,vwr,109,7.325544073824179,-2.4303874521109137
MBT,0.6,cal,45,6.564219616253927,-13.719164016959718
MBT,0.6,gap,9,6.552801449526915,9.84407871447782
MBT,0.6,imp,116,4.546281689725978,-1.982856300464538
MBT,0.6,orb,25,18.098916810235412,12.995699348888271
MBT,0.6,rev,110,5.7146039893702945,9.691229951878352
MBT,0.6,rnd,118,12.167212511247795,-4.9570473693403585
MBT,0.6,sqz,58,15.019780812583965,-8.842928679675603
MBT,0.6,vwr,109,5.6044775870827745,-8.3490965759735
MBT,0.7,cal,45,4.012942800825164,-13.385690674815244
MBT,0.7,gap,8,8.563038133235482,6.474259299491719
MBT,0.7,imp,115,7.510551204354575,-2.069790298000145
MBT,0.7,orb,21,11.092105781279171,4.060609807524696
MBT,0.7,rev,109,7.7751093745952815,5.337317478957869
MBT,0.7,rnd,113,11.143787052453709,-2.383236296451288
MBT,0.7,sqz,52,10.509983756668204,-6.344491394497889
MBT,0.7,vwr,109,9.595042288440784,-19.023066146818543
MBT,0.8,cal,45,4.846753237732302,-3.6222206187465233
MBT,0.8,gap,5,-3.7958460225959185,0.9611817822151485
MBT,0.8,imp,112,6.568444974642434,-1.590225283896325
MBT,0.8,orb,11,1.5581956737649783,8.641455003942662
MBT,0.8,rev,109,9.101098282244733,5.17300414393374
MBT,0.8,rnd,101,8.056948756613508,-12.67125650670404
MBT,0.8,sqz,43,4.0527100473666104,-1.782327202056094
MBT,0.8,vwr,105,6.4148680134296,-2.763044420986152
ETH,0.5,cal,45,1.3005191002360499,-0.4900859559722904
ETH,0.5,gap,8,0.487799123954275,-0.07659537616944961
ETH,0.5,imp,115,0.3348623103872928,-0.5405123706463713
ETH,0.5,orb,18,0.5435245092702031,-0.3356157466860357
ETH,0.5,rev,110,0.4394260049912465,-0.27711588490041683
ETH,0.5,rnd,112,0.8532515573988387,-0.26106632296153964
ETH,0.5,sqz,52,0.6532742561276235,0.2713393186654394
ETH,0.5,vwr,108,1.1336552690377046,0.33864006498652843
ETH,0.6,cal,45,1.2540898694506826,-0.7157285022179112
ETH,0.6,gap,9,0.5128393894209943,-0.07418983840859293
ETH,0.6,imp,116,0.20057592448427336,-0.23766366582551393
ETH,0.6,orb,20,0.4680319541088844,-0.491328612259669
ETH,0.6,rev,110,0.3770993456958464,-0.22018164320246653
ETH,0.6,rnd,115,0.7607711381407556,-0.5574780965161407
ETH,0.6,sqz,53,0.7037207464645739,0.3041949372729857
ETH,0.6,vwr,109,1.0579795942454746,0.303430091848935
ETH,0.7,cal,45,1.0209892899113076,-0.7663184301403384
ETH,0.7,gap,9,0.5386954072932412,-0.2534600077920862
ETH,0.7,imp,115,0.23723433921789044,-0.6164149263139039
ETH,0.7,orb,17,0.33882374475609206,-0.4184166990249061
ETH,0.7,rev,109,0.2860331758749634,-0.2227223095358258
ETH,0.7,rnd,112,0.6617473161503556,-0.8406169372335747
ETH,0.7,sqz,50,0.5546920154628481,0.697976011229369
ETH,0.7,vwr,108,1.0016846127968817,0.20117715215556187
ETH,0.8,cal,44,0.6044144362651294,0.22488665461169002
ETH,0.8,gap,4,0.0003587938115247972,-0.07407517315135073
ETH,0.8,imp,113,0.13934111268073937,-0.23422994517030887
ETH,0.8,orb,9,0.09044082794350539,-0.19466039550879988
ETH,0.8,rev,108,0.22947074745314788,-0.018539935627942365
ETH,0.8,rnd,100,0.5313653338801065,-0.3274741857410065
ETH,0.8,sqz,40,0.21605870842928396,0.06574271140196632
ETH,0.8,vwr,105,0.983749799848869,-0.24244087648039941
ZF,0.5,cal,46,7.38234526225117,-1.8971086031581177
ZF,0.5,gap,7,2.264504055206756,-11.12045871333995
ZF,0.5,imp,116,1.4756823470329903,-3.2536299541996336
ZF,0.5,orb,46,15.769741104965204,0.12705842836115
