mkt,split,mech,n,tr,ho
ZW,0.6,vwr,55,58.09713480457356,-32.18883528816904
ZW,0.7,cal,3,-20.23169268979112,-22.69576403561177
ZW,0.7,gap,11,9.753986538077038,-15.313410323492997
ZW,0.7,imp,51,40.95109759326904,-37.69027931505266
ZW,0.7,rev,49,37.65484688257035,4.004652794839406
ZW,0.7,rnd,31,16.78788817458393,-5.104085934228848
ZW,0.7,sqz,9,6.256408144177712,-0.926842506616623
ZW,0.7,vwr,49,51.37251525640006,-40.04310438043623
ZW,0.8,cal,2,-20.8391858629587,-19.758048627326897
ZW,0.8,gap,6,0.5604911899948437,-15.168320653273511
ZW,0.8,imp,46,32.62480070997494,-48.28336105797057
ZW,0.8,rev,46,36.87516559155693,-9.52438317349952
ZW,0.8,rnd,18,8.400175727194481,0.1852295797923403
ZW,0.8,sqz,8,-5.195691381123737,22.418980194742602
ZW,0.8,vwr,45,45.09208143721992,-65.6617710675722
