contract,split,mech,n,tr,ho,tpw,ctl,beat
RTYH5,0.5,imp,134,21.670897347562953,-3.117103434990097,1.6796116504854368,-1.464462259031685,False
RTYH5,0.5,rev,130,21.746803552656377,1.8356979786534804,1.8414239482200647,-1.464462259031685,True
RTYH5,0.5,rnd,103,12.946381156928334,-1.464462259031685,1.425242718446602,-1.464462259031685,False
RTYH5,0.5,sqz,36,18.593683919177117,-4.159338263392342,0.9482200647249192,-1.464462259031685,False
RTYH5,0.5,vwr,142,17.062128275395054,3.5554072866901882,1.131761442441054,-1.464462259031685,True
RTYH5,0.6,imp,134,21.426025000079083,-5.268331533594328,1.957928802588997,4.494258961624585,False
RTYH5,0.6,rev,134,21.148042481421708,4.804564312682985,2.1715210355987056,4.494258961624585,True
RTYH5,0.6,rnd,106,8.528903499590822,4.494258961624585,1.3844660194174758,4.494258961624585,False
RTYH5,0.6,sqz,36,19.04590500530287,-7.004121914902183,0.9482200647249192,4.494258961624585,False
RTYH5,0.6,vwr,142,17.397763900670355,1.1995663687171536,1.1123439667128987,4.494258961624585,False
RTYH5,0.7,imp,131,18.685742145441523,-1.5524418655046504,1.9805825242718447,-7.368005159742106,True
RTYH5,0.7,rev,128,17.111264437981564,-0.9376676899516596,1.7184466019417473,-7.368005159742106,True
RTYH5,0.7,rnd,105,10.061881547676855,-7.368005159742106,1.4097087378640778,-7.368005159742106,False
RTYH5,0.7,sqz,36,15.347775058336476,10.676316554349944,1.5728155339805827,-7.368005159742106,True
RTYH5,0.7,vwr,135,16.563790210788117,-0.6866339622335326,1.5760517799352751,-7.368005159742106,True
RTYH5,0.8,imp,116,15.742821298681651,-5.951681048168654,1.6310679611650485,-1.8949050250766009,False
RTYH5,0.8,rev,112,12.873999624094768,1.0392910145167291,2.4213592233009704,-1.8949050250766009,True
RTYH5,0.8,rnd,77,10.460021705297953,-1.8949050250766009,1.5533980582524272,-1.8949050250766009,False
RTYH5,0.8,sqz,27,7.0033929320201125,21.324677033707236,2.6569579288025893,-1.8949050250766009,True
RTYH5,0.8,vwr,122,9.058969915654481,13.460208112166947,2.3915857605177995,-1.8949050250766009,True
RTYH6,0.5,imp,135,19.238387133295657,-4.614087602459191,1.9271844660194173,-10.610554791723425,True
RTYH6,0.5,rev,138,11.140900725119609,-3.232496923084609,1.7718446601941746,-10.610554791723425,True
