n,tr_day,wr,per_day,per_trade,maxDD,sharpe,worst_q,n_folds,pos_folds,name,fam,mode
13394,14.7,32.9,-52.5,-3.58,48055.0,-13.06,-75.0,13,0,MA20x60_w50_trailS30.0T0.0B0.0tr8.0,ma,trail
13194,14.5,39.0,-41.2,-2.85,37922.0,-7.01,-69.4,13,0,MA20x60_w50_trailS30.0T0.0B0.0tr15.0,ma,trail
13100,14.3,41.5,-34.9,-2.43,32170.0,-5.02,-65.9,13,0,MA20x60_w50_trailS40.0T0.0B0.0tr20.0,ma,trail
13266,14.5,36.6,-46.4,-3.2,42610.0,-8.94,-68.0,13,0,MA20x60_w50_trailS30.0T60.0B0.0tr12.0,ma,trail
13077,14.3,36.3,-30.7,-2.14,28403.0,-4.59,-54.1,13,0,MA20x60_w50_beS20.0T40.0B10.0tr0.0,ma,be
12966,14.2,40.5,-27.3,-1.92,26350.0,-3.35,-53.9,13,1,MA20x60_w50_beS30.0T60.0B15.0tr0.0,ma,be
13194,14.5,38.5,-41.4,-2.86,38124.0,-7.03,-68.5,13,0,MA20x60_w50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
13100,14.3,40.9,-35.6,-2.48,32823.0,-5.21,-65.1,13,0,MA20x60_w50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
13056,14.3,43.7,-28.0,-1.96,26143.0,-3.75,-66.9,13,0,MA20x60_w50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
12953,14.2,45.1,-23.3,-1.64,21886.0,-2.7,-55.5,13,0,MA20x60_w50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
6842,8.0,33.4,-27.1,-3.37,23200.0,-9.95,-40.7,13,0,MA20x60_a50_trailS30.0T0.0B0.0tr8.0,ma,trail
6793,8.0,40.2,-20.3,-2.55,17509.0,-5.24,-40.6,13,0,MA20x60_a50_trailS30.0T0.0B0.0tr15.0,ma,trail
6783,8.0,42.7,-15.1,-1.9,13476.0,-3.22,-30.3,13,1,MA20x60_a50_trailS40.0T0.0B0.0tr20.0,ma,trail
6807,8.0,37.4,-24.5,-3.06,20978.0,-6.98,-38.4,13,0,MA20x60_a50_trailS30.0T60.0B0.0tr12.0,ma,trail
6787,8.0,38.0,-14.6,-1.82,12958.0,-3.08,-29.4,13,1,MA20x60_a50_beS20.0T40.0B10.0tr0.0,ma,be
6765,8.0,42.6,-11.1,-1.4,10316.0,-2.01,-35.4,13,3,MA20x60_a50_beS30.0T60.0B15.0tr0.0,ma,be
6793,8.0,39.8,-20.1,-2.51,17330.0,-5.18,-39.7,13,0,MA20x60_a50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
6785,8.0,42.0,-15.5,-1.95,13820.0,-3.32,-32.6,13,1,MA20x60_a50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
6771,8.0,44.9,-10.6,-1.33,9997.0,-2.01,-27.3,13,2,MA20x60_a50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
6757,7.9,46.2,-9.1,-1.14,8905.0,-1.54,-35.5,13,3,MA20x60_a50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
5485,7.0,30.1,-27.9,-3.97,21900.0,-10.21,-41.5,13,0,MA20x60_s14.5-21.0_trailS30.0T0.0B0.0tr8.0,ma,trail
5367,6.9,35.2,-26.0,-3.78,20331.0,-5.79,-42.3,13,0,MA20x60_s14.5-21.0_trailS30.0T0.0B0.0tr15.0,ma,trail
5306,6.8,39.4,-20.6,-3.03,16084.0,-3.79,-47.1,13,0,MA20x60_s14.5-21.0_trailS40.0T0.0B0.0tr20.0,ma,trail
5414,6.9,32.9,-27.5,-3.97,21540.0,-7.13,-44.3,13,0,MA20x60_s14.5-21.0_trailS30.0T60.0B0.0tr12.0,ma,trail
5275,6.8,31.1,-16.2,-2.4,12795.0,-2.95,-46.0,13,0,MA20x60_s14.5-21.0_beS20.0T40.0B10.0tr0.0,ma,be
5173,6.6,38.6,-12.4,-1.87,10582.0,-1.85,-52.0,13,3,MA20x60_s14.5-21.0_beS30.0T60.0B15.0tr0.0,ma,be
5367,6.9,34.4,-26.0,-3.78,20289.0,-5.8,-41.8,13,0,MA20x60_s14.5-21.0_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
5306,6.8,38.4,-20.4,-2.99,15858.0,-3.79,-47.1,13,1,MA20x60_s14.5-21.0_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
5238,6.7,43.7,-12.4,-1.84,10079.0,-1.93,-46.1,13,3,MA20x60_s14.5-21.0_fixedS20.0T40.0B0.0tr0.0,ma,fixed
5147,6.6,46.6,-9.9,-1.49,8327.0,-1.31,-52.9,13,2,MA20x60_s14.5-21.0_fixedS30.0T60.0B0.0tr0.0,ma,fixed
3583,4.6,29.9,-19.4,-4.18,15096.0,-9.04,-28.5,13,0,MA20x60_s14.5-21.0_w50_trailS30.0T0.0B0.0tr8.0,ma,trail
3551,4.6,34.5,-18.4,-4.01,14301.0,-4.92,-30.3,13,1,MA20x60_s14.5-21.0_w50_trailS30.0T0.0B0.0tr15.0,ma,trail
3530,4.6,39.4,-14.6,-3.2,11351.0,-3.21,-36.2,13,1,MA20x60_s14.5-21.0_w50_trailS40.0T0.0B0.0tr20.0,ma,trail
3561,4.6,32.7,-18.3,-3.97,14203.0,-5.76,-34.2,13,0,MA20x60_s14.5-21.0_w50_trailS30.0T60.0B0.0tr12.0,ma,trail
3524,4.6,30.8,-11.1,-2.44,8708.0,-2.44,-25.1,13,1,MA20x60_s14.5-21.0_w50_beS20.0T40.0B10.0tr0.0,ma,be
3474,4.5,37.9,-10.8,-2.4,8924.0,-1.92,-31.0,13,2,MA20x60_s14.5-21.0_w50_beS30.0T60.0B15.0tr0.0,ma,be
3551,4.6,33.8,-18.4,-4.01,14293.0,-4.95,-30.7,13,0,MA20x60_s14.5-21.0_w50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
3530,4.6,38.5,-14.7,-3.22,11517.0,-3.28,-35.4,13,1,MA20x60_s14.5-21.0_w50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
3515,4.6,43.6,-10.7,-2.34,8976.0,-2.01,-37.1,13,3,MA20x60_s14.5-21.0_w50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
3468,4.5,46.2,-8.3,-1.85,7277.0,-1.33,-37.7,13,5,MA20x60_s14.5-21.0_w50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
1965,2.7,30.6,-9.6,-3.61,7152.0,-5.87,-13.6,13,0,MA20x60_s14.5-21.0_a50_trailS30.0T0.0B0.0tr8.0,ma,trail
1948,2.6,36.6,-9.3,-3.5,6902.0,-3.55,-16.5,13,1,MA20x60_s14.5-21.0_a50_trailS30.0T0.0B0.0tr15.0,ma,trail
1943,2.6,40.2,-7.4,-2.81,5461.0,-2.26,-15.1,13,2,MA20x60_s14.5-21.0_a50_trailS40.0T0.0B0.0tr20.0,ma,trail
1951,2.6,33.3,-10.4,-3.94,7737.0,-4.67,-17.8,13,1,MA20x60_s14.5-21.0_a50_trailS30.0T60.0B0.0tr12.0,ma,trail
1943,2.6,32.8,-5.2,-1.96,3849.0,-1.54,-13.4,13,2,MA20x60_s14.5-21.0_a50_beS20.0T40.0B10.0tr0.0,ma,be
1936,2.6,40.1,-3.3,-1.24,3344.0,-0.81,-17.6,13,3,MA20x60_s14.5-21.0_a50_beS30.0T60.0B15.0tr0.0,ma,be
1948,2.6,35.9,-9.4,-3.57,7036.0,-3.65,-17.5,13,1,MA20x60_s14.5-21.0_a50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
1943,2.6,39.2,-7.5,-2.86,5576.0,-2.32,-15.3,13,2,MA20x60_s14.5-21.0_a50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
1936,2.6,44.7,-3.1,-1.17,2800.0,-0.83,-14.3,13,3,MA20x60_s14.5-21.0_a50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
1932,2.6,47.8,-2.4,-0.92,3316.0,-0.57,-17.0,13,3,MA20x60_s14.5-21.0_a50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
1289,2.0,29.9,-7.5,-3.85,4953.0,-4.94,-12.2,13,0,MA20x60_s14.5-16.0_trailS30.0T0.0B0.0tr8.0,ma,trail
1263,1.9,33.9,-8.1,-4.26,5458.0,-3.28,-16.0,13,0,MA20x60_s14.5-16.0_trailS30.0T0.0B0.0tr15.0,ma,trail
1252,1.9,36.1,-8.0,-4.22,5603.0,-2.58,-16.5,13,1,MA20x60_s14.5-16.0_trailS40.0T0.0B0.0tr20.0,ma,trail
1276,1.9,32.6,-6.9,-3.57,4535.0,-3.13,-14.5,13,2,MA20x60_s14.5-16.0_trailS30.0T60.0B0.0tr12.0,ma,trail
1242,1.9,26.7,-5.6,-2.99,3943.0,-1.72,-14.6,13,1,MA20x60_s14.5-16.0_beS20.0T40.0B10.0tr0.0,ma,be
1221,1.8,32.4,-8.8,-4.74,6013.0,-2.21,-25.4,13,0,MA20x60_s14.5-16.0_beS30.0T60.0B15.0tr0.0,ma,be
1263,1.9,32.8,-8.0,-4.19,5386.0,-3.23,-16.2,13,0,MA20x60_s14.5-16.0_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
1252,1.9,35.2,-7.7,-4.06,5403.0,-2.5,-16.7,13,1,MA20x60_s14.5-16.0_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
1236,1.9,40.5,-6.9,-3.67,4836.0,-1.78,-17.9,13,1,MA20x60_s14.5-16.0_fixedS20.0T40.0B0.0tr0.0,ma,fixed
1212,1.8,43.8,-6.8,-3.73,4791.0,-1.46,-25.4,13,2,MA20x60_s14.5-16.0_fixedS30.0T60.0B0.0tr0.0,ma,fixed
841,1.5,28.8,-6.4,-4.14,3475.0,-5.08,-11.4,13,0,MA20x60_s14.5-16.0_w50_trailS30.0T0.0B0.0tr8.0,ma,trail
836,1.5,32.9,-7.6,-4.97,4158.0,-3.48,-21.2,13,0,MA20x60_s14.5-16.0_w50_trailS30.0T0.0B0.0tr15.0,ma,trail
833,1.5,35.2,-7.4,-4.86,4351.0,-2.62,-17.6,13,1,MA20x60_s14.5-16.0_w50_trailS40.0T0.0B0.0tr20.0,ma,trail
838,1.5,32.9,-5.4,-3.53,2940.0,-2.71,-16.3,13,2,MA20x60_s14.5-16.0_w50_trailS30.0T60.0B0.0tr12.0,ma,trail
832,1.5,25.6,-5.0,-3.27,2949.0,-1.64,-20.2,13,3,MA20x60_s14.5-16.0_w50_beS20.0T40.0B10.0tr0.0,ma,be
821,1.5,30.9,-6.7,-4.45,4087.0,-1.78,-25.1,13,1,MA20x60_s14.5-16.0_w50_beS30.0T60.0B15.0tr0.0,ma,be
836,1.5,32.3,-7.5,-4.87,4072.0,-3.4,-20.8,13,0,MA20x60_s14.5-16.0_w50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
833,1.5,34.1,-7.3,-4.77,4277.0,-2.61,-18.0,13,1,MA20x60_s14.5-16.0_w50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
831,1.5,38.6,-6.9,-4.52,3861.0,-1.94,-21.2,13,2,MA20x60_s14.5-16.0_w50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
819,1.5,42.2,-5.3,-3.53,3010.0,-1.23,-25.1,13,5,MA20x60_s14.5-16.0_w50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
458,1.3,31.2,-3.8,-3.02,1384.0,-3.15,-7.8,13,1,MA20x60_s14.5-16.0_a50_trailS30.0T0.0B0.0tr8.0,ma,trail
453,1.3,35.5,-4.1,-3.29,1570.0,-2.03,-11.0,13,3,MA20x60_s14.5-16.0_a50_trailS30.0T0.0B0.0tr15.0,ma,trail
452,1.2,37.8,-4.4,-3.51,1695.0,-1.77,-17.9,13,4,MA20x60_s14.5-16.0_a50_trailS40.0T0.0B0.0tr20.0,ma,trail
454,1.3,33.0,-4.7,-3.72,1732.0,-2.88,-12.7,13,2,MA20x60_s14.5-16.0_a50_trailS30.0T60.0B0.0tr12.0,ma,trail
452,1.2,28.3,-3.8,-3.06,1484.0,-1.48,-27.1,13,3,MA20x60_s14.5-16.0_a50_beS20.0T40.0B10.0tr0.0,ma,be
449,1.2,35.6,-4.7,-3.81,1775.0,-1.48,-24.0,13,4,MA20x60_s14.5-16.0_a50_beS30.0T60.0B15.0tr0.0,ma,be
453,1.3,34.2,-4.3,-3.47,1655.0,-2.2,-11.2,13,3,MA20x60_s14.5-16.0_a50_trailbeS30.0T0.0B12.0tr15.0,ma,trailbe
452,1.2,36.7,-4.2,-3.39,1641.0,-1.7,-17.3,13,4,MA20x60_s14.5-16.0_a50_trailbeS40.0T80.0B15.0tr20.0,ma,trailbe
450,1.2,43.3,-2.8,-2.23,1363.0,-0.92,-22.5,13,6,MA20x60_s14.5-16.0_a50_fixedS20.0T40.0B0.0tr0.0,ma,fixed
448,1.2,46.4,-4.9,-3.96,2253.0,-1.39,-25.0,13,4,MA20x60_s14.5-16.0_a50_fixedS30.0T60.0B0.0tr0.0,ma,fixed
181032,193.0,30.5,-752.2,-3.9,705945.0,-23.69,-1129.3,13,0,TF60b5.0_trailS30.0T0.0B0.0tr8.0,tf,trail
118941,126.8,36.9,-428.1,-3.38,401967.0,-16.13,-693.0,13,0,TF60b5.0_trailS30.0T0.0B0.0tr15.0,tf,trail
100947,107.6,39.7,-316.1,-2.94,297000.0,-12.76,-527.1,13,0,TF60b5.0_trailS40.0T0.0B0.0tr20.0,tf,trail
137646,146.7,34.6,-528.3,-3.6,495916.0,-18.61,-839.5,13,0,TF60b5.0_trailS30.0T60.0B0.0tr12.0,tf,trail
101396,108.1,31.8,-286.6,-2.65,269172.0,-12.02,-464.0,13,0,TF60b5.0_beS20.0T40.0B10.0tr0.0,tf,be
85854,91.5,38.0,-201.1,-2.2,188799.0,-8.42,-332.5,13,0,TF60b5.0_beS30.0T60.0B15.0tr0.0,tf,be
119632,127.5,36.3,-433.5,-3.4,407041.0,-16.16,-697.6,13,0,TF60b5.0_trailbeS30.0T0.0B12.0tr15.0,tf,trailbe
101860,108.6,38.8,-318.7,-2.93,299266.0,-12.91,-538.5,13,0,TF60b5.0_trailbeS40.0T80.0B15.0tr20.0,tf,trailbe
88967,94.8,42.6,-202.3,-2.13,190170.0,-8.89,-332.4,13,0,TF60b5.0_fixedS20.0T40.0B0.0tr0.0,tf,fixed
80089,85.4,44.6,-161.0,-1.89,151259.0,-6.9,-270.1,13,0,TF60b5.0_fixedS30.0T60.0B0.0tr0.0,tf,fixed
181032,193.0,30.5,-752.2,-3.9,705945.0,-23.69,-1129.3,13,0,TF60b5.0_w60_trailS30.0T0.0B0.0tr8.0,tf,trail
118941,126.8,36.9,-428.1,-3.38,401967.0,-16.13,-693.0,13,0,TF60b5.0_w60_trailS30.0T0.0B0.0tr15.0,tf,trail
100947,107.6,39.7,-316.1,-2.94,297000.0,-12.76,-527.1,13,0,TF60b5.0_w60_trailS40.0T0.0B0.0tr20.0,tf,trail
137646,146.7,34.6,-528.3,-3.6,495916.0,-18.61,-839.5,13,0,TF60b5.0_w60_trailS30.0T60.0B0.0tr12.0,tf,trail
101396,108.1,31.8,-286.6,-2.65,269172.0,-12.02,-464.0,13,0,TF60b5.0_w60_beS20.0T40.0B10.0tr0.0,tf,be
85854,91.5,38.0,-201.1,-2.2,188799.0,-8.42,-332.5,13,0,TF60b5.0_w60_beS30.0T60.0B15.0tr0.0,tf,be
119632,127.5,36.3,-433.5,-3.4,407041.0,-16.16,-697.6,13,0,TF60b5.0_w60_trailbeS30.0T0.0B12.0tr15.0,tf,trailbe
101860,108.6,38.8,-318.7,-2.93,299266.0,-12.91,-538.5,13,0,TF60b5.0_w60_trailbeS40.0T80.0B15.0tr20.0,tf,trailbe
88967,94.8,42.6,-202.3,-2.13,190170.0,-8.89,-332.4,13,0,TF60b5.0_w60_fixedS20.0T40.0B0.0tr0.0,tf,fixed
80089,85.4,44.6,-161.0,-1.89,151259.0,-6.9,-270.1,13,0,TF60b5.0_w60_fixedS30.0T60.0B0.0tr0.0,tf,fixed
75139,95.4,28.9,-404.3,-4.24,318806.0,-30.58,-570.0,13,0,TF60b5.0_s14.5-21.0_trailS30.0T0.0B0.0tr8.0,tf,trail
46768,59.7,34.4,-241.0,-4.03,189043.0,-15.43,-401.0,13,0,TF60b5.0_s14.5-21.0_trailS30.0T0.0B0.0tr15.0,tf,trail
37368,47.7,37.4,-166.2,-3.49,130933.0,-9.61,-295.2,13,0,TF60b5.0_s14.5-21.0_trailS40.0T0.0B0.0tr20.0,tf,trail
56051,71.6,32.2,-297.8,-4.16,233341.0,-20.01,-461.4,13,0,TF60b5.0_s14.5-21.0_trailS30.0T60.0B0.0tr12.0,tf,trail
37628,47.9,26.6,-151.0,-3.15,118921.0,-8.89,-243.8,13,0,TF60b5.0_s14.5-21.0_beS20.0T40.0B10.0tr0.0,tf,be
29306,37.4,34.3,-91.0,-2.43,71426.0,-5.08,-161.6,13,0,TF60b5.0_s14.5-21.0_beS30.0T60.0B15.0tr0.0,tf,be
47138,60.2,33.7,-243.8,-4.05,191343.0,-15.8,-396.9,13,0,TF60b5.0_s14.5-21.0_trailbeS30.0T0.0B12.0tr15.0,tf,trailbe
37887,48.4,36.4,-165.2,-3.41,129742.0,-9.54,-268.3,13,0,TF60b5.0_s14.5-21.0_trailbeS40.0T80.0B15.0tr20.0,tf,trailbe
30904,39.4,41.9,-92.8,-2.36,73036.0,-5.34,-134.8,13,0,TF60b5.0_s14.5-21.0_fixedS20.0T40.0B0.0tr0.0,tf,fixed
26017,33.2,45.2,-64.4,-1.94,52080.0,-3.56,-135.2,13,1,TF60b5.0_s14.5-21.0_fixedS30.0T60.0B0.0tr0.0,tf,fixed
75139,95.4,28.9,-404.3,-4.24,318806.0,-30.58,-570.0,13,0,TF60b5.0_s14.5-21.0_w60_trailS30.0T0.0B0.0tr8.0,tf,trail
46768,59.7,34.4,-241.0,-4.03,189043.0,-15.43,-401.0,13,0,TF60b5.0_s14.5-21.0_w60_trailS30.0T0.0B0.0tr15.0,tf,trail
37368,47.7,37.4,-166.2,-3.49,130933.0,-9.61,-295.2,13,0,TF60b5.0_s14.5-21.0_w60_trailS40.0T0.0B0.0tr20.0,tf,trail
56051,71.6,32.2,-297.8,-4.16,233341.0,-20.01,-461.4,13,0,TF60b5.0_s14.5-21.0_w60_trailS30.0T60.0B0.0tr12.0,tf,trail
37628,47.9,26.6,-151.0,-3.15,118921.0,-8.89,-243.8,13,0,TF60b5.0_s14.5-21.0_w60_beS20.0T40.0B10.0tr0.0,tf,be
29306,37.4,34.3,-91.0,-2.43,71426.0,-5.08,-161.6,13,0,TF60b5.0_s14.5-21.0_w60_beS30.0T60.0B15.0tr0.0,tf,be
47138,60.2,33.7,-243.8,-4.05,191343.0,-15.8,-396.9,13,0,TF60b5.0_s14.5-21.0_w60_trailbeS30.0T0.0B12.0tr15.0,tf,trailbe
37887,48.4,36.4,-165.2,-3.41,129742.0,-9.54,-268.3,13,0,TF60b5.0_s14.5-21.0_w60_trailbeS40.0T80.0B15.0tr20.0,tf,trailbe
30904,39.4,41.9,-92.8,-2.36,73036.0,-5.34,-134.8,13,0,TF60b5.0_s14.5-21.0_w60_fixedS20.0T40.0B0.0tr0.0,tf,fixed
26017,33.2,45.2,-64.4,-1.94,52080.0,-3.56,-135.2,13,1,TF60b5.0_s14.5-21.0_w60_fixedS30.0T60.0B0.0tr0.0,tf,fixed
22297,28.8,28.5,-124.5,-4.32,96248.0,-21.04,-165.5,13,0,TF60b5.0_s14.5-16.0_trailS30.0T0.0B0.0tr8.0,tf,trail
14463,18.7,32.9,-76.9,-4.11,59490.0,-9.46,-131.3,13,0,TF60b5.0_s14.5-16.0_trailS30.0T0.0B0.0tr15.0,tf,trail
11388,14.7,35.6,-52.0,-3.53,40217.0,-5.53,-87.8,13,0,TF60b5.0_s14.5-16.0_trailS40.0T0.0B0.0tr20.0,tf,trail
17259,22.3,31.1,-93.5,-4.19,72360.0,-12.17,-148.7,13,0,TF60b5.0_s14.5-16.0_trailS30.0T60.0B0.0tr12.0,tf,trail
11425,14.8,23.0,-44.6,-3.02,34645.0,-4.83,-70.9,13,0,TF60b5.0_s14.5-16.0_beS20.0T40.0B10.0tr0.0,tf,be
8420,10.9,30.3,-20.6,-1.89,16571.0,-1.92,-53.3,13,1,TF60b5.0_s14.5-16.0_beS30.0T60.0B15.0tr0.0,tf,be
14572,18.9,32.1,-76.8,-4.08,59469.0,-9.5,-126.8,13,0,TF60b5.0_s14.5-16.0_trailbeS30.0T0.0B12.0tr15.0,tf,trailbe
11596,15.0,34.1,-53.9,-3.59,41707.0,-5.76,-90.5,13,0,TF60b5.0_s14.5-16.0_trailbeS40.0T80.0B15.0tr20.0,tf,trailbe
8962,11.6,40.2,-25.0,-2.16,19431.0,-2.46,-65.9,13,2,TF60b5.0_s14.5-16.0_fixedS20.0T40.0B0.0tr0.0,tf,fixed
7093,9.2,44.1,-14.9,-1.62,12249.0,-1.27,-51.7,13,3,TF60b5.0_s14.5-16.0_fixedS30.0T60.0B0.0tr0.0,tf,fixed
22297,28.8,28.5,-124.5,-4.32,96248.0,-21.04,-165.5,13,0,TF60b5.0_s14.5-16.0_w60_trailS30.0T0.0B0.0tr8.0,tf,trail
14463,18.7,32.9,-76.9,-4.11,59490.0,-9.46,-131.3,13,0,TF60b5.0_s14.5-16.0_w60_trailS30.0T0.0B0.0tr15.0,tf,trail
11388,14.7,35.6,-52.0,-3.53,40217.0,-5.53,-87.8,13,0,TF60b5.0_s14.5-16.0_w60_trailS40.0T0.0B0.0tr20.0,tf,trail
17259,22.3,31.1,-93.5,-4.19,72360.0,-12.17,-148.7,13,0,TF60b5.0_s14.5-16.0_w60_trailS30.0T60.0B0.0tr12.0,tf,trail
11425,14.8,23.0,-44.6,-3.02,34645.0,-4.83,-70.9,13,0,TF60b5.0_s14.5-16.0_w60_beS20.0T40.0B10.0tr0.0,tf,be
8420,10.9,30.3,-20.6,-1.89,16571.0,-1.92,-53.3,13,1,TF60b5.0_s14.5-16.0_w60_beS30.0T60.0B15.0tr0.0,tf,be
14572,18.9,32.1,-76.8,-4.08,59469.0,-9.5,-126.8,13,0,TF60b5.0_s14.5-16.0_w60_trailbeS30.0T0.0B12.0tr15.0,tf,trailbe
11596,15.0,34.1,-53.9,-3.59,41707.0,-5.76,-90.5,13,0,TF60b5.0_s14.5-16.0_w60_trailbeS40.0T80.0B15.0tr20.0,tf,trailbe
8962,11.6,40.2,-25.0,-2.16,19431.0,-2.46,-65.9,13,2,TF60b5.0_s14.5-16.0_w60_fixedS20.0T40.0B0.0tr0.0,tf,fixed
7093,9.2,44.1,-14.9,-1.62,12249.0,-1.27,-51.7,13,3,TF60b5.0_s14.5-16.0_w60_fixedS30.0T60.0B0.0tr0.0,tf,fixed
173488,185.0,30.4,-726.3,-3.93,681711.0,-22.83,-1067.9,13,0,TF120b8.0_trailS30.0T0.0B0.0tr8.0,tf,trail
112402,119.8,37.0,-396.2,-3.31,371929.0,-15.54,-600.6,13,0,TF120b8.0_trailS30.0T0.0B0.0tr15.0,tf,trail
94798,101.1,39.9,-277.3,-2.74,260450.0,-12.0,-424.0,13,0,TF120b8.0_trailS40.0T0.0B0.0tr20.0,tf,trail
130835,139.5,34.6,-495.4,-3.55,464955.0,-18.22,-750.4,13,0,TF120b8.0_trailS30.0T60.0B0.0tr12.0,tf,trail
95313,101.6,31.8,-249.7,-2.46,234523.0,-10.91,-363.2,13,0,TF120b8.0_beS20.0T40.0B10.0tr0.0,tf,be
80200,85.5,38.1,-165.1,-1.93,155052.0,-7.1,-244.6,13,0,TF120b8.0_beS30.0T60.0B15.0tr0.0,tf,be
113071,120.5,36.3,-402.9,-3.34,378095.0,-15.71,-611.7,13,0,TF120b8.0_trailbeS30.0T0.0B12.0tr15.0,tf,trailbe
95763,102.1,38.9,-283.6,-2.78,266223.0,-12.39,-450.7,13,0,TF120b8.0_trailbeS40.0T80.0B15.0tr20.0,tf,trailbe
83122,88.6,42.9,-176.5,-1.99,165830.0,-8.04,-252.3,13,0,TF120b8.0_fixedS20.0T40.0B0.0tr0.0,tf,fixed
74534,79.5,45.0,-131.1,-1.65,123184.0,-5.42,-186.8,13,0,TF120b8.0_fixedS30.0T60.0B0.0tr0.0,tf,fixed
173488,185.0,30.4,-726.3,-3.93,681711.0,-22.83,-1067.9,13,0,TF120b8.0_w120_trailS30.0T0.0B0.0tr8.0,tf,trail
112402,119.8,37.0,-396.2,-3.31,371929.0,-15.54,-600.6,13,0,TF120b8.0_w120_trailS30.0T0.0B0.0tr15.0,tf,trail
94798,101.1,39.9,-277.3,-2.74,260450.0,-12.0,-424.0,13,0,TF120b8.0_w120_trailS40.0T0.0B0.0tr20.0,tf,trail
130835,139.5,34.6,-495.4,-3.55,464955.0,-18.22,-750.4,13,0,TF120b8.0_w120_trailS30.0T60.0B0.0tr12.0,tf,trail
95313,101.6,31.8,-249.7,-2.46,234523.0,-10.91,-363.2,13,0,TF120b8.0_w120_beS20.0T40.0B10.0tr0.0,tf,be
80200,85.5,38.1,-165.1,-1.93,155052.0,-7.1,-244.6,13,0,TF120b8.0_w120_beS30.0T60.0B15.0tr0.0,tf,be
113071,120.5,36.3,-402.9,-3.34,378095.0,-15.71,-611.7,13,0,TF120b8.0_w120_trailbeS30.0T0.0B12.0tr15.0,tf,trailbe
95763,102.1,38.9,-283.6,-2.78,266223.0,-12.39,-450.7,13,0,TF120b8.0_w120_trailbeS40.0T80.0B15.0tr20.0,tf,trailbe
83122,88.6,42.9,-176.5,-1.99,165830.0,-8.04,-252.3,13,0,TF120b8.0_w120_fixedS20.0T40.0B0.0tr0.0,tf,fixed
74534,79.5,45.0,-131.1,-1.65,123184.0,-5.42,-186.8,13,0,TF120b8.0_w120_fixedS30.0T60.0B0.0tr0.0,tf,fixed
73592,92.9,28.8,-399.3,-4.3,316275.0,-29.47,-559.8,13,0,TF120b8.0_s14.5-21.0_trailS30.0T0.0B0.0tr8.0,tf,trail
45607,58.2,34.4,-232.4,-4.0,182505.0,-15.17,-386.3,13,0,TF120b8.0_s14.5-21.0_trailS30.0T0.0B0.0tr15.0,tf,trail
36327,46.3,37.7,-153.9,-3.32,121148.0,-9.3,-307.1,13,0,TF120b8.0_s14.5-21.0_trailS40.0T0.0B0.0tr20.0,tf,trail
54808,69.8,32.1,-285.3,-4.09,224016.0,-19.57,-432.6,13,0,TF120b8.0_s14.5-21.0_trailS30.0T60.0B0.0tr12.0,tf,trail
36494,46.5,26.6,-138.9,-2.98,109201.0,-8.61,-244.1,13,0,TF120b8.0_s14.5-21.0_beS20.0T40.0B10.0tr0.0,tf,be
28366,36.2,34.2,-86.3,-2.38,67643.0,-4.9,-156.5,13,0,TF120b8.0_s14.5-21.0_beS30.0T60.0B15.0tr0.0,tf,be
45938,58.6,33.6,-232.5,-3.97,182675.0,-15.38,-387.4,13,0,TF120b8.0_s14.5-21.0_trailbeS30.0T0.0B12.0tr15.0,tf,trailbe
36853,46.8,36.6,-156.6,-3.35,123551.0,-9.47,-299.0,13,0,TF120b8.0_s14.5-21.0_trailbeS40.0T80.0B15.0tr20.0,tf,trailbe
29923,38.2,42.1,-82.3,-2.15,64571.0,-4.77,-128.8,13,0,TF120b8.0_s14.5-21.0_fixedS20.0T40.0B0.0tr0.0,tf,fixed
25126,32.1,45.1,-61.2,-1.9,48141.0,-3.2,-121.3,13,0,TF120b8.0_s14.5-21.0_fixedS30.0T60.0B0.0tr0.0,tf,fixed
73592,92.9,28.8,-399.3,-4.3,316275.0,-29.47,-559.8,13,0,TF120b8.0_s14.5-21.0_w120_trailS30.0T0.0B0.0tr8.0,tf,trail
