name,imp,W,pull,stop,tgt,invert,cooldown,max_hold,max_wait,min_leg,n,tr_day,wr,tgt%,stop%,to%,net,per_day,per_trade,maxDD,train_per_day,train_n,test_per_day,test_n,test_wr,test_maxDD
i7.0_w3_p0.5_s6.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,3,0.5,6.0,30.0,False,60,600,300,0.0,8284,120.1,24.8,13.4,73.7,13.0,2945.0,42.7,0.36,3357.0,11.6,5165,113.2,3119,23.0,1267.0
i3.0_w5_p0.5_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.5,8.0,12.0,True,60,600,300,0.0,10021,145.2,44.5,37.7,51.0,11.3,2903.0,42.1,0.29,2102.0,-3.5,6533,146.4,3488,45.2,970.0
i3.0_w5_p0.5_s12.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.5,12.0,18.0,True,60,600,300,0.0,9157,132.7,44.9,30.6,45.2,24.1,2902.0,42.1,0.32,2998.0,-0.9,5858,140.3,3299,44.9,1223.0
i3.0_w4_p0.382_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.382,10.0,18.0,True,60,600,300,0.0,10317,149.5,41.5,29.2,51.7,19.1,2880.0,41.7,0.28,4007.0,9.5,6706,115.1,3611,40.6,1292.0
i3.0_w3_p0.5_s8.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,3.0,3,0.5,8.0,30.0,False,60,600,300,0.0,9702,140.6,31.2,14.3,63.7,22.0,2792.0,40.5,0.29,2443.0,19.1,6207,88.4,3495,28.0,1605.0
i5.0_w5_p0.618_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.618,10.0,24.0,True,60,600,300,0.0,7476,108.3,37.9,20.7,54.8,24.5,2790.0,40.4,0.37,2363.0,32.6,4669,56.9,2807,36.4,1373.0
i5.0_w4_p0.618_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.618,10.0,24.0,True,60,600,300,0.0,7772,112.6,37.5,21.2,55.4,23.4,2785.0,40.4,0.36,2911.0,50.6,4889,14.4,2883,35.2,1478.0
i7.0_w5_p0.382_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.382,10.0,18.0,True,60,600,300,0.0,8950,129.7,41.1,30.5,53.6,15.9,2778.0,40.3,0.31,4147.0,-17.5,5612,173.1,3338,41.4,1145.0
i5.0_w5_p0.382_s12.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.382,12.0,24.0,True,60,600,300,0.0,9020,130.7,40.5,23.5,50.1,26.4,2743.0,39.8,0.3,3466.0,-8.5,5684,150.5,3336,40.0,1298.0
i3.0_w3_p0.5_s12.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,3.0,3,0.5,12.0,30.0,False,60,600,300,0.0,9084,131.7,38.1,17.5,51.1,31.4,2703.0,39.2,0.3,3710.0,21.9,5721,77.6,3363,35.9,1573.0
i5.0_w5_p0.5_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.5,6.0,12.0,True,60,600,300,0.0,9491,137.6,38.4,33.7,59.5,6.8,2696.0,39.1,0.28,2864.0,-17.2,6121,168.6,3370,39.8,661.0
i5.0_w4_p0.618_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.618,10.0,30.0,True,60,600,300,0.0,7600,110.1,35.5,15.6,57.1,27.3,2694.0,39.0,0.35,2527.0,61.9,4754,-16.0,2846,32.5,1649.0
i3.0_w4_p0.618_s12.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.618,12.0,18.0,True,60,600,300,0.0,8683,125.8,44.7,30.7,45.2,24.1,2615.0,37.9,0.3,4358.0,16.5,5559,86.1,3124,44.1,822.0
i7.0_w4_p0.618_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.618,8.0,18.0,True,60,600,300,0.0,7230,104.8,36.6,27.6,60.1,12.4,2586.0,37.5,0.36,1964.0,37.1,4462,36.5,2768,35.4,993.0
i5.0_w5_p0.5_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.5,10.0,18.0,True,60,600,300,0.0,8665,125.6,41.3,29.0,51.9,19.1,2576.0,37.3,0.3,4115.0,-16.4,5480,160.9,3185,41.4,833.0
i7.0_w4_p0.382_s12.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.382,12.0,30.0,True,60,600,300,0.0,8116,117.6,37.9,18.4,54.1,27.5,2549.0,36.9,0.31,3314.0,30.6,4997,49.9,3119,35.9,2056.0
i3.0_w5_p0.618_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.618,10.0,18.0,True,60,600,300,0.0,8528,123.6,41.7,28.0,50.4,21.6,2440.0,35.4,0.29,2415.0,28.8,5437,49.0,3091,40.5,1079.0
i5.0_w3_p0.5_s8.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,5.0,3,0.5,8.0,30.0,False,60,600,300,0.0,8947,129.7,30.4,14.9,65.2,19.9,2438.0,35.3,0.27,2386.0,26.2,5640,55.0,3307,27.6,1567.0
i3.0_w4_p0.382_s12.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.382,12.0,30.0,True,60,600,300,0.0,9479,137.4,38.5,17.2,51.1,31.7,2414.0,35.0,0.25,4816.0,-2.8,6036,121.6,3443,36.4,1577.0
i7.0_w3_p0.618_s8.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,3,0.618,8.0,30.0,False,60,600,300,0.0,7160,103.8,29.3,15.9,67.6,16.5,2406.0,34.9,0.34,1781.0,42.2,4386,16.1,2774,27.2,1781.0
i5.0_w4_p0.618_s12.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.618,12.0,24.0,True,60,600,300,0.0,7537,109.2,40.9,22.9,49.8,27.3,2400.0,34.8,0.32,3687.0,32.5,4723,38.5,2814,39.1,1304.0
i7.0_w4_p0.618_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.618,10.0,24.0,True,60,600,300,0.0,6791,98.4,36.7,22.3,57.4,20.3,2376.0,34.4,0.35,2829.0,34.9,4185,31.6,2606,35.1,1482.0
i7.0_w4_p0.618_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.618,10.0,30.0,True,60,600,300,0.0,6639,96.2,34.6,16.7,59.3,24.1,2331.0,33.8,0.35,2213.0,66.0,4084,-43.1,2555,31.6,2213.0
i5.0_w3_p0.618_s6.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,5.0,3,0.618,6.0,30.0,False,60,600,300,0.0,8535,123.7,25.3,12.5,72.5,15.0,2319.0,33.6,0.27,1790.0,11.3,5372,84.1,3163,23.0,1455.0
i7.0_w4_p0.618_s12.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.618,12.0,24.0,True,60,600,300,0.0,6592,95.5,40.1,24.3,51.9,23.8,2313.0,33.5,0.35,2686.0,30.5,4059,38.9,2533,38.6,1305.0
i5.0_w5_p0.382_s10.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.382,10.0,12.0,True,60,600,300,0.0,10011,145.1,48.8,42.2,45.9,11.9,2272.0,32.9,0.23,2486.0,-21.9,6484,159.3,3527,50.0,787.0
i7.0_w5_p0.382_s12.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.382,12.0,30.0,True,60,600,300,0.0,8194,118.8,37.7,18.4,53.5,28.1,2271.0,32.9,0.28,3683.0,11.5,5080,81.4,3114,36.0,2320.0
i7.0_w3_p0.618_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.618,8.0,18.0,True,60,600,300,0.0,7389,107.1,36.0,28.3,61.0,10.8,2219.0,32.2,0.3,2517.0,17.7,4543,64.3,2846,35.4,1055.0
i5.0_w5_p0.618_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.618,6.0,24.0,True,60,600,300,0.0,8047,116.6,28.2,15.9,69.2,14.9,2206.0,32.0,0.27,2163.0,47.0,5036,-4.6,3011,25.4,1905.0
i5.0_w3_p0.5_s12.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.5,12.0,24.0,True,60,600,300,0.0,8564,124.1,40.1,23.9,51.4,24.7,2175.0,31.5,0.25,3346.0,55.6,5378,-26.2,3186,37.8,2591.0
i3.0_w3_p0.382_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.382,8.0,12.0,True,60,600,300,0.0,11137,161.4,44.2,37.8,51.9,10.3,2062.0,29.9,0.19,4073.0,-21.7,7364,148.8,3773,45.1,759.0
i5.0_w4_p0.618_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.618,8.0,18.0,True,60,600,300,0.0,8216,119.1,37.0,26.2,58.8,15.0,2027.0,29.4,0.25,2812.0,23.3,5193,42.1,3023,35.6,1229.0
i7.0_w3_p0.382_s12.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.382,12.0,24.0,True,60,600,300,0.0,8362,121.2,39.5,25.3,53.2,21.5,2012.0,29.2,0.24,4436.0,-13.0,5178,126.1,3184,39.2,1464.0
i7.0_w3_p0.5_s12.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,3,0.5,12.0,30.0,False,60,600,300,0.0,7479,108.4,37.4,19.3,55.3,25.4,2011.0,29.1,0.27,2927.0,29.8,4561,26.1,2918,35.3,1997.0
i7.0_w3_p0.618_s10.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,3,0.618,10.0,30.0,False,60,600,300,0.0,6866,99.5,33.7,17.7,61.3,21.0,2004.0,29.0,0.29,1905.0,23.8,4192,40.0,2674,31.9,1598.0
i5.0_w4_p0.618_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.618,6.0,18.0,True,60,600,300,0.0,8485,123.0,31.5,22.6,66.1,11.3,1975.0,28.6,0.23,2907.0,33.3,5378,16.3,3107,29.5,1203.0
i5.0_w4_p0.382_s12.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.382,12.0,30.0,True,60,600,300,0.0,8828,127.9,38.1,17.7,52.6,29.7,1974.0,28.6,0.22,3797.0,14.2,5536,60.8,3292,36.0,1736.0
i3.0_w4_p0.236_s12.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.236,12.0,12.0,True,60,600,300,0.0,11127,161.3,52.2,44.6,40.5,14.8,1899.0,27.5,0.17,4064.0,-56.5,7364,222.3,3763,54.4,1297.0
i7.0_w5_p0.382_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.382,8.0,12.0,True,60,600,300,0.0,9506,137.8,44.0,39.0,53.1,7.9,1894.0,27.4,0.2,2693.0,-22.0,6081,141.5,3425,45.2,890.0
i3.0_w4_p0.618_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.618,6.0,12.0,True,60,600,300,0.0,9736,141.1,38.5,32.8,59.2,7.9,1889.0,27.4,0.19,2141.0,23.3,6359,35.7,3377,37.6,756.0
i3.0_w4_p0.5_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.5,10.0,18.0,True,60,600,300,0.0,9628,139.5,41.3,28.6,51.4,20.0,1854.0,26.9,0.19,4418.0,-4.3,6209,98.3,3419,40.5,1158.0
i3.0_w5_p0.618_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.618,6.0,18.0,True,60,600,300,0.0,9065,131.4,32.0,21.7,64.7,13.6,1831.0,26.5,0.2,2665.0,27.1,5829,23.9,3236,29.7,1432.0
i3.0_w3_p0.382_s6.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,3.0,3,0.382,6.0,30.0,False,60,600,300,0.0,10506,152.3,26.3,11.9,70.6,17.5,1814.0,26.3,0.17,3597.0,-0.3,6825,87.0,3681,23.0,1965.0
i3.0_w3_p0.5_s10.0_t24.0_WITH_cd60_mh600_mw300_ml0.0,3.0,3,0.5,10.0,24.0,False,60,600,300,0.0,9649,139.8,36.9,21.3,55.9,22.8,1804.0,26.1,0.19,2528.0,10.5,6162,61.4,3487,35.0,1634.0
i5.0_w3_p0.618_s10.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,5.0,3,0.618,10.0,30.0,False,60,600,300,0.0,7853,113.8,34.5,16.6,59.0,24.4,1724.0,25.0,0.22,1659.0,8.2,4876,62.9,2977,32.5,1659.0
i3.0_w3_p0.618_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.618,6.0,12.0,True,60,600,300,0.0,10075,146.0,38.4,33.0,59.3,7.7,1724.0,25.0,0.17,1798.0,31.5,6562,8.7,3513,37.0,1434.0
i7.0_w3_p0.618_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.618,6.0,18.0,True,60,600,300,0.0,7589,110.0,30.2,24.2,68.4,7.4,1654.0,24.0,0.22,3349.0,2.0,4682,74.2,2907,29.8,1474.0
i7.0_w3_p0.5_s8.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,3,0.5,8.0,30.0,False,60,600,300,0.0,8018,116.2,29.5,15.7,67.3,17.0,1630.0,23.6,0.2,2993.0,22.6,4951,25.0,3067,27.1,1551.0
i5.0_w3_p0.5_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.5,10.0,18.0,True,60,600,300,0.0,9124,132.2,40.8,29.8,53.5,16.7,1536.0,22.3,0.17,4009.0,-8.9,5782,94.0,3342,40.2,1473.0
i7.0_w4_p0.382_s12.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.382,12.0,24.0,True,60,600,300,0.0,8380,121.4,40.1,24.2,52.4,23.4,1510.0,21.9,0.18,3643.0,20.7,5185,23.6,3195,38.6,2058.0
i7.0_w5_p0.5_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.5,6.0,12.0,True,60,600,300,0.0,8637,125.2,37.7,34.1,60.4,5.5,1477.0,21.4,0.17,3189.0,-29.6,5435,139.4,3202,39.3,541.0
i5.0_w3_p0.5_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.5,6.0,12.0,True,60,600,300,0.0,9845,142.7,38.0,33.7,60.4,5.9,1469.0,21.3,0.15,3151.0,6.2,6367,55.4,3478,37.6,1048.0
i7.0_w5_p0.382_s12.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.382,12.0,24.0,True,60,600,300,0.0,8424,122.1,40.1,24.0,51.6,24.4,1466.0,21.2,0.17,3667.0,-9.9,5226,92.9,3198,39.4,1782.0
i3.0_w3_p0.5_s12.0_t24.0_WITH_cd60_mh600_mw300_ml0.0,3.0,3,0.5,12.0,24.0,False,60,600,300,0.0,9381,136.0,40.1,23.1,49.8,27.1,1439.0,20.9,0.15,2481.0,3.9,5938,59.4,3443,38.7,1630.0
i7.0_w4_p0.618_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.618,6.0,18.0,True,60,600,300,0.0,7457,108.1,30.6,23.4,67.7,8.9,1433.0,20.8,0.19,1925.0,38.4,4613,-21.4,2844,28.8,1406.0
i5.0_w4_p0.382_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.382,10.0,18.0,True,60,600,300,0.0,9672,140.2,40.9,29.5,53.0,17.5,1384.0,20.1,0.14,4988.0,-12.6,6171,95.3,3501,40.3,1415.0
i5.0_w4_p0.618_s12.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.618,12.0,30.0,True,60,600,300,0.0,7344,106.4,38.5,16.9,51.4,31.7,1378.0,20.0,0.19,3464.0,50.5,4578,-52.2,2766,35.6,2372.0
i3.0_w5_p0.5_s10.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.5,10.0,12.0,True,60,600,300,0.0,9802,142.1,48.6,41.0,45.2,13.8,1368.0,19.8,0.14,3488.0,-31.4,6348,138.4,3454,49.8,948.0
i5.0_w4_p0.5_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.5,6.0,12.0,True,60,600,300,0.0,9678,140.3,38.1,33.2,60.1,6.7,1229.0,17.8,0.13,2534.0,17.6,6242,17.4,3436,37.1,1628.0
i7.0_w5_p0.5_s12.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.5,12.0,18.0,True,60,600,300,0.0,7745,112.2,44.1,32.4,47.9,19.7,1161.0,16.8,0.15,3774.0,-28.8,4766,122.5,2979,44.6,1126.0
i3.0_w3_p0.618_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.618,8.0,12.0,True,60,600,300,0.0,9827,142.4,44.1,37.6,51.8,10.6,1124.0,16.3,0.11,1638.0,24.4,6351,-3.5,3476,43.1,1322.0
i5.0_w3_p0.382_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.382,8.0,12.0,True,60,600,300,0.0,10376,150.4,44.0,38.4,53.0,8.6,1118.0,16.2,0.11,3315.0,-16.1,6740,90.7,3636,44.6,722.0
i7.0_w4_p0.5_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.5,10.0,18.0,True,60,600,300,0.0,8041,116.5,40.5,30.5,54.2,15.3,1080.0,15.7,0.13,4088.0,-1.4,4988,54.7,3053,40.1,1418.0
i7.0_w5_p0.618_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.618,10.0,24.0,True,60,600,300,0.0,6670,96.7,36.5,21.9,57.4,20.7,1075.0,15.6,0.16,2603.0,5.2,4084,39.1,2586,35.5,1515.0
i5.0_w4_p0.618_s6.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,5.0,4,0.618,6.0,30.0,False,60,600,300,0.0,8307,120.4,25.7,12.1,72.0,16.0,1037.0,15.0,0.12,2888.0,-21.1,5257,98.5,3050,23.6,1589.0
i3.0_w4_p0.618_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.618,8.0,12.0,True,60,600,300,0.0,9500,137.7,43.9,37.2,51.6,11.2,969.0,14.0,0.1,2262.0,22.0,6168,-5.1,3332,42.9,1051.0
i7.0_w3_p0.382_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.382,8.0,12.0,True,60,600,300,0.0,9390,136.1,43.6,39.5,54.0,6.5,941.0,13.6,0.1,3362.0,-5.9,5967,58.7,3423,43.9,853.0
i3.0_w3_p0.382_s12.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.382,12.0,18.0,True,60,600,300,0.0,10271,148.9,44.3,31.7,47.2,21.2,935.0,13.6,0.09,3392.0,-15.8,6634,81.5,3637,43.8,1682.0
i7.0_w3_p0.618_s12.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,3,0.618,12.0,30.0,False,60,600,300,0.0,6620,95.9,37.1,19.2,56.0,24.8,900.0,13.0,0.14,2247.0,20.2,4018,-4.3,2602,35.1,1691.0
i7.0_w3_p0.5_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.5,6.0,12.0,True,60,600,300,0.0,8703,126.1,37.4,34.3,61.2,4.5,846.0,12.3,0.1,2425.0,0.9,5461,38.1,3242,37.3,1258.0
i5.0_w3_p0.618_s8.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,5.0,3,0.618,8.0,30.0,False,60,600,300,0.0,8179,118.5,30.1,14.5,65.8,19.7,838.0,12.1,0.1,2465.0,17.4,5094,-0.7,3085,27.5,2465.0
i5.0_w3_p0.382_s6.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,5.0,3,0.382,6.0,30.0,False,60,600,300,0.0,9869,143.0,25.3,12.3,72.3,15.4,795.0,11.5,0.08,3499.0,-7.3,6322,54.8,3547,22.5,2050.0
i7.0_w3_p0.5_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.5,10.0,18.0,True,60,600,300,0.0,8079,117.1,40.2,30.9,55.1,14.0,783.0,11.3,0.1,3516.0,-9.5,4980,59.4,3099,39.9,1327.0
i5.0_w5_p0.382_s12.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.382,12.0,18.0,True,60,600,300,0.0,9396,136.2,44.3,31.8,47.3,20.9,779.0,11.3,0.08,4062.0,-26.5,5977,98.9,3419,44.4,1039.0
i5.0_w3_p0.236_s12.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.236,12.0,12.0,True,60,600,300,0.0,10699,155.1,52.0,45.5,41.7,12.9,778.0,11.3,0.07,3953.0,-24.0,6933,93.1,3766,53.1,1868.0
i5.0_w3_p0.618_s6.0_t24.0_WITH_cd60_mh600_mw300_ml0.0,5.0,3,0.618,6.0,24.0,False,60,600,300,0.0,8726,126.5,26.8,16.8,71.2,12.1,585.0,8.5,0.07,2274.0,-3.2,5500,35.3,3226,25.0,2274.0
i5.0_w4_p0.382_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.382,8.0,12.0,True,60,600,300,0.0,10261,148.7,43.7,38.1,52.8,9.1,551.0,8.0,0.05,3588.0,-28.0,6671,91.5,3590,44.3,1174.0
i7.0_w4_p0.382_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.382,8.0,12.0,True,60,600,300,0.0,9436,136.8,43.7,39.0,53.7,7.2,550.0,8.0,0.06,3227.0,-10.0,6017,49.5,3419,43.9,1134.0
i7.0_w3_p0.618_s6.0_t24.0_WITH_cd60_mh600_mw300_ml0.0,7.0,3,0.618,6.0,24.0,False,60,600,300,0.0,7639,110.7,25.8,17.8,72.7,9.6,543.0,7.9,0.07,2451.0,13.1,4708,-4.8,2931,24.2,2451.0
i5.0_w4_p0.5_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.5,10.0,18.0,True,60,600,300,0.0,8903,129.0,40.8,29.0,52.8,18.2,484.0,7.0,0.05,3849.0,-4.2,5633,33.0,3270,39.8,1146.0
i7.0_w4_p0.618_s12.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.618,12.0,18.0,True,60,600,300,0.0,6890,99.9,43.9,32.9,49.0,18.1,465.0,6.7,0.07,3639.0,2.5,4249,16.2,2641,43.2,1361.0
i7.0_w3_p0.236_s12.0_t12.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.236,12.0,12.0,True,60,600,300,0.0,9922,143.8,52.0,46.6,42.8,10.6,463.0,6.7,0.05,4560.0,-22.1,6318,73.7,3604,52.9,1955.0
i7.0_w3_p0.618_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.618,10.0,18.0,True,60,600,300,0.0,7197,104.3,40.1,31.3,55.7,13.0,462.0,6.7,0.06,2652.0,10.9,4392,-3.5,2805,39.1,1688.0
i7.0_w4_p0.618_s6.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,4,0.618,6.0,30.0,False,60,600,300,0.0,7351,106.5,24.4,12.8,73.8,13.4,444.0,6.4,0.06,2487.0,-9.8,4560,43.9,2791,22.5,2095.0
i7.0_w4_p0.5_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.5,6.0,12.0,True,60,600,300,0.0,8756,126.9,37.4,33.9,61.1,5.0,432.0,6.3,0.05,2627.0,7.5,5511,3.0,3245,36.9,1299.0
i7.0_w4_p0.5_s8.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,4,0.5,8.0,30.0,False,60,600,300,0.0,7973,115.6,29.8,15.0,66.7,18.3,418.0,6.1,0.05,3654.0,1.6,4915,16.2,3058,27.2,1816.0
i5.0_w4_p0.5_s6.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,5.0,4,0.5,6.0,30.0,False,60,600,300,0.0,9182,133.1,25.4,12.1,72.0,15.9,397.0,5.8,0.04,2891.0,-16.6,5850,57.7,3332,22.9,2206.0
i5.0_w5_p0.5_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.5,8.0,12.0,True,60,600,300,0.0,9315,135.0,43.7,37.9,52.3,9.8,381.0,5.5,0.04,3500.0,-45.2,5973,123.5,3342,45.1,956.0
i5.0_w5_p0.618_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.618,8.0,18.0,True,60,600,300,0.0,7974,115.6,36.6,25.9,58.8,15.4,334.0,4.8,0.04,3181.0,11.1,5034,-9.9,2940,34.7,1286.0
i7.0_w5_p0.618_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.618,10.0,30.0,True,60,600,300,0.0,6498,94.2,34.1,16.3,59.4,24.3,315.0,4.6,0.05,2994.0,-0.6,3966,16.4,2532,32.4,1851.0
i5.0_w3_p0.5_s10.0_t24.0_WITH_cd60_mh600_mw300_ml0.0,5.0,3,0.5,10.0,24.0,False,60,600,300,0.0,8892,128.9,36.4,22.1,57.2,20.7,309.0,4.5,0.03,3463.0,1.0,5609,12.4,3283,34.7,1940.0
i3.0_w4_p0.5_s8.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.5,8.0,12.0,True,60,600,300,0.0,10272,148.9,43.8,37.3,51.8,10.9,273.0,4.0,0.03,3454.0,-5.2,6733,25.2,3539,43.4,1839.0
i3.0_w3_p0.5_s8.0_t24.0_WITH_cd60_mh600_mw300_ml0.0,3.0,3,0.5,8.0,24.0,False,60,600,300,0.0,9930,143.9,32.7,18.9,62.4,18.7,213.0,3.1,0.02,2198.0,-13.1,6391,40.8,3539,30.3,2008.0
i7.0_w4_p0.5_s10.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,4,0.5,10.0,30.0,False,60,600,300,0.0,7675,111.2,34.0,16.6,60.5,22.9,210.0,3.0,0.03,3510.0,-2.5,4718,15.7,2957,31.7,1857.0
i7.0_w4_p0.5_s6.0_t30.0_WITH_cd60_mh600_mw300_ml0.0,7.0,4,0.5,6.0,30.0,False,60,600,300,0.0,8299,120.3,24.6,12.5,73.5,14.0,181.0,2.6,0.02,2876.0,-7.3,5156,25.7,3143,22.2,2110.0
i7.0_w5_p0.618_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.618,6.0,24.0,True,60,600,300,0.0,7164,103.8,27.0,16.3,71.1,12.5,177.0,2.6,0.02,2719.0,2.9,4403,1.8,2761,25.3,1563.0
i5.0_w5_p0.618_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.618,6.0,18.0,True,60,600,300,0.0,8231,119.3,30.9,22.3,66.8,11.0,136.0,2.0,0.02,3390.0,8.6,5191,-13.6,3040,28.9,1819.0
i5.0_w5_p0.618_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.618,10.0,18.0,True,60,600,300,0.0,7734,112.1,40.9,28.5,52.4,19.0,61.0,0.9,0.01,4033.0,-11.6,4860,29.9,2874,40.0,1118.0
i3.0_w3_p0.236_s12.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.236,12.0,12.0,True,60,600,300,0.0,11227,162.7,51.8,44.5,41.0,14.5,59.0,0.9,0.01,5002.0,-58.7,7384,139.8,3843,53.7,1590.0
i5.0_w3_p0.5_s6.0_t24.0_WITH_cd60_mh600_mw300_ml0.0,5.0,3,0.5,6.0,24.0,False,60,600,300,0.0,9429,136.7,27.0,16.5,70.7,12.8,55.0,0.8,0.01,2649.0,-24.0,6046,58.6,3383,25.2,1444.0
