name,imp,W,pull,stop,tgt,invert,cooldown,max_hold,max_wait,min_leg,n,tr_day,wr,tgt%,stop%,to%,net,per_day,per_trade,maxDD,train_per_day,train_n,test_per_day,test_n,test_wr,test_maxDD
i3.0_w4_p0.236_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.236,6.0,18.0,True,60,600,300,0.0,11316,164.0,36.5,27.0,61.0,12.0,28806.0,417.5,2.55,1024.0,286.1,7571,704.2,3745,37.2,429.0
i5.0_w3_p0.236_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.236,8.0,30.0,True,60,600,300,0.0,10117,146.6,34.2,17.7,61.9,20.5,28795.0,417.3,2.85,1336.0,310.9,6477,645.8,3640,32.5,649.0
i7.0_w3_p0.236_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.236,6.0,24.0,True,60,600,300,0.0,9828,142.4,31.1,21.6,67.2,11.2,28542.0,413.7,2.9,886.0,313.5,6247,627.7,3581,30.5,353.0
i5.0_w5_p0.236_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.236,6.0,18.0,True,60,600,300,0.0,10833,157.0,36.4,27.7,61.4,10.9,28525.0,413.4,2.63,1005.0,255.3,7139,762.6,3694,38.1,304.0
i3.0_w3_p0.236_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.236,8.0,24.0,True,60,600,300,0.0,10874,157.6,37.0,22.5,58.3,19.2,28481.0,412.8,2.62,1526.0,263.5,7072,741.5,3802,36.7,520.0
i7.0_w5_p0.236_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.236,6.0,24.0,True,60,600,300,0.0,10028,145.3,31.8,20.9,66.1,13.0,28404.0,411.6,2.83,1167.0,262.6,6450,739.9,3578,32.2,622.0
i3.0_w5_p0.236_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.236,8.0,24.0,True,60,600,300,0.0,10780,156.2,37.2,22.3,58.0,19.7,27632.0,400.5,2.56,1285.0,244.6,7065,745.0,3715,36.7,749.0
i3.0_w4_p0.236_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.236,8.0,30.0,True,60,600,300,0.0,10553,152.9,34.8,16.9,60.4,22.7,27517.0,398.8,2.61,1281.0,270.1,6873,680.0,3680,32.9,812.0
i3.0_w3_p0.382_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.382,6.0,30.0,True,60,600,300,0.0,10340,149.9,30.7,14.2,66.2,19.6,27516.0,398.8,2.66,2079.0,273.5,6684,672.1,3656,28.7,563.0
i3.0_w4_p0.382_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.382,6.0,30.0,True,60,600,300,0.0,10231,148.3,31.1,13.9,65.7,20.3,27352.0,396.4,2.67,1567.0,302.9,6656,595.7,3575,28.5,681.0
i7.0_w4_p0.236_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.236,6.0,24.0,True,60,600,300,0.0,9909,143.6,31.6,20.6,66.7,12.7,26798.0,388.4,2.7,893.0,258.6,6358,672.8,3551,31.2,421.0
i3.0_w4_p0.236_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.236,8.0,24.0,True,60,600,300,0.0,10813,156.7,36.9,22.1,58.5,19.3,26202.0,379.7,2.42,1643.0,228.2,7085,715.2,3728,36.5,672.0
i3.0_w5_p0.382_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.382,6.0,30.0,True,60,600,300,0.0,10014,145.1,31.2,13.9,65.7,20.4,25964.0,376.3,2.59,1778.0,256.6,6503,637.7,3511,29.3,720.0
i7.0_w5_p0.236_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.236,6.0,18.0,True,60,600,300,0.0,10285,149.1,35.7,28.0,62.5,9.5,25895.0,375.3,2.52,970.0,226.6,6676,704.4,3609,37.5,407.0
i3.0_w3_p0.382_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.382,6.0,24.0,True,60,600,300,0.0,10594,153.5,32.3,19.0,64.8,16.2,25706.0,372.5,2.43,1957.0,266.6,6900,602.1,3694,30.8,736.0
i5.0_w5_p0.236_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.236,8.0,30.0,True,60,600,300,0.0,10095,146.3,34.0,16.9,61.2,21.9,25399.0,368.1,2.52,1571.0,216.0,6495,705.4,3600,33.2,810.0
i5.0_w3_p0.236_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.236,8.0,24.0,True,60,600,300,0.0,10376,150.4,36.1,23.0,60.2,16.8,25107.0,363.9,2.42,1200.0,237.3,6677,642.0,3699,35.8,557.0
i3.0_w4_p0.382_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.382,6.0,24.0,True,60,600,300,0.0,10459,151.6,32.6,18.6,64.4,17.0,24951.0,361.6,2.39,1698.0,275.6,6858,545.1,3601,30.8,528.0
i5.0_w4_p0.236_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.236,6.0,18.0,True,60,600,300,0.0,10798,156.5,35.6,27.0,62.2,10.8,24879.0,360.6,2.3,1063.0,235.0,7133,636.3,3665,36.4,429.0
i5.0_w3_p0.236_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.236,6.0,18.0,True,60,600,300,0.0,10850,157.2,35.3,27.3,62.8,9.9,24670.0,357.5,2.27,1052.0,263.1,7093,560.9,3757,35.5,418.0
i7.0_w4_p0.236_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.236,8.0,30.0,True,60,600,300,0.0,9495,137.6,33.6,17.8,63.0,19.2,24622.0,356.8,2.59,1420.0,255.7,5999,575.8,3496,32.2,1039.0
i7.0_w3_p0.236_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.236,8.0,30.0,True,60,600,300,0.0,9361,135.7,33.1,18.1,63.6,18.3,24557.0,355.9,2.62,1250.0,246.5,5877,594.2,3484,32.1,841.0
i3.0_w5_p0.236_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.236,8.0,18.0,True,60,600,300,0.0,11064,160.3,41.0,29.9,54.8,15.3,24366.0,353.1,2.2,1069.0,199.7,7324,694.2,3740,42.2,683.0
i5.0_w4_p0.236_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.236,8.0,24.0,True,60,600,300,0.0,10328,149.7,36.3,22.4,59.5,18.1,23985.0,347.6,2.32,1774.0,196.7,6693,683.0,3635,36.2,711.0
i5.0_w4_p0.236_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.236,8.0,30.0,True,60,600,300,0.0,10104,146.4,33.8,17.1,61.9,21.1,23839.0,345.5,2.36,1590.0,216.4,6519,630.2,3585,32.6,1329.0
i5.0_w3_p0.236_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.236,10.0,30.0,True,60,600,300,0.0,9939,144.0,37.3,19.4,56.7,23.9,23796.0,344.9,2.39,1540.0,239.6,6303,574.1,3636,35.8,1007.0
i3.0_w3_p0.236_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.236,10.0,30.0,True,60,600,300,0.0,10419,151.0,37.5,18.7,55.5,25.8,23796.0,344.9,2.28,1398.0,232.4,6696,591.0,3723,35.8,1056.0
i7.0_w5_p0.236_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.236,8.0,30.0,True,60,600,300,0.0,9577,138.8,33.7,17.3,62.6,20.1,23774.0,344.6,2.48,1546.0,176.3,6087,720.8,3490,33.6,905.0
i3.0_w3_p0.5_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.5,6.0,30.0,True,60,600,300,0.0,9795,142.0,30.3,13.9,66.5,19.6,23550.0,341.3,2.4,1758.0,253.2,6327,530.7,3468,28.0,576.0
i5.0_w5_p0.236_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.236,8.0,24.0,True,60,600,300,0.0,10359,150.1,36.0,22.4,59.4,18.2,23346.0,338.3,2.25,1477.0,173.1,6714,707.7,3645,36.4,785.0
i3.0_w5_p0.382_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.382,6.0,24.0,True,60,600,300,0.0,10252,148.6,32.5,18.4,64.6,17.1,23209.0,336.4,2.26,1823.0,223.2,6684,584.3,3568,31.2,693.0
i5.0_w3_p0.382_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.382,6.0,30.0,True,60,600,300,0.0,9637,139.7,29.6,14.3,68.2,17.4,22745.0,329.6,2.36,1518.0,208.5,6165,596.7,3472,28.3,724.0
i7.0_w4_p0.236_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.236,6.0,18.0,True,60,600,300,0.0,10173,147.4,35.1,27.6,63.4,9.1,22560.0,327.0,2.22,732.0,221.7,6593,557.0,3580,35.6,370.0
i7.0_w4_p0.236_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.236,8.0,24.0,True,60,600,300,0.0,9713,140.8,35.8,23.0,61.0,16.0,22355.0,324.0,2.3,1278.0,213.1,6188,567.3,3525,35.3,578.0
i7.0_w3_p0.236_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.236,8.0,24.0,True,60,600,300,0.0,9638,139.7,35.2,23.6,61.6,14.7,22337.0,323.7,2.32,1103.0,218.6,6086,553.6,3552,34.8,530.0
i3.0_w3_p0.382_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.382,8.0,30.0,True,60,600,300,0.0,10051,145.7,34.4,16.0,60.4,23.7,22269.0,322.7,2.22,2549.0,198.0,6418,598.5,3633,32.9,602.0
i3.0_w3_p0.5_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.5,8.0,30.0,True,60,600,300,0.0,9537,138.2,34.8,15.8,60.0,24.2,22081.0,320.0,2.32,2105.0,235.8,6115,501.2,3422,32.4,779.0
i3.0_w3_p0.236_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.236,8.0,18.0,True,60,600,300,0.0,11211,162.5,40.3,29.6,55.5,14.9,21909.0,317.5,1.95,1465.0,212.7,7386,547.0,3825,40.5,593.0
i7.0_w5_p0.236_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.236,8.0,24.0,True,60,600,300,0.0,9827,142.4,35.8,22.8,60.7,16.5,21841.0,316.5,2.22,2105.0,155.7,6291,676.8,3536,36.5,784.0
i5.0_w5_p0.382_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.382,6.0,30.0,True,60,600,300,0.0,9513,137.9,29.7,14.0,67.8,18.2,21602.0,313.1,2.27,2387.0,208.7,6085,541.6,3428,28.4,729.0
i5.0_w4_p0.382_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.382,6.0,30.0,True,60,600,300,0.0,9593,139.0,29.4,14.1,68.1,17.9,21524.0,311.9,2.24,1212.0,245.2,6134,452.8,3459,26.9,840.0
i3.0_w4_p0.236_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.236,10.0,30.0,True,60,600,300,0.0,10335,149.8,37.4,18.2,55.5,26.3,21492.0,311.5,2.08,1613.0,186.1,6683,589.3,3652,35.8,961.0
i5.0_w5_p0.236_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.236,8.0,18.0,True,60,600,300,0.0,10660,154.5,40.0,30.2,55.9,13.9,21180.0,307.0,1.99,1442.0,159.2,6983,637.1,3677,41.6,606.0
i3.0_w5_p0.236_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.236,10.0,24.0,True,60,600,300,0.0,10549,152.9,40.1,23.8,53.2,23.0,20907.0,303.0,1.98,1846.0,152.0,6837,640.8,3712,40.1,890.0
i7.0_w3_p0.236_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.236,6.0,18.0,True,60,600,300,0.0,10092,146.3,34.2,27.6,64.2,8.1,20850.0,302.2,2.07,1124.0,211.8,6472,498.7,3620,34.7,433.0
i3.0_w5_p0.236_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.236,10.0,30.0,True,60,600,300,0.0,10280,149.0,37.7,17.8,55.2,27.0,20521.0,297.4,2.0,1885.0,150.3,6613,626.4,3667,36.8,967.0
i3.0_w5_p0.236_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.236,6.0,12.0,True,60,600,300,0.0,11590,168.0,43.0,37.2,55.1,7.7,20508.0,297.2,1.77,1126.0,188.7,7844,536.4,3746,45.3,436.0
i3.0_w5_p0.382_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.382,8.0,30.0,True,60,600,300,0.0,9722,140.9,34.7,15.5,59.8,24.7,20378.0,295.3,2.1,2492.0,188.9,6270,529.7,3452,32.9,1291.0
i3.0_w4_p0.236_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.236,10.0,24.0,True,60,600,300,0.0,10584,153.4,39.6,23.8,53.5,22.6,20272.0,293.8,1.92,2272.0,168.0,6882,573.3,3702,39.1,1004.0
i5.0_w3_p0.236_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.236,10.0,24.0,True,60,600,300,0.0,10171,147.4,39.3,24.8,54.9,20.2,20005.0,289.9,1.97,1403.0,178.9,6487,535.3,3684,38.9,788.0
i3.0_w4_p0.236_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.236,8.0,18.0,True,60,600,300,0.0,11111,161.0,40.1,29.3,55.6,15.1,19938.0,289.0,1.79,1351.0,146.7,7366,607.2,3745,41.3,544.0
i3.0_w3_p0.236_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.236,10.0,24.0,True,60,600,300,0.0,10702,155.1,39.4,24.1,53.9,22.0,19921.0,288.7,1.86,1753.0,163.1,6916,568.1,3786,39.0,764.0
i5.0_w3_p0.382_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.382,8.0,30.0,True,60,600,300,0.0,9368,135.8,33.7,16.4,62.0,21.6,19917.0,288.7,2.13,1439.0,189.6,5922,506.0,3446,32.3,700.0
i5.0_w3_p0.382_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.382,6.0,24.0,True,60,600,300,0.0,9887,143.3,30.9,19.0,66.9,14.1,19857.0,287.8,2.01,1413.0,174.6,6366,538.2,3521,30.6,680.0
i3.0_w4_p0.382_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.382,8.0,30.0,True,60,600,300,0.0,9949,144.2,34.3,15.5,60.3,24.2,19781.0,286.7,1.99,2530.0,218.5,6401,432.2,3548,31.7,916.0
i7.0_w3_p0.382_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.382,6.0,30.0,True,60,600,300,0.0,8717,126.3,28.0,15.1,70.2,14.8,19689.0,285.3,2.26,846.0,185.4,5457,505.0,3260,27.1,591.0
i3.0_w3_p0.382_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.382,8.0,24.0,True,60,600,300,0.0,10333,149.8,36.0,21.1,59.0,19.9,19611.0,284.2,1.9,2645.0,191.6,6658,486.8,3675,34.8,803.0
i7.0_w3_p0.236_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.236,10.0,30.0,True,60,600,300,0.0,9170,132.9,36.3,19.7,58.7,21.6,19513.0,282.8,2.13,1446.0,168.3,5710,536.6,3460,35.4,1031.0
i5.0_w5_p0.382_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.382,6.0,24.0,True,60,600,300,0.0,9728,141.0,31.2,18.7,66.4,14.9,19506.0,282.7,2.01,2015.0,180.1,6264,508.6,3464,30.5,598.0
i5.0_w4_p0.382_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.382,6.0,24.0,True,60,600,300,0.0,9800,142.0,31.1,18.6,66.4,14.9,19424.0,281.5,1.98,1251.0,223.2,6304,404.1,3496,29.3,804.0
i5.0_w4_p0.236_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.236,8.0,18.0,True,60,600,300,0.0,10608,153.7,39.9,29.7,56.4,14.0,19334.0,280.2,1.82,1461.0,161.7,6954,543.3,3654,40.5,525.0
i3.0_w4_p0.236_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.236,6.0,12.0,True,60,600,300,0.0,11626,168.5,42.4,37.0,55.4,7.6,19167.0,277.8,1.65,1116.0,183.7,7891,484.0,3735,44.3,414.0
i7.0_w5_p0.236_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.236,8.0,18.0,True,60,600,300,0.0,10110,146.5,39.6,30.6,57.1,12.3,18901.0,273.9,1.87,1312.0,127.1,6527,603.4,3583,41.4,596.0
i3.0_w4_p0.5_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.5,6.0,30.0,True,60,600,300,0.0,9601,139.1,30.2,12.9,66.4,20.7,18745.0,271.7,1.95,2060.0,220.1,6187,378.9,3414,27.0,581.0
i7.0_w4_p0.382_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.382,6.0,30.0,True,60,600,300,0.0,8774,127.2,28.3,14.5,69.7,15.8,18515.0,268.3,2.11,1115.0,223.3,5519,360.7,3255,26.2,825.0
i3.0_w3_p0.382_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.382,6.0,18.0,True,60,600,300,0.0,10909,158.1,34.8,25.3,62.6,12.1,18408.0,266.8,1.69,2128.0,184.4,7195,446.4,3714,34.4,477.0
i3.0_w3_p0.236_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.236,6.0,12.0,True,60,600,300,0.0,11739,170.1,42.1,36.8,55.9,7.3,18235.0,264.3,1.55,1336.0,216.3,7921,363.6,3818,42.5,710.0
i5.0_w3_p0.5_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.5,6.0,30.0,True,60,600,300,0.0,9042,131.0,28.6,14.1,69.0,16.9,18234.0,264.3,2.02,1579.0,204.7,5760,390.6,3282,26.4,776.0
i5.0_w4_p0.236_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.236,6.0,12.0,True,60,600,300,0.0,11098,160.8,42.1,37.4,56.0,6.6,18171.0,263.4,1.64,985.0,175.8,7409,455.1,3689,43.9,365.0
i5.0_w3_p0.236_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.236,8.0,18.0,True,60,600,300,0.0,10679,154.8,39.4,29.9,57.2,13.0,18067.0,261.8,1.69,1528.0,161.2,6933,484.2,3746,39.9,541.0
i5.0_w5_p0.236_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.236,6.0,12.0,True,60,600,300,0.0,11151,161.6,42.1,37.4,56.0,6.7,17985.0,260.7,1.61,1492.0,150.7,7448,504.8,3703,44.8,389.0
i7.0_w5_p0.236_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.236,6.0,12.0,True,60,600,300,0.0,10543,152.8,42.1,38.1,56.5,5.4,17859.0,258.8,1.69,989.0,167.6,6915,459.2,3628,44.2,320.0
i7.0_w4_p0.236_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.236,8.0,18.0,True,60,600,300,0.0,10008,145.0,39.4,30.5,57.6,11.9,17778.0,257.7,1.78,1002.0,155.6,6432,483.6,3576,40.0,480.0
i3.0_w4_p0.382_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.382,8.0,24.0,True,60,600,300,0.0,10196,147.8,36.1,20.6,58.8,20.6,17717.0,256.8,1.74,2172.0,194.8,6610,389.2,3586,34.3,726.0
i5.0_w4_p0.236_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.236,10.0,30.0,True,60,600,300,0.0,9859,142.9,36.7,18.2,57.0,24.7,17668.0,256.1,1.79,1650.0,163.5,6295,459.9,3564,34.9,1650.0
i5.0_w5_p0.236_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.236,10.0,24.0,True,60,600,300,0.0,10131,146.8,39.1,24.0,54.5,21.5,17563.0,254.5,1.73,1788.0,125.3,6501,543.9,3630,39.1,1066.0
i3.0_w4_p0.5_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.5,6.0,24.0,True,60,600,300,0.0,9825,142.4,31.7,17.4,65.2,17.4,17530.0,254.1,1.78,1887.0,205.6,6376,355.0,3449,29.2,508.0
i3.0_w5_p0.236_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.236,10.0,18.0,True,60,600,300,0.0,10860,157.4,44.0,31.6,49.8,18.5,17478.0,253.3,1.61,2001.0,94.9,7109,610.8,3751,45.7,820.0
i3.0_w4_p0.382_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.382,6.0,18.0,True,60,600,300,0.0,10751,155.8,35.0,24.8,62.3,12.9,17406.0,252.3,1.62,1770.0,196.9,7093,369.6,3658,33.7,660.0
i3.0_w5_p0.382_s6.0_t18.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.382,6.0,18.0,True,60,600,300,0.0,10573,153.2,35.1,24.7,62.1,13.1,17360.0,251.6,1.64,1540.0,171.9,6969,425.7,3604,34.5,998.0
i3.0_w3_p0.5_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.5,6.0,24.0,True,60,600,300,0.0,10020,145.2,31.2,17.8,65.9,16.4,17290.0,250.6,1.73,1279.0,197.1,6478,363.4,3542,28.9,509.0
i3.0_w3_p0.382_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.382,10.0,30.0,True,60,600,300,0.0,9813,142.2,37.4,17.3,55.0,27.7,17199.0,249.3,1.75,2806.0,143.3,6270,484.5,3543,35.9,794.0
i3.0_w5_p0.382_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.382,8.0,24.0,True,60,600,300,0.0,9982,144.7,36.3,20.4,58.5,21.0,17182.0,249.0,1.72,2270.0,164.8,6455,433.7,3527,34.6,795.0
i5.0_w5_p0.236_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.236,10.0,30.0,True,60,600,300,0.0,9865,143.0,36.6,18.0,56.6,25.4,17101.0,247.8,1.73,1861.0,127.9,6296,515.8,3569,35.6,1188.0
i7.0_w4_p0.236_s10.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.236,10.0,30.0,True,60,600,300,0.0,9261,134.2,36.3,18.8,58.2,22.9,16951.0,245.7,1.83,1763.0,175.0,5812,399.0,3449,34.7,1214.0
i7.0_w5_p0.236_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.236,10.0,24.0,True,60,600,300,0.0,9607,139.2,39.0,24.7,55.6,19.8,16843.0,244.1,1.75,3213.0,106.6,6100,553.3,3507,39.5,992.0
i5.0_w4_p0.236_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.236,10.0,24.0,True,60,600,300,0.0,10093,146.3,39.1,23.9,54.9,21.2,16822.0,243.8,1.67,2711.0,123.5,6472,513.0,3621,38.6,774.0
i7.0_w4_p0.236_s6.0_t12.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.236,6.0,12.0,True,60,600,300,0.0,10454,151.5,41.9,38.0,56.8,5.2,16756.0,242.8,1.6,843.0,165.6,6838,411.4,3616,43.3,362.0
i3.0_w3_p0.236_s12.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.236,12.0,30.0,True,60,600,300,0.0,10229,148.2,39.6,19.7,51.3,28.9,16610.0,240.7,1.62,1697.0,149.5,6527,442.1,3702,38.2,1697.0
i5.0_w3_p0.236_s12.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,3,0.236,12.0,30.0,True,60,600,300,0.0,9716,140.8,39.6,20.3,52.3,27.4,16568.0,240.1,1.71,1686.0,151.1,6119,436.4,3597,38.3,1657.0
i5.0_w4_p0.382_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,4,0.382,8.0,30.0,True,60,600,300,0.0,9315,135.0,33.2,15.7,61.9,22.4,16552.0,239.9,1.78,1990.0,186.5,5918,353.0,3397,30.9,1198.0
i7.0_w3_p0.236_s8.0_t18.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.236,8.0,18.0,True,60,600,300,0.0,9923,143.8,38.9,30.6,58.4,11.0,16324.0,236.6,1.65,1291.0,142.8,6329,444.2,3594,39.5,550.0
i7.0_w4_p0.382_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,4,0.382,6.0,24.0,True,60,600,300,0.0,8999,130.4,30.0,19.0,68.0,12.9,16296.0,236.2,1.81,1148.0,174.0,5693,370.0,3306,29.0,507.0
i3.0_w3_p0.5_s8.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.5,8.0,24.0,True,60,600,300,0.0,9748,141.3,35.9,20.5,59.1,20.4,16286.0,236.0,1.67,1722.0,176.2,6272,364.4,3476,33.9,733.0
i7.0_w5_p0.382_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,7.0,5,0.382,6.0,30.0,True,60,600,300,0.0,8881,128.7,27.9,14.2,69.9,15.8,16176.0,234.4,1.82,2136.0,167.9,5598,378.6,3283,26.5,730.0
i3.0_w4_p0.5_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.5,8.0,30.0,True,60,600,300,0.0,9274,134.4,34.5,14.7,59.7,25.6,16124.0,233.7,1.74,2554.0,192.7,5922,318.2,3352,31.3,846.0
i5.0_w5_p0.236_s10.0_t18.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.236,10.0,18.0,True,60,600,300,0.0,10447,151.4,43.3,32.4,50.8,16.8,16058.0,232.7,1.54,1526.0,92.4,6782,549.1,3665,44.9,872.0
i3.0_w3_p0.618_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.618,8.0,30.0,True,60,600,300,0.0,8937,129.5,34.3,14.8,60.4,24.8,15913.0,230.6,1.78,1941.0,205.7,5684,277.9,3253,31.0,1331.0
i5.0_w5_p0.382_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,5.0,5,0.382,8.0,30.0,True,60,600,300,0.0,9216,133.6,33.6,15.6,61.5,22.9,15798.0,229.0,1.71,2408.0,137.1,5866,432.5,3350,32.2,764.0
i7.0_w3_p0.236_s10.0_t24.0_INV_cd60_mh600_mw300_ml0.0,7.0,3,0.236,10.0,24.0,True,60,600,300,0.0,9448,136.9,38.3,25.3,56.9,17.9,15751.0,228.3,1.67,2309.0,127.4,5916,452.8,3532,38.1,827.0
i3.0_w5_p0.236_s12.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,5,0.236,12.0,30.0,True,60,600,300,0.0,10025,145.3,39.9,18.7,50.4,30.9,15740.0,228.1,1.57,1886.0,126.5,6374,454.4,3651,38.5,1374.0
