dow,hour,mean,sum,count,abs_mean
3,17,1.498749478079419,717.9010000000417,479,1.498749478079419
3,18,-0.4475958333332756,-214.84599999997226,480,0.4475958333332756
3,19,0.7000208333332315,336.0099999999511,480,0.7000208333332315
3,20,1.1133250000000467,133.59900000000562,120,1.1133250000000467
3,22,0.35658333333337094,171.16000000001804,480,0.35658333333337094
3,23,0.04832916666670523,23.19800000001851,480,0.04832916666670523
4,0,-0.0842708333332818,-40.44999999997526,480,0.0842708333332818
4,1,-0.29826150627618003,-142.56900000001406,478,0.29826150627618003
4,2,0.058920833333339334,28.28200000000288,480,0.058920833333339334
4,3,-0.1296208333333046,-62.217999999986205,480,0.1296208333333046
4,4,0.1559591397849789,72.52100000001519,465,0.1559591397849789
4,5,-0.8311720430106723,-386.4949999999626,465,0.8311720430106723
4,6,0.17399547511310354,76.90599999999176,442,0.17399547511310354
4,7,0.187733333333252,90.11199999996097,480,0.187733333333252
4,8,-0.18184374999999212,-87.28499999999622,480,0.18184374999999212
4,9,0.1565240083508036,74.97500000003492,479,0.1565240083508036
4,10,0.11668333333326093,56.00799999996525,480,0.11668333333326093
4,11,0.21656458333326706,103.95099999996819,480,0.21656458333326706
4,12,-0.7098333333334116,-340.72000000003754,480,0.7098333333334116
4,13,0.4430000000001252,211.31100000005972,477,0.4430000000001252
4,14,0.8590147991542539,406.3139999999621,473,0.8590147991542539
4,15,-0.31282881002094004,-149.84500000003027,479,0.31282881002094004
4,16,0.3163083333333892,151.8280000000268,480,0.3163083333333892
4,17,0.31410624999998615,150.77099999999336,480,0.31410624999998615
4,18,-0.9996583333333698,-479.8360000000175,480,0.9996583333333698
4,19,-0.391297916666584,-187.8229999999603,480,0.391297916666584
4,20,-1.7237272727274224,-208.5710000000181,121,1.7237272727274224
6,22,0.8461500000000914,456.9210000000494,540,0.8461500000000914
6,23,0.21496666666669087,116.08200000001307,540,0.21496666666669087
