tag,side,entry_ts,exit_ts,entry_px,exit_px,stop_px,target_px,exit_reason,hold_bars_actual,pnl_pts,pnl_usd
WEEKOPEN_LONG_HOLD2d,LONG,2024-03-10 22:23:00+00:00,2024-03-13 02:05:00+00:00,17986.367,18198.628,,,timeout,2880,212.26100000000224,423.7820000000045
WEEKOPEN_LONG_HOLD2d,LONG,2024-03-17 22:07:00+00:00,2024-03-20 01:46:00+00:00,17848.178,17979.645,,,timeout,2880,131.46700000000055,262.1940000000011
WEEKOPEN_LONG_HOLD2d,LONG,2024-03-24 22:06:00+00:00,2024-03-27 01:49:00+00:00,18341.619,18261.267,,,timeout,2880,-80.35199999999895,-161.4439999999979
WEEKOPEN_LONG_HOLD2d,LONG,2024-03-31 22:03:00+00:00,2024-04-03 01:46:00+00:00,18317.38,18100.96,,,timeout,2880,-216.4200000000019,-433.5800000000038
WEEKOPEN_LONG_HOLD2d,LONG,2024-04-07 22:06:00+00:00,2024-04-10 01:54:00+00:00,18136.353,18187.433,,,timeout,2880,51.080000000001746,101.4200000000035
WEEKOPEN_LONG_HOLD2d,LONG,2024-04-14 22:07:00+00:00,2024-04-17 02:03:00+00:00,18005.217,17762.745,,,timeout,2880,-242.47200000000157,-485.68400000000315
WEEKOPEN_LONG_HOLD2d,LONG,2024-04-21 22:08:00+00:00,2024-04-24 01:52:00+00:00,17080.255,17587.967,,,timeout,2880,507.71199999999953,1014.6839999999991
WEEKOPEN_LONG_HOLD2d,LONG,2024-04-28 22:46:00+00:00,2024-05-01 02:29:00+00:00,17733.033,17390.867,,,timeout,2880,-342.1660000000011,-685.0720000000022
WEEKOPEN_LONG_HOLD2d,LONG,2024-05-05 22:07:00+00:00,2024-05-08 01:50:00+00:00,17928.978,18101.118,,,timeout,2880,172.13999999999942,343.5399999999988
WEEKOPEN_LONG_HOLD2d,LONG,2024-05-12 22:07:00+00:00,2024-05-15 01:51:00+00:00,18143.005,18324.501,,,timeout,2880,181.49599999999919,362.25199999999836
WEEKOPEN_LONG_HOLD2d,LONG,2024-05-19 22:08:00+00:00,2024-05-22 01:52:00+00:00,18568.639,18729.778,,,timeout,2880,161.1389999999992,321.5379999999984
WEEKOPEN_LONG_HOLD2d,LONG,2024-05-26 22:08:00+00:00,2024-05-29 05:15:00+00:00,18815.295,18830.611,,,timeout,2880,15.316000000002532,29.892000000005066
WEEKOPEN_LONG_HOLD2d,LONG,2024-06-02 22:07:00+00:00,2024-06-05 01:51:00+00:00,18498.316,18694.383,,,timeout,2880,196.06700000000274,391.39400000000546
WEEKOPEN_LONG_HOLD2d,LONG,2024-06-09 22:07:00+00:00,2024-06-12 01:53:00+00:00,19005.022,19233.933,,,timeout,2880,228.91100000000006,457.0820000000001
WEEKOPEN_LONG_HOLD2d,LONG,2024-06-16 22:06:00+00:00,2024-06-19 01:49:00+00:00,19671.489,19927.916,,,timeout,2880,256.4269999999997,512.1139999999994
WEEKOPEN_LONG_HOLD2d,LONG,2024-06-23 22:07:00+00:00,2024-06-26 01:51:00+00:00,19737.577,19731.256,,,timeout,2880,-6.320999999999913,-13.381999999999826
WEEKOPEN_LONG_HOLD2d,LONG,2024-06-30 22:06:00+00:00,2024-07-03 01:49:00+00:00,19726.005,19993.745,,,timeout,2880,267.73999999999796,534.7399999999959
WEEKOPEN_LONG_HOLD2d,LONG,2024-07-07 22:03:00+00:00,2024-07-10 01:44:00+00:00,20368.044,20484.955,,,timeout,2880,116.91100000000006,233.0820000000001
WEEKOPEN_LONG_HOLD2d,LONG,2024-07-14 22:05:00+00:00,2024-07-17 01:45:00+00:00,20334.0,20351.022,,,timeout,2880,17.022000000000844,33.304000000001686
WEEKOPEN_LONG_HOLD2d,LONG,2024-07-21 22:06:00+00:00,2024-07-24 01:47:00+00:00,19590.989,19645.139,,,timeout,2880,54.14999999999782,107.55999999999564
WEEKOPEN_LONG_HOLD2d,LONG,2024-07-28 22:03:00+00:00,2024-07-31 01:34:00+00:00,19065.446,18919.734,,,timeout,2880,-145.71199999999953,-292.1639999999991
WEEKOPEN_LONG_HOLD2d,LONG,2024-08-04 22:06:00+00:00,2024-08-07 01:50:00+00:00,18156.588,18179.14,,,timeout,2880,22.55199999999968,44.36399999999936
WEEKOPEN_LONG_HOLD2d,LONG,2024-08-11 22:05:00+00:00,2024-08-14 02:13:00+00:00,18555.84,18996.118,,,timeout,2880,440.2779999999984,879.8159999999968
WEEKOPEN_LONG_HOLD2d,LONG,2024-08-18 22:03:00+00:00,2024-08-21 01:45:00+00:00,19578.573,19730.641,,,timeout,2880,152.0679999999993,303.3959999999986
WEEKOPEN_LONG_HOLD2d,LONG,2024-08-25 22:06:00+00:00,2024-08-28 01:55:00+00:00,19741.018,19533.285,,,timeout,2880,-207.73300000000017,-416.20600000000036
WEEKOPEN_LONG_HOLD2d,LONG,2024-09-01 22:06:00+00:00,2024-09-04 04:58:00+00:00,19566.272,18818.74,,,timeout,2880,-747.5319999999992,-1495.8039999999985
WEEKOPEN_LONG_HOLD2d,LONG,2024-09-08 22:06:00+00:00,2024-09-11 02:00:00+00:00,18386.268,18754.057,,,timeout,2880,367.78900000000067,734.8380000000013
WEEKOPEN_LONG_HOLD2d,LONG,2024-09-15 22:29:00+00:00,2024-09-18 02:05:00+00:00,19467.663,19469.45,,,timeout,2880,1.787000000000262,2.8340000000005237
WEEKOPEN_LONG_HOLD2d,LONG,2024-09-22 22:06:00+00:00,2024-09-25 01:47:00+00:00,19770.838,19907.56,,,timeout,2880,136.72200000000157,272.70400000000313
WEEKOPEN_LONG_HOLD2d,LONG,2024-09-29 22:04:00+00:00,2024-10-02 01:46:00+00:00,19970.183,19768.035,,,timeout,2880,-202.14800000000105,-405.0360000000021
WEEKOPEN_LONG_HOLD2d,LONG,2024-10-06 22:05:00+00:00,2024-10-09 01:48:00+00:00,20049.484,20083.056,,,timeout,2880,33.572000000000116,66.40400000000024
WEEKOPEN_LONG_HOLD2d,LONG,2024-10-13 22:07:00+00:00,2024-10-16 01:46:00+00:00,20238.317,20196.845,,,timeout,2880,-41.471999999997934,-83.68399999999586
WEEKOPEN_LONG_HOLD2d,LONG,2024-10-20 22:05:00+00:00,2024-10-23 01:46:00+00:00,20346.134,20354.221,,,timeout,2880,8.087000000003172,15.434000000006344
