name,tf,net_wk,fees_wk,gross_wk,trades,trades_wk,sel_usd_wk,blind_usd_wk,sel_total,blind_total,win_pct
MPB2_1min_time5_rth,1min,4.3,179.7,184.0,14321,91.7,17.5,-9.4,1398.0,-720.0,51.0
MPB2_1min_time15_all,1min,79.0,258.1,337.1,20570,131.7,78.3,79.8,6265.0,6074.0,49.5
MPB2_1min_time15_rth,1min,54.0,126.4,180.4,10078,64.5,72.1,35.0,5770.0,2665.0,50.4
MPB2_1min_time40_all,1min,90.4,156.2,246.6,12437,79.7,96.1,84.2,7692.0,6414.0,49.5
MPB2_1min_time40_rth,1min,109.0,72.1,181.1,5739,36.8,131.8,84.9,10546.0,6464.0,50.5
MPB2_1min_trail2.0_all,1min,-414.8,306.0,-108.8,24374,156.1,-232.9,-605.7,-18629.0,-46117.0,37.1
MPB2_1min_trail2.0_rth,1min,-228.0,149.9,-78.1,11945,76.5,-132.0,-328.8,-10560.0,-25032.0,37.4
PERS_1min_time5_all,1min,209.6,1814.4,2024.0,144543,925.7,81.1,344.4,6490.0,26222.0,49.3
PERS_1min_time5_rth,1min,94.8,591.7,686.5,47145,301.9,35.0,157.5,2800.0,11992.0,50.0
PERS_1min_time15_all,1min,166.2,765.0,931.2,60936,390.3,117.7,217.2,9414.0,16536.0,49.6
PERS_1min_time15_rth,1min,129.8,251.1,380.9,19995,128.1,88.1,173.5,7048.0,13213.0,50.4
PERS_1min_time40_all,1min,265.7,313.6,579.3,24987,160.0,156.5,380.3,12518.0,28959.0,50.1
PERS_1min_time40_rth,1min,117.4,104.9,222.3,8357,53.5,106.1,129.1,8490.0,9831.0,49.9
PERS_1min_trail2.0_all,1min,-1500.6,1338.1,-162.5,106593,682.7,-1155.2,-1862.7,-92419.0,-141830.0,36.2
PERS_1min_trail2.0_rth,1min,-696.9,398.9,-298.0,31768,203.5,-556.9,-843.5,-44556.0,-64228.0,35.7
BIGB_1min_time5_all,1min,-4.4,334.2,329.8,26630,170.5,-1.9,-7.0,-152.0,-536.0,47.1
BIGB_1min_time5_rth,1min,11.7,92.1,103.8,7345,47.0,14.1,9.2,1128.0,704.0,48.1
BIGB_1min_time15_all,1min,-85.4,268.1,182.7,21365,136.8,6.6,-182.1,531.0,-13869.0,48.1
BIGB_1min_time15_rth,1min,-54.7,76.6,21.9,6109,39.1,-28.2,-82.6,-2256.0,-6290.0,48.2
BIGB_1min_time40_all,1min,-3.6,179.7,176.1,14312,91.7,82.7,-94.4,6620.0,-7189.0,49.1
BIGB_1min_time40_rth,1min,-1.4,55.3,53.9,4407,28.2,139.6,-149.6,11166.0,-11390.0,48.8
BIGB_1min_trail2.0_all,1min,-559.7,331.6,-228.1,26416,169.2,-406.8,-720.1,-32543.0,-54833.0,34.0
BIGB_1min_trail2.0_rth,1min,-246.0,90.0,-156.0,7173,45.9,-160.8,-335.2,-12868.0,-25526.0,34.6
KELTBO_3min_time5_all,3min,54.1,174.6,228.7,13909,89.1,91.8,14.5,7346.0,1102.0,47.5
KELTBO_3min_time5_rth,3min,59.6,53.3,112.9,4247,27.2,77.8,40.5,6224.0,3086.0,49.6
KELTBO_3min_time15_all,3min,88.4,116.2,204.6,9252,59.3,121.9,53.1,9752.0,4040.0,48.7
KELTBO_3min_time15_rth,3min,64.8,36.3,101.1,2891,18.5,163.5,-38.9,13084.0,-2965.0,50.9
KELTBO_3min_time40_all,3min,145.2,70.8,216.0,5634,36.1,156.1,133.7,12489.0,10178.0,49.9
KELTBO_3min_time40_rth,3min,83.1,23.9,107.0,1903,12.2,174.6,-13.1,13972.0,-1000.0,50.5
KELTBO_3min_trail2.0_all,3min,-549.0,160.9,-388.1,12825,82.1,-362.9,-744.2,-29031.0,-56669.0,34.5
KELTBO_3min_trail2.0_rth,3min,-237.8,49.0,-188.8,3908,25.0,-142.9,-337.4,-11436.0,-25689.0,34.7
KELTF_3min_time5_all,3min,-54.1,174.6,120.5,13909,89.1,-91.8,-14.5,-7346.0,-1102.0,51.7
KELTF_3min_time5_rth,3min,-59.6,53.3,-6.3,4247,27.2,-77.8,-40.5,-6224.0,-3086.0,50.0
KELTF_3min_time15_all,3min,-88.4,116.2,27.8,9252,59.3,-121.9,-53.1,-9752.0,-4040.0,50.8
KELTF_3min_time15_rth,3min,-64.8,36.3,-28.5,2891,18.5,-163.5,38.9,-13084.0,2965.0,48.8
KELTF_3min_time40_all,3min,-145.2,70.8,-74.4,5634,36.1,-156.1,-133.7,-12489.0,-10178.0,49.7
KELTF_3min_time40_rth,3min,-83.1,23.9,-59.2,1903,12.2,-174.6,13.1,-13972.0,1000.0,49.4
KELTF_3min_trail2.0_all,3min,-651.6,195.4,-456.2,15561,99.7,-479.0,-832.4,-38323.0,-63385.0,33.8
KELTF_3min_trail2.0_rth,3min,-391.0,61.2,-329.8,4872,31.2,-315.5,-470.1,-25237.0,-35795.0,32.4
BBF_3min_time5_all,3min,48.3,197.2,245.5,15710,100.6,-11.5,111.0,-921.0,8454.0,51.5
BBF_3min_time5_rth,3min,13.9,61.3,75.2,4880,31.3,-28.6,58.6,-2286.0,4462.0,50.8
BBF_3min_time15_all,3min,30.6,148.6,179.2,11838,75.8,-83.0,149.9,-6638.0,11412.0,51.0
BBF_3min_time15_rth,3min,1.4,47.6,49.0,3794,24.3,-149.4,160.0,-11955.0,12181.0,50.1
BBF_3min_time40_all,3min,-94.6,81.1,-13.5,6462,41.4,-90.2,-99.2,-7216.0,-7552.0,50.0
BBF_3min_time40_rth,3min,-50.6,28.2,-22.4,2253,14.4,-188.4,94.2,-15073.0,7170.0,49.2
BBF_3min_trail2.0_all,3min,-637.1,216.6,-420.5,17260,110.5,-463.6,-819.1,-37089.0,-62369.0,34.1
BBF_3min_trail2.0_rth,3min,-370.1,69.6,-300.5,5536,35.5,-265.7,-479.7,-21253.0,-36522.0,33.4
BBR_3min_time5_all,3min,-48.3,197.2,148.9,15710,100.6,11.5,-111.0,921.0,-8454.0,47.7
BBR_3min_time5_rth,3min,-13.9,61.3,47.4,4880,31.3,28.6,-58.6,2286.0,-4462.0,48.9
BBR_3min_time15_all,3min,-30.6,148.6,118.0,11838,75.8,83.0,-149.9,6638.0,-11412.0,48.6
BBR_3min_time15_rth,3min,-1.4,47.6,46.2,3794,24.3,149.4,-160.0,11955.0,-12181.0,49.8
BBR_3min_time40_all,3min,94.6,81.1,175.7,6462,41.4,90.2,99.2,7216.0,7552.0,49.7
BBR_3min_time40_rth,3min,50.6,28.2,78.8,2253,14.4,188.4,-94.2,15073.0,-7170.0,50.6
BBR_3min_trail2.0_all,3min,-687.9,207.2,-480.7,16509,105.7,-488.9,-896.6,-39113.0,-68270.0,34.2
BBR_3min_trail2.0_rth,3min,-332.2,65.7,-266.5,5231,33.5,-222.3,-447.4,-17787.0,-34069.0,34.1
MACDX_3min_time5_all,3min,-23.6,249.1,225.5,19850,127.1,26.7,-76.5,2136.0,-5826.0,49.4
MACDX_3min_time5_rth,3min,-18.2,80.6,62.4,6412,41.1,-2.4,-34.8,-188.0,-2648.0,50.2
MACDX_3min_time15_all,3min,33.0,166.0,199.0,13230,84.7,68.4,-4.2,5469.0,-320.0,50.1
MACDX_3min_time15_rth,3min,33.8,55.3,89.1,4397,28.2,53.9,12.6,4308.0,962.0,50.9
MACDX_3min_time40_all,3min,36.4,85.3,121.7,6794,43.5,74.6,-3.8,5970.0,-290.0,49.8
MACDX_3min_time40_rth,3min,-8.4,30.2,21.8,2403,15.4,62.5,-83.0,5002.0,-6320.0,50.6
MACDX_3min_trail2.0_all,3min,-461.6,228.1,-233.5,18168,116.4,-333.4,-596.1,-26672.0,-45387.0,36.6
MACDX_3min_trail2.0_rth,3min,-214.0,70.6,-143.4,5625,36.0,-165.5,-264.9,-13236.0,-20170.0,37.6
MACDH_3min_time5_all,3min,-23.6,249.1,225.5,19850,127.1,26.7,-76.5,2136.0,-5826.0,49.4
MACDH_3min_time5_rth,3min,-18.2,80.6,62.4,6412,41.1,-2.4,-34.8,-188.0,-2648.0,50.2
MACDH_3min_time15_all,3min,33.0,166.0,199.0,13230,84.7,68.4,-4.2,5469.0,-320.0,50.1
MACDH_3min_time15_rth,3min,33.8,55.3,89.1,4397,28.2,53.9,12.6,4308.0,962.0,50.9
MACDH_3min_time40_all,3min,36.4,85.3,121.7,6794,43.5,74.6,-3.8,5970.0,-290.0,49.8
MACDH_3min_time40_rth,3min,-8.4,30.2,21.8,2403,15.4,62.5,-83.0,5002.0,-6320.0,50.6
MACDH_3min_trail2.0_all,3min,-461.6,228.1,-233.5,18168,116.4,-333.4,-596.1,-26672.0,-45387.0,36.6
MACDH_3min_trail2.0_rth,3min,-214.0,70.6,-143.4,5625,36.0,-165.5,-264.9,-13236.0,-20170.0,37.6
STOCHX_3min_time5_all,3min,-25.5,379.1,353.6,30201,193.4,-104.4,57.5,-8355.0,4380.0,49.5
STOCHX_3min_time5_rth,3min,-21.2,120.5,99.3,9595,61.5,-99.6,61.3,-7968.0,4664.0,49.5
STOCHX_3min_time15_all,3min,0.6,204.2,204.8,16276,104.2,-17.4,19.5,-1396.0,1487.0,49.7
STOCHX_3min_time15_rth,3min,44.6,67.8,112.4,5408,34.6,-81.2,176.8,-6499.0,13462.0,50.4
STOCHX_3min_time40_all,3min,-86.3,95.1,8.8,7573,48.5,-78.4,-94.6,-6274.0,-7202.0,49.2
STOCHX_3min_time40_rth,3min,-98.9,34.9,-64.0,2780,17.8,-244.8,54.4,-19586.0,4143.0,47.8
STOCHX_3min_trail2.0_all,3min,-743.0,313.0,-430.0,24937,159.7,-602.6,-890.1,-48208.0,-67775.0,35.7
STOCHX_3min_trail2.0_rth,3min,-422.7,98.6,-324.1,7861,50.3,-310.8,-539.9,-24866.0,-41112.0,35.3
WPR_3min_time5_all,3min,59.7,228.9,288.6,18244,116.8,-24.2,147.8,-1934.0,11258.0,51.0
WPR_3min_time5_rth,3min,16.5,77.6,94.1,6182,39.6,-39.3,75.2,-3144.0,5726.0,49.9
WPR_3min_time15_all,3min,18.5,151.3,169.8,12055,77.2,-35.8,75.6,-2861.0,5754.0,51.1
WPR_3min_time15_rth,3min,11.5,51.4,62.9,4089,26.2,-82.0,109.8,-6563.0,8358.0,50.0
WPR_3min_time40_all,3min,49.9,81.5,131.4,6496,41.6,-28.5,132.3,-2280.0,10075.0,49.6
WPR_3min_time40_rth,3min,120.5,29.0,149.5,2313,14.8,-44.2,293.6,-3539.0,22354.0,49.0
WPR_3min_trail2.0_all,3min,-482.6,203.8,-278.8,16245,104.0,-410.1,-558.6,-32809.0,-42531.0,35.3
WPR_3min_trail2.0_rth,3min,-279.6,67.8,-211.8,5396,34.6,-240.6,-320.4,-19250.0,-24397.0,35.2
CCIF_3min_time5_all,3min,7.7,131.1,138.8,10439,66.9,-46.9,65.1,-3752.0,4954.0,51.0
CCIF_3min_time5_rth,3min,-0.7,41.2,40.5,3277,21.0,-36.6,37.1,-2926.0,2824.0,49.6
CCIF_3min_time15_all,3min,24.9,113.3,138.2,9024,57.8,-75.2,130.1,-6018.0,9906.0,51.4
CCIF_3min_time15_rth,3min,-36.6,36.5,-0.1,2897,18.6,-145.4,77.7,-11632.0,5918.0,49.4
CCIF_3min_time40_all,3min,-77.0,69.2,-7.8,5516,35.3,-147.4,-3.0,-11796.0,-228.0,49.6
CCIF_3min_time40_rth,3min,-54.9,24.5,-30.4,1944,12.5,-185.4,82.2,-14830.0,6262.0,48.6
CCIF_3min_trail2.0_all,3min,-410.1,149.7,-260.4,11924,76.4,-322.8,-501.6,-25827.0,-38195.0,34.4
CCIF_3min_trail2.0_rth,3min,-239.2,48.2,-191.0,3840,24.6,-186.3,-294.6,-14907.0,-22434.0,33.7
CCIT_3min_time5_all,3min,71.0,280.1,351.1,22310,142.9,73.9,67.9,5912.0,5174.0,48.7
CCIT_3min_time5_rth,3min,66.1,88.0,154.1,7008,44.9,63.7,68.5,5095.0,5216.0,50.4
CCIT_3min_time15_all,3min,39.8,178.2,218.0,14197,90.9,72.8,5.1,5820.0,391.0,49.0
CCIT_3min_time15_rth,3min,5.3,58.0,63.3,4627,29.6,48.7,-40.4,3898.0,-3078.0,49.9
CCIT_3min_time40_all,3min,40.2,88.6,128.8,7065,45.2,93.8,-16.2,7504.0,-1232.0,49.8
CCIT_3min_time40_rth,3min,20.6,30.6,51.2,2440,15.6,84.2,-46.2,6739.0,-3520.0,50.5
CCIT_3min_trail2.0_all,3min,-615.4,254.4,-361.0,20273,129.8,-464.4,-773.6,-37153.0,-58908.0,35.2
CCIT_3min_trail2.0_rth,3min,-279.3,79.4,-199.9,6318,40.5,-213.7,-348.0,-17100.0,-26498.0,35.5
ROCT_3min_time5_all,3min,98.1,452.4,550.5,36037,230.8,93.7,102.8,7493.0,7826.0,49.0
ROCT_3min_time5_rth,3min,50.4,182.3,232.7,14523,93.0,80.6,18.6,6446.0,1420.0,50.0
ROCT_3min_time15_all,3min,118.1,212.1,330.2,16893,108.2,97.3,139.9,7788.0,10652.0,49.5
ROCT_3min_time15_rth,3min,142.4,82.1,224.5,6542,41.9,227.3,53.2,18182.0,4053.0,51.2
ROCT_3min_time40_all,3min,179.7,94.3,274.0,7503,48.1,285.2,68.6,22820.0,5226.0,50.1
ROCT_3min_time40_rth,3min,64.1,38.0,102.1,3024,19.4,225.8,-105.9,18064.0,-8061.0,50.3
ROCT_3min_trail2.0_all,3min,-1066.8,349.5,-717.3,27846,178.3,-729.6,-1420.5,-58364.0,-108165.0,35.1
ROCT_3min_trail2.0_rth,3min,-592.2,134.8,-457.4,10738,68.8,-405.2,-788.3,-32413.0,-60025.0,34.8
ROCF_3min_time5_all,3min,-98.1,452.4,354.3,36037,230.8,-93.7,-102.8,-7493.0,-7826.0,50.4
ROCF_3min_time5_rth,3min,-50.4,182.3,131.9,14523,93.0,-80.6,-18.6,-6446.0,-1420.0,49.6
ROCF_3min_time15_all,3min,-118.1,212.1,94.0,16893,108.2,-97.3,-139.9,-7788.0,-10652.0,50.1
ROCF_3min_time15_rth,3min,-142.4,82.1,-60.3,6542,41.9,-227.3,-53.2,-18182.0,-4053.0,48.5
ROCF_3min_time40_all,3min,-179.7,94.3,-85.4,7503,48.1,-285.2,-68.6,-22820.0,-5226.0,49.7
ROCF_3min_time40_rth,3min,-64.1,38.0,-26.1,3024,19.4,-225.8,105.9,-18064.0,8061.0,49.5
ROCF_3min_trail2.0_all,3min,-930.0,348.9,-581.1,27791,178.0,-730.9,-1138.7,-58475.0,-86701.0,35.1
ROCF_3min_trail2.0_rth,3min,-567.3,134.8,-432.5,10737,68.8,-468.2,-671.1,-37456.0,-51098.0,34.4
HAFLIP_3min_time5_all,3min,-114.0,447.1,333.1,35609,228.1,-90.1,-139.0,-7208.0,-10583.0,49.3
HAFLIP_3min_time5_rth,3min,-6.2,142.7,136.5,11363,72.8,-99.2,91.5,-7940.0,6968.0,49.6
HAFLIP_3min_time15_all,3min,-7.6,222.9,215.3,17747,113.7,-33.0,19.2,-2640.0,1458.0,49.9
HAFLIP_3min_time15_rth,3min,-18.8,74.1,55.3,5902,37.8,-51.6,15.7,-4128.0,1198.0,50.2
HAFLIP_3min_time40_all,3min,49.9,98.8,148.7,7870,50.4,1.3,100.9,104.0,7686.0,49.9
HAFLIP_3min_time40_rth,3min,-2.7,37.4,34.7,2980,19.1,-32.6,28.7,-2604.0,2189.0,49.4
HAFLIP_3min_trail2.0_all,3min,-752.3,323.8,-428.5,25787,165.2,-616.5,-894.6,-49317.0,-68117.0,35.4
HAFLIP_3min_trail2.0_rth,3min,-393.1,102.1,-291.0,8128,52.1,-356.1,-431.8,-28486.0,-32877.0,35.5
HARUN_3min_time5_all,3min,-81.6,547.2,465.6,43599,279.2,33.5,-202.5,2681.0,-15420.0,48.7
HARUN_3min_time5_rth,3min,23.5,177.6,201.1,14154,90.6,52.0,-6.4,4158.0,-485.0,50.0
HARUN_3min_time15_all,3min,-38.4,245.0,206.6,19514,125.0,121.7,-206.6,9734.0,-15732.0,49.6
HARUN_3min_time15_rth,3min,5.6,82.3,87.9,6555,42.0,154.0,-150.4,12322.0,-11450.0,50.0
HARUN_3min_time40_all,3min,-97.3,102.9,5.6,8195,52.5,86.3,-290.1,6906.0,-22092.0,49.0
HARUN_3min_time40_rth,3min,-16.4,38.2,21.8,3043,19.5,175.0,-217.4,13999.0,-16554.0,50.1
HARUN_3min_trail2.0_all,3min,-1089.8,425.5,-664.3,33899,217.1,-729.3,-1467.9,-58348.0,-111772.0,35.3
HARUN_3min_trail2.0_rth,3min,-481.6,131.5,-350.1,10473,67.1,-310.5,-661.1,-24839.0,-50338.0,36.1
INSB_3min_time5_all,3min,-35.5,227.8,192.3,18147,116.2,-75.0,6.0,-5996.0,458.0,48.9
INSB_3min_time5_rth,3min,-12.7,70.4,57.7,5600,35.9,-39.0,14.8,-3118.0,1130.0,49.7
INSB_3min_time15_all,3min,-151.1,150.1,-1.0,11959,76.6,-138.8,-163.9,-11100.0,-12481.0,48.8
INSB_3min_time15_rth,3min,14.5,48.0,62.5,3830,24.5,-1.8,31.6,-146.0,2404.0,50.1
INSB_3min_time40_all,3min,82.4,81.1,163.5,6457,41.4,31.8,135.4,2546.0,10312.0,50.1
INSB_3min_time40_rth,3min,5.6,28.0,33.6,2237,14.3,15.8,-5.2,1265.0,-396.0,50.0
INSB_3min_trail2.0_all,3min,-500.9,195.0,-305.9,15535,99.5,-449.5,-554.7,-35960.0,-42234.0,35.6
INSB_3min_trail2.0_rth,3min,-226.7,58.6,-168.1,4668,29.9,-217.2,-236.5,-17380.0,-18005.0,36.0
OUTF_3min_time5_all,3min,74.4,267.0,341.4,21268,136.2,-2.0,154.7,-160.0,11776.0,49.2
OUTF_3min_time5_rth,3min,103.5,88.8,192.3,7067,45.3,68.8,139.9,5500.0,10652.0,50.6
OUTF_3min_time15_all,3min,11.7,167.4,179.1,13337,85.4,83.5,-63.7,6678.0,-4850.0,50.2
OUTF_3min_time15_rth,3min,3.8,57.0,60.8,4541,29.1,-9.3,17.6,-748.0,1342.0,50.0
OUTF_3min_time40_all,3min,-226.5,85.7,-140.8,6828,43.7,-2.3,-461.9,-186.0,-35169.0,48.6
OUTF_3min_time40_rth,3min,7.2,31.2,38.4,2476,15.9,26.5,-13.0,2120.0,-993.0,49.8
OUTF_3min_trail2.0_all,3min,-556.7,221.7,-335.0,17662,113.1,-386.8,-734.8,-30947.0,-55950.0,35.7
OUTF_3min_trail2.0_rth,3min,-276.8,72.9,-203.9,5813,37.2,-186.3,-371.8,-14905.0,-28308.0,36.1
OUTR_3min_time5_all,3min,-74.4,267.0,192.6,21268,136.2,2.0,-154.7,160.0,-11776.0,50.0
OUTR_3min_time5_rth,3min,-103.5,88.8,-14.7,7067,45.3,-68.8,-139.9,-5500.0,-10652.0,48.9
OUTR_3min_time15_all,3min,-11.7,167.4,155.7,13337,85.4,-83.5,63.7,-6678.0,4850.0,49.4
OUTR_3min_time15_rth,3min,-3.8,57.0,53.2,4541,29.1,9.3,-17.6,748.0,-1342.0,49.7
OUTR_3min_time40_all,3min,226.5,85.7,312.2,6828,43.7,2.3,461.9,186.0,35169.0,51.2
OUTR_3min_time40_rth,3min,-7.2,31.2,24.0,2476,15.9,-26.5,13.0,-2120.0,993.0,50.1
OUTR_3min_trail2.0_all,3min,-512.2,219.3,-292.9,17469,111.9,-410.8,-618.5,-32860.0,-47093.0,35.2
OUTR_3min_trail2.0_rth,3min,-311.4,72.7,-238.7,5797,37.1,-266.0,-359.0,-21276.0,-27334.0,34.3
REV2_3min_time5_all,3min,4.8,423.8,428.6,33759,216.2,-26.2,37.4,-2094.0,2844.0,49.6
REV2_3min_time5_rth,3min,-18.3,138.0,119.7,10997,70.4,-11.5,-25.6,-918.0,-1946.0,49.3
REV2_3min_time15_all,3min,-50.2,217.4,167.2,17312,110.9,80.7,-187.8,6454.0,-14298.0,49.5
REV2_3min_time15_rth,3min,4.6,72.5,77.1,5778,37.0,55.3,-48.6,4420.0,-3703.0,49.4
REV2_3min_time40_all,3min,-66.1,97.8,31.7,7793,49.9,-65.7,-66.5,-5257.0,-5060.0,48.6
REV2_3min_time40_rth,3min,-18.0,36.8,18.8,2935,18.8,-9.3,-27.1,-746.0,-2064.0,48.4
REV2_3min_trail2.0_all,3min,-839.1,328.1,-511.0,26131,167.4,-606.2,-1083.4,-48496.0,-82490.0,35.5
REV2_3min_trail2.0_rth,3min,-446.1,104.7,-341.4,8334,53.4,-346.7,-550.3,-27738.0,-41900.0,34.6
PIVB_3min_time5_all,3min,40.7,53.1,93.8,4226,27.1,11.0,71.8,880.0,5468.0,50.7
PIVB_3min_time5_rth,3min,18.0,20.6,38.6,1641,10.5,23.0,12.8,1838.0,972.0,50.0
PIVB_3min_time15_all,3min,34.1,34.3,68.4,2728,17.5,3.1,66.7,250.0,5078.0,51.5
PIVB_3min_time15_rth,3min,10.3,13.5,23.8,1074,6.9,12.7,7.7,1020.0,584.0,51.5
PIVB_3min_time40_all,3min,-68.9,22.0,-46.9,1753,11.2,-22.0,-118.1,-1762.0,-8992.0,48.4
PIVB_3min_time40_rth,3min,-57.0,9.0,-48.0,725,4.6,42.0,-160.9,3362.0,-12254.0,47.7
PIVB_3min_trail2.0_all,3min,-130.0,49.8,-80.2,3965,25.4,-110.2,-150.8,-8816.0,-11481.0,35.5
PIVB_3min_trail2.0_rth,3min,-96.0,19.8,-76.2,1582,10.1,-88.9,-103.4,-7115.0,-7876.0,35.0
PIVX_3min_time5_all,3min,29.8,39.0,68.8,3115,19.9,12.8,47.6,1024.0,3623.0,49.9
PIVX_3min_time5_rth,3min,23.0,14.9,37.9,1185,7.6,21.6,24.5,1728.0,1864.0,49.7
PIVX_3min_time15_all,3min,64.0,27.8,91.8,2222,14.2,18.3,112.1,1462.0,8532.0,49.4
PIVX_3min_time15_rth,3min,33.8,10.8,44.6,866,5.5,27.6,40.2,2212.0,3062.0,51.2
PIVX_3min_time40_all,3min,75.0,19.0,94.0,1519,9.7,31.7,120.5,2536.0,9172.0,48.8
PIVX_3min_time40_rth,3min,65.5,7.6,73.1,614,3.9,46.9,85.1,3753.0,6478.0,48.5
PIVX_3min_trail2.0_all,3min,-81.1,37.2,-43.9,2962,19.0,-63.9,-99.2,-5108.0,-7556.0,36.6
PIVX_3min_trail2.0_rth,3min,-52.2,14.5,-37.7,1150,7.4,-38.1,-67.0,-3049.0,-5099.0,36.9
SMX_3min_time5_all,3min,-49.3,107.4,58.1,8564,54.8,-37.8,-61.5,-3023.0,-4680.0,48.0
SMX_3min_time5_rth,3min,-19.6,23.5,3.9,1879,12.0,-10.1,-29.6,-806.0,-2256.0,48.0
SMX_3min_time15_all,3min,-10.5,72.1,61.6,5748,36.8,40.1,-63.7,3210.0,-4852.0,48.5
SMX_3min_time15_rth,3min,8.4,16.9,25.3,1336,8.6,45.8,-30.8,3661.0,-2343.0,49.0
SMX_3min_time40_all,3min,-7.5,44.9,37.4,3572,22.9,8.1,-23.8,644.0,-1811.0,47.8
SMX_3min_time40_rth,3min,0.5,11.4,11.9,912,5.8,58.6,-60.5,4690.0,-4606.0,48.6
SMX_3min_trail2.0_all,3min,-299.6,100.2,-199.4,7977,51.1,-247.2,-354.4,-19778.0,-26988.0,34.1
SMX_3min_trail2.0_rth,3min,-135.3,22.5,-112.8,1798,11.5,-122.9,-148.3,-9834.0,-11294.0,32.8
SMSL_3min_time5_all,3min,205.1,614.7,819.8,48965,313.6,126.5,287.7,10116.0,21903.0,49.8
SMSL_3min_time5_rth,3min,108.4,203.1,311.5,16172,103.6,72.3,146.3,5784.0,11142.0,50.7
SMSL_3min_time15_all,3min,247.2,257.7,504.9,20529,131.5,104.0,397.6,8322.0,30272.0,49.9
SMSL_3min_time15_rth,3min,134.1,86.0,220.1,6847,43.9,67.4,204.0,5392.0,15536.0,50.8
SMSL_3min_time40_all,3min,192.5,105.1,297.6,8374,53.6,172.9,213.1,13829.0,16223.0,50.7
SMSL_3min_time40_rth,3min,24.6,38.2,62.8,3050,19.5,17.0,32.6,1363.0,2482.0,49.8
SMSL_3min_trail2.0_all,3min,-920.5,441.0,-479.5,35133,225.0,-758.8,-1089.8,-60707.0,-82983.0,35.8
SMSL_3min_trail2.0_rth,3min,-462.8,140.1,-322.7,11171,71.5,-390.6,-538.5,-31244.0,-41002.0,35.0
HODBO_3min_time5_all,3min,25.8,62.3,88.1,4972,31.8,13.2,39.0,1060.0,2968.0,49.9
HODBO_3min_time5_rth,3min,-4.1,18.8,14.7,1492,9.6,6.2,-15.0,499.0,-1140.0,52.0
HODBO_3min_time15_all,3min,55.4,45.9,101.3,3651,23.4,42.1,69.3,3367.0,5280.0,51.3
HODBO_3min_time15_rth,3min,22.4,13.7,36.1,1086,7.0,32.6,11.8,2605.0,896.0,53.9
HODBO_3min_time40_all,3min,82.4,31.2,113.6,2482,15.9,50.4,115.9,4034.0,8825.0,54.1
HODBO_3min_time40_rth,3min,3.7,9.6,13.3,764,4.9,41.0,-35.6,3279.0,-2708.0,54.7
HODBO_3min_trail2.0_all,3min,-139.3,51.7,-87.6,4117,26.4,-85.3,-196.1,-6820.0,-14932.0,36.2
HODBO_3min_trail2.0_rth,3min,-76.4,14.9,-61.5,1185,7.6,-41.2,-113.3,-3295.0,-8629.0,36.2
LODF_3min_time5_all,3min,40.4,67.8,108.2,5408,34.6,-29.3,113.7,-2342.0,8656.0,52.4
LODF_3min_time5_rth,3min,20.9,19.6,40.5,1561,10.0,-19.6,63.5,-1572.0,4838.0,51.8
LODF_3min_time15_all,3min,25.5,45.9,71.4,3648,23.4,-22.3,75.7,-1787.0,5762.0,52.8
LODF_3min_time15_rth,3min,-9.1,13.1,4.0,1052,6.7,-26.5,9.1,-2120.0,696.0,51.8
LODF_3min_time40_all,3min,-11.6,30.6,19.0,2433,15.6,10.7,-35.0,854.0,-2667.0,55.0
LODF_3min_time40_rth,3min,-62.3,9.2,-53.1,728,4.7,-25.5,-101.0,-2038.0,-7692.0,53.4
LODF_3min_trail2.0_all,3min,-228.6,75.3,-153.3,5999,38.4,-145.3,-315.9,-11626.0,-24053.0,34.3
LODF_3min_trail2.0_rth,3min,-147.2,22.0,-125.2,1754,11.2,-89.4,-207.8,-7154.0,-15822.0,33.6
CLPOS_3min_time5_all,3min,-30.3,418.3,388.0,33325,213.4,-44.0,-15.8,-3521.0,-1206.0,49.0
CLPOS_3min_time5_rth,3min,-9.1,132.7,123.6,10574,67.7,-30.0,13.0,-2402.0,988.0,49.6
CLPOS_3min_time15_all,3min,66.4,215.0,281.4,17131,109.7,-0.1,136.3,-10.0,10378.0,49.9
CLPOS_3min_time15_rth,3min,-29.2,71.1,41.9,5669,36.3,-3.8,-55.9,-300.0,-4256.0,50.5
CLPOS_3min_time40_all,3min,-49.3,97.2,47.9,7751,49.6,-97.1,0.9,-7769.0,68.0,49.2
CLPOS_3min_time40_rth,3min,-84.6,36.5,-48.1,2907,18.6,35.9,-211.2,2870.0,-16079.0,51.1
CLPOS_3min_trail2.0_all,3min,-766.1,331.6,-434.5,26419,169.2,-578.5,-962.8,-46277.0,-73314.0,35.6
CLPOS_3min_trail2.0_rth,3min,-367.7,100.9,-266.8,8037,51.5,-261.4,-479.2,-20914.0,-36488.0,36.2
GAP1_3min_time5_all,3min,-31.7,129.4,97.7,10308,66.0,5.6,-70.8,447.0,-5394.0,49.1
GAP1_3min_time5_rth,3min,-15.4,14.3,-1.1,1137,7.3,-10.7,-20.2,-856.0,-1541.0,49.0
GAP1_3min_time15_all,3min,-79.4,92.9,13.5,7394,47.4,-10.9,-151.5,-870.0,-11532.0,48.8
GAP1_3min_time15_rth,3min,-14.3,12.5,-1.8,996,6.4,13.6,-43.7,1090.0,-3324.0,47.9
