n,tr_day,wr,per_day,per_trade,maxDD,sharpe,worst_q,n_folds,pos_folds,name,fam
4241,5.5,41.5,-11.7,-2.14,9955.0,-1.61,-47.2,13,2,ZFADE20z2.0_s13.0-15.0_anti50_S20.0T40.0,zs
4944,6.4,38.5,-20.0,-3.13,16377.0,-2.43,-64.9,13,1,ZFADE60z2.0_s13.0-15.0_anti50_S20.0T40.0,zs
1555,2.2,38.5,-6.2,-2.76,5261.0,-1.28,-34.7,13,3,ZFADE60z3.0_s13.0-15.0_anti50_S20.0T40.0,zs
7570,9.8,39.2,-29.9,-3.06,24027.0,-3.39,-62.1,13,3,MOM5w3_s13.0-15.0_anti50_S20.0T40.0,imp
6415,8.3,38.4,-28.6,-3.44,23044.0,-3.55,-62.9,13,3,MOM8w3_s13.0-15.0_anti50_S20.0T40.0,imp
1088,1.7,37.8,-8.6,-5.01,5594.0,-2.28,-21.3,13,2,ZMOM20z2.0_s13.0-15.0_anti50_S20.0T40.0,zs
1710,2.3,42.2,-4.0,-1.78,3655.0,-0.97,-16.9,13,4,MA9x30_s13.0-15.0_anti50_S20.0T40.0,ma
542,1.3,42.3,-3.4,-2.62,1647.0,-1.08,-17.3,13,4,MA20x60_s13.0-15.0_anti50_S20.0T40.0,ma
9765,12.6,37.6,-39.9,-3.17,32172.0,-3.32,-63.7,13,1,FADE5w3_s13.0-15.0_anti50_S20.0T60.0,imp
8854,11.4,37.3,-33.4,-2.93,26522.0,-2.85,-71.0,13,0,FADE8w3_s13.0-15.0_anti50_S20.0T60.0,imp
4144,5.3,39.2,-11.9,-2.23,9514.0,-1.5,-48.1,13,3,ZFADE20z2.0_s13.0-15.0_anti50_S20.0T60.0,zs
4757,6.1,35.9,-20.2,-3.29,17812.0,-2.23,-74.9,13,3,ZFADE60z2.0_s13.0-15.0_anti50_S20.0T60.0,zs
1539,2.2,35.5,-6.0,-2.72,5861.0,-1.1,-35.2,13,5,ZFADE60z3.0_s13.0-15.0_anti50_S20.0T60.0,zs
7125,9.2,37.6,-25.1,-2.73,21110.0,-2.68,-60.6,13,4,MOM5w3_s13.0-15.0_anti50_S20.0T60.0,imp
6029,7.8,36.5,-22.3,-2.85,19835.0,-2.51,-64.9,13,4,MOM8w3_s13.0-15.0_anti50_S20.0T60.0,imp
1085,1.7,36.4,-8.9,-5.17,5689.0,-2.22,-23.8,13,2,ZMOM20z2.0_s13.0-15.0_anti50_S20.0T60.0,zs
1710,2.3,40.8,-4.3,-1.88,3867.0,-0.93,-27.0,13,4,MA9x30_s13.0-15.0_anti50_S20.0T60.0,ma
542,1.3,41.5,-2.2,-1.65,1338.0,-0.62,-17.3,13,5,MA20x60_s13.0-15.0_anti50_S20.0T60.0,ma
8415,10.9,43.9,-27.3,-2.52,23130.0,-2.17,-61.7,13,2,FADE5w3_s13.0-15.0_anti50_S30.0T60.0,imp
7681,9.9,44.0,-21.5,-2.17,19515.0,-1.8,-50.0,13,2,FADE8w3_s13.0-15.0_anti50_S30.0T60.0,imp
3781,4.9,45.1,-8.1,-1.67,7253.0,-0.96,-43.6,13,6,ZFADE20z2.0_s13.0-15.0_anti50_S30.0T60.0,zs
4047,5.2,43.3,-10.5,-2.01,12044.0,-1.14,-68.3,13,4,ZFADE60z2.0_s13.0-15.0_anti50_S30.0T60.0,zs
1369,2.0,42.7,-3.1,-1.55,4617.0,-0.52,-26.5,13,6,ZFADE60z3.0_s13.0-15.0_anti50_S30.0T60.0,zs
6527,8.4,43.2,-25.7,-3.05,21680.0,-2.47,-76.8,13,4,MOM5w3_s13.0-15.0_anti50_S30.0T60.0,imp
5525,7.2,42.8,-19.6,-2.74,18080.0,-1.97,-70.7,13,4,MOM8w3_s13.0-15.0_anti50_S30.0T60.0,imp
1056,1.7,43.0,-6.9,-4.1,4389.0,-1.57,-27.0,13,3,ZMOM20z2.0_s13.0-15.0_anti50_S30.0T60.0,zs
1699,2.3,46.0,-1.6,-0.71,2537.0,-0.32,-27.0,13,6,MA9x30_s13.0-15.0_anti50_S30.0T60.0,ma
539,1.3,47.1,-2.1,-1.57,1903.0,-0.54,-18.8,13,4,MA20x60_s13.0-15.0_anti50_S30.0T60.0,ma
