per_day,total,sharpe,maxDD,pos_yrs,n_yrs,n,worst_yr,tf,sig,p,sess,exit,flip
-9.2,-6932.0,-1.06,7595.0,1,4,3185,-3784.0,3min,rsirev,"(7, 30, 70)",afternoon,st30/40/0,False
-6.8,-5181.0,-0.74,5852.0,0,4,2669,-2908.0,3min,rsirev,"(7, 30, 70)",afternoon,st30/60/0,False
-31.1,-23574.0,-3.23,24361.0,0,4,3639,-8828.0,3min,rsirev,"(7, 30, 70)",afternoon,trail0/0/2.0,False
-14.8,-11221.0,-1.33,12000.0,0,4,2338,-5165.0,3min,rsirev,"(7, 30, 70)",afternoon,trail0/0/3.0,False
-5.6,-4260.0,-0.42,10779.0,1,4,1377,-4578.0,3min,rsirev,"(7, 30, 70)",afternoon,trail0/0/5.0,False
14.7,13771.0,0.45,8519.0,4,4,937,319.0,3min,rsirev,"(7, 30, 70)",full,eod0/0/0,False
-4.2,-3790.0,-1.05,4323.0,0,4,938,-2244.0,3min,rsirev,"(7, 30, 70)",full,eod0/0/0,True
-90.5,-84628.0,-9.02,84800.0,0,4,29876,-29561.0,3min,rsirev,"(7, 30, 70)",full,st10/20/0,False
-61.0,-56915.0,-4.77,57669.0,0,4,23594,-21289.0,3min,rsirev,"(7, 30, 70)",full,st10/40/0,False
-44.8,-41798.0,-3.01,44150.0,0,4,20219,-19116.0,3min,rsirev,"(7, 30, 70)",full,st10/60/0,False
-82.0,-76656.0,-6.37,76944.0,0,4,24204,-24636.0,3min,rsirev,"(7, 30, 70)",full,st20/20/0,False
-60.8,-56772.0,-3.68,58402.0,0,4,17974,-18205.0,3min,rsirev,"(7, 30, 70)",full,st20/40/0,False
-51.1,-47705.0,-2.84,49473.0,0,4,14849,-19596.0,3min,rsirev,"(7, 30, 70)",full,st20/60/0,False
-71.1,-66458.0,-4.91,66897.0,0,4,20792,-23349.0,3min,rsirev,"(7, 30, 70)",full,st30/20/0,False
-51.9,-48595.0,-2.91,49503.0,0,4,14922,-15745.0,3min,rsirev,"(7, 30, 70)",full,st30/40/0,False
-50.0,-46661.0,-2.6,47147.0,0,4,12037,-19908.0,3min,rsirev,"(7, 30, 70)",full,st30/60/0,False
-167.2,-155998.0,-7.99,159479.0,0,4,25529,-64423.0,3min,rsirev,"(7, 30, 70)",full,trail0/0/2.0,False
-97.5,-91074.0,-4.15,91506.0,0,4,15149,-31809.0,3min,rsirev,"(7, 30, 70)",full,trail0/0/3.0,False
-46.0,-42348.0,-1.66,43893.0,0,4,6739,-12968.0,3min,rsirev,"(7, 30, 70)",full,trail0/0/5.0,False
-27.7,-21422.0,-1.25,25227.0,0,4,774,-10442.0,3min,rsirev,"(7, 20, 80)",rth,eod0/0/0,False
-17.9,-13827.0,-1.4,14977.0,1,4,774,-6001.0,3min,rsirev,"(7, 20, 80)",rth,eod0/0/0,True
-27.9,-21681.0,-5.32,22017.0,0,4,7170,-7936.0,3min,rsirev,"(7, 20, 80)",rth,st10/20/0,False
-20.9,-16243.0,-2.91,16492.0,0,4,6581,-5927.0,3min,rsirev,"(7, 20, 80)",rth,st10/40/0,False
-18.4,-14299.0,-2.14,14903.0,0,4,6094,-6537.0,3min,rsirev,"(7, 20, 80)",rth,st10/60/0,False
-27.6,-21490.0,-3.82,21802.0,0,4,6610,-7739.0,3min,rsirev,"(7, 20, 80)",rth,st20/20/0,False
-24.5,-19044.0,-2.65,19616.0,0,4,5740,-6592.0,3min,rsirev,"(7, 20, 80)",rth,st20/40/0,False
-17.1,-13321.0,-1.6,14401.0,0,4,5105,-5113.0,3min,rsirev,"(7, 20, 80)",rth,st20/60/0,False
-24.8,-19353.0,-2.96,19728.0,0,4,6153,-7023.0,3min,rsirev,"(7, 20, 80)",rth,st30/20/0,False
-19.6,-15193.0,-1.85,15781.0,0,4,5155,-6413.0,3min,rsirev,"(7, 20, 80)",rth,st30/40/0,False
-13.2,-10275.0,-1.08,11780.0,0,4,4465,-7358.0,3min,rsirev,"(7, 20, 80)",rth,st30/60/0,False
-60.9,-47415.0,-4.23,48949.0,0,4,5209,-16504.0,3min,rsirev,"(7, 20, 80)",rth,trail0/0/2.0,False
-48.4,-37669.0,-2.78,39531.0,0,4,3655,-17180.0,3min,rsirev,"(7, 20, 80)",rth,trail0/0/3.0,False
-43.2,-33614.0,-2.15,35274.0,0,4,2026,-16158.0,3min,rsirev,"(7, 20, 80)",rth,trail0/0/5.0,False
-18.6,-14402.0,-1.18,18121.0,1,4,773,-6573.0,3min,rsirev,"(7, 20, 80)",morning,eod0/0/0,False
-15.0,-11568.0,-1.31,13056.0,1,4,773,-4787.0,3min,rsirev,"(7, 20, 80)",morning,eod0/0/0,True
-14.6,-11315.0,-3.91,11537.0,0,4,3466,-4804.0,3min,rsirev,"(7, 20, 80)",morning,st10/20/0,False
-13.1,-10174.0,-2.55,10351.0,0,4,3271,-4747.0,3min,rsirev,"(7, 20, 80)",morning,st10/40/0,False
-12.4,-9591.0,-2.1,10298.0,1,4,3105,-5257.0,3min,rsirev,"(7, 20, 80)",morning,st10/60/0,False
-14.1,-10907.0,-2.75,11505.0,0,4,3271,-5365.0,3min,rsirev,"(7, 20, 80)",morning,st20/20/0,False
-14.2,-11013.0,-2.15,11768.0,0,4,2954,-5137.0,3min,rsirev,"(7, 20, 80)",morning,st20/40/0,False
-9.7,-7475.0,-1.28,9393.0,1,4,2712,-4620.0,3min,rsirev,"(7, 20, 80)",morning,st20/60/0,False
-14.1,-10896.0,-2.37,11464.0,0,4,3105,-4997.0,3min,rsirev,"(7, 20, 80)",morning,st30/20/0,False
-13.7,-10607.0,-1.8,12588.0,1,4,2724,-5642.0,3min,rsirev,"(7, 20, 80)",morning,st30/40/0,False
-11.9,-9194.0,-1.36,11253.0,1,4,2452,-4856.0,3min,rsirev,"(7, 20, 80)",morning,st30/60/0,False
-34.4,-26651.0,-3.19,27256.0,0,4,2534,-9438.0,3min,rsirev,"(7, 20, 80)",morning,trail0/0/2.0,False
-28.0,-21663.0,-2.19,23419.0,1,4,1876,-9388.0,3min,rsirev,"(7, 20, 80)",morning,trail0/0/3.0,False
-26.8,-20776.0,-1.8,22564.0,1,4,1178,-10267.0,3min,rsirev,"(7, 20, 80)",morning,trail0/0/5.0,False
-19.7,-14847.0,-1.52,15531.0,0,4,753,-6299.0,3min,rsirev,"(7, 20, 80)",afternoon,eod0/0/0,False
-4.1,-3057.0,-0.43,6549.0,1,4,753,-1683.0,3min,rsirev,"(7, 20, 80)",afternoon,eod0/0/0,True
-14.2,-10664.0,-3.75,10911.0,0,4,3715,-3315.0,3min,rsirev,"(7, 20, 80)",afternoon,st10/20/0,False
-9.5,-7188.0,-1.86,7462.0,0,4,3373,-2126.0,3min,rsirev,"(7, 20, 80)",afternoon,st10/40/0,False
-9.6,-7252.0,-1.61,7737.0,0,4,3136,-2900.0,3min,rsirev,"(7, 20, 80)",afternoon,st10/60/0,False
-15.0,-11288.0,-2.87,11514.0,0,4,3394,-3694.0,3min,rsirev,"(7, 20, 80)",afternoon,st20/20/0,False
-11.9,-8959.0,-1.79,9626.0,0,4,2919,-2979.0,3min,rsirev,"(7, 20, 80)",afternoon,st20/40/0,False
-11.6,-8722.0,-1.58,9440.0,0,4,2610,-3156.0,3min,rsirev,"(7, 20, 80)",afternoon,st20/60/0,False
-13.3,-10037.0,-2.19,10304.0,0,4,3127,-3743.0,3min,rsirev,"(7, 20, 80)",afternoon,st30/20/0,False
-8.9,-6675.0,-1.17,7028.0,1,4,2605,-2656.0,3min,rsirev,"(7, 20, 80)",afternoon,st30/40/0,False
-7.8,-5894.0,-0.95,6146.0,1,4,2265,-2746.0,3min,rsirev,"(7, 20, 80)",afternoon,st30/60/0,False
-28.3,-21319.0,-3.18,22456.0,0,4,2819,-8941.0,3min,rsirev,"(7, 20, 80)",afternoon,trail0/0/2.0,False
-14.4,-10866.0,-1.36,11107.0,0,4,2056,-4686.0,3min,rsirev,"(7, 20, 80)",afternoon,trail0/0/3.0,False
-18.3,-13753.0,-1.6,14241.0,0,4,1267,-5666.0,3min,rsirev,"(7, 20, 80)",afternoon,trail0/0/5.0,False
-19.0,-17688.0,-0.59,20595.0,1,4,933,-12248.0,3min,rsirev,"(7, 20, 80)",full,eod0/0/0,False
-3.0,-2603.0,-0.65,3388.0,0,4,934,-1193.0,3min,rsirev,"(7, 20, 80)",full,eod0/0/0,True
-63.1,-58970.0,-7.33,59809.0,0,4,21834,-23647.0,3min,rsirev,"(7, 20, 80)",full,st10/20/0,False
-45.2,-42112.0,-3.96,43157.0,0,4,18286,-18373.0,3min,rsirev,"(7, 20, 80)",full,st10/40/0,False
-38.9,-36289.0,-2.89,37359.0,0,4,16127,-18129.0,3min,rsirev,"(7, 20, 80)",full,st10/60/0,False
-57.9,-53828.0,-5.08,54358.0,0,4,18461,-20419.0,3min,rsirev,"(7, 20, 80)",full,st20/20/0,False
-49.6,-45993.0,-3.55,46369.0,0,4,14675,-17998.0,3min,rsirev,"(7, 20, 80)",full,st20/40/0,False
-39.6,-36726.0,-2.44,38074.0,0,4,12492,-13720.0,3min,rsirev,"(7, 20, 80)",full,st20/60/0,False
-51.8,-48130.0,-4.07,48433.0,0,4,16296,-17344.0,3min,rsirev,"(7, 20, 80)",full,st30/20/0,False
-44.0,-40871.0,-2.92,41658.0,0,4,12515,-14466.0,3min,rsirev,"(7, 20, 80)",full,st30/40/0,False
-38.2,-35399.0,-2.2,37041.0,0,4,10385,-16746.0,3min,rsirev,"(7, 20, 80)",full,st30/60/0,False
-142.9,-132773.0,-7.85,134273.0,0,4,19676,-45617.0,3min,rsirev,"(7, 20, 80)",full,trail0/0/2.0,False
-98.3,-91103.0,-4.17,93277.0,0,4,13527,-29249.0,3min,rsirev,"(7, 20, 80)",full,trail0/0/3.0,False
-56.1,-50874.0,-2.01,53691.0,0,4,6410,-20746.0,3min,rsirev,"(7, 20, 80)",full,trail0/0/5.0,False
-27.0,-20866.0,-1.18,24833.0,0,4,774,-7074.0,3min,rsirev,"(7, 25, 75)",rth,eod0/0/0,False
-8.2,-6332.0,-0.71,8608.0,1,4,774,-3093.0,3min,rsirev,"(7, 25, 75)",rth,eod0/0/0,True
-33.4,-26018.0,-5.48,26371.0,0,4,9015,-10222.0,3min,rsirev,"(7, 25, 75)",rth,st10/20/0,False
-25.3,-19687.0,-3.12,20107.0,0,4,8011,-9282.0,3min,rsirev,"(7, 25, 75)",rth,st10/40/0,False
-18.6,-14502.0,-1.9,15377.0,0,4,7279,-9330.0,3min,rsirev,"(7, 25, 75)",rth,st10/60/0,False
-34.6,-26917.0,-4.37,27548.0,0,4,8128,-9924.0,3min,rsirev,"(7, 25, 75)",rth,st20/20/0,False
-26.0,-20206.0,-2.5,21074.0,0,4,6799,-8422.0,3min,rsirev,"(7, 25, 75)",rth,st20/40/0,False
-20.9,-16234.0,-1.71,17311.0,0,4,5940,-10022.0,3min,rsirev,"(7, 25, 75)",rth,st20/60/0,False
-30.6,-23858.0,-3.45,24362.0,0,4,7412,-9973.0,3min,rsirev,"(7, 25, 75)",rth,st30/20/0,False
-18.1,-14111.0,-1.55,15156.0,1,4,5959,-10081.0,3min,rsirev,"(7, 25, 75)",rth,st30/40/0,False
-13.5,-10511.0,-1.01,13181.0,3,4,5066,-12268.0,3min,rsirev,"(7, 25, 75)",rth,st30/60/0,False
-60.0,-46733.0,-3.85,49118.0,0,4,6070,-22681.0,3min,rsirev,"(7, 25, 75)",rth,trail0/0/2.0,False
-34.9,-27146.0,-2.05,28796.0,0,4,3931,-9525.0,3min,rsirev,"(7, 25, 75)",rth,trail0/0/3.0,False
-31.6,-24540.0,-1.56,27083.0,0,4,2136,-11077.0,3min,rsirev,"(7, 25, 75)",rth,trail0/0/5.0,False
-12.4,-9582.0,-0.74,13118.0,0,4,774,-4096.0,3min,rsirev,"(7, 25, 75)",morning,eod0/0/0,False
-7.5,-5780.0,-0.68,8401.0,1,4,774,-2851.0,3min,rsirev,"(7, 25, 75)",morning,eod0/0/0,True
-19.7,-15273.0,-4.73,15384.0,0,4,4416,-6055.0,3min,rsirev,"(7, 25, 75)",morning,st10/20/0,False
-16.3,-12632.0,-2.87,12877.0,0,4,4100,-5367.0,3min,rsirev,"(7, 25, 75)",morning,st10/40/0,False
-13.8,-10722.0,-2.07,11179.0,0,4,3800,-6325.0,3min,rsirev,"(7, 25, 75)",morning,st10/60/0,False
-18.2,-14132.0,-3.2,14727.0,0,4,4111,-6626.0,3min,rsirev,"(7, 25, 75)",morning,st20/20/0,False
-11.8,-9177.0,-1.56,11148.0,1,4,3620,-4749.0,3min,rsirev,"(7, 25, 75)",morning,st20/40/0,False
-11.3,-8743.0,-1.3,10670.0,1,4,3234,-5799.0,3min,rsirev,"(7, 25, 75)",morning,st20/60/0,False
-17.4,-13511.0,-2.66,14444.0,0,4,3831,-6590.0,3min,rsirev,"(7, 25, 75)",morning,st30/20/0,False
-10.7,-8292.0,-1.25,10722.0,1,4,3260,-4369.0,3min,rsirev,"(7, 25, 75)",morning,st30/40/0,False
-10.5,-8102.0,-1.13,11198.0,2,4,2836,-6037.0,3min,rsirev,"(7, 25, 75)",morning,st30/60/0,False
-29.4,-22802.0,-2.59,24248.0,0,4,2955,-11421.0,3min,rsirev,"(7, 25, 75)",morning,trail0/0/2.0,False
-17.2,-13305.0,-1.26,15348.0,0,4,2018,-6578.0,3min,rsirev,"(7, 25, 75)",morning,trail0/0/3.0,False
-14.2,-10969.0,-0.92,12361.0,0,4,1235,-6281.0,3min,rsirev,"(7, 25, 75)",morning,trail0/0/5.0,False
-2.1,-1572.0,-0.15,8483.0,1,4,754,-1850.0,3min,rsirev,"(7, 25, 75)",afternoon,eod0/0/0,False
-0.3,-229.0,-0.04,4289.0,1,4,754,-1074.0,3min,rsirev,"(7, 25, 75)",afternoon,eod0/0/0,True
-14.8,-11194.0,-3.48,11555.0,0,4,4629,-4403.0,3min,rsirev,"(7, 25, 75)",afternoon,st10/20/0,False
-10.5,-7952.0,-1.94,9095.0,1,4,4023,-4196.0,3min,rsirev,"(7, 25, 75)",afternoon,st10/40/0,False
-8.0,-6022.0,-1.28,7594.0,1,4,3687,-3336.0,3min,rsirev,"(7, 25, 75)",afternoon,st10/60/0,False
-17.3,-13087.0,-3.14,13398.0,0,4,4091,-5299.0,3min,rsirev,"(7, 25, 75)",afternoon,st20/20/0,False
-16.0,-12031.0,-2.3,13265.0,0,4,3357,-5130.0,3min,rsirev,"(7, 25, 75)",afternoon,st20/40/0,False
-13.0,-9835.0,-1.69,10975.0,1,4,2983,-4102.0,3min,rsirev,"(7, 25, 75)",afternoon,st20/60/0,False
-15.8,-11938.0,-2.46,12103.0,0,4,3701,-7040.0,3min,rsirev,"(7, 25, 75)",afternoon,st30/20/0,False
-9.4,-7079.0,-1.16,8400.0,1,4,2939,-5989.0,3min,rsirev,"(7, 25, 75)",afternoon,st30/40/0,False
-7.5,-5677.0,-0.85,7034.0,1,4,2529,-5168.0,3min,rsirev,"(7, 25, 75)",afternoon,st30/60/0,False
-30.6,-23064.0,-3.25,25036.0,0,4,3303,-11227.0,3min,rsirev,"(7, 25, 75)",afternoon,trail0/0/2.0,False
-12.7,-9578.0,-1.18,11169.0,1,4,2245,-4656.0,3min,rsirev,"(7, 25, 75)",afternoon,trail0/0/3.0,False
-11.2,-8464.0,-0.88,13156.0,1,4,1366,-4494.0,3min,rsirev,"(7, 25, 75)",afternoon,trail0/0/5.0,False
-2.5,-2344.0,-0.08,14356.0,1,4,936,-2681.0,3min,rsirev,"(7, 25, 75)",full,eod0/0/0,False
-4.2,-3765.0,-0.9,4267.0,0,4,937,-2192.0,3min,rsirev,"(7, 25, 75)",full,eod0/0/0,True
-77.2,-72187.0,-7.93,72612.0,0,4,26456,-29782.0,3min,rsirev,"(7, 25, 75)",full,st10/20/0,False
-52.1,-48645.0,-4.16,49306.0,0,4,21487,-22561.0,3min,rsirev,"(7, 25, 75)",full,st10/40/0,False
-37.4,-34935.0,-2.5,35674.0,0,4,18680,-19431.0,3min,rsirev,"(7, 25, 75)",full,st10/60/0,False
-68.9,-64410.0,-5.73,64986.0,0,4,21817,-24170.0,3min,rsirev,"(7, 25, 75)",full,st20/20/0,False
-56.4,-52668.0,-3.61,54207.0,0,4,16709,-18870.0,3min,rsirev,"(7, 25, 75)",full,st20/40/0,False
-48.6,-45406.0,-2.81,46815.0,0,4,14047,-18623.0,3min,rsirev,"(7, 25, 75)",full,st20/60/0,False
-63.0,-58676.0,-4.62,58958.0,0,4,18924,-23908.0,3min,rsirev,"(7, 25, 75)",full,st30/20/0,False
-47.1,-43925.0,-2.8,44778.0,0,4,14046,-18600.0,3min,rsirev,"(7, 25, 75)",full,st30/40/0,False
-38.6,-35910.0,-2.07,38870.0,0,4,11507,-18632.0,3min,rsirev,"(7, 25, 75)",full,st30/60/0,False
-154.6,-143976.0,-7.6,146019.0,0,4,23190,-58167.0,3min,rsirev,"(7, 25, 75)",full,trail0/0/2.0,False
-89.5,-83705.0,-3.76,83892.0,0,4,14671,-31181.0,3min,rsirev,"(7, 25, 75)",full,trail0/0/3.0,False
-41.5,-38223.0,-1.45,43423.0,0,4,6656,-14088.0,3min,rsirev,"(7, 25, 75)",full,trail0/0/5.0,False
-23.8,-18422.0,-1.06,21028.0,0,4,774,-7715.0,3min,rsirev,"(14, 30, 70)",rth,eod0/0/0,False
-15.9,-12344.0,-0.97,16265.0,1,4,774,-9608.0,3min,rsirev,"(14, 30, 70)",rth,eod0/0/0,True
-20.2,-15742.0,-4.3,15759.0,0,4,5565,-5056.0,3min,rsirev,"(14, 30, 70)",rth,st10/20/0,False
-17.5,-13621.0,-2.8,13853.0,0,4,5227,-4837.0,3min,rsirev,"(14, 30, 70)",rth,st10/40/0,False
-14.4,-11219.0,-1.95,12088.0,0,4,4949,-4271.0,3min,rsirev,"(14, 30, 70)",rth,st10/60/0,False
-18.8,-14659.0,-2.99,14613.0,0,4,5119,-4688.0,3min,rsirev,"(14, 30, 70)",rth,st20/20/0,False
-17.2,-13393.0,-2.07,13579.0,0,4,4616,-3866.0,3min,rsirev,"(14, 30, 70)",rth,st20/40/0,False
-15.7,-12203.0,-1.66,12988.0,0,4,4241,-4145.0,3min,rsirev,"(14, 30, 70)",rth,st20/60/0,False
-17.4,-13537.0,-2.35,13616.0,0,4,4757,-4290.0,3min,rsirev,"(14, 30, 70)",rth,st30/20/0,False
-20.7,-16151.0,-2.17,16617.0,0,4,4129,-4802.0,3min,rsirev,"(14, 30, 70)",rth,st30/40/0,False
-17.8,-13862.0,-1.64,15249.0,0,4,3711,-5749.0,3min,rsirev,"(14, 30, 70)",rth,st30/60/0,False
-46.9,-36461.0,-4.04,38928.0,0,4,4106,-16729.0,3min,rsirev,"(14, 30, 70)",rth,trail0/0/2.0,False
-35.6,-27708.0,-2.36,29128.0,0,4,3105,-11387.0,3min,rsirev,"(14, 30, 70)",rth,trail0/0/3.0,False
-29.5,-22916.0,-1.49,24360.0,0,4,1936,-11546.0,3min,rsirev,"(14, 30, 70)",rth,trail0/0/5.0,False
-15.2,-11708.0,-0.98,15761.0,1,4,769,-7435.0,3min,rsirev,"(14, 30, 70)",morning,eod0/0/0,False
-15.3,-11728.0,-1.18,14976.0,1,4,769,-7065.0,3min,rsirev,"(14, 30, 70)",morning,eod0/0/0,True
-11.0,-8491.0,-3.37,8559.0,0,4,2697,-2910.0,3min,rsirev,"(14, 30, 70)",morning,st10/20/0,False
-7.8,-5996.0,-1.75,6106.0,0,4,2570,-2932.0,3min,rsirev,"(14, 30, 70)",morning,st10/40/0,False
-6.4,-4917.0,-1.22,5791.0,1,4,2477,-2839.0,3min,rsirev,"(14, 30, 70)",morning,st10/60/0,False
-10.5,-8056.0,-2.32,8089.0,0,4,2517,-3117.0,3min,rsirev,"(14, 30, 70)",morning,st20/20/0,False
-7.8,-5992.0,-1.31,6256.0,0,4,2325,-3128.0,3min,rsirev,"(14, 30, 70)",morning,st20/40/0,False
-5.6,-4344.0,-0.84,5549.0,1,4,2197,-3200.0,3min,rsirev,"(14, 30, 70)",morning,st20/60/0,False
-11.4,-8757.0,-2.1,8832.0,0,4,2360,-2730.0,3min,rsirev,"(14, 30, 70)",morning,st30/20/0,False
-10.6,-8145.0,-1.53,8254.0,0,4,2130,-2279.0,3min,rsirev,"(14, 30, 70)",morning,st30/40/0,False
-8.4,-6470.0,-1.1,7120.0,1,4,1976,-2600.0,3min,rsirev,"(14, 30, 70)",morning,st30/60/0,False
-21.4,-16451.0,-2.63,17851.0,0,4,1943,-7444.0,3min,rsirev,"(14, 30, 70)",morning,trail0/0/2.0,False
-21.0,-16195.0,-1.82,17988.0,1,4,1550,-7541.0,3min,rsirev,"(14, 30, 70)",morning,trail0/0/3.0,False
-22.2,-17103.0,-1.5,20117.0,1,4,1121,-10234.0,3min,rsirev,"(14, 30, 70)",morning,trail0/0/5.0,False
-0.1,-109.0,-0.01,4228.0,2,4,750,-524.0,3min,rsirev,"(14, 30, 70)",afternoon,eod0/0/0,False
2.2,1681.0,0.22,3316.0,2,4,750,-520.0,3min,rsirev,"(14, 30, 70)",afternoon,eod0/0/0,True
-9.3,-6970.0,-2.75,7107.0,0,4,2886,-2431.0,3min,rsirev,"(14, 30, 70)",afternoon,st10/20/0,False
-9.4,-7034.0,-2.09,7492.0,0,4,2699,-2252.0,3min,rsirev,"(14, 30, 70)",afternoon,st10/40/0,False
-8.5,-6403.0,-1.68,7141.0,0,4,2561,-2848.0,3min,rsirev,"(14, 30, 70)",afternoon,st10/60/0,False
-7.8,-5838.0,-1.72,5931.0,0,4,2640,-1726.0,3min,rsirev,"(14, 30, 70)",afternoon,st20/20/0,False
-9.2,-6925.0,-1.56,7298.0,0,4,2370,-2445.0,3min,rsirev,"(14, 30, 70)",afternoon,st20/40/0,False
-7.5,-5641.0,-1.14,6033.0,1,4,2182,-2293.0,3min,rsirev,"(14, 30, 70)",afternoon,st20/60/0,False
-6.1,-4570.0,-1.12,4743.0,0,4,2468,-1889.0,3min,rsirev,"(14, 30, 70)",afternoon,st30/20/0,False
-9.9,-7425.0,-1.44,7798.0,0,4,2131,-2291.0,3min,rsirev,"(14, 30, 70)",afternoon,st30/40/0,False
-5.5,-4132.0,-0.71,5418.0,1,4,1941,-2335.0,3min,rsirev,"(14, 30, 70)",afternoon,st30/60/0,False
-23.5,-17642.0,-2.92,18977.0,0,4,2265,-7897.0,3min,rsirev,"(14, 30, 70)",afternoon,trail0/0/2.0,False
-8.6,-6430.0,-0.84,6936.0,1,4,1734,-2431.0,3min,rsirev,"(14, 30, 70)",afternoon,trail0/0/3.0,False
-0.8,-601.0,-0.07,2798.0,2,4,1189,-863.0,3min,rsirev,"(14, 30, 70)",afternoon,trail0/0/5.0,False
15.7,14534.0,0.49,9140.0,2,4,926,-2019.0,3min,rsirev,"(14, 30, 70)",full,eod0/0/0,False
-5.0,-4180.0,-0.85,4349.0,0,4,927,-2125.0,3min,rsirev,"(14, 30, 70)",full,eod0/0/0,True
-51.3,-47856.0,-6.53,47958.0,0,4,17281,-15976.0,3min,rsirev,"(14, 30, 70)",full,st10/20/0,False
-41.4,-38502.0,-4.0,38583.0,0,4,14945,-12107.0,3min,rsirev,"(14, 30, 70)",full,st10/40/0,False
-37.1,-34479.0,-3.11,34693.0,0,4,13504,-13026.0,3min,rsirev,"(14, 30, 70)",full,st10/60/0,False
-51.6,-48007.0,-5.13,48106.0,0,4,14728,-15261.0,3min,rsirev,"(14, 30, 70)",full,st20/20/0,False
-46.5,-43185.0,-3.67,43443.0,0,4,12181,-14956.0,3min,rsirev,"(14, 30, 70)",full,st20/40/0,False
-49.8,-46124.0,-3.54,46266.0,0,4,10652,-15474.0,3min,rsirev,"(14, 30, 70)",full,st20/60/0,False
-44.5,-41524.0,-3.83,41688.0,0,4,13112,-14046.0,3min,rsirev,"(14, 30, 70)",full,st30/20/0,False
-51.0,-47469.0,-3.54,47548.0,0,4,10438,-16324.0,3min,rsirev,"(14, 30, 70)",full,st30/40/0,False
-56.7,-52300.0,-3.55,52264.0,0,4,8945,-17995.0,3min,rsirev,"(14, 30, 70)",full,st30/60/0,False
-124.0,-115163.0,-8.21,115619.0,0,4,15485,-41291.0,3min,rsirev,"(14, 30, 70)",full,trail0/0/2.0,False
-91.8,-84582.0,-4.47,84974.0,0,4,11137,-30388.0,3min,rsirev,"(14, 30, 70)",full,trail0/0/3.0,False
-47.6,-43071.0,-1.78,49667.0,0,4,6189,-15989.0,3min,rsirev,"(14, 30, 70)",full,trail0/0/5.0,False
-17.6,-12890.0,-0.92,15064.0,0,4,733,-6393.0,3min,rsirev,"(14, 20, 80)",rth,eod0/0/0,False
-15.7,-11472.0,-0.93,12665.0,0,4,733,-4836.0,3min,rsirev,"(14, 20, 80)",rth,eod0/0/0,True
-8.9,-6529.0,-3.0,6522.0,0,4,2285,-3392.0,3min,rsirev,"(14, 20, 80)",rth,st10/20/0,False
-7.6,-5580.0,-1.81,6005.0,0,4,2243,-2228.0,3min,rsirev,"(14, 20, 80)",rth,st10/40/0,False
-8.1,-5914.0,-1.62,6626.0,0,4,2202,-3142.0,3min,rsirev,"(14, 20, 80)",rth,st10/60/0,False
-7.8,-5702.0,-1.82,5796.0,0,4,2171,-2329.0,3min,rsirev,"(14, 20, 80)",rth,st20/20/0,False
-7.9,-5791.0,-1.38,6460.0,0,4,2098,-2218.0,3min,rsirev,"(14, 20, 80)",rth,st20/40/0,False
-9.4,-6880.0,-1.41,8250.0,0,4,2032,-2946.0,3min,rsirev,"(14, 20, 80)",rth,st20/60/0,False
-6.5,-4751.0,-1.3,4780.0,1,4,2105,-2483.0,3min,rsirev,"(14, 20, 80)",rth,st30/20/0,False
-6.0,-4412.0,-0.9,4856.0,1,4,1996,-2007.0,3min,rsirev,"(14, 20, 80)",rth,st30/40/0,False
-8.2,-6029.0,-1.05,6591.0,0,4,1913,-2498.0,3min,rsirev,"(14, 20, 80)",rth,st30/60/0,False
-27.1,-19870.0,-2.94,21585.0,0,4,1929,-9712.0,3min,rsirev,"(14, 20, 80)",rth,trail0/0/2.0,False
-11.4,-8373.0,-0.89,10949.0,1,4,1637,-5107.0,3min,rsirev,"(14, 20, 80)",rth,trail0/0/3.0,False
-12.7,-9311.0,-0.82,13597.0,1,4,1336,-5127.0,3min,rsirev,"(14, 20, 80)",rth,trail0/0/5.0,False
-13.3,-7815.0,-1.01,9741.0,0,4,589,-3191.0,3min,rsirev,"(14, 20, 80)",morning,eod0/0/0,False
-13.3,-7805.0,-1.06,9558.0,0,4,589,-3323.0,3min,rsirev,"(14, 20, 80)",morning,eod0/0/0,True
-5.9,-3467.0,-2.44,3563.0,0,4,1113,-1389.0,3min,rsirev,"(14, 20, 80)",morning,st10/20/0,False
-4.5,-2658.0,-1.36,3108.0,0,4,1093,-1498.0,3min,rsirev,"(14, 20, 80)",morning,st10/40/0,False
-6.0,-3523.0,-1.55,4263.0,1,4,1079,-2486.0,3min,rsirev,"(14, 20, 80)",morning,st10/60/0,False
-5.5,-3260.0,-1.62,3493.0,0,4,1066,-1350.0,3min,rsirev,"(14, 20, 80)",morning,st20/20/0,False
-5.0,-2937.0,-1.11,3700.0,1,4,1033,-1780.0,3min,rsirev,"(14, 20, 80)",morning,st20/40/0,False
-6.5,-3809.0,-1.23,5217.0,1,4,1013,-3355.0,3min,rsirev,"(14, 20, 80)",morning,st20/60/0,False
-2.4,-1431.0,-0.64,2009.0,1,4,1030,-801.0,3min,rsirev,"(14, 20, 80)",morning,st30/20/0,False
-2.0,-1206.0,-0.4,2530.0,1,4,985,-883.0,3min,rsirev,"(14, 20, 80)",morning,st30/40/0,False
-3.5,-2046.0,-0.58,3319.0,1,4,957,-1979.0,3min,rsirev,"(14, 20, 80)",morning,st30/60/0,False
