per_day,total,sharpe,maxDD,pos_yrs,n_yrs,n,worst_yr,tf,sig,p,sess,exit,flip
16.6,8607.0,1.03,3135.0,3,4,544,-2144.0,5min,zmom,"(60, 2.5)",morning,trail0/0/5.0,False
-12.1,-2858.0,-0.73,7022.0,2,4,237,-5257.0,5min,zmom,"(60, 2.5)",afternoon,eod0/0/0,False
-10.4,-2465.0,-0.69,6188.0,2,4,237,-4423.0,5min,zmom,"(60, 2.5)",afternoon,eod0/0/0,True
-21.3,-5121.0,-6.84,5261.0,0,4,793,-2597.0,5min,zmom,"(60, 2.5)",afternoon,st10/20/0,False
-11.5,-2776.0,-2.68,3395.0,1,4,674,-1906.0,5min,zmom,"(60, 2.5)",afternoon,st10/40/0,False
-6.9,-1648.0,-1.35,3286.0,2,4,602,-2311.0,5min,zmom,"(60, 2.5)",afternoon,st10/60/0,False
-21.0,-5045.0,-4.82,5637.0,1,4,713,-3080.0,5min,zmom,"(60, 2.5)",afternoon,st20/20/0,False
-8.0,-1939.0,-1.38,2983.0,1,4,581,-1883.0,5min,zmom,"(60, 2.5)",afternoon,st20/40/0,False
-4.0,-966.0,-0.59,3286.0,2,4,493,-2060.0,5min,zmom,"(60, 2.5)",afternoon,st20/60/0,False
-19.9,-4764.0,-3.9,5553.0,1,4,665,-3141.0,5min,zmom,"(60, 2.5)",afternoon,st30/20/0,False
-7.4,-1783.0,-1.1,3468.0,2,4,535,-2223.0,5min,zmom,"(60, 2.5)",afternoon,st30/40/0,False
-6.2,-1485.0,-0.82,3740.0,2,4,448,-2405.0,5min,zmom,"(60, 2.5)",afternoon,st30/60/0,False
-16.0,-3799.0,-1.73,5065.0,1,4,332,-2546.0,5min,zmom,"(60, 2.5)",afternoon,trail0/0/2.0,False
-10.6,-2516.0,-0.81,4680.0,2,4,267,-1799.0,5min,zmom,"(60, 2.5)",afternoon,trail0/0/3.0,False
-7.7,-1820.0,-0.56,5670.0,2,4,242,-3107.0,5min,zmom,"(60, 2.5)",afternoon,trail0/0/5.0,False
-8.2,-6754.0,-0.25,14068.0,0,4,821,-2481.0,5min,zmom,"(60, 2.5)",full,eod0/0/0,False
-6.5,-4562.0,-0.31,8914.0,1,4,822,-4070.0,5min,zmom,"(60, 2.5)",full,eod0/0/0,True
-55.7,-45813.0,-8.97,45755.0,0,4,9239,-20457.0,5min,zmom,"(60, 2.5)",full,st10/20/0,False
-27.6,-22625.0,-3.57,23329.0,0,4,7389,-12305.0,5min,zmom,"(60, 2.5)",full,st10/40/0,False
-18.4,-15081.0,-2.06,16711.0,0,4,6452,-9934.0,5min,zmom,"(60, 2.5)",full,st10/60/0,False
-51.6,-42449.0,-6.39,42529.0,0,4,7984,-19598.0,5min,zmom,"(60, 2.5)",full,st20/20/0,False
-20.5,-16832.0,-2.12,18559.0,1,4,6033,-10083.0,5min,zmom,"(60, 2.5)",full,st20/40/0,False
-7.5,-6159.0,-0.69,8774.0,2,4,5087,-5572.0,5min,zmom,"(60, 2.5)",full,st20/60/0,False
-48.7,-40162.0,-5.12,40222.0,0,4,7356,-18387.0,5min,zmom,"(60, 2.5)",full,st30/20/0,False
-19.0,-15545.0,-1.68,17535.0,1,4,5396,-9190.0,5min,zmom,"(60, 2.5)",full,st30/40/0,False
-9.5,-7712.0,-0.73,9307.0,1,4,4499,-6705.0,5min,zmom,"(60, 2.5)",full,st30/60/0,False
-63.5,-52122.0,-4.26,52059.0,0,4,4098,-23060.0,5min,zmom,"(60, 2.5)",full,trail0/0/2.0,False
-19.7,-16105.0,-0.96,16730.0,0,4,2924,-9867.0,5min,zmom,"(60, 2.5)",full,trail0/0/3.0,False
-1.1,-930.0,-0.04,10830.0,2,4,2145,-5686.0,5min,zmom,"(60, 2.5)",full,trail0/0/5.0,False
4.6,2889.0,0.21,8776.0,3,4,632,-5070.0,5min,pdhl,(),rth,eod0/0/0,False
7.3,4584.0,0.36,7656.0,2,4,632,-2880.0,5min,pdhl,(),rth,eod0/0/0,True
-120.4,-82616.0,-10.11,82598.0,0,4,18810,-38205.0,5min,pdhl,(),rth,st10/20/0,False
-66.1,-45419.0,-5.72,45401.0,0,4,13167,-21936.0,5min,pdhl,(),rth,st10/40/0,False
-51.2,-35187.0,-4.19,35252.0,0,4,10500,-18397.0,5min,pdhl,(),rth,st10/60/0,False
-96.8,-66602.0,-6.85,66589.0,0,4,13699,-33077.0,5min,pdhl,(),rth,st20/20/0,False
-48.2,-33148.0,-3.63,33468.0,0,4,8995,-18149.0,5min,pdhl,(),rth,st20/40/0,False
-33.5,-22983.0,-2.45,23996.0,0,4,6851,-15025.0,5min,pdhl,(),rth,st20/60/0,False
-76.7,-52878.0,-4.89,52942.0,0,4,10987,-28860.0,5min,pdhl,(),rth,st30/20/0,False
-38.9,-26806.0,-2.63,27504.0,0,4,6943,-17045.0,5min,pdhl,(),rth,st30/40/0,False
-27.0,-18547.0,-1.88,19828.0,0,4,5228,-14069.0,5min,pdhl,(),rth,st30/60/0,False
-52.5,-35994.0,-3.23,37521.0,0,4,3675,-17091.0,5min,pdhl,(),rth,trail0/0/2.0,False
-14.0,-9487.0,-0.77,11129.0,1,4,1897,-6478.0,5min,pdhl,(),rth,trail0/0/3.0,False
-2.4,-1610.0,-0.13,9733.0,1,4,1063,-3845.0,5min,pdhl,(),rth,trail0/0/5.0,False
2.9,1672.0,0.2,5987.0,2,4,572,-3169.0,5min,pdhl,(),morning,eod0/0/0,False
1.8,1013.0,0.12,6153.0,2,4,572,-3517.0,5min,pdhl,(),morning,eod0/0/0,True
-77.4,-44260.0,-9.36,44355.0,0,4,9597,-21054.0,5min,pdhl,(),morning,st10/20/0,False
-42.4,-24265.0,-4.94,24469.0,0,4,7028,-12909.0,5min,pdhl,(),morning,st10/40/0,False
-32.3,-18485.0,-3.51,18732.0,0,4,5672,-10486.0,5min,pdhl,(),morning,st10/60/0,False
-66.3,-37904.0,-6.28,38116.0,0,4,7261,-19715.0,5min,pdhl,(),morning,st20/20/0,False
-34.9,-19964.0,-3.31,20192.0,0,4,4930,-12495.0,5min,pdhl,(),morning,st20/40/0,False
-24.6,-14083.0,-2.26,14517.0,0,4,3852,-10302.0,5min,pdhl,(),morning,st20/60/0,False
-53.0,-30320.0,-4.48,30522.0,0,4,5945,-17036.0,5min,pdhl,(),morning,st30/20/0,False
-26.2,-14966.0,-2.25,15241.0,0,4,3845,-11331.0,5min,pdhl,(),morning,st30/40/0,False
-19.2,-10967.0,-1.66,11156.0,1,4,2958,-9730.0,5min,pdhl,(),morning,st30/60/0,False
-31.3,-17885.0,-2.56,19124.0,0,4,1787,-10344.0,5min,pdhl,(),morning,trail0/0/2.0,False
-7.5,-4311.0,-0.56,6712.0,2,4,1033,-5875.0,5min,pdhl,(),morning,trail0/0/3.0,False
-0.1,-66.0,-0.01,4340.0,2,4,691,-2570.0,5min,pdhl,(),morning,trail0/0/5.0,False
1.9,1080.0,0.12,4277.0,2,4,572,-366.0,5min,pdhl,(),afternoon,eod0/0/0,False
2.6,1513.0,0.18,4302.0,2,4,572,-439.0,5min,pdhl,(),afternoon,eod0/0/0,True
-61.8,-38619.0,-8.21,38566.0,0,4,9349,-16952.0,5min,pdhl,(),afternoon,st10/20/0,False
-36.7,-22970.0,-4.49,22938.0,0,4,6462,-9674.0,5min,pdhl,(),afternoon,st10/40/0,False
-28.1,-17547.0,-3.2,17728.0,0,4,5239,-8060.0,5min,pdhl,(),afternoon,st10/60/0,False
-45.7,-28643.0,-5.18,28507.0,0,4,6646,-13269.0,5min,pdhl,(),afternoon,st20/20/0,False
-21.9,-13704.0,-2.39,13880.0,0,4,4346,-5717.0,5min,pdhl,(),afternoon,st20/40/0,False
-15.5,-9665.0,-1.64,10757.0,0,4,3360,-5057.0,5min,pdhl,(),afternoon,st20/60/0,False
-36.8,-23022.0,-3.74,23079.0,0,4,5294,-11708.0,5min,pdhl,(),afternoon,st30/20/0,False
-19.6,-12238.0,-1.96,13231.0,0,4,3396,-5707.0,5min,pdhl,(),afternoon,st30/40/0,False
-13.3,-8267.0,-1.3,10430.0,0,4,2602,-4944.0,5min,pdhl,(),afternoon,st30/60/0,False
-31.2,-19490.0,-2.59,19814.0,0,4,2203,-7127.0,5min,pdhl,(),afternoon,trail0/0/2.0,False
-9.4,-5706.0,-0.69,6855.0,0,4,1219,-3341.0,5min,pdhl,(),afternoon,trail0/0/3.0,False
-2.9,-1699.0,-0.2,6862.0,1,4,746,-2081.0,5min,pdhl,(),afternoon,trail0/0/5.0,False
-12.0,-8241.0,-0.37,22701.0,1,4,686,-13979.0,5min,pdhl,(),full,eod0/0/0,False
-10.1,-6404.0,-0.35,17399.0,1,4,686,-7436.0,5min,pdhl,(),full,eod0/0/0,True
-167.0,-138474.0,-10.25,138478.0,0,4,34713,-58303.0,5min,pdhl,(),full,st10/20/0,False
-89.6,-74358.0,-6.17,74358.0,0,4,23536,-32499.0,5min,pdhl,(),full,st10/40/0,False
-66.1,-54831.0,-4.43,54860.0,0,4,18439,-26452.0,5min,pdhl,(),full,st10/60/0,False
-131.1,-109045.0,-7.01,109060.0,0,4,24425,-49799.0,5min,pdhl,(),full,st20/20/0,False
-67.2,-55953.0,-4.04,56031.0,0,4,15671,-26318.0,5min,pdhl,(),full,st20/40/0,False
-45.6,-37857.0,-2.69,38105.0,0,4,11850,-21258.0,5min,pdhl,(),full,st20/60/0,False
-102.6,-85577.0,-5.18,85788.0,0,4,19366,-41256.0,5min,pdhl,(),full,st30/20/0,False
-52.1,-43444.0,-2.82,43522.0,0,4,11983,-21910.0,5min,pdhl,(),full,st30/40/0,False
-33.7,-28073.0,-1.88,29233.0,0,4,8940,-17565.0,5min,pdhl,(),full,st30/60/0,False
-117.1,-97095.0,-6.29,97502.0,0,4,10028,-39302.0,5min,pdhl,(),full,trail0/0/2.0,False
-43.6,-36269.0,-2.11,38029.0,0,4,4820,-15330.0,5min,pdhl,(),full,trail0/0/3.0,False
-15.2,-12460.0,-0.66,14731.0,1,4,2234,-5939.0,5min,pdhl,(),full,trail0/0/5.0,False
33.0,25569.0,1.38,6369.0,4,4,774,3470.0,5min,keltbreak,"(20, 1.0)",rth,eod0/0/0,False
18.1,14001.0,1.09,2923.0,4,4,774,712.0,5min,keltbreak,"(20, 1.0)",rth,eod0/0/0,True
-102.9,-84717.0,-11.48,84639.0,0,4,17454,-36235.0,5min,keltbreak,"(20, 1.0)",rth,st10/20/0,False
-49.2,-40667.0,-5.03,40891.0,0,4,13037,-16658.0,5min,keltbreak,"(20, 1.0)",rth,st10/40/0,False
-35.6,-29618.0,-3.28,30448.0,0,4,10857,-12795.0,5min,keltbreak,"(20, 1.0)",rth,st10/60/0,False
-89.4,-74438.0,-7.72,74535.0,0,4,13878,-33432.0,5min,keltbreak,"(20, 1.0)",rth,st20/20/0,False
-37.5,-31281.0,-3.12,31389.0,0,4,9751,-14143.0,5min,keltbreak,"(20, 1.0)",rth,st20/40/0,False
-23.5,-19805.0,-1.83,21386.0,1,4,7794,-10404.0,5min,keltbreak,"(20, 1.0)",rth,st20/60/0,False
-73.6,-62109.0,-5.81,62041.0,0,4,12024,-28870.0,5min,keltbreak,"(20, 1.0)",rth,st30/20/0,False
-28.1,-23834.0,-2.11,24007.0,0,4,8154,-11193.0,5min,keltbreak,"(20, 1.0)",rth,st30/40/0,False
-20.5,-17340.0,-1.45,19007.0,1,4,6342,-8796.0,5min,keltbreak,"(20, 1.0)",rth,st30/60/0,False
-51.4,-42636.0,-3.02,44240.0,0,4,4391,-15962.0,5min,keltbreak,"(20, 1.0)",rth,trail0/0/2.0,False
-8.5,-7204.0,-0.41,9179.0,1,4,2714,-4222.0,5min,keltbreak,"(20, 1.0)",rth,trail0/0/3.0,False
9.8,8211.0,0.45,7718.0,3,4,1572,-1651.0,5min,keltbreak,"(20, 1.0)",rth,trail0/0/5.0,False
14.3,11102.0,0.84,3520.0,4,4,774,201.0,5min,keltbreak,"(20, 1.0)",morning,eod0/0/0,False
19.4,15046.0,1.35,2928.0,4,4,774,703.0,5min,keltbreak,"(20, 1.0)",morning,eod0/0/0,True
-62.0,-48034.0,-9.6,48010.0,0,4,9385,-20931.0,5min,keltbreak,"(20, 1.0)",morning,st10/20/0,False
-29.3,-22682.0,-3.94,22952.0,0,4,7194,-10301.0,5min,keltbreak,"(20, 1.0)",morning,st10/40/0,False
-20.7,-16010.0,-2.47,16206.0,0,4,6052,-7818.0,5min,keltbreak,"(20, 1.0)",morning,st10/60/0,False
-52.8,-40958.0,-6.3,41238.0,0,4,7591,-19087.0,5min,keltbreak,"(20, 1.0)",morning,st20/20/0,False
-17.4,-13507.0,-1.93,14226.0,0,4,5433,-7867.0,5min,keltbreak,"(20, 1.0)",morning,st20/40/0,False
-7.0,-5439.0,-0.72,7497.0,1,4,4406,-4762.0,5min,keltbreak,"(20, 1.0)",morning,st20/60/0,False
-40.6,-31493.0,-4.41,32246.0,0,4,6615,-15310.0,5min,keltbreak,"(20, 1.0)",morning,st30/20/0,False
-8.7,-6726.0,-0.88,7527.0,0,4,4584,-3935.0,5min,keltbreak,"(20, 1.0)",morning,st30/40/0,False
-2.9,-2231.0,-0.27,5231.0,3,4,3615,-3149.0,5min,keltbreak,"(20, 1.0)",morning,st30/60/0,False
-17.8,-13765.0,-1.46,15582.0,0,4,2235,-5876.0,5min,keltbreak,"(20, 1.0)",morning,trail0/0/2.0,False
9.7,7498.0,0.66,3372.0,3,4,1503,-794.0,5min,keltbreak,"(20, 1.0)",morning,trail0/0/3.0,False
21.8,16921.0,1.44,3006.0,3,4,1041,-317.0,5min,keltbreak,"(20, 1.0)",morning,trail0/0/5.0,False
-0.2,-155.0,-0.01,6240.0,2,4,753,-2788.0,5min,keltbreak,"(20, 1.0)",afternoon,eod0/0/0,False
-1.7,-1286.0,-0.15,6270.0,2,4,753,-3226.0,5min,keltbreak,"(20, 1.0)",afternoon,eod0/0/0,True
-46.3,-37080.0,-8.12,37113.0,0,4,8190,-15183.0,5min,keltbreak,"(20, 1.0)",afternoon,st10/20/0,False
-23.4,-18872.0,-3.51,19462.0,0,4,6088,-6672.0,5min,keltbreak,"(20, 1.0)",afternoon,st10/40/0,False
-16.9,-13678.0,-2.28,15527.0,0,4,5122,-5917.0,5min,keltbreak,"(20, 1.0)",afternoon,st10/60/0,False
-41.6,-33728.0,-5.67,33747.0,0,4,6446,-13956.0,5min,keltbreak,"(20, 1.0)",afternoon,st20/20/0,False
-24.2,-19628.0,-3.0,19707.0,0,4,4571,-6662.0,5min,keltbreak,"(20, 1.0)",afternoon,st20/40/0,False
-21.0,-17178.0,-2.42,17557.0,0,4,3723,-6214.0,5min,keltbreak,"(20, 1.0)",afternoon,st20/60/0,False
-39.1,-31877.0,-4.64,31879.0,0,4,5613,-13987.0,5min,keltbreak,"(20, 1.0)",afternoon,st30/20/0,False
-23.0,-18823.0,-2.49,19244.0,0,4,3853,-7282.0,5min,keltbreak,"(20, 1.0)",afternoon,st30/40/0,False
-21.4,-17451.0,-2.18,18613.0,0,4,3074,-6783.0,5min,keltbreak,"(20, 1.0)",afternoon,st30/60/0,False
-36.8,-29637.0,-3.14,30213.0,0,4,2491,-11384.0,5min,keltbreak,"(20, 1.0)",afternoon,trail0/0/2.0,False
-20.3,-16429.0,-1.39,17394.0,0,4,1668,-6868.0,5min,keltbreak,"(20, 1.0)",afternoon,trail0/0/3.0,False
-1.8,-1422.0,-0.13,10474.0,2,4,1058,-5058.0,5min,keltbreak,"(20, 1.0)",afternoon,trail0/0/5.0,False
-14.1,-13209.0,-0.44,31290.0,2,4,935,-12024.0,5min,keltbreak,"(20, 1.0)",full,eod0/0/0,False
3.9,3195.0,0.51,2320.0,2,4,936,-534.0,5min,keltbreak,"(20, 1.0)",full,eod0/0/0,True
-189.1,-175709.0,-11.79,175757.0,0,4,44487,-76188.0,5min,keltbreak,"(20, 1.0)",full,st10/20/0,False
-96.6,-89304.0,-6.5,89636.0,0,4,31759,-41679.0,5min,keltbreak,"(20, 1.0)",full,st10/40/0,False
-63.5,-58470.0,-3.95,59041.0,0,4,25953,-30995.0,5min,keltbreak,"(20, 1.0)",full,st10/60/0,False
-152.1,-140708.0,-7.78,140533.0,0,4,33862,-65340.0,5min,keltbreak,"(20, 1.0)",full,st20/20/0,False
-72.7,-66898.0,-3.94,68060.0,0,4,22728,-35071.0,5min,keltbreak,"(20, 1.0)",full,st20/40/0,False
-36.2,-33300.0,-1.89,36373.0,1,4,17832,-21022.0,5min,keltbreak,"(20, 1.0)",full,st20/60/0,False
-125.2,-115909.0,-5.89,115777.0,0,4,28682,-57525.0,5min,keltbreak,"(20, 1.0)",full,st30/20/0,False
-52.6,-48714.0,-2.6,49480.0,0,4,18512,-24531.0,5min,keltbreak,"(20, 1.0)",full,st30/40/0,False
-28.7,-26417.0,-1.39,28365.0,0,4,14223,-13390.0,5min,keltbreak,"(20, 1.0)",full,st30/60/0,False
-180.1,-166457.0,-8.17,166098.0,0,4,17784,-61891.0,5min,keltbreak,"(20, 1.0)",full,trail0/0/2.0,False
-63.2,-57912.0,-2.24,58010.0,0,4,9998,-24317.0,5min,keltbreak,"(20, 1.0)",full,trail0/0/3.0,False
-9.1,-8341.0,-0.3,20668.0,2,4,4700,-11418.0,5min,keltbreak,"(20, 1.0)",full,trail0/0/5.0,False
32.6,25069.0,1.45,6400.0,4,4,769,3664.0,5min,keltbreak,"(20, 1.5)",rth,eod0/0/0,False
21.7,16713.0,1.18,4511.0,4,4,769,672.0,5min,keltbreak,"(20, 1.5)",rth,eod0/0/0,True
-65.0,-51654.0,-9.59,51658.0,0,4,10240,-22943.0,5min,keltbreak,"(20, 1.5)",rth,st10/20/0,False
-33.3,-26690.0,-4.25,26822.0,0,4,7907,-12975.0,5min,keltbreak,"(20, 1.5)",rth,st10/40/0,False
-23.2,-18666.0,-2.64,19238.0,0,4,6670,-8882.0,5min,keltbreak,"(20, 1.5)",rth,st10/60/0,False
-58.2,-46559.0,-6.67,46725.0,0,4,8433,-22619.0,5min,keltbreak,"(20, 1.5)",rth,st20/20/0,False
-24.7,-19946.0,-2.55,20070.0,0,4,6150,-9753.0,5min,keltbreak,"(20, 1.5)",rth,st20/40/0,False
-18.1,-14716.0,-1.72,15428.0,0,4,5054,-7917.0,5min,keltbreak,"(20, 1.5)",rth,st20/60/0,False
-48.5,-39256.0,-4.98,39334.0,0,4,7552,-19540.0,5min,keltbreak,"(20, 1.5)",rth,st30/20/0,False
-15.7,-12823.0,-1.41,12995.0,0,4,5334,-7609.0,5min,keltbreak,"(20, 1.5)",rth,st30/40/0,False
-11.2,-9094.0,-0.93,10198.0,0,4,4287,-5896.0,5min,keltbreak,"(20, 1.5)",rth,st30/60/0,False
-34.6,-27816.0,-2.47,29401.0,0,4,2916,-10564.0,5min,keltbreak,"(20, 1.5)",rth,trail0/0/2.0,False
0.5,415.0,0.03,5148.0,1,4,1962,-1407.0,5min,keltbreak,"(20, 1.5)",rth,trail0/0/3.0,False
9.3,7617.0,0.44,7165.0,3,4,1401,-934.0,5min,keltbreak,"(20, 1.5)",rth,trail0/0/5.0,False
17.1,12714.0,1.09,2937.0,4,4,743,1415.0,5min,keltbreak,"(20, 1.5)",morning,eod0/0/0,False
20.6,15275.0,1.4,2817.0,4,4,743,777.0,5min,keltbreak,"(20, 1.5)",morning,eod0/0/0,True
-38.8,-28850.0,-8.09,28904.0,0,4,5516,-12865.0,5min,keltbreak,"(20, 1.5)",morning,st10/20/0,False
-19.4,-14405.0,-3.4,14801.0,0,4,4332,-7756.0,5min,keltbreak,"(20, 1.5)",morning,st10/40/0,False
-13.5,-10060.0,-2.04,10582.0,0,4,3669,-4967.0,5min,keltbreak,"(20, 1.5)",morning,st10/60/0,False
-36.3,-26945.0,-5.79,27250.0,0,4,4591,-13448.0,5min,keltbreak,"(20, 1.5)",morning,st20/20/0,False
-14.7,-10921.0,-2.15,11591.0,0,4,3388,-5912.0,5min,keltbreak,"(20, 1.5)",morning,st20/40/0,False
-9.2,-6850.0,-1.21,7902.0,1,4,2819,-4832.0,5min,keltbreak,"(20, 1.5)",morning,st20/60/0,False
-29.1,-21604.0,-4.14,22092.0,0,4,4105,-10974.0,5min,keltbreak,"(20, 1.5)",morning,st30/20/0,False
-7.6,-5611.0,-0.97,6277.0,1,4,2940,-4256.0,5min,keltbreak,"(20, 1.5)",morning,st30/40/0,False
-4.3,-3230.0,-0.5,4728.0,2,4,2405,-4343.0,5min,keltbreak,"(20, 1.5)",morning,st30/60/0,False
-13.1,-9735.0,-1.22,11614.0,0,4,1511,-4244.0,5min,keltbreak,"(20, 1.5)",morning,trail0/0/2.0,False
12.1,8977.0,0.9,3680.0,3,4,1102,-726.0,5min,keltbreak,"(20, 1.5)",morning,trail0/0/3.0,False
20.8,15444.0,1.44,3663.0,4,4,912,301.0,5min,keltbreak,"(20, 1.5)",morning,trail0/0/5.0,False
4.3,3071.0,0.29,7590.0,2,4,716,-3589.0,5min,keltbreak,"(20, 1.5)",afternoon,eod0/0/0,False
-3.6,-2573.0,-0.29,8897.0,1,4,716,-4134.0,5min,keltbreak,"(20, 1.5)",afternoon,eod0/0/0,True
-31.2,-23136.0,-7.03,23138.0,0,4,4775,-10116.0,5min,keltbreak,"(20, 1.5)",afternoon,st10/20/0,False
-16.5,-12358.0,-3.06,12634.0,0,4,3683,-5348.0,5min,keltbreak,"(20, 1.5)",afternoon,st10/40/0,False
-12.3,-9242.0,-2.06,10230.0,0,4,3166,-4184.0,5min,keltbreak,"(20, 1.5)",afternoon,st10/60/0,False
-26.7,-19924.0,-4.65,19910.0,0,4,3933,-9140.0,5min,keltbreak,"(20, 1.5)",afternoon,st20/20/0,False
-11.9,-8959.0,-1.8,9019.0,0,4,2878,-4195.0,5min,keltbreak,"(20, 1.5)",afternoon,st20/40/0,False
-10.6,-7984.0,-1.49,8235.0,0,4,2406,-2632.0,5min,keltbreak,"(20, 1.5)",afternoon,st20/60/0,False
-24.2,-18193.0,-3.68,18120.0,0,4,3548,-8866.0,5min,keltbreak,"(20, 1.5)",afternoon,st30/20/0,False
-9.3,-7019.0,-1.21,8477.0,0,4,2526,-4144.0,5min,keltbreak,"(20, 1.5)",afternoon,st30/40/0,False
-8.2,-6192.0,-1.0,6757.0,0,4,2073,-1972.0,5min,keltbreak,"(20, 1.5)",afternoon,st30/60/0,False
-24.3,-18130.0,-2.5,18392.0,0,4,1616,-5988.0,5min,keltbreak,"(20, 1.5)",afternoon,trail0/0/2.0,False
-13.5,-10063.0,-1.03,10307.0,0,4,1170,-4738.0,5min,keltbreak,"(20, 1.5)",afternoon,trail0/0/3.0,False
-3.7,-2714.0,-0.27,9750.0,1,4,911,-4229.0,5min,keltbreak,"(20, 1.5)",afternoon,trail0/0/5.0,False
-19.5,-18065.0,-0.6,35900.0,1,4,926,-18081.0,5min,keltbreak,"(20, 1.5)",full,eod0/0/0,False
2.2,1748.0,0.22,7175.0,1,4,927,-2001.0,5min,keltbreak,"(20, 1.5)",full,eod0/0/0,True
-127.1,-116402.0,-10.69,116649.0,0,4,28159,-51146.0,5min,keltbreak,"(20, 1.5)",full,st10/20/0,False
-66.6,-60647.0,-5.43,61001.0,0,4,20837,-27957.0,5min,keltbreak,"(20, 1.5)",full,st10/40/0,False
-47.3,-42893.0,-3.54,43345.0,0,4,17475,-22847.0,5min,keltbreak,"(20, 1.5)",full,st10/60/0,False
-102.1,-92699.0,-7.0,92672.0,0,4,22554,-45541.0,5min,keltbreak,"(20, 1.5)",full,st20/20/0,False
-49.5,-44645.0,-3.28,46623.0,0,4,15707,-24707.0,5min,keltbreak,"(20, 1.5)",full,st20/40/0,False
-29.2,-26166.0,-1.83,30441.0,1,4,12652,-18495.0,5min,keltbreak,"(20, 1.5)",full,st20/60/0,False
-83.3,-75432.0,-5.15,75589.0,0,4,19918,-38843.0,5min,keltbreak,"(20, 1.5)",full,st30/20/0,False
-37.8,-34008.0,-2.25,35357.0,0,4,13397,-19431.0,5min,keltbreak,"(20, 1.5)",full,st30/40/0,False
-19.7,-17548.0,-1.08,21164.0,1,4,10543,-14329.0,5min,keltbreak,"(20, 1.5)",full,st30/60/0,False
-128.1,-116663.0,-7.2,116485.0,0,4,12164,-46882.0,5min,keltbreak,"(20, 1.5)",full,trail0/0/2.0,False
-45.0,-40206.0,-1.81,40801.0,0,4,7566,-18645.0,5min,keltbreak,"(20, 1.5)",full,trail0/0/3.0,False
-9.2,-8285.0,-0.3,19806.0,1,4,4334,-7762.0,5min,keltbreak,"(20, 1.5)",full,trail0/0/5.0,False
20.3,14590.0,0.95,7042.0,4,4,718,390.0,5min,keltbreak,"(20, 2.0)",rth,eod0/0/0,False
21.5,15447.0,1.11,4745.0,3,4,718,-485.0,5min,keltbreak,"(20, 2.0)",rth,eod0/0/0,True
-36.5,-26759.0,-7.49,26812.0,0,4,5372,-12189.0,5min,keltbreak,"(20, 2.0)",rth,st10/20/0,False
-16.4,-12083.0,-2.79,12596.0,0,4,4259,-6072.0,5min,keltbreak,"(20, 2.0)",rth,st10/40/0,False
-11.2,-8266.0,-1.64,8923.0,1,4,3685,-4930.0,5min,keltbreak,"(20, 2.0)",rth,st10/60/0,False
-35.9,-26390.0,-5.51,26723.0,0,4,4614,-13542.0,5min,keltbreak,"(20, 2.0)",rth,st20/20/0,False
-16.0,-11799.0,-2.16,12476.0,0,4,3480,-6484.0,5min,keltbreak,"(20, 2.0)",rth,st20/40/0,False
-9.3,-6898.0,-1.13,7632.0,0,4,2924,-4196.0,5min,keltbreak,"(20, 2.0)",rth,st20/60/0,False
-31.6,-23397.0,-4.08,23702.0,0,4,4259,-13145.0,5min,keltbreak,"(20, 2.0)",rth,st30/20/0,False
-12.4,-9232.0,-1.4,9697.0,1,4,3119,-6233.0,5min,keltbreak,"(20, 2.0)",rth,st30/40/0,False
-6.6,-4919.0,-0.69,5155.0,1,4,2574,-3212.0,5min,keltbreak,"(20, 2.0)",rth,st30/60/0,False
-21.9,-16232.0,-1.95,18025.0,0,4,1786,-5858.0,5min,keltbreak,"(20, 2.0)",rth,trail0/0/2.0,False
8.5,6321.0,0.53,5035.0,3,4,1310,-1673.0,5min,keltbreak,"(20, 2.0)",rth,trail0/0/3.0,False
7.2,5324.0,0.37,6032.0,3,4,1090,-1932.0,5min,keltbreak,"(20, 2.0)",rth,trail0/0/5.0,False
18.9,11192.0,1.23,3035.0,3,4,592,-10.0,5min,keltbreak,"(20, 2.0)",morning,eod0/0/0,False
21.4,12695.0,1.43,2740.0,3,4,592,-99.0,5min,keltbreak,"(20, 2.0)",morning,eod0/0/0,True
-27.8,-16449.0,-7.47,16442.0,0,4,2889,-6722.0,5min,keltbreak,"(20, 2.0)",morning,st10/20/0,False
-13.7,-8092.0,-3.08,8285.0,0,4,2335,-3487.0,5min,keltbreak,"(20, 2.0)",morning,st10/40/0,False
-8.1,-4799.0,-1.5,5240.0,0,4,2043,-2267.0,5min,keltbreak,"(20, 2.0)",morning,st10/60/0,False
-26.0,-15420.0,-5.23,15869.0,0,4,2486,-7835.0,5min,keltbreak,"(20, 2.0)",morning,st20/20/0,False
-12.6,-7436.0,-2.22,8090.0,0,4,1909,-4038.0,5min,keltbreak,"(20, 2.0)",morning,st20/40/0,False
-5.3,-3149.0,-0.81,3740.0,0,4,1631,-2445.0,5min,keltbreak,"(20, 2.0)",morning,st20/60/0,False
-20.5,-12141.0,-3.48,12767.0,0,4,2294,-6466.0,5min,keltbreak,"(20, 2.0)",morning,st30/20/0,False
-8.3,-4916.0,-1.24,5254.0,1,4,1701,-2579.0,5min,keltbreak,"(20, 2.0)",morning,st30/40/0,False
-1.8,-1081.0,-0.24,2625.0,1,4,1425,-1249.0,5min,keltbreak,"(20, 2.0)",morning,st30/60/0,False
