name,trades,trades_per_day,wr,net,per_day,per_trade,max_dd,worst_day,best_day,sharpe,n_days,pos_d,neg_d
D02_DEM_lk20_75_s4t12,972,69.4,0.1831,-4966.22,-354.73,-5.109,4988.31,-680.92,-3.21,-1.966,13,0,13
D01_CHP_lk10_ci55_s4t12,908,64.9,0.1718,-5013.64,-358.12,-5.522,5013.64,-662.71,-4.89,-2.046,13,0,13
C01_OFFTOUCH_off10_imp5_s10t20,1953,139.5,0.3682,-5024.54,-358.90,-2.573,5113.82,-829.07,-52.70,-1.322,13,0,13
D08_RF_lk30_k15_flw,1030,73.6,0.1922,-5055.50,-361.11,-4.908,5176.31,-695.84,-10.64,-1.741,13,0,13
D08_RF_lk20_k20_fade,956,68.3,0.1778,-5093.59,-363.83,-5.328,5137.01,-656.96,13.38,-2.071,13,1,12
D03_CCI_lk14_h150_s5t15,1092,78.0,0.2179,-5114.42,-365.32,-4.684,5170.60,-819.79,18.25,-1.345,13,1,12
D12_HA2_fade_s5t15,1058,75.6,0.2117,-5116.29,-365.45,-4.836,5118.56,-711.01,-46.92,-1.840,13,0,13
D13_FI_lk13_z15_flw,979,69.9,0.1675,-5492.53,-392.32,-5.610,5514.89,-771.72,-36.64,-1.956,13,0,13
D13_FI_lk10_z15_flw,982,70.1,0.1701,-5520.37,-394.31,-5.622,5542.46,-747.99,-32.46,-1.880,13,0,13
D13_FI_lk21_z15_flw,884,63.1,0.1505,-5542.71,-395.91,-6.270,5565.07,-788.47,-21.55,-1.948,13,0,13
D05_KER_lk10_er50_fade,1233,88.1,0.2003,-5549.54,-396.40,-4.501,5582.81,-818.23,31.16,-1.737,13,1,12
D03_CCI_lk20_h150_s4t12,1137,81.2,0.1865,-5616.27,-401.16,-4.940,5660.45,-834.50,11.32,-1.644,13,1,12
D03_CCI_lk14_h150_s4t12,1134,81.0,0.1869,-5621.51,-401.54,-4.957,5654.78,-728.63,10.85,-1.624,13,1,12
D08_RF_lk20_k15_flw,1113,79.5,0.1779,-5894.61,-421.04,-5.296,5925.15,-686.18,-44.63,-2.322,13,0,13
D12_HA2_fade_s4t12,1112,79.4,0.1781,-5920.45,-422.89,-5.324,5953.72,-822.36,-48.99,-2.177,13,0,13
D07_SRSI_r14_s14_flw,1225,87.5,0.1918,-5992.58,-428.04,-4.892,6070.57,-740.85,17.20,-1.838,13,1,12
D08_RF_lk30_k15_fade,1135,81.1,0.1753,-6110.95,-436.50,-5.384,6110.95,-768.69,3.70,-1.986,13,2,11
D02_DEM_lk10_80_s5t15,1345,96.1,0.2164,-6190.98,-442.21,-4.603,6234.25,-792.32,34.90,-1.917,13,1,12
D12_HA2_flw_s5t15,1194,85.3,0.2035,-6241.53,-445.82,-5.227,6256.09,-903.29,-50.74,-2.271,13,0,13
D08_RF_lk20_k15_fade,1184,84.6,0.1791,-6269.14,-447.80,-5.295,6269.14,-806.40,3.69,-2.115,13,1,12
D07_SRSI_r10_s14_fade,1249,89.2,0.1849,-6465.60,-461.83,-5.177,6474.04,-686.56,-21.89,-2.448,13,0,13
D12_HA2_flw_s4t12,1255,89.6,0.1809,-6560.09,-468.58,-5.227,6560.09,-787.52,-55.27,-2.441,13,0,13
D14_CMO_lk10_h50_fade,1368,97.7,0.1915,-6561.88,-468.71,-4.797,6615.86,-982.82,33.81,-1.786,13,1,12
D07_SRSI_r10_s14_flw,1234,88.1,0.1742,-6777.93,-484.14,-5.493,6867.10,-806.87,-27.17,-2.083,13,0,13
D02_DEM_lk10_80_s4t12,1432,102.3,0.1913,-6798.99,-485.64,-4.748,6832.26,-929.93,44.99,-1.966,13,1,12
D02_DEM_lk20_70_s5t15,1457,104.1,0.2128,-6928.49,-494.89,-4.755,6930.76,-1033.09,5.48,-1.584,13,1,12
D02_DEM_lk14_75_s5t15,1343,95.9,0.2003,-7065.51,-504.68,-5.261,7065.51,-1007.92,-34.09,-1.811,13,0,13
D07_SRSI_r14_s14_fade,1237,88.4,0.1649,-7136.66,-509.76,-5.769,7181.38,-973.91,-11.37,-2.029,13,0,13
D07_SRSI_r10_s10_flw,1400,100.0,0.1843,-7182.64,-513.05,-5.130,7280.69,-855.29,-39.35,-2.006,13,0,13
D02_DEM_lk14_75_s4t12,1457,104.1,0.1874,-7220.76,-515.77,-4.956,7242.85,-930.83,-20.32,-2.111,13,0,13
D07_SRSI_r14_s10_flw,1414,101.0,0.1853,-7270.37,-519.31,-5.142,7293.27,-838.82,-49.47,-2.198,13,0,13
D07_SRSI_r10_s10_fade,1419,101.4,0.1825,-7441.80,-531.56,-5.244,7442.07,-785.58,-45.52,-2.469,13,0,13
D14_CMO_lk14_h40_fade,1495,106.8,0.1860,-7474.05,-533.86,-4.999,7529.41,-1000.71,12.16,-1.982,13,1,12
D05_KER_lk10_er50_flw,1281,91.5,0.1546,-7820.90,-558.64,-6.105,7831.23,-1055.49,-36.20,-1.795,13,0,13
D07_SRSI_r14_s10_fade,1451,103.6,0.1688,-8140.57,-581.47,-5.610,8185.02,-1034.48,-9.83,-2.133,13,0,13
D02_DEM_lk20_70_s4t12,1674,119.6,0.1882,-8258.36,-589.88,-4.933,8258.63,-1103.04,-23.65,-1.729,13,0,13
D02_DEM_lk10_75_s5t15,1858,132.7,0.2196,-8275.60,-591.11,-4.454,8318.87,-1114.54,65.36,-1.821,13,1,12
D05_KER_lk20_er30_flw,1624,116.0,0.1847,-8335.67,-595.40,-5.133,8380.39,-973.29,-75.03,-2.213,13,0,13
D05_KER_lk20_er30_fade,1672,119.4,0.1836,-8457.10,-604.08,-5.058,8479.19,-1160.06,-42.83,-1.872,13,0,13
D14_CMO_lk10_h50_flw,1412,100.9,0.1572,-8463.84,-604.56,-5.994,8475.29,-1172.10,-31.65,-1.800,13,0,13
D14_CMO_lk14_h40_flw,1529,109.2,0.1642,-8884.23,-634.59,-5.810,8927.86,-1085.27,-71.62,-2.107,13,0,13
D04_WR_lk21_h-10_fade,1752,125.1,0.1838,-8884.54,-634.61,-5.071,8906.63,-1211.61,-32.19,-1.819,13,0,13
D02_DEM_lk14_70_s5t15,1938,138.4,0.2116,-9145.02,-653.22,-4.719,9175.38,-1282.40,9.04,-1.813,13,1,12
D04_WR_lk21_h-10_flw,1669,119.2,0.1726,-9226.84,-659.06,-5.528,9265.46,-1238.06,-70.02,-1.873,13,0,13
D02_DEM_lk10_75_s4t12,2047,146.2,0.1949,-9540.85,-681.49,-4.661,9574.12,-1193.95,54.29,-1.967,13,1,12
D04_WR_lk14_h-10_fade,1869,133.5,0.1792,-9766.02,-697.57,-5.225,9788.38,-1343.95,-21.28,-1.796,13,0,13
D04_WR_lk10_h-10_fade,1920,137.1,0.1828,-9827.14,-701.94,-5.118,9827.68,-1347.61,0.54,-1.719,13,1,12
D04_WR_lk10_h-10_flw,1805,128.9,0.1723,-10127.18,-723.37,-5.611,10127.18,-1269.24,-32.19,-1.948,13,0,13
D04_WR_lk14_h-10_flw,1767,126.2,0.1641,-10273.74,-733.84,-5.814,10285.01,-1281.85,-76.10,-2.097,13,0,13
D14_CMO_lk10_h40_fade,2095,149.6,0.1881,-10278.93,-734.21,-4.906,10312.47,-1349.64,-33.77,-1.978,13,0,13
D02_DEM_lk14_70_s4t12,2186,156.1,0.1853,-10971.29,-783.66,-5.019,10992.59,-1317.59,-8.21,-2.025,13,0,13
D02_DEM_lk10_70_s5t15,2397,171.2,0.2094,-11542.27,-824.45,-4.815,11572.63,-1380.14,26.63,-1.981,13,1,12
D04_WR_lk21_h-15_fade,2350,167.9,0.1885,-11561.11,-825.79,-4.920,11583.20,-1470.23,-36.00,-1.893,13,0,13
D14_CMO_lk10_h40_flw,2097,149.8,0.1640,-12138.29,-867.02,-5.788,12147.70,-1445.74,-68.93,-2.051,13,0,13
D04_WR_lk14_h-15_fade,2482,177.3,0.1853,-12409.43,-886.39,-5.000,12431.48,-1589.02,-53.47,-1.980,13,0,13
D02_DEM_lk10_70_s4t12,2698,192.7,0.1901,-13058.88,-932.78,-4.840,13092.15,-1570.94,-26.66,-2.087,13,0,13
D04_WR_lk10_h-15_fade,2573,183.8,0.1831,-13176.11,-941.15,-5.121,13198.20,-1676.14,-54.09,-1.916,13,0,13
D05_KER_lk10_er30_fade,2691,192.2,0.1862,-13408.61,-957.76,-4.983,13430.70,-1496.32,-44.72,-2.168,13,0,13
D04_WR_lk21_h-15_flw,2258,161.3,0.1559,-13625.00,-973.21,-6.034,13625.00,-1659.79,-46.57,-2.112,13,0,13
D04_WR_lk14_h-15_flw,2378,169.9,0.1623,-13890.93,-992.21,-5.841,13891.20,-1619.16,-90.47,-2.101,13,0,13
D04_WR_lk10_h-15_flw,2431,173.6,0.1674,-13921.84,-994.42,-5.727,13922.11,-1738.73,-45.06,-1.972,13,0,13
D04_WR_lk21_h-20_fade,2903,207.4,0.1867,-14474.68,-1033.91,-4.986,14497.04,-1681.30,-80.51,-2.069,13,0,13
D04_WR_lk14_h-20_fade,3022,215.9,0.1923,-14537.05,-1038.36,-4.810,14559.41,-1830.68,-97.20,-1.976,13,0,13
D04_WR_lk21_h-20_flw,2794,199.6,0.1757,-15080.90,-1077.21,-5.398,15103.86,-1759.98,-76.30,-2.166,13,0,13
D05_KER_lk10_er30_flw,2698,192.7,0.1660,-15321.54,-1094.40,-5.679,15334.34,-1778.10,-101.62,-2.100,13,0,13
D04_WR_lk10_h-20_fade,3151,225.1,0.1898,-15411.51,-1100.82,-4.891,15433.60,-1980.73,-62.72,-1.921,13,0,13
D04_WR_lk14_h-20_flw,2920,208.6,0.1664,-16585.16,-1184.65,-5.680,16586.51,-1895.68,-53.47,-2.176,13,0,13
D04_WR_lk10_h-20_flw,3014,215.3,0.1659,-17252.64,-1232.33,-5.724,17252.64,-2111.97,-12.68,-2.011,13,0,13
D09_HU_lk32_60-40,4740,338.6,0.1800,-24835.43,-1773.96,-5.240,24844.43,-2727.78,-198.05,-2.345,13,0,13
D09_HU_lk64_60-40,4708,336.3,0.1782,-24936.75,-1781.20,-5.297,24948.20,-2903.74,-155.43,-2.251,13,0,13
D09_HU_lk32_55-45,4779,341.4,0.1797,-25138.70,-1795.62,-5.260,25184.23,-2870.67,-147.39,-2.283,13,0,13
D09_HU_lk96_60-40,4745,338.9,0.1777,-25258.64,-1804.19,-5.323,25258.91,-2736.55,-171.98,-2.299,13,0,13
D09_HU_lk64_55-45,4791,342.2,0.1780,-25385.19,-1813.23,-5.299,25396.64,-2900.66,-167.61,-2.281,13,0,13
D09_HU_lk96_55-45,4759,339.9,0.1769,-25491.42,-1820.82,-5.356,25491.69,-2786.77,-155.49,-2.300,13,0,13
