name,family,tf,trades,trades_wk,sel_usd_wk,blind_usd_wk,sel_total,blind_total,win_pct
R3BO_15min_time20h0_all,R3BO,15min,1129,7.2,63.3,-35.3,5066.0,-2690.0,48.6
R3BO_15min_time20h0_rth,R3BO,15min,701,4.5,67.5,-61.7,5398.0,-4696.0,50.2
R3BO_15min_time20h12_all,R3BO,15min,3118,20.0,43.5,-21.3,3483.0,-1620.0,11.9
R3BO_15min_time20h12_rth,R3BO,15min,2015,12.9,51.2,-55.7,4099.0,-4242.0,10.7
R3BO_15min_time60h0_all,R3BO,15min,577,3.7,60.6,-29.0,4847.0,-2210.0,51.0
R3BO_15min_time60h0_rth,R3BO,15min,469,3.0,107.4,-44.3,8589.0,-3377.0,50.7
R3BO_15min_time60h12_all,R3BO,15min,2476,15.9,72.1,-32.1,5771.0,-2441.0,7.1
R3BO_15min_time60h12_rth,R3BO,15min,1914,12.3,65.9,-49.0,5269.0,-3728.0,7.9
R3BO_15min_time120h0_all,R3BO,15min,376,2.4,87.0,17.9,6960.0,1365.0,52.1
R3BO_15min_time120h0_rth,R3BO,15min,295,1.9,91.4,88.6,7308.0,6744.0,53.9
R3BO_15min_time120h12_all,R3BO,15min,2004,12.8,53.7,-2.4,4298.0,-183.0,4.5
R3BO_15min_time120h12_rth,R3BO,15min,1586,10.2,34.4,-23.6,2756.0,-1793.0,4.5
R3BO_15min_trail2.0h0_all,R3BO,15min,2042,13.1,-172.3,-269.5,-13781.0,-20521.0,33.7
R3BO_15min_trail2.0h0_rth,R3BO,15min,1176,7.5,-94.6,-176.5,-7568.0,-13442.0,33.8
R3BO_15min_trail2.0h12_all,R3BO,15min,3756,24.1,-118.1,-171.6,-9449.0,-13070.0,15.3
R3BO_15min_trail2.0h12_rth,R3BO,15min,2249,14.4,-41.9,-99.0,-3355.0,-7538.0,12.9
R3BO_15min_trail3.5h0_all,R3BO,15min,943,6.0,-14.3,-153.1,-1144.0,-11655.0,36.5
R3BO_15min_trail3.5h0_rth,R3BO,15min,645,4.1,31.2,-105.8,2499.0,-8060.0,39.5
R3BO_15min_trail3.5h12_all,R3BO,15min,2790,17.9,7.6,-61.4,609.0,-4673.0,10.4
R3BO_15min_trail3.5h12_rth,R3BO,15min,1952,12.5,37.9,-70.8,3033.0,-5387.0,10.0
ENGX_15min_time20h0_all,ENGX,15min,733,4.7,26.8,10.0,2142.0,760.0,50.8
ENGX_15min_time20h0_rth,ENGX,15min,313,2.0,-15.2,-37.6,-1213.0,-2864.0,48.9
ENGX_15min_time20h12_all,ENGX,15min,919,5.9,11.7,-38.4,932.0,-2922.0,12.7
ENGX_15min_time20h12_rth,ENGX,15min,379,2.4,7.1,-10.8,570.0,-824.0,11.6
ENGX_15min_time60h0_all,ENGX,15min,531,3.4,22.9,69.2,1836.0,5269.0,50.7
ENGX_15min_time60h0_rth,ENGX,15min,302,1.9,-14.9,0.7,-1195.0,56.0,48.3
ENGX_15min_time60h12_all,ENGX,15min,879,5.6,-5.3,-20.2,-427.0,-1541.0,6.7
ENGX_15min_time60h12_rth,ENGX,15min,376,2.4,-5.5,-14.7,-442.0,-1117.0,8.0
ENGX_15min_time120h0_all,ENGX,15min,363,2.3,112.9,92.8,9033.0,7062.0,52.9
ENGX_15min_time120h0_rth,ENGX,15min,220,1.4,51.5,34.3,4117.0,2610.0,50.5
ENGX_15min_time120h12_all,ENGX,15min,849,5.4,-2.0,-40.5,-158.0,-3085.0,3.8
ENGX_15min_time120h12_rth,ENGX,15min,369,2.4,-2.4,-43.9,-196.0,-3346.0,3.0
ENGX_15min_trail2.0h0_all,ENGX,15min,884,5.7,-72.9,-75.5,-5829.0,-5746.0,33.8
ENGX_15min_trail2.0h0_rth,ENGX,15min,364,2.3,-41.5,-15.1,-3320.0,-1149.0,35.2
ENGX_15min_trail2.0h12_all,ENGX,15min,937,6.0,-46.9,-46.3,-3754.0,-3524.0,16.1
ENGX_15min_trail2.0h12_rth,ENGX,15min,384,2.5,-11.0,-7.5,-878.0,-569.0,14.6
ENGX_15min_trail3.5h0_all,ENGX,15min,739,4.7,-12.7,-144.3,-1012.0,-10985.0,36.9
ENGX_15min_trail3.5h0_rth,ENGX,15min,327,2.1,-18.8,0.2,-1502.0,14.0,41.0
ENGX_15min_trail3.5h12_all,ENGX,15min,906,5.8,-9.5,-68.6,-761.0,-5224.0,11.7
ENGX_15min_trail3.5h12_rth,ENGX,15min,378,2.4,8.8,-16.2,703.0,-1236.0,11.9
SEASMF_15min_time20h0_all,SEASMF,15min,270,1.7,-18.7,57.6,-1495.0,4385.0,47.0
SEASMF_15min_time20h0_rth,SEASMF,15min,270,1.7,-18.7,57.6,-1495.0,4385.0,47.0
SEASMF_15min_time20h12_all,SEASMF,15min,270,1.7,5.5,-11.2,437.0,-851.0,10.0
SEASMF_15min_time20h12_rth,SEASMF,15min,270,1.7,5.5,-11.2,437.0,-851.0,10.0
SEASMF_15min_time60h0_all,SEASMF,15min,270,1.7,-23.4,26.7,-1871.0,2032.0,43.7
SEASMF_15min_time60h0_rth,SEASMF,15min,270,1.7,-23.4,26.7,-1871.0,2032.0,43.7
SEASMF_15min_time60h12_all,SEASMF,15min,270,1.7,6.4,-19.9,513.0,-1513.0,7.8
SEASMF_15min_time60h12_rth,SEASMF,15min,270,1.7,6.4,-19.9,513.0,-1513.0,7.8
SEASMF_15min_time120h0_all,SEASMF,15min,155,1.0,19.6,-48.7,1566.0,-3709.0,48.4
SEASMF_15min_time120h0_rth,SEASMF,15min,155,1.0,19.6,-48.7,1566.0,-3709.0,48.4
SEASMF_15min_time120h12_all,SEASMF,15min,266,1.7,-2.8,-29.4,-223.0,-2240.0,4.5
SEASMF_15min_time120h12_rth,SEASMF,15min,266,1.7,-2.8,-29.4,-223.0,-2240.0,4.5
SEASMF_15min_trail2.0h0_all,SEASMF,15min,270,1.7,-22.7,-9.6,-1817.0,-734.0,38.9
SEASMF_15min_trail2.0h0_rth,SEASMF,15min,270,1.7,-22.7,-9.6,-1817.0,-734.0,38.9
SEASMF_15min_trail2.0h12_all,SEASMF,15min,270,1.7,-1.0,-16.1,-79.0,-1227.0,12.2
SEASMF_15min_trail2.0h12_rth,SEASMF,15min,270,1.7,-1.0,-16.1,-79.0,-1227.0,12.2
SEASMF_15min_trail3.5h0_all,SEASMF,15min,269,1.7,-14.4,62.9,-1149.0,4787.0,40.5
SEASMF_15min_trail3.5h0_rth,SEASMF,15min,269,1.7,-14.4,62.9,-1149.0,4787.0,40.5
SEASMF_15min_trail3.5h12_all,SEASMF,15min,270,1.7,3.7,-17.2,298.0,-1312.0,9.6
SEASMF_15min_trail3.5h12_rth,SEASMF,15min,270,1.7,3.7,-17.2,298.0,-1312.0,9.6
