name,mode,imp,W,stop,tgt,htf,n,tr_day,wr,per_day,per_trade,maxDD,sharpe
MOM_i8.0_w3_s12.0_t20.0_htf60,momentum,8.0,3,12.0,20.0,60,6480,93.9,38.6,-323.4,-3.44,22487.0,-16.07
MOM_i8.0_w3_s12.0_t35.0_htf0,momentum,8.0,3,12.0,35.0,0,7871,114.1,32.8,-458.5,-4.02,33002.0,-12.72
MOM_i8.0_w3_s12.0_t35.0_htf30,momentum,8.0,3,12.0,35.0,30,6076,88.1,33.6,-332.8,-3.78,23242.0,-13.42
MOM_i8.0_w3_s12.0_t35.0_htf60,momentum,8.0,3,12.0,35.0,60,5713,82.8,34.4,-254.0,-3.07,18089.0,-12.57
MOM_i8.0_w3_s12.0_t50.0_htf0,momentum,8.0,3,12.0,50.0,0,7392,107.1,31.8,-429.4,-4.01,31301.0,-11.14
MOM_i8.0_w3_s12.0_t50.0_htf30,momentum,8.0,3,12.0,50.0,30,5769,83.6,32.6,-323.2,-3.87,23000.0,-12.14
MOM_i8.0_w3_s12.0_t50.0_htf60,momentum,8.0,3,12.0,50.0,60,5409,78.4,33.3,-242.3,-3.09,17274.0,-11.01
MOM_i8.0_w3_s18.0_t12.0_htf0,momentum,8.0,3,18.0,12.0,0,9198,133.3,53.7,-491.0,-3.68,34023.0,-16.62
MOM_i8.0_w3_s18.0_t12.0_htf30,momentum,8.0,3,18.0,12.0,30,7155,103.7,54.1,-347.4,-3.35,24022.0,-16.06
MOM_i8.0_w3_s18.0_t12.0_htf60,momentum,8.0,3,18.0,12.0,60,6777,98.2,54.6,-301.0,-3.07,20740.0,-15.61
MOM_i8.0_w3_s18.0_t20.0_htf0,momentum,8.0,3,18.0,20.0,0,7783,112.8,45.4,-400.3,-3.55,27960.0,-14.14
MOM_i8.0_w3_s18.0_t20.0_htf30,momentum,8.0,3,18.0,20.0,30,6210,90.0,45.7,-297.5,-3.31,20750.0,-12.0
MOM_i8.0_w3_s18.0_t20.0_htf60,momentum,8.0,3,18.0,20.0,60,5885,85.3,46.6,-235.5,-2.76,16258.0,-12.44
MOM_i8.0_w3_s18.0_t35.0_htf0,momentum,8.0,3,18.0,35.0,0,6693,97.0,40.6,-334.4,-3.45,23735.0,-11.14
MOM_i8.0_w3_s18.0_t35.0_htf30,momentum,8.0,3,18.0,35.0,30,5436,78.8,40.6,-269.7,-3.42,18831.0,-10.47
MOM_i8.0_w3_s18.0_t35.0_htf60,momentum,8.0,3,18.0,35.0,60,5127,74.3,42.1,-166.7,-2.24,12056.0,-8.48
MOM_i8.0_w3_s18.0_t50.0_htf0,momentum,8.0,3,18.0,50.0,0,6298,91.3,39.2,-303.5,-3.33,22706.0,-9.48
MOM_i8.0_w3_s18.0_t50.0_htf30,momentum,8.0,3,18.0,50.0,30,5144,74.6,39.6,-237.4,-3.18,17130.0,-8.84
MOM_i8.0_w3_s18.0_t50.0_htf60,momentum,8.0,3,18.0,50.0,60,4825,69.9,41.2,-130.0,-1.86,9880.0,-6.13
MOM_i8.0_w3_s25.0_t12.0_htf0,momentum,8.0,3,25.0,12.0,0,8205,118.9,57.9,-419.2,-3.53,29051.0,-14.7
MOM_i8.0_w3_s25.0_t12.0_htf30,momentum,8.0,3,25.0,12.0,30,6658,96.5,58.2,-309.7,-3.21,21419.0,-14.61
MOM_i8.0_w3_s25.0_t12.0_htf60,momentum,8.0,3,25.0,12.0,60,6359,92.2,58.4,-284.8,-3.09,19597.0,-13.64
MOM_i8.0_w3_s25.0_t20.0_htf0,momentum,8.0,3,25.0,20.0,0,6920,100.3,50.5,-279.3,-2.78,19642.0,-10.88
MOM_i8.0_w3_s25.0_t20.0_htf30,momentum,8.0,3,25.0,20.0,30,5756,83.4,49.9,-237.4,-2.85,16592.0,-9.95
MOM_i8.0_w3_s25.0_t20.0_htf60,momentum,8.0,3,25.0,20.0,60,5487,79.5,50.4,-207.7,-2.61,14550.0,-10.19
MOM_i8.0_w3_s25.0_t35.0_htf0,momentum,8.0,3,25.0,35.0,0,6023,87.3,44.7,-255.3,-2.92,18429.0,-9.33
MOM_i8.0_w3_s25.0_t35.0_htf30,momentum,8.0,3,25.0,35.0,30,5022,72.8,44.8,-201.4,-2.77,14211.0,-8.26
MOM_i8.0_w3_s25.0_t35.0_htf60,momentum,8.0,3,25.0,35.0,60,4771,69.1,45.6,-145.9,-2.11,10739.0,-6.73
MOM_i8.0_w3_s25.0_t50.0_htf0,momentum,8.0,3,25.0,50.0,0,5653,81.9,43.1,-239.0,-2.92,18251.0,-7.82
MOM_i8.0_w3_s25.0_t50.0_htf30,momentum,8.0,3,25.0,50.0,30,4755,68.9,43.4,-187.0,-2.71,13690.0,-7.23
MOM_i8.0_w3_s25.0_t50.0_htf60,momentum,8.0,3,25.0,50.0,60,4499,65.2,44.4,-115.9,-1.78,9417.0,-5.28
FADE_i8.0_w4_s8.0_t12.0_htf0,fade,8.0,4,8.0,12.0,0,12650,183.3,38.3,-627.3,-3.42,43312.0,-20.44
FADE_i8.0_w4_s8.0_t12.0_htf30,fade,8.0,4,8.0,12.0,30,5135,74.4,36.8,-299.5,-4.02,20666.0,-18.66
FADE_i8.0_w4_s8.0_t12.0_htf60,fade,8.0,4,8.0,12.0,60,5605,81.2,37.3,-312.4,-3.85,21646.0,-17.76
FADE_i8.0_w4_s8.0_t20.0_htf0,fade,8.0,4,8.0,20.0,0,11034,159.9,31.0,-575.7,-3.6,39712.0,-19.0
FADE_i8.0_w4_s8.0_t20.0_htf30,fade,8.0,4,8.0,20.0,30,4885,70.8,29.6,-304.0,-4.29,20984.0,-16.48
FADE_i8.0_w4_s8.0_t20.0_htf60,fade,8.0,4,8.0,20.0,60,5311,77.0,30.6,-297.1,-3.86,20597.0,-17.54
FADE_i8.0_w4_s8.0_t35.0_htf0,fade,8.0,4,8.0,35.0,0,9695,140.5,27.3,-510.5,-3.63,35330.0,-17.31
FADE_i8.0_w4_s8.0_t35.0_htf30,fade,8.0,4,8.0,35.0,30,4652,67.4,25.9,-298.5,-4.43,20604.0,-15.02
FADE_i8.0_w4_s8.0_t35.0_htf60,fade,8.0,4,8.0,35.0,60,5057,73.3,26.9,-295.3,-4.03,20555.0,-16.23
FADE_i8.0_w4_s8.0_t50.0_htf0,fade,8.0,4,8.0,50.0,0,9183,133.1,26.9,-463.5,-3.48,32166.0,-15.75
FADE_i8.0_w4_s8.0_t50.0_htf30,fade,8.0,4,8.0,50.0,30,4563,66.1,25.2,-281.4,-4.25,19482.0,-13.79
FADE_i8.0_w4_s8.0_t50.0_htf60,fade,8.0,4,8.0,50.0,60,4965,72.0,26.0,-299.7,-4.16,20948.0,-15.54
FADE_i8.0_w4_s12.0_t12.0_htf0,fade,8.0,4,12.0,12.0,0,11015,159.6,47.7,-479.6,-3.0,33110.0,-15.57
FADE_i8.0_w4_s12.0_t12.0_htf30,fade,8.0,4,12.0,12.0,30,4662,67.6,46.6,-239.6,-3.55,16614.0,-14.81
FADE_i8.0_w4_s12.0_t12.0_htf60,fade,8.0,4,12.0,12.0,60,5051,73.2,47.1,-238.7,-3.26,16536.0,-14.7
FADE_i8.0_w4_s12.0_t20.0_htf0,fade,8.0,4,12.0,20.0,0,9427,136.6,39.8,-410.3,-3.0,28498.0,-14.01
FADE_i8.0_w4_s12.0_t20.0_htf30,fade,8.0,4,12.0,20.0,30,4354,63.1,38.8,-227.2,-3.6,15728.0,-12.63
FADE_i8.0_w4_s12.0_t20.0_htf60,fade,8.0,4,12.0,20.0,60,4717,68.4,39.9,-208.0,-3.04,14454.0,-12.1
FADE_i8.0_w4_s12.0_t35.0_htf0,fade,8.0,4,12.0,35.0,0,8171,118.4,35.3,-350.3,-2.96,24317.0,-12.2
FADE_i8.0_w4_s12.0_t35.0_htf30,fade,8.0,4,12.0,35.0,30,4106,59.5,34.5,-214.7,-3.61,14829.0,-10.64
FADE_i8.0_w4_s12.0_t35.0_htf60,fade,8.0,4,12.0,35.0,60,4454,64.6,35.5,-196.3,-3.04,13664.0,-10.26
FADE_i8.0_w4_s12.0_t50.0_htf0,fade,8.0,4,12.0,50.0,0,7685,111.4,34.8,-286.4,-2.57,20243.0,-10.05
FADE_i8.0_w4_s12.0_t50.0_htf30,fade,8.0,4,12.0,50.0,30,4017,58.2,33.6,-197.5,-3.39,13766.0,-9.64
FADE_i8.0_w4_s12.0_t50.0_htf60,fade,8.0,4,12.0,50.0,60,4363,63.2,34.4,-188.5,-2.98,13333.0,-9.9
FADE_i8.0_w4_s18.0_t12.0_htf0,fade,8.0,4,18.0,12.0,0,9532,138.1,55.1,-387.3,-2.8,26821.0,-12.72
FADE_i8.0_w4_s18.0_t12.0_htf30,fade,8.0,4,18.0,12.0,30,4232,61.3,54.2,-202.1,-3.3,13971.0,-12.09
FADE_i8.0_w4_s18.0_t12.0_htf60,fade,8.0,4,18.0,12.0,60,4522,65.5,54.4,-203.1,-3.1,14086.0,-12.17
FADE_i8.0_w4_s18.0_t20.0_htf0,fade,8.0,4,18.0,20.0,0,8054,116.7,47.1,-318.9,-2.73,22187.0,-11.3
FADE_i8.0_w4_s18.0_t20.0_htf30,fade,8.0,4,18.0,20.0,30,3904,56.6,46.3,-201.1,-3.55,13916.0,-10.25
FADE_i8.0_w4_s18.0_t20.0_htf60,fade,8.0,4,18.0,20.0,60,4198,60.8,47.1,-173.1,-2.84,11986.0,-10.16
FADE_i8.0_w4_s18.0_t35.0_htf0,fade,8.0,4,18.0,35.0,0,7011,101.6,42.2,-261.7,-2.58,18231.0,-10.57
FADE_i8.0_w4_s18.0_t35.0_htf30,fade,8.0,4,18.0,35.0,30,3664,53.1,41.8,-172.6,-3.25,11870.0,-7.96
FADE_i8.0_w4_s18.0_t35.0_htf60,fade,8.0,4,18.0,35.0,60,3952,57.3,42.4,-145.5,-2.54,10179.0,-7.89
FADE_i8.0_w4_s18.0_t50.0_htf0,fade,8.0,4,18.0,50.0,0,6585,95.4,41.1,-263.5,-2.76,18530.0,-9.89
FADE_i8.0_w4_s18.0_t50.0_htf30,fade,8.0,4,18.0,50.0,30,3575,51.8,40.7,-164.7,-3.18,11565.0,-7.33
FADE_i8.0_w4_s18.0_t50.0_htf60,fade,8.0,4,18.0,50.0,60,3864,56.0,41.4,-133.5,-2.38,9558.0,-6.73
FADE_i8.0_w4_s25.0_t12.0_htf0,fade,8.0,4,25.0,12.0,0,8570,124.2,59.9,-290.7,-2.34,20097.0,-9.3
FADE_i8.0_w4_s25.0_t12.0_htf30,fade,8.0,4,25.0,12.0,30,3902,56.6,58.6,-163.4,-2.89,11384.0,-9.03
FADE_i8.0_w4_s25.0_t12.0_htf60,fade,8.0,4,25.0,12.0,60,4151,60.2,58.9,-160.6,-2.67,11235.0,-8.54
FADE_i8.0_w4_s25.0_t20.0_htf0,fade,8.0,4,25.0,20.0,0,7216,104.6,51.9,-248.1,-2.37,17261.0,-8.79
FADE_i8.0_w4_s25.0_t20.0_htf30,fade,8.0,4,25.0,20.0,30,3593,52.1,50.7,-163.3,-3.14,11309.0,-7.36
FADE_i8.0_w4_s25.0_t20.0_htf60,fade,8.0,4,25.0,20.0,60,3852,55.8,51.6,-137.7,-2.47,9507.0,-7.36
FADE_i8.0_w4_s25.0_t35.0_htf0,fade,8.0,4,25.0,35.0,0,6293,91.2,46.8,-214.3,-2.35,15599.0,-8.58
FADE_i8.0_w4_s25.0_t35.0_htf30,fade,8.0,4,25.0,35.0,30,3357,48.7,46.3,-128.2,-2.64,8880.0,-5.33
FADE_i8.0_w4_s25.0_t35.0_htf60,fade,8.0,4,25.0,35.0,60,3606,52.3,46.8,-113.6,-2.17,7932.0,-5.56
FADE_i8.0_w4_s25.0_t50.0_htf0,fade,8.0,4,25.0,50.0,0,5950,86.2,45.5,-213.0,-2.47,15905.0,-8.53
FADE_i8.0_w4_s25.0_t50.0_htf30,fade,8.0,4,25.0,50.0,30,3273,47.4,44.8,-131.4,-2.77,9322.0,-5.18
FADE_i8.0_w4_s25.0_t50.0_htf60,fade,8.0,4,25.0,50.0,60,3527,51.1,45.3,-120.6,-2.36,8523.0,-5.83
MOM_i8.0_w4_s8.0_t12.0_htf0,momentum,8.0,4,8.0,12.0,0,12474,180.8,37.3,-671.9,-3.72,46522.0,-19.66
MOM_i8.0_w4_s8.0_t12.0_htf30,momentum,8.0,4,8.0,12.0,30,9091,131.8,37.2,-497.3,-3.77,34387.0,-21.06
MOM_i8.0_w4_s8.0_t12.0_htf60,momentum,8.0,4,8.0,12.0,60,8452,122.5,37.1,-468.0,-3.82,32338.0,-20.36
MOM_i8.0_w4_s8.0_t20.0_htf0,momentum,8.0,4,8.0,20.0,0,10837,157.1,29.9,-597.3,-3.8,41482.0,-18.28
MOM_i8.0_w4_s8.0_t20.0_htf30,momentum,8.0,4,8.0,20.0,30,8019,116.2,29.6,-458.4,-3.94,32116.0,-18.93
MOM_i8.0_w4_s8.0_t20.0_htf60,momentum,8.0,4,8.0,20.0,60,7483,108.4,29.7,-419.0,-3.86,29043.0,-19.47
MOM_i8.0_w4_s8.0_t35.0_htf0,momentum,8.0,4,8.0,35.0,0,9460,137.1,26.0,-526.7,-3.84,37445.0,-14.74
MOM_i8.0_w4_s8.0_t35.0_htf30,momentum,8.0,4,8.0,35.0,30,7145,103.6,25.4,-426.0,-4.11,30121.0,-15.56
MOM_i8.0_w4_s8.0_t35.0_htf60,momentum,8.0,4,8.0,35.0,60,6644,96.3,26.3,-346.7,-3.6,24572.0,-15.44
MOM_i8.0_w4_s8.0_t50.0_htf0,momentum,8.0,4,8.0,50.0,0,8923,129.3,25.1,-503.6,-3.89,36250.0,-13.75
MOM_i8.0_w4_s8.0_t50.0_htf30,momentum,8.0,4,8.0,50.0,30,6815,98.8,24.7,-407.4,-4.13,29426.0,-14.45
MOM_i8.0_w4_s8.0_t50.0_htf60,momentum,8.0,4,8.0,50.0,60,6335,91.8,25.5,-330.3,-3.6,23865.0,-13.99
MOM_i8.0_w4_s12.0_t12.0_htf0,momentum,8.0,4,12.0,12.0,0,11008,159.5,46.4,-568.1,-3.56,39290.0,-17.12
MOM_i8.0_w4_s12.0_t12.0_htf30,momentum,8.0,4,12.0,12.0,30,8287,120.1,45.9,-450.7,-3.75,31177.0,-19.13
MOM_i8.0_w4_s12.0_t12.0_htf60,momentum,8.0,4,12.0,12.0,60,7736,112.1,46.0,-410.5,-3.66,28373.0,-18.42
MOM_i8.0_w4_s12.0_t20.0_htf0,momentum,8.0,4,12.0,20.0,0,9410,136.4,38.3,-488.7,-3.58,33949.0,-14.26
MOM_i8.0_w4_s12.0_t20.0_htf30,momentum,8.0,4,12.0,20.0,30,7198,104.3,37.7,-403.3,-3.87,28234.0,-15.93
