name,imp,W,pull,stop,tgt,invert,cooldown,max_hold,max_wait,min_leg,n,tr_day,wr,tgt%,stop%,to%,net,per_day,per_trade,maxDD,train_per_day,train_n,test_per_day,test_n,test_wr,test_maxDD
i2.0_w3_p0.118_s6.0_t44.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,6.0,44.0,True,60,600,300,0.0,10727,155.5,32.7,10.5,64.4,25.1,65513.0,949.5,6.11,593.0,685.6,6973,1519.9,3754,30.3,369.0
i2.0_w4_p0.118_s6.0_t36.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,6.0,36.0,True,60,600,300,0.0,10961,158.9,33.9,14.3,63.3,22.4,65354.0,947.2,5.96,757.0,738.0,7163,1390.2,3798,31.8,480.0
i4.0_w3_p0.118_s5.0_t44.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,5.0,44.0,True,60,600,300,0.0,10485,152.0,30.2,10.0,67.9,22.1,65352.0,947.1,6.23,556.0,708.2,6792,1459.5,3693,28.6,363.0
i3.0_w3_p0.118_s5.0_t36.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,5.0,36.0,True,60,600,300,0.0,10902,158.0,31.3,13.5,66.7,19.8,65283.0,946.1,5.99,617.0,701.3,7157,1472.4,3745,29.9,330.0
i2.0_w4_p0.118_s5.0_t24.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,5.0,24.0,True,60,600,300,0.0,11537,167.2,35.2,22.8,63.0,14.2,65234.0,945.4,5.65,896.0,724.7,7745,1415.5,3792,35.4,361.0
i3.0_w4_p0.118_s5.0_t44.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,5.0,44.0,True,30,600,300,0.0,10983,159.2,30.0,9.7,67.9,22.5,64877.0,940.2,5.91,926.0,687.3,7238,1485.8,3745,27.9,340.0
i3.0_w4_p0.118_s5.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,5.0,30.0,True,60,600,300,0.0,11147,161.6,32.6,17.2,65.6,17.2,64808.0,939.2,5.81,700.0,746.9,7372,1343.3,3775,31.2,354.0
i4.0_w4_p0.118_s5.0_t44.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,5.0,44.0,True,60,600,300,0.0,10578,153.3,30.2,9.8,67.8,22.4,64784.0,938.9,6.12,526.0,729.1,6872,1383.7,3706,27.3,526.0
i2.0_w3_p0.118_s6.0_t44.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.118,6.0,44.0,True,30,600,300,0.0,10993,159.3,32.2,10.5,64.8,24.7,64772.0,938.7,5.89,808.0,707.9,7200,1432.6,3793,29.4,414.0
i2.0_w3_p0.118_s6.0_t36.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,6.0,36.0,True,60,600,300,0.0,11009,159.6,33.5,14.3,63.5,22.2,64579.0,935.9,5.87,646.0,663.8,7196,1526.3,3813,32.3,427.0
i3.0_w3_p0.118_s5.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,5.0,30.0,True,60,600,300,0.0,11164,161.8,32.3,17.4,65.7,17.0,64533.0,935.3,5.78,433.0,716.6,7368,1401.0,3796,31.6,354.0
i4.0_w3_p0.118_s5.0_t36.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,5.0,36.0,True,60,600,300,0.0,10749,155.8,30.9,13.6,67.3,19.0,64394.0,933.2,5.99,420.0,704.4,7010,1422.8,3739,29.7,333.0
i2.0_w4_p0.118_s5.0_t24.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,5.0,24.0,True,30,600,300,0.0,11792,170.9,34.9,22.4,63.3,14.3,64297.0,931.8,5.45,697.0,705.7,7942,1415.1,3850,35.3,312.0
i4.0_w3_p0.118_s5.0_t44.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,5.0,44.0,True,30,600,300,0.0,10699,155.1,29.6,9.9,68.5,21.6,64017.0,927.8,5.98,433.0,701.6,6972,1411.4,3727,27.5,416.0
i4.0_w4_p0.118_s5.0_t36.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,5.0,36.0,True,60,600,300,0.0,10778,156.2,31.1,13.2,67.0,19.8,63971.0,927.1,5.94,479.0,735.4,7043,1330.4,3735,28.8,479.0
i3.0_w4_p0.118_s5.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,5.0,24.0,True,60,600,300,0.0,11387,165.0,34.8,22.6,63.3,14.1,63482.0,920.0,5.57,761.0,694.9,7613,1401.5,3774,35.4,386.0
i3.0_w4_p0.118_s6.0_t44.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,6.0,44.0,True,60,600,300,0.0,10610,153.8,32.3,10.5,64.7,24.8,63235.0,916.5,5.96,1226.0,685.2,6877,1412.4,3733,29.8,505.0
i3.0_w3_p0.118_s5.0_t36.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,5.0,36.0,True,30,600,300,0.0,11187,162.1,30.6,13.1,67.4,19.5,63050.0,913.8,5.64,714.0,692.8,7398,1385.8,3789,29.2,342.0
i4.0_w4_p0.118_s5.0_t44.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,5.0,44.0,True,30,600,300,0.0,10798,156.5,29.5,9.6,68.5,21.9,62957.0,912.4,5.83,637.0,667.1,7098,1441.3,3700,27.5,405.0
i3.0_w4_p0.118_s5.0_t30.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,5.0,30.0,True,30,600,300,0.0,11410,165.4,32.1,16.8,65.9,17.3,62888.0,911.4,5.51,814.0,684.8,7627,1396.9,3783,31.5,393.0
i3.0_w3_p0.118_s6.0_t44.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,6.0,44.0,True,30,600,300,0.0,10805,156.6,31.8,10.4,65.2,24.4,62769.0,909.7,5.81,990.0,686.4,7061,1387.4,3744,29.5,465.0
i3.0_w3_p0.118_s5.0_t30.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,5.0,30.0,True,30,600,300,0.0,11370,164.8,32.0,17.0,66.1,17.0,62650.0,908.0,5.51,571.0,691.1,7562,1370.9,3808,31.4,362.0
i2.0_w4_p0.118_s6.0_t44.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,6.0,44.0,True,30,600,300,0.0,10990,159.3,32.1,10.3,64.9,24.8,62536.0,906.3,5.69,1205.0,657.4,7219,1443.8,3771,29.7,474.0
i3.0_w4_p0.118_s5.0_t36.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,5.0,36.0,True,30,600,300,0.0,11215,162.5,30.8,12.8,67.2,20.0,62243.0,902.1,5.55,972.0,680.8,7449,1375.5,3766,29.3,352.0
i4.0_w4_p0.118_s5.0_t24.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,5.0,24.0,True,60,600,300,0.0,11209,162.4,34.6,22.7,63.6,13.7,61927.0,897.5,5.52,536.0,681.8,7437,1358.0,3772,34.8,386.0
i3.0_w4_p0.118_s6.0_t36.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,6.0,36.0,True,60,600,300,0.0,10841,157.1,33.2,13.9,64.0,22.1,61504.0,891.4,5.67,832.0,675.2,7073,1353.3,3768,31.4,450.0
i4.0_w4_p0.118_s5.0_t30.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,5.0,30.0,True,60,600,300,0.0,10946,158.6,32.1,16.9,66.0,17.1,61494.0,891.2,5.62,492.0,709.7,7206,1272.3,3740,30.4,396.0
i2.0_w3_p0.118_s5.0_t24.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,5.0,24.0,True,60,600,300,0.0,11574,167.7,34.6,22.2,63.6,14.2,61148.0,886.2,5.28,537.0,653.7,7755,1386.6,3819,35.4,366.0
i2.0_w4_p0.118_s6.0_t36.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,6.0,36.0,True,30,600,300,0.0,11235,162.8,33.0,13.8,64.1,22.1,61025.0,884.4,5.43,1287.0,679.6,7433,1320.1,3802,31.2,506.0
i4.0_w3_p0.118_s5.0_t30.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,5.0,30.0,True,60,600,300,0.0,10955,158.8,31.6,17.3,66.5,16.2,61007.0,884.2,5.57,367.0,661.9,7190,1360.5,3765,31.3,292.0
i4.0_w3_p0.118_s5.0_t36.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,5.0,36.0,True,30,600,300,0.0,10944,158.6,30.3,13.1,67.8,19.0,60983.0,883.8,5.57,454.0,655.8,7189,1373.7,3755,29.3,357.0
i3.0_w3_p0.118_s6.0_t44.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,6.0,44.0,True,60,600,300,0.0,10565,153.1,32.0,10.3,65.1,24.6,60719.0,880.0,5.75,1199.0,647.0,6853,1381.7,3712,29.9,399.0
i2.0_w4_p0.118_s7.0_t44.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,7.0,44.0,True,60,600,300,0.0,10609,153.8,34.5,11.0,61.7,27.3,60701.0,879.7,5.72,1354.0,680.8,6839,1302.1,3770,31.1,568.0
i2.0_w4_p0.118_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,6.0,30.0,True,60,600,300,0.0,11182,162.1,34.6,17.9,62.6,19.4,60614.0,878.5,5.42,739.0,700.9,7386,1250.9,3796,32.8,486.0
i4.0_w3_p0.118_s5.0_t30.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,5.0,30.0,True,30,600,300,0.0,11135,161.4,31.6,17.0,66.6,16.4,60608.0,878.4,5.44,477.0,653.4,7361,1361.5,3774,31.4,388.0
i2.0_w3_p0.118_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,6.0,30.0,True,60,600,300,0.0,11244,163.0,34.5,18.0,62.6,19.3,60515.0,877.0,5.38,485.0,629.5,7406,1412.8,3838,34.1,451.0
i3.0_w3_p0.118_s5.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,5.0,24.0,True,60,600,300,0.0,11400,165.2,34.5,22.3,63.7,14.0,60482.0,876.6,5.31,403.0,659.5,7605,1341.3,3795,35.2,355.0
i4.0_w3_p0.118_s6.0_t44.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,6.0,44.0,True,60,600,300,0.0,10371,150.3,32.0,10.5,65.5,24.0,60372.0,875.0,5.82,622.0,651.7,6692,1354.2,3679,29.9,429.0
i3.0_w4_p0.118_s5.0_t24.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,5.0,24.0,True,30,600,300,0.0,11633,168.6,34.3,21.9,63.9,14.2,60131.0,871.5,5.17,781.0,635.6,7805,1380.4,3828,35.1,312.0
i3.0_w4_p0.118_s6.0_t44.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,6.0,44.0,True,30,600,300,0.0,10866,157.5,31.7,10.2,65.3,24.5,60093.0,870.9,5.53,1093.0,632.0,7119,1387.0,3747,29.3,516.0
i4.0_w4_p0.118_s5.0_t36.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,5.0,36.0,True,30,600,300,0.0,11009,159.6,30.4,12.8,67.7,19.4,60082.0,870.8,5.46,530.0,659.2,7273,1322.9,3736,28.7,352.0
i2.0_w4_p0.118_s6.0_t30.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,6.0,30.0,True,30,600,300,0.0,11442,165.8,34.3,17.6,63.0,19.3,60040.0,870.1,5.25,1002.0,667.7,7627,1301.1,3815,33.1,434.0
i4.0_w4_p0.118_s6.0_t44.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,6.0,44.0,True,60,600,300,0.0,10442,151.3,31.8,10.4,65.3,24.2,59948.0,868.8,5.74,810.0,649.2,6748,1339.9,3694,29.2,651.0
i2.0_w3_p0.118_s5.0_t24.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.118,5.0,24.0,True,30,600,300,0.0,11779,170.7,34.2,21.8,63.9,14.3,59709.0,865.4,5.07,651.0,670.4,7919,1279.1,3860,34.1,289.0
i2.0_w3_p0.118_s6.0_t30.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.118,6.0,30.0,True,30,600,300,0.0,11463,166.1,34.0,17.9,63.2,18.9,59688.0,865.0,5.21,622.0,655.5,7621,1312.8,3842,33.0,425.0
i4.0_w4_p0.118_s5.0_t30.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,5.0,30.0,True,30,600,300,0.0,11192,162.2,31.6,16.7,66.6,16.8,59479.0,862.0,5.31,540.0,637.4,7436,1345.2,3756,31.0,336.0
i2.0_w4_p0.118_s7.0_t36.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,7.0,36.0,True,60,600,300,0.0,10850,157.2,35.4,14.9,60.9,24.2,59335.0,859.9,5.47,1214.0,667.4,7040,1268.3,3810,32.8,563.0
i2.0_w4_p0.118_s6.0_t24.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,6.0,24.0,True,30,600,300,0.0,11691,169.4,36.6,23.6,60.9,15.6,59332.0,859.9,5.07,942.0,637.8,7843,1337.0,3848,36.9,376.0
i4.0_w3_p0.118_s6.0_t44.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,6.0,44.0,True,30,600,300,0.0,10603,153.7,31.2,10.4,65.9,23.6,59265.0,858.9,5.59,706.0,650.3,6886,1304.8,3717,28.8,496.0
i2.0_w3_p0.118_s6.0_t36.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.118,6.0,36.0,True,30,600,300,0.0,11237,162.9,32.5,13.8,64.6,21.6,59181.0,857.7,5.27,753.0,632.7,7427,1341.9,3810,30.7,599.0
i2.0_w4_p0.118_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,6.0,24.0,True,60,600,300,0.0,11433,165.7,36.8,23.6,60.7,15.7,58924.0,854.0,5.15,828.0,645.4,7647,1299.9,3786,36.7,454.0
i4.0_w4_p0.118_s5.0_t24.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,5.0,24.0,True,30,600,300,0.0,11425,165.6,34.0,22.0,64.2,13.7,58698.0,850.7,5.14,671.0,618.3,7615,1352.4,3810,34.8,312.0
i4.0_w3_p0.118_s6.0_t36.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,6.0,36.0,True,60,600,300,0.0,10633,154.1,32.6,14.2,64.9,20.9,58584.0,849.0,5.51,560.0,613.5,6913,1358.2,3720,31.5,405.0
i4.0_w4_p0.118_s6.0_t44.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,6.0,44.0,True,30,600,300,0.0,10668,154.6,31.5,10.1,65.8,24.0,58302.0,845.0,5.47,729.0,619.2,6962,1331.4,3706,29.0,530.0
i3.0_w3_p0.118_s6.0_t36.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,6.0,36.0,True,60,600,300,0.0,10821,156.8,32.7,13.9,64.4,21.6,58198.0,843.5,5.38,1170.0,609.2,7063,1349.9,3758,31.3,414.0
i3.0_w3_p0.118_s5.0_t24.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,5.0,24.0,True,30,600,300,0.0,11618,168.4,33.8,21.6,64.3,14.0,57718.0,836.5,4.97,593.0,656.2,7778,1217.3,3840,33.7,256.0
i3.0_w3_p0.118_s6.0_t30.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,6.0,30.0,True,30,600,300,0.0,11265,163.3,33.8,17.8,63.5,18.7,57612.0,835.0,5.11,839.0,609.0,7467,1322.3,3798,33.4,413.0
i3.0_w4_p0.118_s6.0_t36.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,6.0,36.0,True,30,600,300,0.0,11095,160.8,32.5,13.6,64.7,21.7,57437.0,832.4,5.18,1050.0,630.7,7319,1263.5,3776,30.5,453.0
i3.0_w3_p0.118_s6.0_t36.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,6.0,36.0,True,30,600,300,0.0,11062,160.3,32.2,13.7,64.9,21.4,57280.0,830.1,5.18,1024.0,601.1,7293,1325.1,3769,30.9,444.0
i2.0_w4_p0.118_s7.0_t44.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,7.0,44.0,True,30,600,300,0.0,10886,157.8,33.7,10.6,62.2,27.2,57279.0,830.1,5.26,1489.0,612.8,7088,1297.7,3798,30.9,643.0
i2.0_w3_p0.118_s7.0_t44.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.118,7.0,44.0,True,30,600,300,0.0,10898,157.9,33.4,10.9,62.6,26.5,57272.0,830.0,5.26,928.0,622.1,7113,1275.6,3785,30.8,631.0
i3.0_w4_p0.118_s6.0_t30.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,6.0,30.0,True,30,600,300,0.0,11297,163.7,33.8,17.5,63.5,19.0,57115.0,827.8,5.06,814.0,628.9,7503,1252.4,3794,32.6,405.0
i3.0_w3_p0.118_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,6.0,30.0,True,60,600,300,0.0,11061,160.3,34.0,17.7,63.4,18.9,56918.0,824.9,5.15,836.0,604.8,7267,1299.1,3794,33.2,438.0
i4.0_w4_p0.118_s6.0_t36.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,6.0,36.0,True,60,600,300,0.0,10654,154.4,32.5,13.8,64.8,21.5,56882.0,824.4,5.34,626.0,641.2,6921,1212.6,3733,30.1,602.0
i2.0_w4_p0.118_s7.0_t36.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,7.0,36.0,True,30,600,300,0.0,11134,161.4,34.6,14.5,61.5,24.0,56801.0,823.2,5.1,1372.0,640.3,7303,1210.8,3831,32.4,569.0
i3.0_w4_p0.118_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,6.0,30.0,True,60,600,300,0.0,11037,160.0,33.9,17.6,63.3,19.1,56785.0,823.0,5.14,791.0,641.4,7262,1207.4,3775,32.3,447.0
i2.0_w3_p0.118_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,6.0,24.0,True,60,600,300,0.0,11479,166.4,36.6,23.4,60.9,15.7,56530.0,819.3,4.92,571.0,581.6,7651,1334.9,3828,37.3,448.0
i3.0_w4_p0.118_s6.0_t24.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,6.0,24.0,True,30,600,300,0.0,11528,167.1,36.3,23.2,61.1,15.7,56467.0,818.4,4.9,956.0,601.2,7704,1286.1,3824,36.5,385.0
i2.0_w3_p0.118_s7.0_t44.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,7.0,44.0,True,60,600,300,0.0,10618,153.9,33.8,10.8,62.4,26.8,56274.0,815.6,5.3,642.0,581.4,6866,1323.2,3752,31.4,511.0
i2.0_w4_p0.118_s7.0_t24.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,7.0,24.0,True,30,600,300,0.0,11588,167.9,38.6,24.5,58.0,17.5,56127.0,813.4,4.84,1006.0,615.2,7734,1237.3,3854,38.3,440.0
i3.0_w4_p0.118_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,6.0,24.0,True,60,600,300,0.0,11278,163.4,36.4,23.4,61.0,15.6,56103.0,813.1,4.97,841.0,604.8,7509,1260.4,3769,36.4,475.0
i4.0_w3_p0.118_s5.0_t24.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,5.0,24.0,True,60,600,300,0.0,11186,162.1,33.5,22.0,64.8,13.2,55860.0,809.6,4.99,542.0,593.9,7428,1274.1,3758,34.6,297.0
i3.0_w3_p0.118_s7.0_t44.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,7.0,44.0,True,30,600,300,0.0,10709,155.2,33.3,10.7,62.8,26.5,55776.0,808.4,5.21,965.0,614.8,6979,1221.4,3730,31.0,590.0
i3.0_w4_p0.118_s7.0_t44.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,7.0,44.0,True,60,600,300,0.0,10473,151.8,33.6,10.8,62.6,26.7,55697.0,807.2,5.32,1168.0,620.8,6756,1203.6,3717,30.4,568.0
i4.0_w3_p0.118_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,6.0,30.0,True,60,600,300,0.0,10851,157.3,33.4,18.0,64.0,18.0,55489.0,804.2,5.11,660.0,588.6,7107,1269.0,3744,32.9,398.0
i2.0_w3_p0.118_s6.0_t24.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.118,6.0,24.0,True,30,600,300,0.0,11690,169.4,36.1,23.0,61.2,15.7,55473.0,804.0,4.75,697.0,605.0,7837,1229.8,3853,36.2,341.0
i4.0_w4_p0.118_s6.0_t36.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,6.0,36.0,True,30,600,300,0.0,10885,157.8,32.2,13.6,65.2,21.2,55401.0,802.9,5.09,645.0,626.7,7135,1175.8,3750,29.8,484.0
i2.0_w4_p0.118_s8.0_t44.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,8.0,44.0,True,60,600,300,0.0,10470,151.7,35.3,11.3,59.6,29.1,55083.0,798.3,5.26,1486.0,594.5,6738,1235.8,3732,32.5,653.0
i4.0_w3_p0.118_s5.0_t24.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,5.0,24.0,True,30,600,300,0.0,11386,165.0,33.4,21.7,64.9,13.4,54953.0,796.4,4.83,518.0,602.4,7571,1211.1,3815,33.9,261.0
i4.0_w3_p0.118_s6.0_t36.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,6.0,36.0,True,30,600,300,0.0,10848,157.2,31.9,13.7,65.4,20.9,54834.0,794.7,5.05,726.0,564.5,7103,1294.0,3745,30.9,641.0
i2.0_w4_p0.118_s7.0_t30.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,7.0,30.0,True,60,600,300,0.0,11067,160.4,36.2,18.6,60.2,21.2,54781.0,793.9,4.95,1069.0,600.9,7241,1206.6,3826,34.5,628.0
i3.0_w3_p0.118_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,6.0,24.0,True,60,600,300,0.0,11287,163.6,36.2,23.3,61.2,15.5,54729.0,793.2,4.85,759.0,580.4,7499,1251.8,3788,36.7,454.0
i2.0_w3_p0.118_s7.0_t30.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,7.0,30.0,True,60,600,300,0.0,11138,161.4,36.0,18.5,60.3,21.3,54645.0,792.0,4.91,710.0,540.1,7290,1342.0,3848,35.9,506.0
i2.0_w4_p0.118_s7.0_t30.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,7.0,30.0,True,30,600,300,0.0,11340,164.3,35.8,18.4,60.5,21.2,54557.0,790.7,4.81,1017.0,614.9,7506,1163.1,3834,34.2,519.0
i2.0_w3_p0.118_s7.0_t30.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.118,7.0,30.0,True,30,600,300,0.0,11359,164.6,35.6,18.6,60.7,20.7,54494.0,789.8,4.8,906.0,562.9,7525,1281.6,3834,35.3,675.0
i3.0_w3_p0.118_s7.0_t44.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,7.0,44.0,True,60,600,300,0.0,10460,151.6,33.6,10.7,62.6,26.7,54455.0,789.2,5.21,807.0,582.3,6754,1234.5,3706,31.4,405.0
i4.0_w4_p0.118_s7.0_t44.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,7.0,44.0,True,60,600,300,0.0,10322,149.6,33.3,10.8,63.0,26.1,54424.0,788.8,5.27,1112.0,604.3,6650,1181.5,3672,29.9,728.0
i3.0_w4_p0.118_s7.0_t36.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,7.0,36.0,True,60,600,300,0.0,10722,155.4,34.4,14.5,61.9,23.6,54399.0,788.4,5.07,1027.0,612.6,6962,1161.1,3760,32.0,569.0
i4.0_w3_p0.118_s6.0_t30.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,6.0,30.0,True,30,600,300,0.0,11037,160.0,33.1,17.7,64.2,18.0,54371.0,788.0,4.93,583.0,566.2,7279,1268.0,3758,32.9,583.0
i2.0_w3_p0.236_s5.0_t36.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.236,5.0,36.0,True,60,600,300,0.0,10907,158.1,29.8,12.6,68.2,19.2,54343.0,787.6,4.98,1053.0,599.1,7127,1189.9,3780,27.5,364.0
i3.0_w3_p0.118_s7.0_t36.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,7.0,36.0,True,30,600,300,0.0,10955,158.8,34.1,14.4,62.1,23.6,54208.0,785.6,4.95,819.0,566.7,7182,1259.1,3773,33.0,745.0
i4.0_w4_p0.118_s6.0_t24.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,6.0,24.0,True,30,600,300,0.0,11322,164.1,36.0,23.1,61.6,15.3,54202.0,785.5,4.79,665.0,566.3,7517,1259.7,3805,36.3,376.0
i3.0_w3_p0.118_s7.0_t30.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,7.0,30.0,True,30,600,300,0.0,11175,162.0,35.7,18.6,60.8,20.7,54108.0,784.2,4.84,741.0,573.3,7360,1238.8,3815,35.1,621.0
i4.0_w4_p0.118_s6.0_t30.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,6.0,30.0,True,60,600,300,0.0,10830,157.0,33.5,17.5,63.8,18.7,54073.0,783.7,4.99,678.0,618.8,7092,1130.9,3738,31.6,464.0
i2.0_w3_p0.118_s7.0_t36.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,7.0,36.0,True,60,600,300,0.0,10892,157.9,34.4,14.5,61.7,23.8,54067.0,783.6,4.96,811.0,510.3,7081,1384.0,3811,33.6,492.0
i2.0_w3_p0.118_s7.0_t36.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.118,7.0,36.0,True,30,600,300,0.0,11126,161.2,34.0,14.4,62.1,23.5,54046.0,783.3,4.86,1176.0,549.5,7316,1291.5,3810,32.8,889.0
i4.0_w4_p0.118_s6.0_t30.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,6.0,30.0,True,30,600,300,0.0,11077,160.5,33.4,17.4,64.0,18.6,53943.0,781.8,4.87,741.0,580.6,7316,1213.9,3761,32.3,405.0
i4.0_w4_p0.118_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,6.0,24.0,True,60,600,300,0.0,11098,160.8,36.0,23.3,61.5,15.2,53731.0,778.7,4.84,633.0,578.2,7343,1209.6,3755,35.9,522.0
i3.0_w4_p0.118_s7.0_t44.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,7.0,44.0,True,30,600,300,0.0,10761,156.0,33.0,10.5,63.0,26.5,53592.0,776.7,4.98,1367.0,565.4,6988,1232.8,3773,30.3,522.0
i2.0_w4_p0.118_s8.0_t36.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,8.0,36.0,True,60,600,300,0.0,10728,155.5,36.4,15.2,58.9,25.9,53482.0,775.1,4.99,1036.0,590.0,6953,1170.1,3775,34.0,563.0
i4.0_w3_p0.118_s7.0_t44.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,7.0,44.0,True,60,600,300,0.0,10245,148.5,33.4,10.9,63.0,26.1,53410.0,774.1,5.21,776.0,556.5,6593,1244.7,3652,31.5,548.0
