name,imp,W,pull,stop,tgt,invert,cooldown,max_hold,max_wait,min_leg,n,tr_day,wr,tgt%,stop%,to%,net,per_day,per_trade,maxDD,train_per_day,train_n,test_per_day,test_n,test_wr,test_maxDD
i3.0_w3_p0.118_s6.0_t24.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,6.0,24.0,True,30,600,300,0.0,11513,166.9,35.8,22.8,61.6,15.6,53391.0,773.8,4.64,790.0,586.4,7699,1174.2,3814,35.9,338.0
i2.0_w3_p0.236_s5.0_t44.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.236,5.0,44.0,True,60,600,300,0.0,10693,155.0,28.8,9.1,69.2,21.7,53372.0,773.5,4.99,1109.0,576.7,6995,1195.9,3698,26.0,391.0
i3.0_w3_p0.236_s5.0_t44.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.236,5.0,44.0,True,60,600,300,0.0,10480,151.9,28.6,9.2,69.3,21.5,53247.0,771.7,5.08,750.0,593.9,6831,1149.8,3649,25.6,495.0
i2.0_w3_p0.236_s5.0_t44.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.236,5.0,44.0,True,30,600,300,0.0,10890,157.8,28.8,8.9,69.0,22.2,53074.0,769.2,4.87,902.0,577.8,7152,1179.3,3738,25.9,461.0
i2.0_w3_p0.118_s8.0_t44.0_INV_cd30_mh600_mw300_ml0.0,2.0,3,0.118,8.0,44.0,True,30,600,300,0.0,10790,156.4,35.0,11.3,60.1,28.7,52962.0,767.6,4.91,1046.0,550.8,7020,1236.8,3770,32.7,648.0
i2.0_w4_p0.118_s7.0_t24.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,7.0,24.0,True,60,600,300,0.0,11293,163.7,38.5,24.3,58.1,17.6,52798.0,765.2,4.68,1170.0,558.7,7487,1210.7,3806,38.2,594.0
i2.0_w4_p0.236_s5.0_t44.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.236,5.0,44.0,True,60,600,300,0.0,10650,154.3,29.2,8.7,68.6,22.6,52569.0,761.9,4.94,1112.0,612.4,6946,1074.3,3704,25.7,379.0
i4.0_w4_p0.118_s7.0_t44.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,7.0,44.0,True,30,600,300,0.0,10587,153.4,32.8,10.6,63.6,25.8,52554.0,761.7,4.96,1050.0,567.7,6875,1178.0,3712,29.9,662.0
i2.0_w3_p0.118_s7.0_t24.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,7.0,24.0,True,60,600,300,0.0,11359,164.6,38.3,24.1,58.2,17.7,52225.0,756.9,4.6,693.0,547.2,7526,1210.1,3833,38.6,585.0
i3.0_w4_p0.118_s7.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,7.0,30.0,True,60,600,300,0.0,10922,158.3,35.5,18.4,60.8,20.8,52217.0,756.8,4.78,911.0,579.0,7140,1135.5,3782,33.9,530.0
i4.0_w3_p0.118_s7.0_t36.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,7.0,36.0,True,60,600,300,0.0,10523,152.5,34.1,14.7,62.4,22.8,52094.0,755.0,4.95,686.0,518.2,6807,1271.6,3716,33.1,416.0
i3.0_w3_p0.236_s5.0_t36.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.236,5.0,36.0,True,60,600,300,0.0,10731,155.5,29.4,12.5,68.6,18.9,52034.0,754.1,4.85,760.0,588.1,6987,1105.7,3744,26.6,433.0
i3.0_w4_p0.118_s7.0_t24.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,7.0,24.0,True,30,600,300,0.0,11412,165.4,38.0,24.1,58.6,17.2,51943.0,752.8,4.55,946.0,548.4,7582,1193.9,3830,37.9,488.0
i3.0_w3_p0.118_s7.0_t30.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,7.0,30.0,True,60,600,300,0.0,10963,158.9,35.7,18.3,60.7,21.0,51928.0,752.6,4.74,774.0,538.7,7162,1215.9,3801,35.0,503.0
i4.0_w3_p0.118_s7.0_t44.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,7.0,44.0,True,30,600,300,0.0,10507,152.3,32.7,10.7,63.7,25.6,51745.0,749.9,4.92,733.0,558.8,6800,1160.1,3707,30.3,733.0
i2.0_w4_p0.118_s8.0_t44.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,8.0,44.0,True,30,600,300,0.0,10788,156.3,34.7,11.0,60.3,28.7,51650.0,748.5,4.79,1632.0,548.6,7012,1179.5,3776,31.8,848.0
i4.0_w3_p0.118_s7.0_t36.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,7.0,36.0,True,30,600,300,0.0,10750,155.8,33.8,14.3,62.7,23.0,51648.0,748.5,4.8,832.0,537.5,6998,1205.3,3752,32.5,832.0
i3.0_w3_p0.118_s7.0_t36.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,7.0,36.0,True,60,600,300,0.0,10711,155.2,34.2,14.4,62.0,23.6,51614.0,748.0,4.82,773.0,503.5,6963,1282.9,3748,33.3,477.0
i3.0_w4_p0.118_s7.0_t36.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,7.0,36.0,True,30,600,300,0.0,10988,159.2,33.9,14.2,62.4,23.4,51506.0,746.5,4.69,1211.0,557.5,7189,1151.9,3799,31.8,472.0
i4.0_w4_p0.118_s7.0_t36.0_INV_cd60_mh600_mw300_ml0.0,4.0,4,0.118,7.0,36.0,True,60,600,300,0.0,10529,152.6,33.8,14.4,62.5,23.1,51449.0,745.6,4.89,1109.0,587.1,6808,1080.0,3721,31.0,746.0
i3.0_w4_p0.118_s7.0_t30.0_INV_cd30_mh600_mw300_ml0.0,3.0,4,0.118,7.0,30.0,True,30,600,300,0.0,11184,162.1,35.3,18.2,61.1,20.7,51437.0,745.5,4.6,952.0,568.7,7384,1122.3,3800,33.7,496.0
i4.0_w3_p0.118_s6.0_t24.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.118,6.0,24.0,True,60,600,300,0.0,11078,160.6,35.6,23.2,62.0,14.8,51314.0,743.7,4.63,573.0,541.0,7339,1181.1,3739,36.2,407.0
i2.0_w4_p0.236_s5.0_t36.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.236,5.0,36.0,True,60,600,300,0.0,10868,157.5,29.9,12.0,68.1,19.9,51177.0,741.7,4.71,1295.0,570.9,7131,1105.0,3737,27.4,303.0
i2.0_w3_p0.118_s8.0_t44.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,8.0,44.0,True,60,600,300,0.0,10517,152.4,34.7,11.2,59.9,28.9,51153.0,741.4,4.86,1038.0,501.3,6777,1266.2,3740,32.9,580.0
i4.0_w3_p0.118_s7.0_t30.0_INV_cd30_mh600_mw300_ml0.0,4.0,3,0.118,7.0,30.0,True,30,600,300,0.0,10951,158.7,35.1,18.5,61.5,20.0,50927.0,738.1,4.65,758.0,542.8,7182,1158.6,3769,34.3,758.0
i2.0_w3_p0.118_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,2.0,3,0.118,8.0,30.0,True,60,600,300,0.0,11016,159.7,37.3,19.2,57.7,23.1,50865.0,737.2,4.62,885.0,494.1,7181,1269.2,3835,37.3,588.0
i3.0_w4_p0.118_s7.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,7.0,24.0,True,60,600,300,0.0,11155,161.7,38.0,24.2,58.6,17.2,50851.0,737.0,4.56,995.0,534.0,7377,1175.4,3778,38.0,611.0
i4.0_w4_p0.118_s7.0_t36.0_INV_cd30_mh600_mw300_ml0.0,4.0,4,0.118,7.0,36.0,True,30,600,300,0.0,10789,156.4,33.6,14.3,62.8,22.9,50805.0,736.3,4.71,824.0,561.6,7043,1108.9,3746,31.3,701.0
i2.0_w4_p0.118_s8.0_t24.0_INV_cd30_mh600_mw300_ml0.0,2.0,4,0.118,8.0,24.0,True,30,600,300,0.0,11499,166.7,39.8,25.4,55.9,18.7,50726.0,735.2,4.41,1154.0,532.1,7641,1174.0,3858,39.8,631.0
i2.0_w4_p0.118_s8.0_t30.0_INV_cd60_mh600_mw300_ml0.0,2.0,4,0.118,8.0,30.0,True,60,600,300,0.0,10936,158.5,37.6,19.3,58.0,22.7,50633.0,733.8,4.63,977.0,541.8,7130,1147.0,3806,36.0,577.0
i3.0_w4_p0.118_s8.0_t44.0_INV_cd60_mh600_mw300_ml0.0,3.0,4,0.118,8.0,44.0,True,60,600,300,0.0,10356,150.1,34.7,11.1,60.3,28.6,50420.0,730.7,4.87,1204.0,542.4,6645,1135.3,3711,31.7,687.0
i4.0_w3_p0.236_s5.0_t44.0_INV_cd60_mh600_mw300_ml0.0,4.0,3,0.236,5.0,44.0,True,60,600,300,0.0,10274,148.9,27.9,9.2,70.2,20.6,50420.0,730.7,4.91,784.0,580.3,6631,1047.0,3643,24.7,587.0
i3.0_w3_p0.118_s7.0_t24.0_INV_cd60_mh600_mw300_ml0.0,3.0,3,0.118,7.0,24.0,True,60,600,300,0.0,11203,162.4,38.0,24.1,58.6,17.3,50193.0,727.4,4.48,740.0,524.8,7416,1165.7,3787,38.4,580.0
i3.0_w3_p0.118_s7.0_t24.0_INV_cd30_mh600_mw300_ml0.0,3.0,3,0.118,7.0,24.0,True,30,600,300,0.0,11416,165.4,37.7,23.9,58.8,17.3,50040.0,725.2,4.38,884.0,543.6,7598,1114.4,3818,37.8,495.0
