name,imp,W,pull,stop,tgt,htf,n,tr_day,wr,to%,net,per_day,per_trade,maxDD,worst_month,months
i2.0_w3_p0.118_s14.0_t24.0_htf30,2.0,3,0.118,14.0,24.0,30,7668,111.1,46.0,34.2,1605.0,23.3,0.21,6258.0,-74.0,"{'2025-12': -74.0, '2026-01': -73.0, '2026-02': 205.0}"
i2.0_w3_p0.118_s14.0_t24.0_htf60,2.0,3,0.118,14.0,24.0,60,7831,113.5,46.8,34.1,5454.0,79.0,0.7,5588.0,-140.0,"{'2025-12': -140.0, '2026-01': -26.0, '2026-02': 367.0}"
i2.0_w3_p0.118_s14.0_t40.0_htf0,2.0,3,0.118,14.0,40.0,0,9989,144.8,39.0,37.9,-3964.0,-57.4,-0.4,11286.0,-413.0,"{'2025-12': -413.0, '2026-01': -63.0, '2026-02': 230.0}"
i2.0_w3_p0.118_s14.0_t40.0_htf30,2.0,3,0.118,14.0,40.0,30,7323,106.1,40.9,44.2,-3002.0,-43.5,-0.41,10179.0,-209.0,"{'2025-12': -209.0, '2026-01': -107.0, '2026-02': 156.0}"
i2.0_w3_p0.118_s14.0_t40.0_htf60,2.0,3,0.118,14.0,40.0,60,7458,108.1,40.9,44.4,-3778.0,-54.7,-0.51,9424.0,-327.0,"{'2025-12': -327.0, '2026-01': -54.0, '2026-02': 160.0}"
i2.0_w3_p0.118_s14.0_t60.0_htf0,2.0,3,0.118,14.0,60.0,0,9424,136.6,38.7,45.4,7909.0,114.6,0.84,7552.0,-251.0,"{'2025-12': -251.0, '2026-01': 31.0, '2026-02': 495.0}"
i2.0_w3_p0.118_s14.0_t60.0_htf30,2.0,3,0.118,14.0,60.0,30,7161,103.8,38.9,49.3,-9003.0,-130.5,-1.26,12140.0,-238.0,"{'2025-12': -238.0, '2026-01': -153.0, '2026-02': -21.0}"
i2.0_w3_p0.118_s14.0_t60.0_htf60,2.0,3,0.118,14.0,60.0,60,7316,106.0,38.8,49.3,-9276.0,-134.4,-1.27,12138.0,-399.0,"{'2025-12': -399.0, '2026-01': -96.0, '2026-02': 33.0}"
i2.0_w3_p0.236_s5.0_t24.0_htf0,2.0,3,0.236,5.0,24.0,0,11363,164.7,31.7,13.9,12464.0,180.6,1.1,6532.0,-35.0,"{'2025-12': 157.0, '2026-01': -35.0, '2026-02': 432.0}"
i2.0_w3_p0.236_s5.0_t24.0_htf30,2.0,3,0.236,5.0,24.0,30,8492,123.1,28.1,15.7,-11586.0,-167.9,-1.36,13508.0,-248.0,"{'2025-12': -248.0, '2026-01': -247.0, '2026-02': -19.0}"
i2.0_w3_p0.236_s5.0_t24.0_htf60,2.0,3,0.236,5.0,24.0,60,8767,127.1,28.8,15.5,-8492.0,-123.1,-0.97,13412.0,-267.0,"{'2025-12': -231.0, '2026-01': -267.0, '2026-02': 118.0}"
i2.0_w3_p0.236_s5.0_t40.0_htf0,2.0,3,0.236,5.0,40.0,0,10762,156.0,28.8,20.7,24205.0,350.8,2.25,4059.0,30.0,"{'2025-12': 388.0, '2026-01': 30.0, '2026-02': 669.0}"
i2.0_w3_p0.236_s5.0_t40.0_htf30,2.0,3,0.236,5.0,40.0,30,8346,121.0,24.9,21.4,-13157.0,-190.7,-1.58,15754.0,-324.0,"{'2025-12': -324.0, '2026-01': -255.0, '2026-02': -16.0}"
i2.0_w3_p0.236_s5.0_t40.0_htf60,2.0,3,0.236,5.0,40.0,60,8598,124.6,25.3,21.3,-10698.0,-155.0,-1.24,14960.0,-323.0,"{'2025-12': -323.0, '2026-01': -249.0, '2026-02': 80.0}"
i2.0_w3_p0.236_s5.0_t60.0_htf0,2.0,3,0.236,5.0,60.0,0,10429,151.1,27.8,25.4,25845.0,374.6,2.48,3805.0,95.0,"{'2025-12': 318.0, '2026-01': 95.0, '2026-02': 722.0}"
i2.0_w3_p0.236_s5.0_t60.0_htf30,2.0,3,0.236,5.0,60.0,30,8272,119.9,23.9,24.0,-13878.0,-201.1,-1.68,16873.0,-331.0,"{'2025-12': -331.0, '2026-01': -255.0, '2026-02': -40.0}"
i2.0_w3_p0.236_s5.0_t60.0_htf60,2.0,3,0.236,5.0,60.0,60,8529,123.6,24.0,23.9,-13174.0,-190.9,-1.54,16225.0,-359.0,"{'2025-12': -359.0, '2026-01': -250.0, '2026-02': 6.0}"
i2.0_w3_p0.236_s8.0_t24.0_htf0,2.0,3,0.236,8.0,24.0,0,11087,160.7,36.8,19.5,2136.0,31.0,0.19,8815.0,-108.0,"{'2025-12': -87.0, '2026-01': -108.0, '2026-02': 275.0}"
i2.0_w3_p0.236_s8.0_t24.0_htf30,2.0,3,0.236,8.0,24.0,30,8097,117.3,34.4,22.4,-14516.0,-210.4,-1.79,16086.0,-324.0,"{'2025-12': -324.0, '2026-01': -263.0, '2026-02': -64.0}"
i2.0_w3_p0.236_s8.0_t24.0_htf60,2.0,3,0.236,8.0,24.0,60,8362,121.2,35.5,22.5,-10289.0,-149.1,-1.23,14541.0,-298.0,"{'2025-12': -298.0, '2026-01': -278.0, '2026-02': 108.0}"
i2.0_w3_p0.236_s8.0_t40.0_htf0,2.0,3,0.236,8.0,40.0,0,10432,151.2,33.1,27.8,10587.0,153.4,1.01,5156.0,4.0,"{'2025-12': 57.0, '2026-01': 4.0, '2026-02': 392.0}"
i2.0_w3_p0.236_s8.0_t40.0_htf30,2.0,3,0.236,8.0,40.0,30,7878,114.2,30.8,29.5,-16545.0,-239.8,-2.1,18924.0,-389.0,"{'2025-12': -389.0, '2026-01': -286.0, '2026-02': -71.0}"
i2.0_w3_p0.236_s8.0_t40.0_htf60,2.0,3,0.236,8.0,40.0,60,8134,117.9,31.4,29.8,-14510.0,-210.3,-1.78,17351.0,-393.0,"{'2025-12': -393.0, '2026-01': -292.0, '2026-02': 23.0}"
i2.0_w3_p0.236_s8.0_t60.0_htf0,2.0,3,0.236,8.0,60.0,0,9988,144.8,32.7,33.7,17005.0,246.4,1.7,4301.0,33.0,"{'2025-12': 134.0, '2026-01': 33.0, '2026-02': 567.0}"
i2.0_w3_p0.236_s8.0_t60.0_htf30,2.0,3,0.236,8.0,60.0,30,7769,112.6,29.5,33.0,-19773.0,-286.6,-2.55,22394.0,-412.0,"{'2025-12': -412.0, '2026-01': -317.0, '2026-02': -155.0}"
i2.0_w3_p0.236_s8.0_t60.0_htf60,2.0,3,0.236,8.0,60.0,60,8046,116.6,29.8,33.2,-18366.0,-266.2,-2.28,20982.0,-455.0,"{'2025-12': -455.0, '2026-01': -303.0, '2026-02': -77.0}"
i2.0_w3_p0.236_s10.0_t24.0_htf0,2.0,3,0.236,10.0,24.0,0,10882,157.7,38.8,22.4,-6331.0,-91.8,-0.58,11470.0,-215.0,"{'2025-12': -215.0, '2026-01': -201.0, '2026-02': 124.0}"
i2.0_w3_p0.236_s10.0_t24.0_htf30,2.0,3,0.236,10.0,24.0,30,7849,113.8,38.0,26.7,-14743.0,-213.7,-1.88,16265.0,-313.0,"{'2025-12': -313.0, '2026-01': -288.0, '2026-02': -54.0}"
i2.0_w3_p0.236_s10.0_t24.0_htf60,2.0,3,0.236,10.0,24.0,60,8082,117.1,38.9,27.0,-10950.0,-158.7,-1.35,15031.0,-311.0,"{'2025-12': -283.0, '2026-01': -311.0, '2026-02': 105.0}"
i2.0_w3_p0.236_s10.0_t40.0_htf0,2.0,3,0.236,10.0,40.0,0,10194,147.7,35.6,31.3,5535.0,80.2,0.54,6191.0,-39.0,"{'2025-12': 33.0, '2026-01': -39.0, '2026-02': 246.0}"
i2.0_w3_p0.236_s10.0_t40.0_htf30,2.0,3,0.236,10.0,40.0,30,7622,110.5,33.9,34.4,-18406.0,-266.7,-2.41,20475.0,-406.0,"{'2025-12': -406.0, '2026-01': -293.0, '2026-02': -128.0}"
i2.0_w3_p0.236_s10.0_t40.0_htf60,2.0,3,0.236,10.0,40.0,60,7821,113.3,34.3,34.9,-16539.0,-239.7,-2.11,18432.0,-386.0,"{'2025-12': -386.0, '2026-01': -334.0, '2026-02': -22.0}"
i2.0_w3_p0.236_s10.0_t60.0_htf0,2.0,3,0.236,10.0,60.0,0,9733,141.1,34.5,37.9,8113.0,117.6,0.83,5711.0,23.0,"{'2025-12': 23.0, '2026-01': 27.0, '2026-02': 291.0}"
i2.0_w3_p0.236_s10.0_t60.0_htf30,2.0,3,0.236,10.0,60.0,30,7499,108.7,32.5,38.4,-21557.0,-312.4,-2.87,23771.0,-421.0,"{'2025-12': -421.0, '2026-01': -325.0, '2026-02': -213.0}"
i2.0_w3_p0.236_s10.0_t60.0_htf60,2.0,3,0.236,10.0,60.0,60,7723,111.9,32.4,38.5,-21728.0,-314.9,-2.81,24106.0,-452.0,"{'2025-12': -452.0, '2026-01': -359.0, '2026-02': -158.0}"
i2.0_w3_p0.236_s14.0_t24.0_htf0,2.0,3,0.236,14.0,24.0,0,10477,151.8,43.0,28.5,-15530.0,-225.1,-1.48,16769.0,-287.0,"{'2025-12': -287.0, '2026-01': -269.0, '2026-02': -129.0}"
i2.0_w3_p0.236_s14.0_t24.0_htf30,2.0,3,0.236,14.0,24.0,30,7430,107.7,42.6,34.4,-16281.0,-236.0,-2.19,17592.0,-318.0,"{'2025-12': -318.0, '2026-01': -312.0, '2026-02': -89.0}"
i2.0_w3_p0.236_s14.0_t24.0_htf60,2.0,3,0.236,14.0,24.0,60,7640,110.7,43.8,34.7,-10598.0,-153.6,-1.39,13634.0,-285.0,"{'2025-12': -262.0, '2026-01': -285.0, '2026-02': 74.0}"
i2.0_w3_p0.236_s14.0_t40.0_htf0,2.0,3,0.236,14.0,40.0,0,9753,141.3,38.8,38.3,-10140.0,-147.0,-1.04,12431.0,-246.0,"{'2025-12': -246.0, '2026-01': -137.0, '2026-02': -79.0}"
i2.0_w3_p0.236_s14.0_t40.0_htf30,2.0,3,0.236,14.0,40.0,30,7146,103.6,38.2,43.8,-20415.0,-295.9,-2.86,22251.0,-407.0,"{'2025-12': -407.0, '2026-01': -345.0, '2026-02': -155.0}"
i2.0_w3_p0.236_s14.0_t40.0_htf60,2.0,3,0.236,14.0,40.0,60,7337,106.3,39.0,44.4,-17244.0,-249.9,-2.35,18583.0,-397.0,"{'2025-12': -397.0, '2026-01': -321.0, '2026-02': -56.0}"
i2.0_w3_p0.236_s14.0_t60.0_htf0,2.0,3,0.236,14.0,60.0,0,9233,133.8,38.3,45.8,609.0,8.8,0.07,8303.0,-165.0,"{'2025-12': -165.0, '2026-01': -50.0, '2026-02': 210.0}"
i2.0_w3_p0.236_s14.0_t60.0_htf30,2.0,3,0.236,14.0,60.0,30,6993,101.3,36.8,48.6,-23546.0,-341.2,-3.37,25892.0,-400.0,"{'2025-12': -400.0, '2026-01': -382.0, '2026-02': -251.0}"
i2.0_w3_p0.236_s14.0_t60.0_htf60,2.0,3,0.236,14.0,60.0,60,7201,104.4,37.3,48.6,-20394.0,-295.6,-2.83,22331.0,-444.0,"{'2025-12': -444.0, '2026-01': -332.0, '2026-02': -138.0}"
i2.0_w3_p0.382_s5.0_t24.0_htf0,2.0,3,0.382,5.0,24.0,0,10953,158.7,30.0,14.8,446.0,6.5,0.04,9252.0,-115.0,"{'2025-12': -102.0, '2026-01': -115.0, '2026-02': 224.0}"
i2.0_w3_p0.382_s5.0_t24.0_htf30,2.0,3,0.382,5.0,24.0,30,8026,116.3,26.9,15.4,-17130.0,-248.3,-2.13,18403.0,-345.0,"{'2025-12': -345.0, '2026-01': -319.0, '2026-02': -95.0}"
i2.0_w3_p0.382_s5.0_t24.0_htf60,2.0,3,0.382,5.0,24.0,60,8252,119.6,27.4,15.6,-15434.0,-223.7,-1.87,16671.0,-343.0,"{'2025-12': -343.0, '2026-01': -264.0, '2026-02': -86.0}"
