name,tf,net_wk,fees_wk,gross_wk,trades,trades_wk,sel_usd_wk,blind_usd_wk,sel_total,blind_total,win_pct
TWEEZ_1min_trail2.0_rth,1min,-111.2,47.4,-63.8,3774,24.2,-136.0,-85.1,-10881.0,-6477.0,31.4
MARU_1min_time5_all,1min,-691.2,573.7,-117.5,45703,292.7,-723.6,-656.8,-57890.0,-50008.0,41.4
MARU_1min_time5_rth,1min,-107.7,120.9,13.2,9639,61.7,-90.3,-125.8,-7224.0,-9582.0,46.2
MARU_1min_time15_all,1min,-508.8,387.3,-121.5,30861,197.6,-554.1,-460.8,-44331.0,-35090.0,44.7
MARU_1min_time15_rth,1min,-69.1,93.1,24.0,7414,47.5,-108.8,-27.4,-8704.0,-2084.0,48.4
MARU_1min_time40_all,1min,-213.5,220.9,7.4,17595,112.7,-262.5,-161.9,-21000.0,-12330.0,47.8
MARU_1min_time40_rth,1min,-44.4,61.3,16.9,4892,31.3,-30.7,-58.8,-2456.0,-4476.0,49.2
MARU_1min_trail2.0_all,1min,-1359.7,522.5,-837.2,41620,266.6,-1266.8,-1456.5,-101348.0,-110905.0,27.9
MARU_1min_trail2.0_rth,1min,-355.1,108.8,-246.3,8670,55.5,-298.0,-414.8,-23839.0,-31587.0,32.9
DOJIB_1min_time5_all,1min,-633.5,507.1,-126.4,40387,258.7,-641.2,-625.0,-51297.0,-47592.0,42.7
DOJIB_1min_time5_rth,1min,-234.8,168.8,-66.0,13449,86.1,-215.9,-254.4,-17275.0,-19373.0,45.6
DOJIB_1min_time15_all,1min,-458.8,367.1,-91.7,29249,187.3,-471.8,-444.9,-37745.0,-33873.0,45.7
DOJIB_1min_time15_rth,1min,-178.4,121.9,-56.5,9715,62.2,-178.2,-178.5,-14255.0,-13588.0,47.8
DOJIB_1min_time40_all,1min,-197.8,216.8,19.0,17262,110.6,-256.4,-136.2,-20513.0,-10369.0,47.8
DOJIB_1min_time40_rth,1min,-94.7,72.5,-22.2,5770,37.0,-63.9,-126.9,-5114.0,-9663.0,48.5
DOJIB_1min_trail2.0_all,1min,-1273.9,454.7,-819.2,36222,232.0,-1157.4,-1395.5,-92594.0,-106256.0,29.0
DOJIB_1min_trail2.0_rth,1min,-493.3,145.0,-348.3,11551,74.0,-443.7,-545.2,-35497.0,-41511.0,32.1
TLS_1min_time5_all,1min,-176.5,123.1,-53.4,9798,62.8,-137.3,-217.5,-10988.0,-16558.0,43.4
TLS_1min_time5_rth,1min,-57.0,39.4,-17.6,3134,20.1,-51.4,-62.8,-4116.0,-4779.0,46.0
TLS_1min_time15_all,1min,-157.9,112.1,-45.8,8938,57.2,-125.3,-192.1,-10020.0,-14627.0,46.2
TLS_1min_time15_rth,1min,-60.4,36.1,-24.3,2875,18.4,-37.8,-84.0,-3026.0,-6397.0,48.5
TLS_1min_time40_all,1min,-115.7,92.7,-23.0,7387,47.3,-99.4,-132.7,-7950.0,-10108.0,47.4
TLS_1min_time40_rth,1min,-24.1,30.4,6.3,2428,15.5,-21.2,-27.2,-1692.0,-2069.0,49.7
TLS_1min_trail2.0_all,1min,-342.8,119.0,-223.8,9481,60.7,-268.6,-420.6,-21490.0,-32028.0,29.2
TLS_1min_trail2.0_rth,1min,-129.2,37.6,-91.6,3001,19.2,-121.2,-137.5,-9700.0,-10468.0,31.6
GNG_1min_time5_all,1min,-520.0,398.3,-121.7,31726,203.2,-490.5,-550.8,-39243.0,-41936.0,40.8
GNG_1min_time5_rth,1min,-46.6,41.7,-4.9,3328,21.3,-32.2,-61.6,-2577.0,-4693.0,45.1
GNG_1min_time15_all,1min,-344.2,283.8,-60.4,22610,144.8,-355.4,-332.4,-28431.0,-25306.0,45.0
GNG_1min_time15_rth,1min,-10.2,36.1,25.9,2874,18.4,-22.2,2.4,-1773.0,184.0,48.5
GNG_1min_time40_all,1min,-246.2,172.3,-73.9,13724,87.9,-161.7,-334.8,-12933.0,-25496.0,47.0
GNG_1min_time40_rth,1min,-27.7,28.6,0.9,2284,14.6,29.6,-87.9,2365.0,-6693.0,48.1
GNG_1min_trail2.0_all,1min,-971.3,370.2,-601.1,29496,188.9,-838.6,-1110.1,-67087.0,-84526.0,27.2
GNG_1min_trail2.0_rth,1min,-112.4,39.6,-72.8,3160,20.2,-96.2,-129.4,-7693.0,-9856.0,32.0
EXGF_1min_time5_all,1min,-39.8,27.6,-12.2,2200,14.1,-24.2,-56.2,-1935.0,-4276.0,40.2
EXGF_1min_time5_rth,1min,2.0,1.2,3.2,92,0.6,1.2,2.9,97.0,222.0,51.1
EXGF_1min_time15_all,1min,-21.8,23.1,1.3,1844,11.8,-11.1,-33.0,-885.0,-2514.0,44.9
EXGF_1min_time15_rth,1min,1.1,1.0,2.1,82,0.5,0.1,2.2,5.0,168.0,56.1
EXGF_1min_time40_all,1min,-15.1,18.2,3.1,1459,9.3,-8.0,-22.6,-643.0,-1720.0,46.3
EXGF_1min_time40_rth,1min,7.0,1.0,8.0,74,0.5,0.1,14.1,9.0,1076.0,52.7
EXGF_1min_trail2.0_all,1min,-49.1,27.2,-21.9,2169,13.9,-54.9,-42.9,-4390.0,-3269.0,24.9
EXGF_1min_trail2.0_rth,1min,-1.2,1.2,0.0,89,0.6,-3.9,1.7,-314.0,130.0,24.7
MSTAR_1min_time5_all,1min,-1123.9,810.7,-313.2,64583,413.6,-1026.2,-1226.0,-82097.0,-93349.0,43.0
MSTAR_1min_time5_rth,1min,-394.0,281.1,-112.9,22392,143.4,-329.3,-461.9,-26343.0,-35167.0,45.8
MSTAR_1min_time15_all,1min,-638.4,501.8,-136.6,39966,256.0,-617.8,-659.7,-49424.0,-50229.0,45.8
MSTAR_1min_time15_rth,1min,-218.8,171.1,-47.7,13635,87.3,-178.4,-261.1,-14270.0,-19882.0,47.9
MSTAR_1min_time40_all,1min,-379.6,257.5,-122.1,20520,131.4,-353.0,-407.3,-28242.0,-31010.0,47.5
MSTAR_1min_time40_rth,1min,-90.5,87.8,-2.7,6997,44.8,41.2,-228.9,3298.0,-17429.0,49.3
MSTAR_1min_trail2.0_all,1min,-1938.6,674.6,-1264.0,53748,344.2,-1704.8,-2183.1,-136387.0,-166225.0,29.3
MSTAR_1min_trail2.0_rth,1min,-791.8,220.3,-571.5,17546,112.4,-663.2,-926.6,-53054.0,-70553.0,32.0
BBWALK_1min_time5_all,1min,-224.8,170.9,-53.9,13608,87.2,-182.6,-269.1,-14611.0,-20487.0,42.6
BBWALK_1min_time5_rth,1min,-65.2,53.1,-12.1,4227,27.1,-43.1,-88.3,-3452.0,-6723.0,46.0
BBWALK_1min_time15_all,1min,-199.7,164.2,-35.5,13091,83.8,-152.0,-249.7,-12162.0,-19010.0,45.1
BBWALK_1min_time15_rth,1min,-73.1,51.2,-21.9,4075,26.1,-18.6,-130.3,-1487.0,-9919.0,47.6
BBWALK_1min_time40_all,1min,-95.2,126.8,31.6,10100,64.7,-78.4,-112.8,-6272.0,-8589.0,47.1
BBWALK_1min_time40_rth,1min,-49.9,40.6,-9.3,3235,20.7,35.2,-139.2,2815.0,-10602.0,49.4
BBWALK_1min_trail2.0_all,1min,-614.3,180.7,-433.6,14396,92.2,-498.0,-736.0,-39843.0,-56042.0,27.4
BBWALK_1min_trail2.0_rth,1min,-214.8,55.7,-159.1,4430,28.4,-168.0,-263.9,-13439.0,-20092.0,32.1
BWEXP_1min_time5_all,1min,-732.3,562.7,-169.6,44827,287.1,-673.9,-793.3,-53910.0,-60401.0,42.6
BWEXP_1min_time5_rth,1min,-202.1,177.4,-24.7,14131,90.5,-152.3,-254.3,-12180.0,-19364.0,46.1
BWEXP_1min_time15_all,1min,-496.2,355.2,-141.0,28292,181.2,-445.2,-549.6,-35617.0,-41845.0,45.2
BWEXP_1min_time15_rth,1min,-149.4,113.7,-35.7,9049,58.0,-97.0,-204.3,-7756.0,-15558.0,47.6
BWEXP_1min_time40_all,1min,-147.8,225.8,78.0,17982,115.2,-104.5,-193.2,-8361.0,-14707.0,47.5
BWEXP_1min_time40_rth,1min,54.4,74.5,128.9,5940,38.0,90.7,16.2,7256.0,1236.0,50.3
BWEXP_1min_trail2.0_all,1min,-1766.6,569.4,-1197.2,45357,290.5,-1501.9,-2043.7,-120149.0,-155611.0,28.1
BWEXP_1min_trail2.0_rth,1min,-685.9,174.4,-511.5,13890,89.0,-511.5,-868.7,-40918.0,-66145.0,31.6
DONMID_1min_time5_all,1min,-773.9,657.6,-116.3,52379,335.5,-802.1,-743.8,-64168.0,-56632.0,44.2
DONMID_1min_time5_rth,1min,-235.4,208.2,-27.2,16575,106.2,-229.7,-241.3,-18373.0,-18375.0,47.3
DONMID_1min_time15_all,1min,-444.6,451.8,7.2,35996,230.5,-468.4,-419.3,-37469.0,-31930.0,46.8
DONMID_1min_time15_rth,1min,-159.9,144.3,-15.6,11490,73.6,-123.5,-198.2,-9880.0,-15088.0,48.1
DONMID_1min_time40_all,1min,-192.4,245.0,52.6,19524,125.0,-232.2,-150.5,-18578.0,-11461.0,48.2
DONMID_1min_time40_rth,1min,-39.5,80.9,41.4,6450,41.3,-53.6,-24.7,-4289.0,-1881.0,49.6
DONMID_1min_trail2.0_all,1min,-1483.7,562.3,-921.4,44791,286.9,-1327.4,-1647.0,-106194.0,-125408.0,29.8
DONMID_1min_trail2.0_rth,1min,-576.2,172.1,-404.1,13715,87.8,-497.4,-658.6,-39789.0,-50149.0,32.8
SWEEP_1min_time5_all,1min,-464.5,387.5,-77.0,30869,197.7,-469.2,-459.3,-37534.0,-34975.0,45.1
SWEEP_1min_time5_rth,1min,-179.9,142.7,-37.2,11364,72.8,-203.1,-155.4,-16244.0,-11835.0,46.5
SWEEP_1min_time15_all,1min,-315.1,296.9,-18.2,23651,151.5,-381.5,-245.1,-30523.0,-18664.0,47.0
SWEEP_1min_time15_rth,1min,-94.0,106.8,12.8,8505,54.5,-146.6,-38.6,-11728.0,-2939.0,48.1
SWEEP_1min_time40_all,1min,-126.5,191.1,64.6,15224,97.5,-258.8,12.7,-20706.0,965.0,48.7
SWEEP_1min_time40_rth,1min,-55.9,68.2,12.3,5428,34.8,-165.1,58.9,-13209.0,4482.0,48.7
SWEEP_1min_trail2.0_all,1min,-1073.6,386.9,-686.7,30821,197.4,-910.8,-1244.1,-72867.0,-94726.0,29.7
SWEEP_1min_trail2.0_rth,1min,-505.7,139.7,-366.0,11131,71.3,-429.8,-585.3,-34384.0,-44563.0,31.6
EQHB_1min_time5_all,1min,-241.2,167.2,-74.0,13316,85.3,-252.3,-229.3,-20183.0,-17462.0,42.5
EQHB_1min_time5_rth,1min,-80.5,45.7,-34.8,3633,23.3,-77.3,-83.9,-6180.0,-6389.0,45.1
EQHB_1min_time15_all,1min,-179.8,140.9,-38.9,11232,71.9,-233.6,-123.1,-18691.0,-9376.0,46.4
EQHB_1min_time15_rth,1min,-75.1,39.6,-35.5,3149,20.2,-106.3,-42.3,-8507.0,-3221.0,48.0
EQHB_1min_time40_all,1min,-121.0,108.6,-12.4,8650,55.4,-141.1,-99.8,-11291.0,-7597.0,48.4
EQHB_1min_time40_rth,1min,-59.0,31.9,-27.1,2538,16.3,-92.1,-24.2,-7366.0,-1844.0,48.4
EQHB_1min_trail2.0_all,1min,-455.4,153.9,-301.5,12262,78.5,-433.4,-478.3,-34670.0,-36418.0,27.4
EQHB_1min_trail2.0_rth,1min,-173.6,41.7,-131.9,3324,21.3,-151.1,-197.2,-12086.0,-15012.0,31.7
LUNCHF_1min_time5_all,1min,-126.8,82.3,-44.5,6561,42.0,-127.0,-126.5,-10159.0,-9634.0,45.3
LUNCHF_1min_time5_rth,1min,-126.8,82.3,-44.5,6561,42.0,-127.0,-126.5,-10159.0,-9634.0,45.3
LUNCHF_1min_time15_all,1min,-70.8,37.2,-33.6,2967,19.0,-74.6,-66.7,-5967.0,-5078.0,46.8
LUNCHF_1min_time15_rth,1min,-70.8,37.2,-33.6,2967,19.0,-74.6,-66.7,-5967.0,-5078.0,46.8
LUNCHF_1min_time40_all,1min,-48.2,19.0,-29.2,1507,9.7,-50.3,-46.0,-4027.0,-3499.0,47.0
LUNCHF_1min_time40_rth,1min,-48.2,19.0,-29.2,1507,9.7,-50.3,-46.0,-4027.0,-3499.0,47.0
LUNCHF_1min_trail2.0_all,1min,-205.5,60.0,-145.5,4778,30.6,-195.6,-215.7,-15645.0,-16427.0,31.5
LUNCHF_1min_trail2.0_rth,1min,-205.5,60.0,-145.5,4778,30.6,-195.6,-215.7,-15645.0,-16427.0,31.5
EUREV_1min_time5_all,1min,-29.4,15.3,-14.1,1211,7.8,-22.2,-37.0,-1777.0,-2815.0,46.8
EUREV_1min_time5_rth,1min,-29.4,15.3,-14.1,1211,7.8,-22.2,-37.0,-1777.0,-2815.0,46.8
EUREV_1min_time15_all,1min,-2.8,9.0,6.2,712,4.6,-15.2,10.2,-1213.0,775.0,47.6
EUREV_1min_time15_rth,1min,-2.8,9.0,6.2,712,4.6,-15.2,10.2,-1213.0,775.0,47.6
EUREV_1min_time40_all,1min,0.7,9.0,9.7,712,4.6,-19.9,22.4,-1591.0,1705.0,48.7
EUREV_1min_time40_rth,1min,0.7,9.0,9.7,712,4.6,-19.9,22.4,-1591.0,1705.0,48.7
EUREV_1min_trail2.0_all,1min,-24.0,13.5,-10.5,1085,6.9,-27.7,-20.2,-2213.0,-1540.0,36.5
EUREV_1min_trail2.0_rth,1min,-24.0,13.5,-10.5,1085,6.9,-27.7,-20.2,-2213.0,-1540.0,36.5
PWRBO_1min_time5_all,1min,-15.7,8.4,-7.3,672,4.3,-29.9,-0.8,-2390.0,-57.0,41.5
PWRBO_1min_time5_rth,1min,-15.7,8.4,-7.3,672,4.3,-29.9,-0.8,-2390.0,-57.0,41.5
PWRBO_1min_time15_all,1min,-27.6,6.3,-21.3,504,3.2,-17.8,-37.9,-1427.0,-2882.0,45.0
PWRBO_1min_time15_rth,1min,-27.6,6.3,-21.3,504,3.2,-17.8,-37.9,-1427.0,-2882.0,45.0
PWRBO_1min_time40_all,1min,-19.9,4.7,-15.2,377,2.4,1.8,-42.8,148.0,-3256.0,49.6
PWRBO_1min_time40_rth,1min,-19.9,4.7,-15.2,377,2.4,1.8,-42.8,148.0,-3256.0,49.6
PWRBO_1min_trail2.0_all,1min,-28.3,7.1,-21.2,561,3.6,-35.7,-20.6,-2854.0,-1570.0,31.9
PWRBO_1min_trail2.0_rth,1min,-28.3,7.1,-21.2,561,3.6,-35.7,-20.6,-2854.0,-1570.0,31.9
D2UP_1min_time5_all,1min,-531.3,414.7,-116.6,33047,211.6,-480.7,-584.2,-38455.0,-44482.0,43.5
D2UP_1min_time5_rth,1min,-153.6,135.0,-18.6,10763,68.9,-133.7,-174.5,-10694.0,-13288.0,47.6
D2UP_1min_time15_all,1min,-315.9,249.7,-66.2,19895,127.4,-240.5,-394.9,-19236.0,-30072.0,46.4
D2UP_1min_time15_rth,1min,-42.5,81.1,38.6,6458,41.4,-27.3,-58.4,-2185.0,-4444.0,49.8
D2UP_1min_time40_all,1min,-176.9,128.8,-48.1,10256,65.7,-119.3,-237.4,-9546.0,-18074.0,48.7
D2UP_1min_time40_rth,1min,-20.5,42.9,22.4,3412,21.9,-3.6,-38.2,-289.0,-2912.0,50.9
D2UP_1min_trail2.0_all,1min,-911.6,355.7,-555.9,28347,181.5,-811.8,-1015.8,-64947.0,-77348.0,29.3
D2UP_1min_trail2.0_rth,1min,-314.0,109.2,-204.8,8697,55.7,-274.1,-355.6,-21931.0,-27079.0,33.0
FHFADE_1min_time5_all,1min,-195.7,214.8,19.1,17115,109.6,-233.9,-155.5,-18711.0,-11837.0,47.0
FHFADE_1min_time5_rth,1min,-157.2,164.8,7.6,13128,84.1,-183.8,-129.2,-14703.0,-9837.0,48.6
FHFADE_1min_time15_all,1min,-49.5,101.7,52.2,8097,51.9,-87.0,-10.1,-6961.0,-767.0,49.4
FHFADE_1min_time15_rth,1min,-67.8,78.8,11.0,6275,40.2,-72.6,-62.6,-5809.0,-4768.0,50.1
FHFADE_1min_time40_all,1min,13.9,46.6,60.5,3724,23.8,-7.2,36.2,-580.0,2754.0,51.1
FHFADE_1min_time40_rth,1min,-9.9,36.7,26.8,2927,18.7,-9.3,-10.5,-747.0,-803.0,51.9
FHFADE_1min_trail2.0_all,1min,-350.0,148.2,-201.8,11806,75.6,-306.0,-396.1,-24477.0,-30157.0,31.8
FHFADE_1min_trail2.0_rth,1min,-300.2,110.0,-190.2,8763,56.1,-256.1,-346.4,-20484.0,-26377.0,32.6
GAPFILL_1min_time5_all,1min,-1750.7,1262.0,-488.7,100535,643.9,-1519.8,-1992.3,-121586.0,-151698.0,43.4
GAPFILL_1min_time5_rth,1min,-606.3,444.5,-161.8,35415,226.8,-536.9,-679.0,-42949.0,-51699.0,45.6
GAPFILL_1min_time15_all,1min,-892.1,614.1,-278.0,48915,313.3,-770.8,-1018.9,-61666.0,-77584.0,46.0
GAPFILL_1min_time15_rth,1min,-323.9,217.0,-106.9,17286,110.7,-266.2,-384.4,-21295.0,-29272.0,46.9
GAPFILL_1min_time40_all,1min,-481.4,275.8,-205.6,21967,140.7,-395.1,-571.8,-31609.0,-43540.0,47.8
GAPFILL_1min_time40_rth,1min,-170.0,98.0,-72.0,7807,50.0,-142.8,-198.4,-11422.0,-15108.0,48.5
GAPFILL_1min_trail2.0_all,1min,-2681.6,926.9,-1754.7,73838,472.9,-2296.9,-3084.2,-183749.0,-234842.0,29.5
GAPFILL_1min_trail2.0_rth,1min,-1151.6,309.9,-841.7,24684,158.1,-1020.8,-1288.5,-81664.0,-98108.0,32.0
LRB_1min_time5_all,1min,-1849.8,1458.8,-391.0,116217,744.3,-1755.0,-1948.4,-140402.0,-148356.0,43.3
LRB_1min_time5_rth,1min,-654.2,509.0,-145.2,40544,259.7,-638.6,-670.2,-51087.0,-51030.0,46.3
LRB_1min_time15_all,1min,-845.2,679.1,-166.1,54096,346.5,-760.5,-933.8,-60837.0,-71102.0,45.8
LRB_1min_time15_rth,1min,-351.4,232.8,-118.6,18557,118.8,-209.2,-500.7,-16733.0,-38123.0,48.2
LRB_1min_time40_all,1min,-418.8,296.5,-122.3,23632,151.3,-317.5,-525.0,-25403.0,-39976.0,47.1
LRB_1min_time40_rth,1min,-105.3,102.5,-2.8,8166,52.3,-22.6,-192.2,-1805.0,-14635.0,48.9
LRB_1min_trail2.0_all,1min,-3191.2,1071.1,-2120.1,85326,546.5,-2686.8,-3719.3,-214947.0,-283195.0,29.3
LRB_1min_trail2.0_rth,1min,-1267.7,341.6,-926.1,27221,174.3,-1048.3,-1497.6,-83864.0,-114029.0,32.2
LRF_1min_time5_all,1min,-859.4,743.6,-115.8,59241,379.4,-863.2,-854.8,-69059.0,-65086.0,45.8
LRF_1min_time5_rth,1min,-306.7,264.8,-41.9,21101,135.1,-332.8,-279.0,-26626.0,-21247.0,47.3
LRF_1min_time15_all,1min,-552.5,468.2,-84.3,37295,238.9,-578.9,-524.5,-46312.0,-39940.0,47.5
LRF_1min_time15_rth,1min,-186.6,164.2,-22.4,13091,83.8,-191.0,-181.8,-15281.0,-13843.0,48.3
LRF_1min_time40_all,1min,-323.8,248.7,-75.1,19807,126.9,-387.7,-256.5,-31019.0,-19533.0,48.7
LRF_1min_time40_rth,1min,-157.9,86.4,-71.5,6891,44.1,-225.8,-86.6,-18061.0,-6594.0,48.9
LRF_1min_trail2.0_all,1min,-2046.6,735.6,-1311.0,58602,375.3,-1714.3,-2394.5,-137148.0,-182323.0,29.5
LRF_1min_trail2.0_rth,1min,-856.4,248.5,-607.9,19804,126.8,-732.9,-985.7,-58629.0,-75056.0,31.4
MSS_1min_time5_all,1min,-1051.5,830.1,-221.4,66127,423.5,-1034.7,-1068.6,-82773.0,-81368.0,43.5
MSS_1min_time5_rth,1min,-369.2,291.8,-77.4,23253,148.9,-295.7,-446.3,-23652.0,-33984.0,46.2
MSS_1min_time15_all,1min,-697.7,508.6,-189.1,40512,259.5,-639.9,-758.0,-51195.0,-57716.0,45.9
MSS_1min_time15_rth,1min,-256.7,173.9,-82.8,13852,88.7,-201.3,-314.8,-16104.0,-23970.0,47.5
MSS_1min_time40_all,1min,-196.5,259.5,63.0,20667,132.4,-222.6,-169.1,-17807.0,-12874.0,48.0
MSS_1min_time40_rth,1min,7.8,88.4,96.2,7038,45.1,15.0,0.3,1202.0,23.0,49.8
MSS_1min_trail2.0_all,1min,-2118.4,731.1,-1387.3,58242,373.0,-1858.5,-2390.2,-148679.0,-181998.0,29.5
MSS_1min_trail2.0_rth,1min,-866.7,239.1,-627.6,19054,122.0,-707.8,-1033.1,-56622.0,-78665.0,32.7
RSI50_1min_time5_all,1min,-990.5,797.9,-192.6,63570,407.1,-1085.2,-890.4,-86820.0,-67798.0,42.6
RSI50_1min_time5_rth,1min,-264.7,251.1,-13.6,20009,128.1,-318.4,-208.1,-25469.0,-15845.0,46.0
RSI50_1min_time15_all,1min,-701.2,503.3,-197.9,40100,256.8,-735.9,-664.4,-58873.0,-50590.0,45.6
RSI50_1min_time15_rth,1min,-176.6,160.7,-15.9,12798,82.0,-224.3,-126.4,-17943.0,-9622.0,47.5
RSI50_1min_time40_all,1min,-329.3,258.3,-71.0,20576,131.8,-309.1,-350.5,-24724.0,-26687.0,47.3
RSI50_1min_time40_rth,1min,-74.1,85.1,11.0,6779,43.4,-146.1,1.6,-11690.0,119.0,48.8
RSI50_1min_trail2.0_all,1min,-2001.1,741.1,-1260.0,59036,378.1,-1920.4,-2084.9,-153629.0,-158749.0,29.1
RSI50_1min_trail2.0_rth,1min,-767.8,225.2,-542.6,17943,114.9,-740.3,-796.3,-59225.0,-60633.0,32.3
RSIDIV_1min_time5_all,1min,-272.0,196.4,-75.6,15641,100.2,-249.2,-295.7,-19939.0,-22516.0,44.6
RSIDIV_1min_time5_rth,1min,-111.5,68.0,-43.5,5413,34.7,-108.6,-114.6,-8685.0,-8725.0,46.5
RSIDIV_1min_time15_all,1min,-251.8,175.4,-76.4,13969,89.5,-284.2,-217.6,-22733.0,-16568.0,47.2
RSIDIV_1min_time15_rth,1min,-76.5,60.2,-16.3,4800,30.7,-143.9,-5.5,-11515.0,-421.0,47.7
RSIDIV_1min_time40_all,1min,-152.1,131.9,-20.2,10505,67.3,-201.4,-100.2,-16112.0,-7632.0,48.0
RSIDIV_1min_time40_rth,1min,-45.8,45.7,-0.1,3639,23.3,-103.7,14.9,-8294.0,1138.0,48.7
RSIDIV_1min_trail2.0_all,1min,-567.2,196.8,-370.4,15671,100.4,-485.8,-652.5,-38864.0,-49683.0,29.3
RSIDIV_1min_trail2.0_rth,1min,-250.1,67.6,-182.5,5391,34.5,-224.1,-277.1,-17932.0,-21101.0,31.0
KAMAX_1min_time5_all,1min,-923.6,680.5,-243.1,54217,347.2,-887.3,-961.3,-70983.0,-73194.0,42.8
KAMAX_1min_time5_rth,1min,-289.0,214.8,-74.2,17119,109.6,-251.3,-328.5,-20104.0,-25015.0,46.2
KAMAX_1min_time15_all,1min,-682.5,429.2,-253.3,34199,219.0,-637.2,-729.9,-50973.0,-55573.0,45.6
KAMAX_1min_time15_rth,1min,-172.4,137.6,-34.8,10962,70.2,-216.6,-125.8,-17328.0,-9579.0,47.8
KAMAX_1min_time40_all,1min,-269.6,236.2,-33.4,18815,120.5,-237.5,-303.2,-19004.0,-23083.0,47.7
KAMAX_1min_time40_rth,1min,-124.0,78.2,-45.8,6229,39.9,-60.7,-190.5,-4857.0,-14504.0,48.8
KAMAX_1min_trail2.0_all,1min,-1669.1,618.2,-1050.9,49243,315.4,-1551.7,-1791.6,-124132.0,-136419.0,28.9
KAMAX_1min_trail2.0_rth,1min,-640.3,188.6,-451.7,15025,96.2,-566.1,-717.8,-45292.0,-54654.0,32.4
THRTOD_1min_time5_all,1min,-23.4,7.3,-16.1,583,3.7,-14.3,-32.9,-1142.0,-2506.0,45.1
THRTOD_1min_time5_rth,1min,-23.4,7.3,-16.1,583,3.7,-14.3,-32.9,-1142.0,-2506.0,45.1
THRTOD_1min_time15_all,1min,-32.0,7.1,-24.9,556,3.6,-24.4,-40.0,-1951.0,-3048.0,43.2
THRTOD_1min_time15_rth,1min,-32.0,7.1,-24.9,556,3.6,-24.4,-40.0,-1951.0,-3048.0,43.2
THRTOD_1min_time40_all,1min,-26.6,6.5,-20.1,513,3.3,-48.4,-3.7,-3873.0,-285.0,46.8
THRTOD_1min_time40_rth,1min,-26.6,6.5,-20.1,513,3.3,-48.4,-3.7,-3873.0,-285.0,46.8
THRTOD_1min_trail2.0_all,1min,-59.5,9.2,-50.3,738,4.7,-44.0,-75.6,-3523.0,-5758.0,27.9
THRTOD_1min_trail2.0_rth,1min,-59.5,9.2,-50.3,738,4.7,-44.0,-75.6,-3523.0,-5758.0,27.9
SMBAND_1min_time5_all,1min,-2318.9,1703.6,-615.3,135715,869.2,-2195.1,-2447.8,-175608.0,-186380.0,43.6
SMBAND_1min_time5_rth,1min,-747.8,564.5,-183.3,44970,288.0,-744.8,-750.5,-59588.0,-57148.0,45.9
SMBAND_1min_time15_all,1min,-1146.7,733.6,-413.1,58440,374.3,-1080.4,-1215.7,-86433.0,-92565.0,46.2
SMBAND_1min_time15_rth,1min,-420.6,243.4,-177.2,19393,124.2,-383.2,-459.6,-30658.0,-34993.0,47.7
SMBAND_1min_time40_all,1min,-576.0,307.5,-268.5,24500,156.9,-456.2,-701.4,-36499.0,-53407.0,47.5
SMBAND_1min_time40_rth,1min,-257.8,103.5,-154.3,8247,52.8,-230.4,-286.4,-18432.0,-21810.0,47.9
SMBAND_1min_trail2.0_all,1min,-3717.5,1316.3,-2401.2,104861,671.6,-3318.8,-4134.3,-265503.0,-314796.0,28.9
