name,family,tf,session,trades,trades_wk,usd_wk,usd_total,win_pct,max_dd,pos_years,n_years,yearly
IMPF_5min_w3i4_s5t10_all,impfade,5min,all,72927,464.9,-2112.9,-331427.0,26.0,331529.0,0,4,"{""2023"": -38731.0, ""2024"": -93425.0, ""2025"": -125587.0, ""2026"": -73685.0}"
IMPF_5min_w3i4_s5t10_rth,impfade,5min,rth,29605,188.7,-1084.5,-170110.0,22.0,170142.0,0,4,"{""2023"": -23519.0, ""2024"": -50502.0, ""2025"": -61777.0, ""2026"": -34312.0}"
IMPF_5min_w3i4_s6t15_all,impfade,5min,all,64155,409.0,-1719.4,-269696.0,24.1,269917.0,0,4,"{""2023"": -31293.0, ""2024"": -72833.0, ""2025"": -104283.0, ""2026"": -61287.0}"
IMPF_5min_w3i4_s6t15_rth,impfade,5min,rth,27898,177.9,-903.8,-141775.0,22.1,141903.0,0,4,"{""2023"": -19422.0, ""2024"": -39424.0, ""2025"": -52661.0, ""2026"": -30268.0}"
IMPF_5min_w3i4_s8t20_all,impfade,5min,all,54015,344.4,-1364.1,-213964.0,25.7,214273.0,0,4,"{""2023"": -20618.0, ""2024"": -57908.0, ""2025"": -83618.0, ""2026"": -51820.0}"
IMPF_5min_w3i4_s8t20_rth,impfade,5min,rth,25307,161.3,-745.9,-116994.0,24.5,117095.0,0,4,"{""2023"": -14024.0, ""2024"": -31267.0, ""2025"": -44731.0, ""2026"": -26972.0}"
IMPF_5min_w3i4_s8t30_all,impfade,5min,all,46277,295.0,-1089.4,-170875.0,19.3,171239.0,0,4,"{""2023"": -18496.0, ""2024"": -45609.0, ""2025"": -65822.0, ""2026"": -40947.0}"
IMPF_5min_w3i4_s8t30_rth,impfade,5min,rth,22801,145.4,-567.8,-89068.0,19.0,89329.0,0,4,"{""2023"": -10948.0, ""2024"": -25653.0, ""2025"": -32680.0, ""2026"": -19788.0}"
IMPF_5min_w3i6_s5t10_all,impfade,5min,all,67653,431.3,-1983.1,-311067.0,25.8,311169.0,0,4,"{""2023"": -35952.0, ""2024"": -84695.0, ""2025"": -119416.0, ""2026"": -71004.0}"
IMPF_5min_w3i6_s5t10_rth,impfade,5min,rth,28231,180.0,-1035.8,-162475.0,22.0,162507.0,0,4,"{""2023"": -22426.0, ""2024"": -46843.0, ""2025"": -60104.0, ""2026"": -33102.0}"
IMPF_5min_w3i6_s6t15_all,impfade,5min,all,60775,387.5,-1632.9,-256139.0,24.1,256231.0,0,4,"{""2023"": -29277.0, ""2024"": -67811.0, ""2025"": -99863.0, ""2026"": -59188.0}"
IMPF_5min_w3i6_s6t15_rth,impfade,5min,rth,26776,170.7,-868.4,-136218.0,22.1,136347.0,0,4,"{""2023"": -18773.0, ""2024"": -37041.0, ""2025"": -51201.0, ""2026"": -29203.0}"
IMPF_5min_w3i6_s8t20_all,impfade,5min,all,51900,330.9,-1315.9,-206411.0,25.6,206626.0,0,4,"{""2023"": -20673.0, ""2024"": -55985.0, ""2025"": -81073.0, ""2026"": -48680.0}"
IMPF_5min_w3i6_s8t20_rth,impfade,5min,rth,24495,156.2,-740.4,-116130.0,24.3,116231.0,0,4,"{""2023"": -14194.0, ""2024"": -31202.0, ""2025"": -45090.0, ""2026"": -25644.0}"
IMPF_5min_w3i6_s8t30_all,impfade,5min,all,44853,285.9,-1027.7,-161200.0,19.4,161546.0,0,4,"{""2023"": -16636.0, ""2024"": -42521.0, ""2025"": -64000.0, ""2026"": -38044.0}"
IMPF_5min_w3i6_s8t30_rth,impfade,5min,rth,22195,141.5,-560.1,-87858.0,19.0,88135.0,0,4,"{""2023"": -10830.0, ""2024"": -25105.0, ""2025"": -32348.0, ""2026"": -19575.0}"
IMPF_5min_w3i9_s5t10_all,impfade,5min,all,58572,373.4,-1800.6,-282433.0,25.0,282506.0,0,4,"{""2023"": -30954.0, ""2024"": -74176.0, ""2025"": -110053.0, ""2026"": -67251.0}"
IMPF_5min_w3i9_s5t10_rth,impfade,5min,rth,25906,165.2,-967.8,-151806.0,21.6,151838.0,0,4,"{""2023"": -20334.0, ""2024"": -43783.0, ""2025"": -56700.0, ""2026"": -30989.0}"
IMPF_5min_w3i9_s6t15_all,impfade,5min,all,54216,345.6,-1490.5,-233801.0,23.9,234035.0,0,4,"{""2023"": -25615.0, ""2024"": -59318.0, ""2025"": -92966.0, ""2026"": -55902.0}"
IMPF_5min_w3i9_s6t15_rth,impfade,5min,rth,24873,158.6,-802.2,-125829.0,22.1,125937.0,0,4,"{""2023"": -17326.0, ""2024"": -34046.0, ""2025"": -47691.0, ""2026"": -26765.0}"
IMPF_5min_w3i9_s8t20_all,impfade,5min,all,47868,305.2,-1237.6,-194132.0,25.5,194570.0,0,4,"{""2023"": -19148.0, ""2024"": -49257.0, ""2025"": -79208.0, ""2026"": -46519.0}"
IMPF_5min_w3i9_s8t20_rth,impfade,5min,rth,23100,147.3,-692.5,-108628.0,24.4,108729.0,0,4,"{""2023"": -14718.0, ""2024"": -27557.0, ""2025"": -42480.0, ""2026"": -23872.0}"
IMPF_5min_w3i9_s8t30_all,impfade,5min,all,42088,268.3,-961.2,-150767.0,19.5,151377.0,0,4,"{""2023"": -16114.0, ""2024"": -38742.0, ""2025"": -58858.0, ""2026"": -37052.0}"
IMPF_5min_w3i9_s8t30_rth,impfade,5min,rth,21126,134.7,-530.8,-83256.0,19.0,83517.0,0,4,"{""2023"": -11582.0, ""2024"": -22344.0, ""2025"": -31044.0, ""2026"": -18286.0}"
IMPF_5min_w3i14_s5t10_all,impfade,5min,all,44202,281.8,-1471.7,-230842.0,23.7,230957.0,0,4,"{""2023"": -22921.0, ""2024"": -58861.0, ""2025"": -91603.0, ""2026"": -57457.0}"
IMPF_5min_w3i14_s5t10_rth,impfade,5min,rth,21869,139.4,-856.7,-134384.0,20.7,134382.0,0,4,"{""2023"": -16625.0, ""2024"": -37805.0, ""2025"": -51797.0, ""2026"": -28156.0}"
IMPF_5min_w3i14_s6t15_all,impfade,5min,all,42436,270.5,-1240.2,-194532.0,23.2,194750.0,0,4,"{""2023"": -18652.0, ""2024"": -48182.0, ""2025"": -80449.0, ""2026"": -47250.0}"
IMPF_5min_w3i14_s6t15_rth,impfade,5min,rth,21340,136.0,-714.9,-112141.0,21.7,112165.0,0,4,"{""2023"": -13501.0, ""2024"": -28866.0, ""2025"": -45460.0, ""2026"": -24315.0}"
IMPF_5min_w3i14_s8t20_all,impfade,5min,all,39309,250.6,-1108.4,-173860.0,24.8,174272.0,0,4,"{""2023"": -17380.0, ""2024"": -43922.0, ""2025"": -72535.0, ""2026"": -40024.0}"
IMPF_5min_w3i14_s8t20_rth,impfade,5min,rth,20249,129.1,-641.2,-100577.0,23.9,100621.0,0,4,"{""2023"": -12215.0, ""2024"": -25222.0, ""2025"": -41188.0, ""2026"": -21952.0}"
IMPF_5min_w3i14_s8t30_all,impfade,5min,all,35869,228.7,-900.0,-141164.0,19.0,141470.0,0,4,"{""2023"": -14168.0, ""2024"": -35405.0, ""2025"": -58572.0, ""2026"": -33020.0}"
IMPF_5min_w3i14_s8t30_rth,impfade,5min,rth,18904,120.5,-506.5,-79454.0,18.6,79639.0,0,4,"{""2023"": -9962.0, ""2024"": -20512.0, ""2025"": -31945.0, ""2026"": -17034.0}"
THR_5min_k1.5_s6t12_all,thrust,5min,all,18369,117.1,-545.2,-85525.0,26.9,85696.0,0,4,"{""2023"": -10796.0, ""2024"": -25366.0, ""2025"": -30330.0, ""2026"": -19033.0}"
THR_5min_k1.5_s6t12_rth,thrust,5min,rth,6474,41.3,-277.8,-43573.0,21.2,43863.0,0,4,"{""2023"": -4057.0, ""2024"": -15385.0, ""2025"": -15750.0, ""2026"": -8380.0}"
THR_5min_k1.5_s8t16_all,thrust,5min,all,17018,108.5,-493.9,-77472.0,28.7,77609.0,0,4,"{""2023"": -8472.0, ""2024"": -22902.0, ""2025"": -27729.0, ""2026"": -18368.0}"
THR_5min_k1.5_s8t16_rth,thrust,5min,rth,6371,40.6,-273.3,-42870.0,24.2,43582.0,0,4,"{""2023"": -3699.0, ""2024"": -14709.0, ""2025"": -15774.0, ""2026"": -8689.0}"
THR_5min_k1.5_s10t25_all,thrust,5min,all,15066,96.0,-383.9,-60210.0,26.2,60306.0,0,4,"{""2023"": -5102.0, ""2024"": -18237.0, ""2025"": -22161.0, ""2026"": -14711.0}"
THR_5min_k1.5_s10t25_rth,thrust,5min,rth,6112,39.0,-210.4,-33006.0,24.2,34110.0,0,4,"{""2023"": -1406.0, ""2024"": -12992.0, ""2025"": -11671.0, ""2026"": -6936.0}"
THR_5min_k1.5_s12t36_all,thrust,5min,all,13201,84.2,-298.4,-46805.0,23.8,47675.0,0,4,"{""2023"": -3704.0, ""2024"": -14439.0, ""2025"": -16137.0, ""2026"": -12526.0}"
THR_5min_k1.5_s12t36_rth,thrust,5min,rth,5781,36.9,-176.0,-27612.0,22.5,29652.0,0,4,"{""2023"": -296.0, ""2024"": -10821.0, ""2025"": -9333.0, ""2026"": -7162.0}"
THR_5min_k2.0_s6t12_all,thrust,5min,all,7287,46.5,-247.3,-38794.0,25.0,38824.0,0,4,"{""2023"": -4653.0, ""2024"": -12417.0, ""2025"": -13860.0, ""2026"": -7864.0}"
THR_5min_k2.0_s6t12_rth,thrust,5min,rth,2865,18.3,-136.8,-21462.0,19.1,21508.0,0,4,"{""2023"": -2307.0, ""2024"": -7450.0, ""2025"": -7821.0, ""2026"": -3884.0}"
THR_5min_k2.0_s8t16_all,thrust,5min,all,7045,44.9,-233.6,-36640.0,27.3,36686.0,0,4,"{""2023"": -4476.0, ""2024"": -11379.0, ""2025"": -12871.0, ""2026"": -7914.0}"
THR_5min_k2.0_s8t16_rth,thrust,5min,rth,2842,18.1,-138.4,-21714.0,22.3,21831.0,0,4,"{""2023"": -2247.0, ""2024"": -7299.0, ""2025"": -7945.0, ""2026"": -4224.0}"
THR_5min_k2.0_s10t25_all,thrust,5min,all,6641,42.3,-187.7,-29448.0,25.6,29825.0,0,4,"{""2023"": -2010.0, ""2024"": -9674.0, ""2025"": -11034.0, ""2026"": -6730.0}"
THR_5min_k2.0_s10t25_rth,thrust,5min,rth,2772,17.7,-109.7,-17210.0,23.1,17666.0,0,4,"{""2023"": -839.0, ""2024"": -6695.0, ""2025"": -6439.0, ""2026"": -3237.0}"
THR_5min_k2.0_s12t36_all,thrust,5min,all,6169,39.3,-151.2,-23711.0,23.5,24496.0,0,4,"{""2023"": -2564.0, ""2024"": -7261.0, ""2025"": -8616.0, ""2026"": -5271.0}"
THR_5min_k2.0_s12t36_rth,thrust,5min,rth,2684,17.1,-81.2,-12733.0,22.5,13492.0,0,4,"{""2023"": -392.0, ""2024"": -4452.0, ""2025"": -5272.0, ""2026"": -2617.0}"
THR_5min_k3.0_s6t12_all,thrust,5min,all,1660,10.6,-69.7,-10937.0,21.6,10959.0,0,4,"{""2023"": -1384.0, ""2024"": -2808.0, ""2025"": -4417.0, ""2026"": -2329.0}"
THR_5min_k3.0_s6t12_rth,thrust,5min,rth,797,5.1,-41.1,-6451.0,17.4,6473.0,0,4,"{""2023"": -777.0, ""2024"": -1833.0, ""2025"": -2588.0, ""2026"": -1253.0}"
THR_5min_k3.0_s8t16_all,thrust,5min,all,1650,10.5,-65.6,-10283.0,25.2,10362.0,0,4,"{""2023"": -1072.0, ""2024"": -2407.0, ""2025"": -4296.0, ""2026"": -2509.0}"
THR_5min_k3.0_s8t16_rth,thrust,5min,rth,795,5.1,-41.6,-6528.0,21.1,6558.0,0,4,"{""2023"": -686.0, ""2024"": -1742.0, ""2025"": -2721.0, ""2026"": -1379.0}"
THR_5min_k3.0_s10t25_all,thrust,5min,all,1627,10.4,-46.0,-7214.0,25.6,7433.0,0,4,"{""2023"": -511.0, ""2024"": -1242.0, ""2025"": -3265.0, ""2026"": -2196.0}"
THR_5min_k3.0_s10t25_rth,thrust,5min,rth,788,5.0,-33.3,-5220.0,22.5,5422.0,0,4,"{""2023"": -260.0, ""2024"": -1504.0, ""2025"": -2126.0, ""2026"": -1330.0}"
THR_5min_k3.0_s12t36_all,thrust,5min,all,1596,10.2,-41.0,-6429.0,23.2,6771.0,0,4,"{""2023"": -539.0, ""2024"": -660.0, ""2025"": -3238.0, ""2026"": -1992.0}"
THR_5min_k3.0_s12t36_rth,thrust,5min,rth,779,5.0,-27.4,-4304.0,21.7,4512.0,0,4,"{""2023"": -89.0, ""2024"": -1105.0, ""2025"": -1865.0, ""2026"": -1245.0}"
