name,family,tf,session,trades,trades_wk,usd_wk,usd_total,win_pct,max_dd,pos_years,n_years,yearly
FADE_3min_e50d12_s8t16_rth,fade,3min,rth,35064,223.5,-993.3,-155804.0,28.9,155862.0,0,4,"{""2023"": -18049.0, ""2024"": -42500.0, ""2025"": -59235.0, ""2026"": -36020.0}"
FADE_3min_e50d12_s10t20_all,fade,3min,all,59154,377.1,-1501.2,-235481.0,30.6,235555.0,0,4,"{""2023"": -22638.0, ""2024"": -63077.0, ""2025"": -87906.0, ""2026"": -61860.0}"
FADE_3min_e50d12_s10t20_rth,fade,3min,rth,31155,198.6,-855.6,-134212.0,30.0,134368.0,0,4,"{""2023"": -15811.0, ""2024"": -37777.0, ""2025"": -48298.0, ""2026"": -32325.0}"
FADE_3min_e50d18_s5t8_all,fade,3min,all,72052,459.3,-2219.6,-348158.0,28.8,348174.0,0,4,"{""2023"": -31515.0, ""2024"": -89410.0, ""2025"": -135435.0, ""2026"": -91798.0}"
FADE_3min_e50d18_s5t8_rth,fade,3min,rth,36296,231.4,-1303.6,-204473.0,25.8,204508.0,0,4,"{""2023"": -23011.0, ""2024"": -57932.0, ""2025"": -77295.0, ""2026"": -46235.0}"
FADE_3min_e50d18_s6t12_all,fade,3min,all,65803,419.5,-1812.0,-284218.0,27.8,284371.0,0,4,"{""2023"": -25363.0, ""2024"": -71902.0, ""2025"": -112301.0, ""2026"": -74651.0}"
FADE_3min_e50d18_s6t12_rth,fade,3min,rth,34230,218.2,-1074.8,-168583.0,26.1,168690.0,0,4,"{""2023"": -18627.0, ""2024"": -45460.0, ""2025"": -65077.0, ""2026"": -39418.0}"
FADE_3min_e50d18_s8t16_all,fade,3min,all,57655,367.6,-1526.9,-239512.0,29.5,239610.0,0,4,"{""2023"": -20413.0, ""2024"": -58909.0, ""2025"": -93973.0, ""2026"": -66217.0}"
FADE_3min_e50d18_s8t16_rth,fade,3min,rth,31087,198.2,-903.7,-141753.0,28.7,141868.0,0,4,"{""2023"": -15089.0, ""2024"": -36655.0, ""2025"": -55578.0, ""2026"": -34430.0}"
FADE_3min_e50d18_s10t20_all,fade,3min,all,50662,323.0,-1315.4,-206327.0,30.4,206627.0,0,4,"{""2023"": -17082.0, ""2024"": -52573.0, ""2025"": -78851.0, ""2026"": -57820.0}"
FADE_3min_e50d18_s10t20_rth,fade,3min,rth,27905,177.9,-777.4,-121941.0,29.9,122159.0,0,4,"{""2023"": -12741.0, ""2024"": -32659.0, ""2025"": -46052.0, ""2026"": -30489.0}"
FADE_3min_e50d25_s5t8_all,fade,3min,all,56203,358.3,-1835.7,-287949.0,27.7,287937.0,0,4,"{""2023"": -23938.0, ""2024"": -70318.0, ""2025"": -114928.0, ""2026"": -78766.0}"
FADE_3min_e50d25_s5t8_rth,fade,3min,rth,30664,195.5,-1140.7,-178924.0,25.0,178928.0,0,4,"{""2023"": -19020.0, ""2024"": -48631.0, ""2025"": -69670.0, ""2026"": -41602.0}"
FADE_3min_e50d25_s6t12_all,fade,3min,all,52166,332.6,-1518.4,-238174.0,27.1,238160.0,0,4,"{""2023"": -19376.0, ""2024"": -56743.0, ""2025"": -95434.0, ""2026"": -66621.0}"
FADE_3min_e50d25_s6t12_rth,fade,3min,rth,29123,185.7,-952.8,-149449.0,25.6,149473.0,0,4,"{""2023"": -15632.0, ""2024"": -38659.0, ""2025"": -58957.0, ""2026"": -36200.0}"
FADE_3min_e50d25_s8t16_all,fade,3min,all,46626,297.3,-1298.0,-203602.0,29.1,203589.0,0,4,"{""2023"": -16141.0, ""2024"": -46607.0, ""2025"": -82856.0, ""2026"": -57998.0}"
FADE_3min_e50d25_s8t16_rth,fade,3min,rth,26721,170.4,-811.6,-127310.0,28.2,127354.0,0,4,"{""2023"": -12917.0, ""2024"": -30942.0, ""2025"": -51956.0, ""2026"": -31496.0}"
FADE_3min_e50d25_s10t20_all,fade,3min,all,41628,265.4,-1111.0,-174271.0,30.2,174303.0,0,4,"{""2023"": -14185.0, ""2024"": -40458.0, ""2025"": -68098.0, ""2026"": -51530.0}"
FADE_3min_e50d25_s10t20_rth,fade,3min,rth,24263,154.7,-697.8,-109458.0,29.7,109769.0,0,4,"{""2023"": -11120.0, ""2024"": -27486.0, ""2025"": -42758.0, ""2026"": -28094.0}"
IMPF_3min_w2i4_s5t10_all,impfade,3min,all,102119,651.0,-2687.1,-421494.0,27.3,421504.0,0,4,"{""2023"": -48137.0, ""2024"": -118599.0, ""2025"": -161392.0, ""2026"": -93365.0}"
IMPF_3min_w2i4_s5t10_rth,impfade,3min,rth,44587,284.3,-1414.0,-221793.0,24.5,221804.0,0,4,"{""2023"": -28276.0, ""2024"": -64877.0, ""2025"": -83783.0, ""2026"": -44857.0}"
IMPF_3min_w2i4_s6t15_all,impfade,3min,all,87288,556.5,-2102.0,-329713.0,25.1,329836.0,0,4,"{""2023"": -38163.0, ""2024"": -92148.0, ""2025"": -126637.0, ""2026"": -72766.0}"
IMPF_3min_w2i4_s6t15_rth,impfade,3min,rth,40814,260.2,-1134.3,-177920.0,23.8,178086.0,0,4,"{""2023"": -22512.0, ""2024"": -51391.0, ""2025"": -67120.0, ""2026"": -36898.0}"
IMPF_3min_w2i4_s8t20_all,impfade,3min,all,71367,455.0,-1678.0,-263206.0,26.2,263362.0,0,4,"{""2023"": -28986.0, ""2024"": -72228.0, ""2025"": -100250.0, ""2026"": -61742.0}"
IMPF_3min_w2i4_s8t20_rth,impfade,3min,rth,35695,227.6,-946.7,-148495.0,25.3,148643.0,0,4,"{""2023"": -17763.0, ""2024"": -43522.0, ""2025"": -54799.0, ""2026"": -32411.0}"
IMPF_3min_w2i4_s8t30_all,impfade,3min,all,59634,380.2,-1397.3,-219174.0,19.4,219385.0,0,4,"{""2023"": -24454.0, ""2024"": -63486.0, ""2025"": -77819.0, ""2026"": -53415.0}"
IMPF_3min_w2i4_s8t30_rth,impfade,3min,rth,31267,199.3,-823.7,-129198.0,18.7,129367.0,0,4,"{""2023"": -15157.0, ""2024"": -42904.0, ""2025"": -44253.0, ""2026"": -26884.0}"
IMPF_3min_w2i6_s5t10_all,impfade,3min,all,90246,575.3,-2402.5,-376849.0,27.2,376883.0,0,4,"{""2023"": -41154.0, ""2024"": -103893.0, ""2025"": -145072.0, ""2026"": -86730.0}"
IMPF_3min_w2i6_s5t10_rth,impfade,3min,rth,41155,262.4,-1320.6,-207151.0,24.3,207193.0,0,4,"{""2023"": -25899.0, ""2024"": -61173.0, ""2025"": -78721.0, ""2026"": -41357.0}"
IMPF_3min_w2i6_s6t15_all,impfade,3min,all,79738,508.3,-1932.8,-303173.0,25.1,303324.0,0,4,"{""2023"": -32109.0, ""2024"": -84325.0, ""2025"": -117511.0, ""2026"": -69228.0}"
IMPF_3min_w2i6_s6t15_rth,impfade,3min,rth,38185,243.4,-1077.0,-168933.0,23.6,169117.0,0,4,"{""2023"": -19614.0, ""2024"": -48027.0, ""2025"": -64993.0, ""2026"": -36298.0}"
IMPF_3min_w2i6_s8t20_all,impfade,3min,all,67053,427.5,-1558.4,-244447.0,26.2,244603.0,0,4,"{""2023"": -24663.0, ""2024"": -64983.0, ""2025"": -95898.0, ""2026"": -58903.0}"
IMPF_3min_w2i6_s8t20_rth,impfade,3min,rth,33936,216.3,-904.4,-141855.0,25.3,142082.0,0,4,"{""2023"": -15993.0, ""2024"": -41245.0, ""2025"": -53367.0, ""2026"": -31249.0}"
IMPF_3min_w2i6_s8t30_all,impfade,3min,all,56737,361.7,-1278.8,-200593.0,19.5,200846.0,0,4,"{""2023"": -19964.0, ""2024"": -57195.0, ""2025"": -75262.0, ""2026"": -48171.0}"
IMPF_3min_w2i6_s8t30_rth,impfade,3min,rth,29961,191.0,-769.4,-120683.0,18.9,120757.0,0,4,"{""2023"": -12974.0, ""2024"": -39820.0, ""2025"": -41971.0, ""2026"": -25917.0}"
IMPF_3min_w2i9_s5t10_all,impfade,3min,all,71732,457.3,-2040.4,-320045.0,26.2,320123.0,0,4,"{""2023"": -30727.0, ""2024"": -85073.0, ""2025"": -125649.0, ""2026"": -78597.0}"
IMPF_3min_w2i9_s5t10_rth,impfade,3min,rth,35528,226.5,-1197.8,-187882.0,23.5,187890.0,0,4,"{""2023"": -21564.0, ""2024"": -54637.0, ""2025"": -71981.0, ""2026"": -39700.0}"
IMPF_3min_w2i9_s6t15_all,impfade,3min,all,66464,423.7,-1680.8,-263644.0,24.7,263823.0,0,4,"{""2023"": -25036.0, ""2024"": -69593.0, ""2025"": -104207.0, ""2026"": -64808.0}"
IMPF_3min_w2i9_s6t15_rth,impfade,3min,rth,33792,215.4,-983.6,-154285.0,23.3,154420.0,0,4,"{""2023"": -17182.0, ""2024"": -42794.0, ""2025"": -60145.0, ""2026"": -34163.0}"
IMPF_3min_w2i9_s8t20_all,impfade,3min,all,58634,373.8,-1391.4,-218253.0,26.1,218446.0,0,4,"{""2023"": -20795.0, ""2024"": -56534.0, ""2025"": -86502.0, ""2026"": -54422.0}"
IMPF_3min_w2i9_s8t20_rth,impfade,3min,rth,30848,196.7,-812.6,-127463.0,25.4,127541.0,0,4,"{""2023"": -14142.0, ""2024"": -35136.0, ""2025"": -48809.0, ""2026"": -29375.0}"
IMPF_3min_w2i9_s8t30_all,impfade,3min,all,51066,325.6,-1163.1,-182440.0,19.5,182670.0,0,4,"{""2023"": -17539.0, ""2024"": -50321.0, ""2025"": -70376.0, ""2026"": -44204.0}"
IMPF_3min_w2i9_s8t30_rth,impfade,3min,rth,27605,176.0,-691.7,-108492.0,19.0,108531.0,0,4,"{""2023"": -11507.0, ""2024"": -32850.0, ""2025"": -40426.0, ""2026"": -23708.0}"
IMPF_3min_w2i14_s5t10_all,impfade,3min,all,47020,299.8,-1448.6,-227220.0,25.0,227207.0,0,4,"{""2023"": -17651.0, ""2024"": -55622.0, ""2025"": -93727.0, ""2026"": -60220.0}"
IMPF_3min_w2i14_s5t10_rth,impfade,3min,rth,26543,169.2,-947.2,-148580.0,22.5,148615.0,0,4,"{""2023"": -14198.0, ""2024"": -41147.0, ""2025"": -59781.0, ""2026"": -33453.0}"
IMPF_3min_w2i14_s6t15_all,impfade,3min,all,45528,290.3,-1208.5,-189560.0,24.2,189545.0,0,4,"{""2023"": -15080.0, ""2024"": -45214.0, ""2025"": -78798.0, ""2026"": -50468.0}"
IMPF_3min_w2i14_s6t15_rth,impfade,3min,rth,25936,165.3,-778.8,-122160.0,22.9,122304.0,0,4,"{""2023"": -11221.0, ""2024"": -32271.0, ""2025"": -49384.0, ""2026"": -29285.0}"
IMPF_3min_w2i14_s8t20_all,impfade,3min,all,42724,272.4,-1078.4,-169163.0,25.7,169145.0,0,4,"{""2023"": -13650.0, ""2024"": -38285.0, ""2025"": -69703.0, ""2026"": -47525.0}"
IMPF_3min_w2i14_s8t20_rth,impfade,3min,rth,24609,156.9,-682.4,-107033.0,25.0,107034.0,0,4,"{""2023"": -8901.0, ""2024"": -27217.0, ""2025"": -43344.0, ""2026"": -27571.0}"
IMPF_3min_w2i14_s8t30_all,impfade,3min,all,39090,249.2,-929.5,-145802.0,19.3,145860.0,0,4,"{""2023"": -12815.0, ""2024"": -35921.0, ""2025"": -54833.0, ""2026"": -42233.0}"
IMPF_3min_w2i14_s8t30_rth,impfade,3min,rth,22752,145.0,-576.0,-90351.0,19.0,90452.0,0,4,"{""2023"": -8594.0, ""2024"": -25326.0, ""2025"": -33624.0, ""2026"": -22808.0}"
IMPF_3min_w3i4_s5t10_all,impfade,3min,all,105259,671.1,-2741.1,-429957.0,27.5,429949.0,0,4,"{""2023"": -49621.0, ""2024"": -120041.0, ""2025"": -163256.0, ""2026"": -97039.0}"
IMPF_3min_w3i4_s5t10_rth,impfade,3min,rth,45554,290.4,-1432.1,-224630.0,24.7,224654.0,0,4,"{""2023"": -28925.0, ""2024"": -66268.0, ""2025"": -83335.0, ""2026"": -46102.0}"
IMPF_3min_w3i4_s6t15_all,impfade,3min,all,89343,569.6,-2121.5,-332770.0,25.3,332839.0,0,4,"{""2023"": -36647.0, ""2024"": -91845.0, ""2025"": -127065.0, ""2026"": -77212.0}"
IMPF_3min_w3i4_s6t15_rth,impfade,3min,rth,41601,265.2,-1165.6,-182840.0,23.7,182944.0,0,4,"{""2023"": -22995.0, ""2024"": -52935.0, ""2025"": -66195.0, ""2026"": -40716.0}"
IMPF_3min_w3i4_s8t20_all,impfade,3min,all,72595,462.8,-1643.6,-257807.0,26.4,257962.0,0,4,"{""2023"": -25627.0, ""2024"": -71828.0, ""2025"": -99724.0, ""2026"": -60628.0}"
IMPF_3min_w3i4_s8t20_rth,impfade,3min,rth,36213,230.9,-957.2,-150144.0,25.3,150321.0,0,4,"{""2023"": -17888.0, ""2024"": -43971.0, ""2025"": -55690.0, ""2026"": -32596.0}"
IMPF_3min_w3i4_s8t30_all,impfade,3min,all,60528,385.9,-1366.4,-214330.0,19.5,214700.0,0,4,"{""2023"": -21091.0, ""2024"": -60005.0, ""2025"": -80720.0, ""2026"": -52514.0}"
IMPF_3min_w3i4_s8t30_rth,impfade,3min,rth,31636,201.7,-802.3,-125844.0,18.9,125873.0,0,4,"{""2023"": -13147.0, ""2024"": -39066.0, ""2025"": -46360.0, ""2026"": -27271.0}"
IMPF_3min_w3i6_s5t10_all,impfade,3min,all,96212,613.4,-2544.8,-399163.0,27.3,399167.0,0,4,"{""2023"": -44912.0, ""2024"": -109420.0, ""2025"": -151027.0, ""2026"": -93804.0}"
IMPF_3min_w3i6_s5t10_rth,impfade,3min,rth,42900,273.5,-1373.1,-215382.0,24.4,215406.0,0,4,"{""2023"": -27467.0, ""2024"": -63200.0, ""2025"": -80036.0, ""2026"": -44679.0}"
IMPF_3min_w3i6_s6t15_all,impfade,3min,all,83766,534.0,-2003.6,-314283.0,25.2,314310.0,0,4,"{""2023"": -34056.0, ""2024"": -86916.0, ""2025"": -118880.0, ""2026"": -74432.0}"
IMPF_3min_w3i6_s6t15_rth,impfade,3min,rth,39652,252.8,-1106.8,-173613.0,23.7,173755.0,0,4,"{""2023"": -21227.0, ""2024"": -51340.0, ""2025"": -62586.0, ""2026"": -38459.0}"
IMPF_3min_w3i6_s8t20_all,impfade,3min,all,69471,442.9,-1571.6,-246514.0,26.4,246591.0,0,4,"{""2023"": -25741.0, ""2024"": -65173.0, ""2025"": -95991.0, ""2026"": -59610.0}"
IMPF_3min_w3i6_s8t20_rth,impfade,3min,rth,34952,222.8,-922.1,-144641.0,25.4,144812.0,0,4,"{""2023"": -17688.0, ""2024"": -42152.0, ""2025"": -54048.0, ""2026"": -30753.0}"
IMPF_3min_w3i6_s8t30_all,impfade,3min,all,58525,373.1,-1308.5,-205252.0,19.6,205439.0,0,4,"{""2023"": -22184.0, ""2024"": -54135.0, ""2025"": -77879.0, ""2026"": -51053.0}"
IMPF_3min_w3i6_s8t30_rth,impfade,3min,rth,30742,196.0,-770.1,-120797.0,19.0,120948.0,0,4,"{""2023"": -14192.0, ""2024"": -37524.0, ""2025"": -44032.0, ""2026"": -25048.0}"
IMPF_3min_w3i9_s5t10_all,impfade,3min,all,80455,512.9,-2242.7,-351782.0,26.5,351823.0,0,4,"{""2023"": -35994.0, ""2024"": -91561.0, ""2025"": -137430.0, ""2026"": -86797.0}"
IMPF_3min_w3i9_s5t10_rth,impfade,3min,rth,38355,244.5,-1259.2,-197517.0,24.0,197528.0,0,4,"{""2023"": -23931.0, ""2024"": -56734.0, ""2025"": -75030.0, ""2026"": -41821.0}"
IMPF_3min_w3i9_s6t15_all,impfade,3min,all,73103,466.0,-1818.1,-285184.0,24.8,285268.0,0,4,"{""2023"": -28454.0, ""2024"": -76915.0, ""2025"": -109395.0, ""2026"": -70421.0}"
IMPF_3min_w3i9_s6t15_rth,impfade,3min,rth,36129,230.3,-1020.2,-160028.0,23.6,160114.0,0,4,"{""2023"": -18800.0, ""2024"": -46152.0, ""2025"": -59285.0, ""2026"": -35792.0}"
IMPF_3min_w3i9_s8t20_all,impfade,3min,all,63137,402.5,-1471.1,-230753.0,26.2,230868.0,0,4,"{""2023"": -22348.0, ""2024"": -61593.0, ""2025"": -89957.0, ""2026"": -56855.0}"
IMPF_3min_w3i9_s8t20_rth,impfade,3min,rth,32538,207.4,-850.3,-133379.0,25.4,133455.0,0,4,"{""2023"": -15727.0, ""2024"": -38734.0, ""2025"": -48986.0, ""2026"": -29933.0}"
IMPF_3min_w3i9_s8t30_all,impfade,3min,all,54364,346.6,-1235.5,-193795.0,19.5,193962.0,0,4,"{""2023"": -20284.0, ""2024"": -54720.0, ""2025"": -70072.0, ""2026"": -48720.0}"
IMPF_3min_w3i9_s8t30_rth,impfade,3min,rth,28976,184.7,-721.3,-113136.0,19.0,113234.0,0,4,"{""2023"": -12424.0, ""2024"": -36431.0, ""2025"": -38361.0, ""2026"": -25920.0}"
IMPF_3min_w3i14_s5t10_all,impfade,3min,all,56817,362.2,-1705.7,-267550.0,25.4,267568.0,0,4,"{""2023"": -21858.0, ""2024"": -65964.0, ""2025"": -108934.0, ""2026"": -70794.0}"
IMPF_3min_w3i14_s5t10_rth,impfade,3min,rth,30414,193.9,-1068.6,-167624.0,22.8,167635.0,0,4,"{""2023"": -17070.0, ""2024"": -45670.0, ""2025"": -66843.0, ""2026"": -38041.0}"
IMPF_3min_w3i14_s6t15_all,impfade,3min,all,54219,345.7,-1388.1,-217737.0,24.6,217788.0,0,4,"{""2023"": -17387.0, ""2024"": -53100.0, ""2025"": -89764.0, ""2026"": -57485.0}"
IMPF_3min_w3i14_s6t15_rth,impfade,3min,rth,29431,187.6,-871.5,-136700.0,23.1,136800.0,0,4,"{""2023"": -12971.0, ""2024"": -36018.0, ""2025"": -54706.0, ""2026"": -33005.0}"
IMPF_3min_w3i14_s8t20_all,impfade,3min,all,49686,316.8,-1205.5,-189095.0,25.9,189314.0,0,4,"{""2023"": -13634.0, ""2024"": -48334.0, ""2025"": -77958.0, ""2026"": -49169.0}"
IMPF_3min_w3i14_s8t20_rth,impfade,3min,rth,27478,175.2,-758.8,-119018.0,25.0,119110.0,0,4,"{""2023"": -9670.0, ""2024"": -31873.0, ""2025"": -48710.0, ""2026"": -28765.0}"
IMPF_3min_w3i14_s8t30_all,impfade,3min,all,44712,285.0,-1045.4,-163979.0,19.4,164446.0,0,4,"{""2023"": -11477.0, ""2024"": -48378.0, ""2025"": -61530.0, ""2026"": -42593.0}"
IMPF_3min_w3i14_s8t30_rth,impfade,3min,rth,25182,160.5,-649.2,-101839.0,18.9,101936.0,0,4,"{""2023"": -7460.0, ""2024"": -32283.0, ""2025"": -37020.0, ""2026"": -25077.0}"
THR_3min_k1.5_s6t12_all,thrust,3min,all,28040,178.8,-761.4,-119428.0,27.9,119493.0,0,4,"{""2023"": -16438.0, ""2024"": -36000.0, ""2025"": -41298.0, ""2026"": -25692.0}"
THR_3min_k1.5_s6t12_rth,thrust,3min,rth,9732,62.0,-347.8,-54548.0,24.3,54767.0,0,4,"{""2023"": -7381.0, ""2024"": -16321.0, ""2025"": -19524.0, ""2026"": -11323.0}"
THR_3min_k1.5_s8t16_all,thrust,3min,all,25282,161.2,-681.3,-106873.0,29.3,107061.0,0,4,"{""2023"": -14957.0, ""2024"": -29669.0, ""2025"": -37455.0, ""2026"": -24792.0}"
THR_3min_k1.5_s8t16_rth,thrust,3min,rth,9427,60.1,-318.8,-50008.0,27.1,50504.0,0,4,"{""2023"": -6769.0, ""2024"": -13332.0, ""2025"": -18116.0, ""2026"": -11791.0}"
THR_3min_k1.5_s10t25_all,thrust,3min,all,21642,138.0,-475.0,-74507.0,27.0,75401.0,0,4,"{""2023"": -7951.0, ""2024"": -16828.0, ""2025"": -28580.0, ""2026"": -21147.0}"
THR_3min_k1.5_s10t25_rth,thrust,3min,rth,8823,56.2,-214.6,-33660.0,26.5,34301.0,0,4,"{""2023"": -3422.0, ""2024"": -6871.0, ""2025"": -12874.0, ""2026"": -10494.0}"
THR_3min_k1.5_s12t36_all,thrust,3min,all,18190,116.0,-367.2,-57599.0,24.2,58062.0,0,4,"{""2023"": -6175.0, ""2024"": -13427.0, ""2025"": -22117.0, ""2026"": -15880.0}"
THR_3min_k1.5_s12t36_rth,thrust,3min,rth,8084,51.5,-177.8,-27893.0,23.9,28547.0,0,4,"{""2023"": -4166.0, ""2024"": -6121.0, ""2025"": -9410.0, ""2026"": -8195.0}"
THR_3min_k2.0_s6t12_all,thrust,3min,all,11021,70.3,-317.0,-49718.0,27.3,49711.0,0,4,"{""2023"": -7100.0, ""2024"": -15123.0, ""2025"": -16902.0, ""2026"": -10592.0}"
THR_3min_k2.0_s6t12_rth,thrust,3min,rth,3837,24.5,-154.5,-24239.0,22.3,24284.0,0,4,"{""2023"": -3025.0, ""2024"": -7126.0, ""2025"": -8758.0, ""2026"": -5330.0}"
THR_3min_k2.0_s8t16_all,thrust,3min,all,10452,66.6,-288.9,-45322.0,29.1,45335.0,0,4,"{""2023"": -6108.0, ""2024"": -11904.0, ""2025"": -16789.0, ""2026"": -10521.0}"
THR_3min_k2.0_s8t16_rth,thrust,3min,rth,3796,24.2,-141.6,-22205.0,26.0,22337.0,0,4,"{""2023"": -2369.0, ""2024"": -5714.0, ""2025"": -8672.0, ""2026"": -5450.0}"
THR_3min_k2.0_s10t25_all,thrust,3min,all,9538,60.8,-227.4,-35665.0,26.6,35793.0,0,4,"{""2023"": -3811.0, ""2024"": -9001.0, ""2025"": -13439.0, ""2026"": -9415.0}"
THR_3min_k2.0_s10t25_rth,thrust,3min,rth,3686,23.5,-90.6,-14211.0,26.4,14537.0,0,4,"{""2023"": -584.0, ""2024"": -2704.0, ""2025"": -5846.0, ""2026"": -5077.0}"
THR_3min_k2.0_s12t36_all,thrust,3min,all,8593,54.8,-188.9,-29630.0,23.9,29714.0,0,4,"{""2023"": -3578.0, ""2024"": -9014.0, ""2025"": -10572.0, ""2026"": -6466.0}"
THR_3min_k2.0_s12t36_rth,thrust,3min,rth,3507,22.4,-78.6,-12328.0,23.8,12534.0,0,4,"{""2023"": -1682.0, ""2024"": -2125.0, ""2025"": -4181.0, ""2026"": -4340.0}"
THR_3min_k3.0_s6t12_all,thrust,3min,all,2393,15.3,-84.9,-13323.0,24.4,13387.0,0,4,"{""2023"": -1810.0, ""2024"": -3851.0, ""2025"": -4873.0, ""2026"": -2788.0}"
THR_3min_k3.0_s6t12_rth,thrust,3min,rth,947,6.0,-43.3,-6795.0,20.0,6825.0,0,4,"{""2023"": -641.0, ""2024"": -2114.0, ""2025"": -2660.0, ""2026"": -1380.0}"
THR_3min_k3.0_s8t16_all,thrust,3min,all,2365,15.1,-74.9,-11745.0,27.8,11870.0,0,4,"{""2023"": -1250.0, ""2024"": -2930.0, ""2025"": -5068.0, ""2026"": -2497.0}"
THR_3min_k3.0_s8t16_rth,thrust,3min,rth,945,6.0,-41.3,-6484.0,23.9,6560.0,0,4,"{""2023"": -420.0, ""2024"": -2016.0, ""2025"": -2865.0, ""2026"": -1182.0}"
THR_3min_k3.0_s10t25_all,thrust,3min,all,2324,14.8,-47.8,-7505.0,27.3,8191.0,1,4,"{""2023"": 356.0, ""2024"": -2158.0, ""2025"": -3502.0, ""2026"": -2200.0}"
THR_3min_k3.0_s10t25_rth,thrust,3min,rth,939,6.0,-25.2,-3958.0,25.9,4506.0,1,4,"{""2023"": 306.0, ""2024"": -1754.0, ""2025"": -1686.0, ""2026"": -825.0}"
THR_3min_k3.0_s12t36_all,thrust,3min,all,2258,14.4,-39.1,-6128.0,24.8,7076.0,1,4,"{""2023"": 238.0, ""2024"": -1804.0, ""2025"": -3434.0, ""2026"": -1129.0}"
THR_3min_k3.0_s12t36_rth,thrust,3min,rth,926,5.9,-16.6,-2596.0,24.5,3138.0,0,4,"{""2023"": -22.0, ""2024"": -978.0, ""2025"": -1233.0, ""2026"": -364.0}"
DON_5min_N8_s4t8_all,don,5min,all,27261,173.8,-862.9,-135357.0,22.4,135350.0,0,4,"{""2023"": -20691.0, ""2024"": -42597.0, ""2025"": -45777.0, ""2026"": -26292.0}"
DON_5min_N8_s4t8_rth,don,5min,rth,9565,61.0,-374.0,-58669.0,17.7,58683.0,0,4,"{""2023"": -8943.0, ""2024"": -20513.0, ""2025"": -19413.0, ""2026"": -9801.0}"
DON_5min_N8_s6t12_all,don,5min,all,25089,159.9,-770.1,-120792.0,26.4,120823.0,0,4,"{""2023"": -16861.0, ""2024"": -35657.0, ""2025"": -42893.0, ""2026"": -25380.0}"
DON_5min_N8_s6t12_rth,don,5min,rth,9348,59.6,-358.9,-56296.0,23.1,56318.0,0,4,"{""2023"": -6986.0, ""2024"": -19302.0, ""2025"": -19720.0, ""2026"": -10288.0}"
DON_5min_N8_s8t16_all,don,5min,all,22827,145.5,-662.1,-103857.0,28.7,103871.0,0,4,"{""2023"": -14412.0, ""2024"": -29946.0, ""2025"": -37682.0, ""2026"": -21816.0}"
DON_5min_N8_s8t16_rth,don,5min,rth,9009,57.4,-328.7,-51555.0,26.3,51597.0,0,4,"{""2023"": -6642.0, ""2024"": -17085.0, ""2025"": -18296.0, ""2026"": -9532.0}"
DON_5min_N8_s10t20_all,don,5min,all,20844,132.9,-592.5,-92935.0,29.8,93006.0,0,4,"{""2023"": -11099.0, ""2024"": -27532.0, ""2025"": -34693.0, ""2026"": -19611.0}"
DON_5min_N8_s10t20_rth,don,5min,rth,8632,55.0,-293.3,-46013.0,28.3,46539.0,0,4,"{""2023"": -4844.0, ""2024"": -15304.0, ""2025"": -16430.0, ""2026"": -9434.0}"
DON_5min_N8_s10t30_all,don,5min,all,18804,119.9,-467.8,-73370.0,23.1,73659.0,0,4,"{""2023"": -9487.0, ""2024"": -21265.0, ""2025"": -27661.0, ""2026"": -14956.0}"
DON_5min_N8_s10t30_rth,don,5min,rth,8175,52.1,-231.9,-36376.0,22.4,37193.0,0,4,"{""2023"": -3443.0, ""2024"": -12010.0, ""2025"": -13330.0, ""2026"": -7592.0}"
DON_5min_N8_s12t40_all,don,5min,all,16354,104.3,-432.8,-67881.0,21.4,68188.0,0,4,"{""2023"": -7743.0, ""2024"": -21772.0, ""2025"": -25410.0, ""2026"": -12957.0}"
DON_5min_N8_s12t40_rth,don,5min,rth,7586,48.4,-237.1,-37183.0,20.6,38099.0,0,4,"{""2023"": -3097.0, ""2024"": -13019.0, ""2025"": -12461.0, ""2026"": -8606.0}"
DON_5min_N12_s4t8_all,don,5min,all,22181,141.4,-708.6,-111155.0,22.2,111144.0,0,4,"{""2023"": -17329.0, ""2024"": -34237.0, ""2025"": -38096.0, ""2026"": -21494.0}"
DON_5min_N12_s4t8_rth,don,5min,rth,7812,49.8,-309.6,-48565.0,17.3,48579.0,0,4,"{""2023"": -7584.0, ""2024"": -16785.0, ""2025"": -16016.0, ""2026"": -8180.0}"
DON_5min_N12_s6t12_all,don,5min,all,20584,131.2,-636.6,-99851.0,26.3,99853.0,0,4,"{""2023"": -14202.0, ""2024"": -29885.0, ""2025"": -35106.0, ""2026"": -20658.0}"
DON_5min_N12_s6t12_rth,don,5min,rth,7648,48.8,-296.0,-46423.0,23.0,46445.0,0,4,"{""2023"": -5976.0, ""2024"": -16246.0, ""2025"": -15821.0, ""2026"": -8380.0}"
DON_5min_N12_s8t16_all,don,5min,all,18919,120.6,-551.6,-86520.0,28.6,86502.0,0,4,"{""2023"": -12957.0, ""2024"": -25102.0, ""2025"": -31080.0, ""2026"": -17382.0}"
DON_5min_N12_s8t16_rth,don,5min,rth,7396,47.2,-277.1,-43459.0,25.9,43489.0,0,4,"{""2023"": -6205.0, ""2024"": -14507.0, ""2025"": -15120.0, ""2026"": -7626.0}"
