per_day,total,sharpe,maxDD,pos_yrs,n_yrs,n,worst_yr,tf,combo,logic,sess,exit
-28.5,-22179.0,-1.83,25835.0,0,4,6694,-10677.0,3min,"donch(8,)&zrev(60, 2.0)",or,rth,st30/60/0
-103.4,-80433.0,-5.74,80824.0,0,4,7251,-29350.0,3min,"donch(8,)&zrev(60, 2.0)",or,rth,trail0/0/2.0
-43.5,-33898.0,-2.33,36418.0,0,4,4426,-13944.0,3min,"donch(8,)&zrev(60, 2.0)",or,rth,trail0/0/3.0
-17.1,-13240.0,-0.79,18592.0,1,4,2242,-6405.0,3min,"donch(8,)&zrev(60, 2.0)",or,rth,trail0/0/5.0
-4.1,-3210.0,-0.25,8844.0,2,4,774,-6079.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,eod0/0/0
-40.2,-31127.0,-6.8,31046.0,0,4,7911,-11694.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,st10/20/0
-30.0,-23221.0,-4.21,23358.0,0,4,6646,-8701.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,st10/40/0
-25.1,-19465.0,-3.06,20579.0,0,4,6034,-8347.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,st10/60/0
-39.8,-30874.0,-5.15,30964.0,0,4,6914,-13655.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,st20/20/0
-24.3,-18865.0,-2.7,19039.0,0,4,5363,-9405.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,st20/40/0
-17.8,-13766.0,-1.78,15813.0,1,4,4603,-7282.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,st20/60/0
-31.4,-24332.0,-3.48,24998.0,0,4,6244,-13026.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,st30/20/0
-17.3,-13380.0,-1.65,15133.0,1,4,4601,-8952.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,st30/40/0
-17.6,-13588.0,-1.54,16082.0,0,4,3874,-7560.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,st30/60/0
-55.6,-43084.0,-3.89,43110.0,0,4,3611,-18101.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,trail0/0/2.0
-21.3,-16541.0,-1.45,17784.0,0,4,2322,-8417.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,trail0/0/3.0
-8.3,-6430.0,-0.5,10266.0,1,4,1348,-4492.0,3min,"donch(8,)&zrev(60, 2.0)",or,morning,trail0/0/5.0
37.2,28754.0,1.6,8956.0,4,4,774,2313.0,3min,"donch(12,)&donch(6,)",and,rth,eod0/0/0
-54.1,-42013.0,-7.79,42165.0,0,4,11310,-16598.0,3min,"donch(12,)&donch(6,)",and,rth,st10/20/0
-41.3,-32044.0,-4.89,32966.0,0,4,9199,-12663.0,3min,"donch(12,)&donch(6,)",and,rth,st10/40/0
-34.5,-26842.0,-3.59,27474.0,0,4,8174,-11231.0,3min,"donch(12,)&donch(6,)",and,rth,st10/60/0
-50.1,-39054.0,-5.32,39402.0,0,4,10463,-18626.0,3min,"donch(12,)&donch(6,)",and,rth,st20/20/0
-33.1,-25721.0,-3.05,26659.0,0,4,7840,-10967.0,3min,"donch(12,)&donch(6,)",and,rth,st20/40/0
-24.7,-19251.0,-2.05,20605.0,0,4,6508,-7342.0,3min,"donch(12,)&donch(6,)",and,rth,st20/60/0
-46.2,-36019.0,-4.13,36549.0,0,4,9897,-18842.0,3min,"donch(12,)&donch(6,)",and,rth,st30/20/0
-21.6,-16749.0,-1.68,17393.0,0,4,7032,-8773.0,3min,"donch(12,)&donch(6,)",and,rth,st30/40/0
-23.1,-18019.0,-1.7,18831.0,0,4,5651,-8982.0,3min,"donch(12,)&donch(6,)",and,rth,st30/60/0
-74.4,-57898.0,-5.08,58315.0,0,4,5995,-22637.0,3min,"donch(12,)&donch(6,)",and,rth,trail0/0/2.0
-26.7,-20832.0,-1.36,22555.0,0,4,4059,-10336.0,3min,"donch(12,)&donch(6,)",and,rth,trail0/0/3.0
8.1,6250.0,0.35,7619.0,2,4,2146,-1948.0,3min,"donch(12,)&donch(6,)",and,rth,trail0/0/5.0
16.9,13095.0,0.98,6602.0,4,4,774,8.0,3min,"donch(12,)&donch(6,)",and,morning,eod0/0/0
-28.2,-21794.0,-6.11,21929.0,0,4,5899,-8314.0,3min,"donch(12,)&donch(6,)",and,morning,st10/20/0
-19.8,-15380.0,-3.42,16105.0,0,4,4846,-6496.0,3min,"donch(12,)&donch(6,)",and,morning,st10/40/0
-15.9,-12301.0,-2.33,12861.0,0,4,4376,-4798.0,3min,"donch(12,)&donch(6,)",and,morning,st10/60/0
-29.0,-22506.0,-4.59,22681.0,0,4,5524,-11590.0,3min,"donch(12,)&donch(6,)",and,morning,st20/20/0
-17.3,-13440.0,-2.29,14095.0,0,4,4199,-7836.0,3min,"donch(12,)&donch(6,)",and,morning,st20/40/0
-12.9,-9990.0,-1.49,11038.0,0,4,3597,-5563.0,3min,"donch(12,)&donch(6,)",and,morning,st20/60/0
-26.6,-20611.0,-3.53,21046.0,0,4,5298,-11329.0,3min,"donch(12,)&donch(6,)",and,morning,st30/20/0
-11.6,-8990.0,-1.27,10063.0,1,4,3848,-5806.0,3min,"donch(12,)&donch(6,)",and,morning,st30/40/0
-11.9,-9198.0,-1.22,9942.0,0,4,3199,-5069.0,3min,"donch(12,)&donch(6,)",and,morning,st30/60/0
-33.3,-25812.0,-2.9,27058.0,0,4,2948,-11812.0,3min,"donch(12,)&donch(6,)",and,morning,trail0/0/2.0
-2.4,-1830.0,-0.15,8764.0,1,4,2108,-2920.0,3min,"donch(12,)&donch(6,)",and,morning,trail0/0/3.0
14.5,11212.0,0.86,3785.0,3,4,1287,-417.0,3min,"donch(12,)&donch(6,)",and,morning,trail0/0/5.0
39.8,30769.0,1.72,3914.0,4,4,774,31.0,3min,"donch(12,)&donch(6,)",or,rth,eod0/0/0
-74.4,-57771.0,-8.86,58028.0,0,4,15915,-21362.0,3min,"donch(12,)&donch(6,)",or,rth,st10/20/0
-55.1,-42727.0,-5.6,43346.0,0,4,12622,-16148.0,3min,"donch(12,)&donch(6,)",or,rth,st10/40/0
-43.4,-33731.0,-3.87,34082.0,0,4,10968,-13797.0,3min,"donch(12,)&donch(6,)",or,rth,st10/60/0
-70.5,-54884.0,-6.36,54897.0,0,4,14318,-24329.0,3min,"donch(12,)&donch(6,)",or,rth,st20/20/0
-41.2,-32043.0,-3.22,32390.0,0,4,10280,-13948.0,3min,"donch(12,)&donch(6,)",or,rth,st20/40/0
-32.4,-25250.0,-2.34,25167.0,0,4,8416,-11001.0,3min,"donch(12,)&donch(6,)",or,rth,st20/60/0
-57.7,-44944.0,-4.43,45352.0,0,4,13038,-23266.0,3min,"donch(12,)&donch(6,)",or,rth,st30/20/0
-26.0,-20252.0,-1.77,21980.0,0,4,8911,-11234.0,3min,"donch(12,)&donch(6,)",or,rth,st30/40/0
-20.2,-15774.0,-1.33,16260.0,0,4,7015,-7862.0,3min,"donch(12,)&donch(6,)",or,rth,st30/60/0
-97.5,-75973.0,-5.21,76152.0,0,4,8126,-30505.0,3min,"donch(12,)&donch(6,)",or,rth,trail0/0/2.0
-28.3,-22043.0,-1.4,24337.0,0,4,4630,-9147.0,3min,"donch(12,)&donch(6,)",or,rth,trail0/0/3.0
12.1,9401.0,0.51,6853.0,3,4,2286,-1429.0,3min,"donch(12,)&donch(6,)",or,rth,trail0/0/5.0
24.4,18914.0,1.42,3789.0,4,4,774,118.0,3min,"donch(12,)&donch(6,)",or,morning,eod0/0/0
-37.8,-29233.0,-6.69,29483.0,0,4,8332,-10175.0,3min,"donch(12,)&donch(6,)",or,morning,st10/20/0
-26.4,-20423.0,-3.78,20958.0,0,4,6688,-7588.0,3min,"donch(12,)&donch(6,)",or,morning,st10/40/0
-20.5,-15923.0,-2.51,16461.0,0,4,5941,-6557.0,3min,"donch(12,)&donch(6,)",or,morning,st10/60/0
-38.4,-29766.0,-4.99,29908.0,0,4,7642,-13459.0,3min,"donch(12,)&donch(6,)",or,morning,st20/20/0
-20.9,-16202.0,-2.29,16439.0,0,4,5625,-8137.0,3min,"donch(12,)&donch(6,)",or,morning,st20/40/0
-19.1,-14792.0,-1.88,15314.0,0,4,4740,-8414.0,3min,"donch(12,)&donch(6,)",or,morning,st20/60/0
-31.6,-24525.0,-3.5,25540.0,0,4,7121,-12897.0,3min,"donch(12,)&donch(6,)",or,morning,st30/20/0
-14.0,-10864.0,-1.31,12438.0,2,4,4975,-6766.0,3min,"donch(12,)&donch(6,)",or,morning,st30/40/0
-12.9,-9977.0,-1.13,10822.0,1,4,4064,-5280.0,3min,"donch(12,)&donch(6,)",or,morning,st30/60/0
-49.3,-38238.0,-3.23,39421.0,0,4,4019,-18077.0,3min,"donch(12,)&donch(6,)",or,morning,trail0/0/2.0
-3.8,-2938.0,-0.24,9905.0,1,4,2419,-2729.0,3min,"donch(12,)&donch(6,)",or,morning,trail0/0/3.0
18.8,14588.0,1.1,3557.0,4,4,1352,490.0,3min,"donch(12,)&donch(6,)",or,morning,trail0/0/5.0
37.2,28754.0,1.6,8956.0,4,4,774,2313.0,3min,"donch(12,)&donch(8,)",and,rth,eod0/0/0
-54.1,-42013.0,-7.79,42165.0,0,4,11310,-16598.0,3min,"donch(12,)&donch(8,)",and,rth,st10/20/0
-41.3,-32044.0,-4.89,32966.0,0,4,9199,-12663.0,3min,"donch(12,)&donch(8,)",and,rth,st10/40/0
-34.5,-26842.0,-3.59,27474.0,0,4,8174,-11231.0,3min,"donch(12,)&donch(8,)",and,rth,st10/60/0
-50.1,-39054.0,-5.32,39402.0,0,4,10463,-18626.0,3min,"donch(12,)&donch(8,)",and,rth,st20/20/0
-33.1,-25721.0,-3.05,26659.0,0,4,7840,-10967.0,3min,"donch(12,)&donch(8,)",and,rth,st20/40/0
-24.7,-19251.0,-2.05,20605.0,0,4,6508,-7342.0,3min,"donch(12,)&donch(8,)",and,rth,st20/60/0
-46.2,-36019.0,-4.13,36549.0,0,4,9897,-18842.0,3min,"donch(12,)&donch(8,)",and,rth,st30/20/0
-21.6,-16749.0,-1.68,17393.0,0,4,7032,-8773.0,3min,"donch(12,)&donch(8,)",and,rth,st30/40/0
-23.1,-18019.0,-1.7,18831.0,0,4,5651,-8982.0,3min,"donch(12,)&donch(8,)",and,rth,st30/60/0
-74.4,-57898.0,-5.08,58315.0,0,4,5995,-22637.0,3min,"donch(12,)&donch(8,)",and,rth,trail0/0/2.0
-26.7,-20832.0,-1.36,22555.0,0,4,4059,-10336.0,3min,"donch(12,)&donch(8,)",and,rth,trail0/0/3.0
8.1,6250.0,0.35,7619.0,2,4,2146,-1948.0,3min,"donch(12,)&donch(8,)",and,rth,trail0/0/5.0
16.9,13095.0,0.98,6602.0,4,4,774,8.0,3min,"donch(12,)&donch(8,)",and,morning,eod0/0/0
-28.2,-21794.0,-6.11,21929.0,0,4,5899,-8314.0,3min,"donch(12,)&donch(8,)",and,morning,st10/20/0
-19.8,-15380.0,-3.42,16105.0,0,4,4846,-6496.0,3min,"donch(12,)&donch(8,)",and,morning,st10/40/0
-15.9,-12301.0,-2.33,12861.0,0,4,4376,-4798.0,3min,"donch(12,)&donch(8,)",and,morning,st10/60/0
-29.0,-22506.0,-4.59,22681.0,0,4,5524,-11590.0,3min,"donch(12,)&donch(8,)",and,morning,st20/20/0
-17.3,-13440.0,-2.29,14095.0,0,4,4199,-7836.0,3min,"donch(12,)&donch(8,)",and,morning,st20/40/0
-12.9,-9990.0,-1.49,11038.0,0,4,3597,-5563.0,3min,"donch(12,)&donch(8,)",and,morning,st20/60/0
-26.6,-20611.0,-3.53,21046.0,0,4,5298,-11329.0,3min,"donch(12,)&donch(8,)",and,morning,st30/20/0
-11.6,-8990.0,-1.27,10063.0,1,4,3848,-5806.0,3min,"donch(12,)&donch(8,)",and,morning,st30/40/0
-11.9,-9198.0,-1.22,9942.0,0,4,3199,-5069.0,3min,"donch(12,)&donch(8,)",and,morning,st30/60/0
-33.3,-25812.0,-2.9,27058.0,0,4,2948,-11812.0,3min,"donch(12,)&donch(8,)",and,morning,trail0/0/2.0
-2.4,-1830.0,-0.15,8764.0,1,4,2108,-2920.0,3min,"donch(12,)&donch(8,)",and,morning,trail0/0/3.0
14.5,11212.0,0.86,3785.0,3,4,1287,-417.0,3min,"donch(12,)&donch(8,)",and,morning,trail0/0/5.0
46.0,35617.0,2.01,4100.0,4,4,774,2145.0,3min,"donch(12,)&donch(8,)",or,rth,eod0/0/0
-66.6,-51693.0,-8.65,51840.0,0,4,13870,-19472.0,3min,"donch(12,)&donch(8,)",or,rth,st10/20/0
-49.6,-38405.0,-5.38,39046.0,0,4,11122,-15276.0,3min,"donch(12,)&donch(8,)",or,rth,st10/40/0
-42.0,-32672.0,-3.96,33039.0,0,4,9778,-12485.0,3min,"donch(12,)&donch(8,)",or,rth,st10/60/0
-62.4,-48631.0,-5.97,48751.0,0,4,12648,-22113.0,3min,"donch(12,)&donch(8,)",or,rth,st20/20/0
-36.4,-28245.0,-2.98,28702.0,0,4,9238,-12980.0,3min,"donch(12,)&donch(8,)",or,rth,st20/40/0
-34.0,-26478.0,-2.58,26756.0,0,4,7603,-10416.0,3min,"donch(12,)&donch(8,)",or,rth,st20/60/0
-53.1,-41359.0,-4.27,41836.0,0,4,11698,-22195.0,3min,"donch(12,)&donch(8,)",or,rth,st30/20/0
-21.0,-16284.0,-1.46,18037.0,0,4,8120,-8867.0,3min,"donch(12,)&donch(8,)",or,rth,st30/40/0
-21.7,-16916.0,-1.48,17254.0,0,4,6463,-9261.0,3min,"donch(12,)&donch(8,)",or,rth,st30/60/0
-91.4,-71130.0,-5.2,70965.0,0,4,7293,-28727.0,3min,"donch(12,)&donch(8,)",or,rth,trail0/0/2.0
-28.1,-21892.0,-1.42,23918.0,0,4,4474,-9228.0,3min,"donch(12,)&donch(8,)",or,rth,trail0/0/3.0
12.0,9283.0,0.51,6569.0,3,4,2238,-1866.0,3min,"donch(12,)&donch(8,)",or,rth,trail0/0/5.0
27.6,21331.0,1.62,3591.0,4,4,774,624.0,3min,"donch(12,)&donch(8,)",or,morning,eod0/0/0
-34.3,-26510.0,-6.7,26629.0,0,4,7250,-9292.0,3min,"donch(12,)&donch(8,)",or,morning,st10/20/0
-23.3,-18095.0,-3.64,18617.0,0,4,5877,-7465.0,3min,"donch(12,)&donch(8,)",or,morning,st10/40/0
-19.7,-15252.0,-2.64,15649.0,0,4,5268,-5517.0,3min,"donch(12,)&donch(8,)",or,morning,st10/60/0
-34.5,-26721.0,-4.88,26926.0,0,4,6719,-12504.0,3min,"donch(12,)&donch(8,)",or,morning,st20/20/0
-19.4,-15047.0,-2.27,15213.0,1,4,5013,-8816.0,3min,"donch(12,)&donch(8,)",or,morning,st20/40/0
-17.0,-13182.0,-1.78,14061.0,0,4,4245,-7277.0,3min,"donch(12,)&donch(8,)",or,morning,st20/60/0
-29.2,-22612.0,-3.47,23395.0,0,4,6335,-12149.0,3min,"donch(12,)&donch(8,)",or,morning,st30/20/0
-11.0,-8542.0,-1.08,10420.0,2,4,4495,-6580.0,3min,"donch(12,)&donch(8,)",or,morning,st30/40/0
-12.7,-9868.0,-1.18,10490.0,0,4,3718,-6050.0,3min,"donch(12,)&donch(8,)",or,morning,st30/60/0
-43.3,-33548.0,-3.03,34465.0,0,4,3590,-15716.0,3min,"donch(12,)&donch(8,)",or,morning,trail0/0/2.0
-3.7,-2878.0,-0.24,9057.0,1,4,2324,-2157.0,3min,"donch(12,)&donch(8,)",or,morning,trail0/0/3.0
18.3,14190.0,1.08,3427.0,3,4,1327,-71.0,3min,"donch(12,)&donch(8,)",or,morning,trail0/0/5.0
35.5,27414.0,1.53,9092.0,4,4,773,1526.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,eod0/0/0
-53.3,-41271.0,-7.91,41417.0,0,4,10584,-16234.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,st10/20/0
-42.0,-32459.0,-5.15,33362.0,0,4,8677,-13119.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,st10/40/0
-34.5,-26741.0,-3.7,27344.0,0,4,7775,-11077.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,st10/60/0
-50.2,-39042.0,-5.54,39269.0,0,4,9869,-18304.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,st20/20/0
-31.8,-24671.0,-3.03,25546.0,0,4,7466,-10989.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,st20/40/0
-25.5,-19836.0,-2.17,21126.0,0,4,6266,-8207.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,st20/60/0
-46.4,-36025.0,-4.24,36464.0,0,4,9460,-18366.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,st30/20/0
-22.3,-17321.0,-1.77,17940.0,0,4,6804,-8865.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,st30/40/0
-22.9,-17829.0,-1.71,18615.0,0,4,5505,-8851.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,st30/60/0
-69.4,-53923.0,-4.82,54412.0,0,4,5431,-20469.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,trail0/0/2.0
-24.0,-18637.0,-1.23,20327.0,0,4,3731,-8700.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,trail0/0/3.0
6.0,4679.0,0.26,8237.0,2,4,2068,-2160.0,3min,"donch(12,)&mom(3, 0.001)",and,rth,trail0/0/5.0
13.8,10630.0,0.8,6738.0,3,4,772,-704.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,eod0/0/0
-28.7,-22180.0,-6.35,22270.0,0,4,5671,-8368.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,st10/20/0
-20.9,-16135.0,-3.63,16750.0,0,4,4696,-6910.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,st10/40/0
-17.2,-13288.0,-2.56,13793.0,0,4,4255,-5404.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,st10/60/0
-30.0,-23197.0,-4.83,23298.0,0,4,5328,-11408.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,st20/20/0
-17.9,-13865.0,-2.39,14457.0,0,4,4090,-7876.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,st20/40/0
-13.9,-10772.0,-1.63,11756.0,0,4,3513,-5990.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,st20/60/0
-26.4,-20437.0,-3.56,20769.0,0,4,5144,-11022.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,st30/20/0
-11.8,-9124.0,-1.31,9755.0,0,4,3774,-5897.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,st30/40/0
-12.0,-9255.0,-1.25,9961.0,0,4,3148,-5262.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,st30/60/0
-32.9,-25406.0,-2.88,26680.0,0,4,2784,-11427.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,trail0/0/2.0
-3.0,-2324.0,-0.19,8983.0,1,4,2017,-3166.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,trail0/0/3.0
12.4,9587.0,0.73,3949.0,3,4,1270,-767.0,3min,"donch(12,)&mom(3, 0.001)",and,morning,trail0/0/5.0
33.3,25812.0,1.41,5643.0,4,4,774,2514.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,eod0/0/0
-128.9,-100193.0,-9.24,100653.0,0,4,25827,-41330.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,st10/20/0
-79.6,-61740.0,-5.98,62590.0,0,4,20276,-23624.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,st10/40/0
-55.8,-43435.0,-3.89,44309.0,0,4,17078,-18258.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,st10/60/0
-118.6,-92544.0,-6.75,92943.0,0,4,22204,-44052.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,st20/20/0
-67.7,-52683.0,-4.09,53413.0,0,4,15741,-23344.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,st20/40/0
-36.7,-28578.0,-2.12,30549.0,1,4,12448,-10759.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,st20/60/0
-98.7,-77012.0,-5.07,77090.0,0,4,19522,-37441.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,st30/20/0
-47.5,-36974.0,-2.55,38135.0,0,4,12951,-15507.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,st30/40/0
-41.2,-32103.0,-2.14,32227.0,0,4,9961,-12373.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,st30/60/0
-108.2,-84289.0,-5.68,84090.0,0,4,8647,-30945.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,trail0/0/2.0
-36.3,-28335.0,-1.71,29560.0,0,4,4660,-11150.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,trail0/0/3.0
9.9,7720.0,0.42,6214.0,3,4,2263,-1820.0,3min,"donch(12,)&mom(3, 0.001)",or,rth,trail0/0/5.0
14.6,11326.0,0.82,4776.0,3,4,774,-1011.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,eod0/0/0
-74.4,-57588.0,-8.13,58172.0,0,4,14662,-22454.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,st10/20/0
-42.5,-32927.0,-4.47,33878.0,0,4,11630,-11597.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,st10/40/0
-30.4,-23586.0,-2.73,24364.0,0,4,9868,-8862.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,st10/60/0
-71.3,-55276.0,-5.89,55364.0,0,4,12664,-25842.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,st20/20/0
-33.8,-26229.0,-2.78,27115.0,0,4,9062,-14074.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,st20/40/0
-18.7,-14466.0,-1.38,16345.0,1,4,7280,-7720.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,st20/60/0
-60.3,-46714.0,-4.46,46741.0,0,4,11240,-22305.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,st30/20/0
-27.9,-21621.0,-2.0,23559.0,2,4,7558,-11434.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,st30/40/0
-19.7,-15264.0,-1.38,15800.0,1,4,5933,-9022.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,st30/60/0
-55.4,-42944.0,-3.78,42741.0,0,4,4516,-17908.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,trail0/0/2.0
-9.3,-7215.0,-0.55,10811.0,1,4,2503,-3576.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,trail0/0/3.0
17.6,13659.0,1.03,4445.0,3,4,1373,-356.0,3min,"donch(12,)&mom(3, 0.001)",or,morning,trail0/0/5.0
36.1,27906.0,1.56,8543.0,4,4,772,2062.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,eod0/0/0
-52.4,-40541.0,-7.72,40674.0,0,4,10768,-16347.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,st10/20/0
-38.6,-29874.0,-4.72,30827.0,0,4,8800,-12129.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,st10/40/0
-32.8,-25432.0,-3.47,26111.0,0,4,7840,-11031.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,st10/60/0
-51.1,-39730.0,-5.58,39920.0,0,4,10039,-18530.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,st20/20/0
-33.9,-26238.0,-3.17,27055.0,0,4,7589,-10778.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,st20/40/0
-25.8,-20028.0,-2.15,21365.0,0,4,6331,-8191.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,st20/60/0
-47.2,-36695.0,-4.27,37195.0,0,4,9609,-19044.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,st30/20/0
-22.5,-17406.0,-1.76,18096.0,0,4,6880,-8829.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,st30/40/0
-22.9,-17805.0,-1.7,18639.0,0,4,5539,-8925.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,st30/60/0
-70.9,-54985.0,-4.89,55424.0,0,4,5571,-20918.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,trail0/0/2.0
-25.7,-19950.0,-1.31,21684.0,0,4,3822,-9504.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,trail0/0/3.0
7.0,5432.0,0.3,7465.0,2,4,2077,-2437.0,3min,"donch(12,)&mom(5, 0.001)",and,rth,trail0/0/5.0
15.7,12125.0,0.91,6302.0,3,4,772,-243.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,eod0/0/0
-28.0,-21635.0,-6.17,21741.0,0,4,5728,-8417.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,st10/20/0
-19.1,-14757.0,-3.33,15489.0,0,4,4724,-6332.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,st10/40/0
-15.6,-12088.0,-2.32,12632.0,0,4,4271,-5133.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,st10/60/0
-29.8,-23009.0,-4.77,23112.0,0,4,5387,-11466.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,st20/20/0
-17.4,-13457.0,-2.33,14074.0,0,4,4121,-7570.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,st20/40/0
-13.3,-10246.0,-1.55,11257.0,0,4,3536,-5608.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,st20/60/0
-27.1,-20962.0,-3.63,21332.0,0,4,5195,-11350.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,st30/20/0
-12.2,-9398.0,-1.34,10029.0,1,4,3792,-5702.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,st30/40/0
-12.1,-9382.0,-1.26,10089.0,0,4,3163,-4968.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,st30/60/0
-33.2,-25648.0,-2.91,26915.0,0,4,2831,-11681.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,trail0/0/2.0
-2.6,-1982.0,-0.17,9059.0,1,4,2049,-2874.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,trail0/0/3.0
13.9,10759.0,0.82,3551.0,3,4,1274,-855.0,3min,"donch(12,)&mom(5, 0.001)",and,morning,trail0/0/5.0
36.5,28219.0,1.55,7924.0,4,4,774,2474.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,eod0/0/0
-143.9,-111940.0,-9.78,111837.0,0,4,29220,-47401.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,st10/20/0
-81.5,-63398.0,-5.82,63480.0,0,4,22095,-23657.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,st10/40/0
-61.2,-47705.0,-4.22,48032.0,0,4,18211,-17989.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,st10/60/0
-124.8,-97321.0,-6.86,97329.0,0,4,23760,-46477.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,st20/20/0
-62.0,-48268.0,-3.71,49143.0,0,4,16391,-20859.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,st20/40/0
-41.9,-32618.0,-2.44,32557.0,0,4,12805,-11816.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,st20/60/0
-103.9,-81043.0,-5.12,81231.0,0,4,20331,-40176.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,st30/20/0
-43.1,-33554.0,-2.32,34559.0,0,4,13234,-16788.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,st30/40/0
-30.5,-23774.0,-1.64,24363.0,0,4,9987,-9690.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,st30/60/0
-101.9,-79410.0,-5.57,79239.0,0,4,8722,-29774.0,3min,"donch(12,)&mom(5, 0.001)",or,rth,trail0/0/2.0
