per_day,total,sharpe,maxDD,pos_yrs,n_yrs,n,worst_yr,tf,combo,logic,sess,exit
-3.5,-1998.0,-0.23,4650.0,1,4,568,-1907.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,eod0/0/0
-5.4,-3067.0,-2.38,3294.0,0,4,1029,-1086.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,st10/20/0
-4.3,-2422.0,-1.37,2705.0,0,4,1029,-987.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,st10/40/0
-3.2,-1838.0,-0.85,2798.0,2,4,1028,-1203.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,st10/60/0
-3.9,-2200.0,-1.22,2662.0,0,4,1023,-1160.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,st20/20/0
-0.5,-276.0,-0.11,1749.0,2,4,1020,-421.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,st20/40/0
1.8,1020.0,0.33,1601.0,2,4,1015,-248.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,st20/60/0
-1.9,-1101.0,-0.5,2170.0,1,4,994,-565.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,st30/20/0
0.2,134.0,0.04,2049.0,2,4,976,-378.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,st30/40/0
3.0,1681.0,0.46,2102.0,3,4,964,-487.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,st30/60/0
-13.7,-7755.0,-1.54,8179.0,1,4,938,-4113.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,trail0/0/2.0
-0.1,-55.0,-0.01,3356.0,1,4,781,-1316.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,trail0/0/3.0
3.9,2242.0,0.31,2872.0,3,4,589,-1884.0,5min,"ema(9, 20)&mom(3, 0.001)",and,morning,trail0/0/5.0
39.8,30730.0,1.63,4884.0,4,4,772,3064.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,eod0/0/0
-119.7,-97518.0,-10.25,97628.0,0,4,20298,-39515.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,st10/20/0
-64.8,-53510.0,-5.64,54567.0,0,4,16650,-19749.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,st10/40/0
-44.1,-36899.0,-3.46,37367.0,0,4,14407,-12888.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,st10/60/0
-115.5,-97025.0,-7.37,97516.0,0,4,17667,-40455.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,st20/20/0
-57.8,-49275.0,-3.99,50042.0,0,4,13245,-17052.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,st20/40/0
-37.9,-32419.0,-2.43,33553.0,0,4,10860,-12302.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,st20/60/0
-95.7,-81310.0,-5.64,82370.0,0,4,15699,-35712.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,st30/20/0
-37.7,-32574.0,-2.4,33822.0,1,4,11050,-11938.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,st30/40/0
-27.3,-23524.0,-1.65,25306.0,0,4,8705,-9148.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,st30/60/0
-78.7,-66476.0,-4.26,66384.0,0,4,5665,-25848.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,trail0/0/2.0
-12.2,-10370.0,-0.55,16119.0,1,4,3017,-5958.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,trail0/0/3.0
9.4,7843.0,0.4,7339.0,2,4,1552,-622.0,5min,"ema(9, 20)&mom(3, 0.001)",or,rth,trail0/0/5.0
13.1,10076.0,0.74,6133.0,3,4,771,-412.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,eod0/0/0
-77.3,-59620.0,-9.82,59869.0,0,4,11375,-24551.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,st10/20/0
-39.8,-30700.0,-4.58,31776.0,0,4,9421,-10762.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,st10/40/0
-28.2,-21735.0,-2.85,22036.0,0,4,8249,-6943.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,st10/60/0
-72.1,-55687.0,-6.65,56159.0,0,4,9964,-24011.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,st20/20/0
-31.3,-24184.0,-2.88,25036.0,0,4,7581,-9141.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,st20/40/0
-19.4,-14939.0,-1.62,16163.0,0,4,6286,-6098.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,st20/60/0
-56.8,-43816.0,-4.67,44947.0,0,4,8962,-20153.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,st30/20/0
-19.3,-14864.0,-1.58,16175.0,0,4,6390,-5716.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,st30/40/0
-11.4,-8772.0,-0.89,10539.0,1,4,5132,-4356.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,st30/60/0
-41.5,-32048.0,-2.92,33254.0,0,4,3031,-11967.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,trail0/0/2.0
1.1,843.0,0.07,9136.0,1,4,1743,-3041.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,trail0/0/3.0
18.1,13978.0,1.11,4945.0,3,4,1065,-634.0,5min,"ema(9, 20)&mom(3, 0.001)",or,morning,trail0/0/5.0
-0.6,-450.0,-0.03,7603.0,2,4,730,-1979.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,eod0/0/0
-11.2,-8314.0,-3.84,8750.0,0,4,2139,-3097.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,st10/20/0
-10.5,-7922.0,-2.64,8285.0,0,4,2135,-3105.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,st10/40/0
-8.0,-6022.0,-1.66,6973.0,0,4,2124,-2832.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,st10/60/0
-11.6,-8676.0,-2.81,9209.0,0,4,2111,-2888.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,st20/20/0
-10.1,-7606.0,-1.73,8439.0,0,4,2086,-2592.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,st20/40/0
-5.7,-4318.0,-0.83,6682.0,1,4,2046,-2386.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,st20/60/0
-11.1,-8371.0,-2.32,8620.0,0,4,2025,-3110.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,st30/20/0
-7.9,-6016.0,-1.17,6848.0,0,4,1951,-2107.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,st30/40/0
-3.2,-2463.0,-0.4,6748.0,2,4,1892,-2494.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,st30/60/0
-33.4,-25422.0,-2.86,25755.0,0,4,1998,-10902.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,trail0/0/2.0
-17.8,-13633.0,-1.13,14390.0,0,4,1630,-5890.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,trail0/0/3.0
-0.9,-699.0,-0.05,4615.0,2,4,997,-1956.0,5min,"ema(9, 20)&mom(5, 0.001)",and,rth,trail0/0/5.0
-5.4,-3029.0,-0.35,5805.0,2,4,566,-2003.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,eod0/0/0
-5.8,-3266.0,-2.59,3503.0,0,4,1003,-1126.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,st10/20/0
-4.8,-2708.0,-1.55,2933.0,0,4,1002,-1042.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,st10/40/0
-3.8,-2174.0,-1.01,2812.0,1,4,1001,-1288.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,st10/60/0
-5.0,-2843.0,-1.6,3308.0,0,4,998,-1310.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,st20/20/0
-1.8,-1015.0,-0.4,2536.0,1,4,994,-722.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,st20/40/0
0.6,353.0,0.12,1924.0,2,4,988,-578.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,st20/60/0
-3.4,-1897.0,-0.9,2692.0,1,4,972,-847.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,st30/20/0
-1.3,-722.0,-0.24,2468.0,2,4,951,-747.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,st30/40/0
2.6,1444.0,0.4,1989.0,3,4,942,-734.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,st30/60/0
-14.3,-8098.0,-1.63,8353.0,1,4,927,-4590.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,trail0/0/2.0
-0.5,-263.0,-0.04,4008.0,2,4,780,-1936.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,trail0/0/3.0
2.8,1564.0,0.22,3161.0,3,4,585,-2034.0,5min,"ema(9, 20)&mom(5, 0.001)",and,morning,trail0/0/5.0
30.9,23872.0,1.26,7998.0,3,4,773,-2048.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,eod0/0/0
-134.6,-111737.0,-10.9,111743.0,0,4,23389,-45876.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,st10/20/0
-66.9,-56449.0,-5.61,56659.0,0,4,18481,-20808.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,st10/40/0
-50.9,-43562.0,-3.93,43507.0,0,4,15655,-16691.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,st10/60/0
-127.0,-107841.0,-7.88,107723.0,0,4,19364,-46778.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,st20/20/0
-57.6,-49347.0,-3.71,49477.0,0,4,14055,-19442.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,st20/40/0
-44.4,-38351.0,-2.74,38584.0,0,4,11230,-15321.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,st20/60/0
-105.8,-91240.0,-5.95,91351.0,0,4,16712,-42158.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,st30/20/0
-45.6,-39517.0,-2.55,40164.0,0,4,11488,-17670.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,st30/40/0
-36.9,-32122.0,-2.1,32594.0,0,4,8930,-13428.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,st30/60/0
-70.0,-59514.0,-3.58,60821.0,0,4,5721,-22488.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,trail0/0/2.0
-11.3,-9678.0,-0.5,13384.0,1,4,3093,-5202.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,trail0/0/3.0
6.9,5723.0,0.3,7800.0,3,4,1587,-882.0,5min,"ema(9, 20)&mom(5, 0.001)",or,rth,trail0/0/5.0
11.6,8986.0,0.66,3524.0,4,4,773,268.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,eod0/0/0
-88.4,-68438.0,-10.4,68343.0,0,4,13048,-28687.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,st10/20/0
-44.2,-34215.0,-4.86,34466.0,0,4,10444,-14799.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,st10/40/0
-36.1,-27923.0,-3.5,27915.0,0,4,8934,-11130.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,st10/60/0
-85.9,-66458.0,-7.56,66796.0,0,4,10940,-29619.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,st20/20/0
-37.2,-28764.0,-3.24,29001.0,0,4,8093,-13353.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,st20/40/0
-27.0,-20902.0,-2.22,21116.0,0,4,6581,-10183.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,st20/60/0
-73.0,-56509.0,-5.54,56832.0,0,4,9537,-26613.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,st30/20/0
-30.8,-23816.0,-2.27,24411.0,0,4,6718,-10572.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,st30/40/0
-25.0,-19379.0,-1.84,19534.0,0,4,5300,-10642.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,st30/60/0
-38.6,-29858.0,-2.57,31590.0,0,4,3044,-13094.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,trail0/0/2.0
-1.5,-1135.0,-0.09,8254.0,2,4,1782,-3597.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,trail0/0/3.0
19.6,15166.0,1.23,3849.0,4,4,1079,403.0,5min,"ema(9, 20)&mom(5, 0.001)",or,morning,trail0/0/5.0
-1.1,-783.0,-0.05,8443.0,2,4,730,-3222.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,eod0/0/0
-10.6,-7953.0,-3.85,8307.0,0,4,1937,-3154.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,st10/20/0
-9.9,-7435.0,-2.6,7889.0,0,4,1934,-3041.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,st10/40/0
-7.6,-5695.0,-1.63,7383.0,1,4,1926,-3159.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,st10/60/0
-10.8,-8122.0,-2.76,8560.0,0,4,1914,-3142.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,st20/20/0
-9.4,-7123.0,-1.73,8108.0,0,4,1895,-3565.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,st20/40/0
-5.0,-3808.0,-0.78,6683.0,2,4,1863,-3543.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,st20/60/0
-10.9,-8230.0,-2.37,8422.0,0,4,1860,-3102.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,st30/20/0
-8.5,-6477.0,-1.33,7346.0,0,4,1805,-3207.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,st30/40/0
-4.2,-3215.0,-0.55,6576.0,2,4,1762,-4586.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,st30/60/0
-31.5,-24095.0,-3.05,24367.0,0,4,1844,-10383.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,trail0/0/2.0
-16.8,-12910.0,-1.09,13041.0,0,4,1582,-5401.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,trail0/0/3.0
0.3,200.0,0.02,5591.0,2,4,997,-2523.0,5min,"ema(9, 20)&mom(10, 0.001)",and,rth,trail0/0/5.0
-6.6,-3711.0,-0.43,7109.0,2,4,563,-3236.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,eod0/0/0
-5.7,-3235.0,-2.7,3437.0,0,4,892,-1201.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,st10/20/0
-4.6,-2584.0,-1.58,2742.0,0,4,891,-959.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,st10/40/0
-3.9,-2173.0,-1.09,3041.0,1,4,890,-1167.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,st10/60/0
-5.1,-2856.0,-1.69,3431.0,0,4,888,-1120.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,st20/20/0
-2.2,-1246.0,-0.53,2446.0,2,4,886,-765.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,st20/40/0
0.0,14.0,0.0,2450.0,2,4,881,-971.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,st20/60/0
-3.4,-1895.0,-0.96,2728.0,1,4,875,-1195.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,st30/20/0
-0.7,-396.0,-0.14,1658.0,3,4,863,-967.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,st30/40/0
2.0,1121.0,0.33,1775.0,3,4,856,-1290.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,st30/60/0
-12.3,-6920.0,-1.46,7160.0,1,4,847,-4248.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,trail0/0/2.0
-2.7,-1544.0,-0.23,4648.0,2,4,756,-2399.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,trail0/0/3.0
1.7,980.0,0.14,4272.0,3,4,583,-2967.0,5min,"ema(9, 20)&mom(10, 0.001)",and,morning,trail0/0/5.0
39.6,30647.0,1.61,4245.0,4,4,774,1793.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,eod0/0/0
-150.0,-128370.0,-11.16,128458.0,0,4,27288,-56501.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,st10/20/0
-73.2,-63097.0,-5.54,63580.0,0,4,20705,-27977.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,st10/40/0
-49.9,-43205.0,-3.53,44083.0,0,4,17050,-20498.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,st10/60/0
-128.2,-111804.0,-7.52,112147.0,0,4,21486,-52535.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,st20/20/0
-54.2,-47440.0,-3.44,47729.0,0,4,15083,-23108.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,st20/40/0
-26.9,-23512.0,-1.65,24643.0,1,4,11818,-14290.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,st20/60/0
-103.6,-90671.0,-5.67,91421.0,0,4,18031,-46922.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,st30/20/0
-40.6,-35657.0,-2.37,35803.0,0,4,12107,-19665.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,st30/40/0
-17.8,-15553.0,-1.02,16203.0,0,4,9271,-10207.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,st30/60/0
-61.0,-52418.0,-3.14,53011.0,0,4,5755,-19257.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,trail0/0/2.0
-9.2,-7922.0,-0.4,12866.0,1,4,3133,-4708.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,trail0/0/3.0
1.9,1589.0,0.08,8235.0,3,4,1657,-2475.0,5min,"ema(9, 20)&mom(10, 0.001)",or,rth,trail0/0/5.0
15.9,12278.0,0.89,3307.0,3,4,774,-361.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,eod0/0/0
-95.6,-74089.0,-10.55,74076.0,0,4,15024,-32476.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,st10/20/0
-44.9,-34794.0,-4.5,35040.0,0,4,11646,-16311.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,st10/40/0
-32.2,-24921.0,-2.98,25320.0,0,4,9710,-12038.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,st10/60/0
-83.1,-64402.0,-6.88,64736.0,0,4,12077,-30830.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,st20/20/0
-30.1,-23316.0,-2.62,23603.0,0,4,8630,-12654.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,st20/40/0
-14.9,-11585.0,-1.23,12946.0,1,4,6892,-7722.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,st20/60/0
-65.2,-50549.0,-5.04,51050.0,0,4,10231,-25468.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,st30/20/0
-20.8,-16106.0,-1.65,16318.0,0,4,7033,-7994.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,st30/40/0
-8.5,-6592.0,-0.64,9642.0,1,4,5496,-4596.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,st30/60/0
-29.0,-22513.0,-1.98,22935.0,0,4,3002,-10649.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,trail0/0/2.0
1.7,1332.0,0.1,7896.0,1,4,1792,-2825.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,trail0/0/3.0
14.5,11203.0,0.87,4986.0,3,4,1104,-857.0,5min,"ema(9, 20)&mom(10, 0.001)",or,morning,trail0/0/5.0
17.2,9701.0,0.86,4100.0,3,4,564,-1745.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,eod0/0/0
-4.1,-2338.0,-1.78,2864.0,1,4,975,-1056.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,st10/20/0
-3.2,-1825.0,-0.98,2245.0,1,4,973,-1289.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,st10/40/0
-0.9,-497.0,-0.22,1665.0,2,4,970,-1267.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,st10/60/0
-3.9,-2265.0,-1.24,2657.0,1,4,953,-1184.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,st20/20/0
-2.8,-1619.0,-0.62,2035.0,1,4,944,-1217.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,st20/40/0
-1.2,-707.0,-0.23,2483.0,1,4,931,-1190.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,st20/60/0
-2.8,-1611.0,-0.73,2457.0,2,4,923,-1564.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,st30/20/0
-1.7,-995.0,-0.32,2263.0,1,4,902,-1051.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,st30/40/0
-1.0,-594.0,-0.16,3159.0,2,4,882,-1722.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,st30/60/0
-14.2,-8216.0,-1.51,9168.0,1,4,913,-5732.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,trail0/0/2.0
1.8,1022.0,0.15,5118.0,2,4,824,-4352.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,trail0/0/3.0
12.0,6921.0,0.83,3157.0,3,4,650,-61.0,5min,"ema(9, 20)&ema(9, 50)",and,rth,trail0/0/5.0
20.0,6314.0,1.34,2188.0,3,4,316,-1771.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,eod0/0/0
-1.9,-607.0,-0.94,815.0,1,4,422,-427.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,st10/20/0
-1.9,-599.0,-0.67,1213.0,1,4,422,-710.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,st10/40/0
0.2,59.0,0.05,1357.0,3,4,422,-943.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,st10/60/0
-0.3,-109.0,-0.12,802.0,3,4,416,-485.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,st20/20/0
-0.2,-66.0,-0.05,1427.0,2,4,416,-627.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,st20/40/0
1.8,577.0,0.39,1391.0,3,4,416,-739.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,st20/60/0
1.0,323.0,0.3,944.0,3,4,409,-486.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,st30/20/0
0.4,126.0,0.09,1411.0,3,4,408,-583.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,st30/40/0
3.0,954.0,0.55,1545.0,3,4,407,-784.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,st30/60/0
-10.6,-3338.0,-1.33,4945.0,1,4,388,-2612.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,trail0/0/2.0
7.9,2486.0,0.85,2599.0,2,4,356,-1664.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,trail0/0/3.0
11.3,3585.0,1.01,2483.0,3,4,320,-2063.0,5min,"ema(9, 20)&ema(9, 50)",and,morning,trail0/0/5.0
2.0,1479.0,0.09,7170.0,2,4,745,-1388.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,eod0/0/0
-19.2,-14943.0,-5.14,15400.0,0,4,3623,-5204.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,st10/20/0
-16.4,-12859.0,-3.34,13522.0,0,4,3420,-4383.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,st10/40/0
-12.6,-9912.0,-2.15,11151.0,0,4,3320,-4193.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,st10/60/0
-18.4,-14416.0,-3.6,15174.0,0,4,3344,-5171.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,st20/20/0
-16.7,-13167.0,-2.46,14047.0,0,4,3029,-5142.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,st20/40/0
-10.8,-8582.0,-1.36,10097.0,0,4,2879,-4351.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,st20/60/0
-17.7,-13939.0,-2.99,14316.0,0,4,3080,-4969.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,st30/20/0
-13.0,-10243.0,-1.66,10954.0,0,4,2675,-3896.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,st30/40/0
-9.6,-7653.0,-1.06,9933.0,1,4,2494,-4029.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,st30/60/0
-38.7,-30769.0,-3.06,31219.0,0,4,2480,-12076.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,trail0/0/2.0
-14.7,-11786.0,-0.92,12280.0,0,4,1845,-4616.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,trail0/0/3.0
-1.1,-854.0,-0.06,6837.0,2,4,1109,-3041.0,5min,"ema(9, 20)&ema(9, 50)",or,rth,trail0/0/5.0
-3.8,-2321.0,-0.25,5989.0,1,4,604,-1363.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,eod0/0/0
-10.1,-6118.0,-3.6,6479.0,0,4,1697,-2448.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,st10/20/0
-8.2,-4988.0,-2.24,5420.0,0,4,1612,-1876.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,st10/40/0
-7.1,-4291.0,-1.57,5210.0,0,4,1567,-1914.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,st10/60/0
-7.8,-4718.0,-2.04,5879.0,1,4,1602,-2132.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,st20/20/0
-4.9,-2956.0,-0.95,4145.0,1,4,1465,-1185.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,st20/40/0
-2.2,-1361.0,-0.36,2867.0,1,4,1405,-1020.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,st20/60/0
-6.4,-3857.0,-1.38,5019.0,1,4,1502,-1764.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,st30/20/0
-2.4,-1425.0,-0.38,2758.0,1,4,1335,-726.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,st30/40/0
-0.6,-368.0,-0.09,1919.0,1,4,1255,-561.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,st30/60/0
-16.5,-9993.0,-1.72,10614.0,1,4,1133,-4551.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,trail0/0/2.0
-0.8,-483.0,-0.07,3342.0,1,4,889,-925.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,trail0/0/3.0
3.9,2331.0,0.3,3221.0,3,4,643,-1947.0,5min,"ema(9, 20)&ema(9, 50)",or,morning,trail0/0/5.0
16.4,8974.0,0.83,4368.0,3,4,548,-2190.0,5min,"ema(9, 20)&ema(20, 50)",and,rth,eod0/0/0
-4.6,-2569.0,-2.04,3082.0,1,4,893,-1113.0,5min,"ema(9, 20)&ema(20, 50)",and,rth,st10/20/0
-4.2,-2362.0,-1.34,2674.0,0,4,891,-1511.0,5min,"ema(9, 20)&ema(20, 50)",and,rth,st10/40/0
-2.4,-1346.0,-0.62,2359.0,1,4,888,-1472.0,5min,"ema(9, 20)&ema(20, 50)",and,rth,st10/60/0
-3.9,-2185.0,-1.24,2629.0,1,4,875,-1072.0,5min,"ema(9, 20)&ema(20, 50)",and,rth,st20/20/0
-3.3,-1839.0,-0.74,2349.0,1,4,866,-1242.0,5min,"ema(9, 20)&ema(20, 50)",and,rth,st20/40/0
-2.5,-1410.0,-0.49,2988.0,1,4,854,-1208.0,5min,"ema(9, 20)&ema(20, 50)",and,rth,st20/60/0
