name,family,tf,session,trades,trades_wk,sel_usd_wk,blind_usd_wk,sel_total,blind_total,win_pct
CONSECC_5min_time30h0_all,CONSECC,5min,all,4761,30.5,12.5,-80.4,999.0,-6121.0,49.0
CONSECC_5min_time30h0_rth,CONSECC,5min,rth,1760,11.3,38.3,-110.0,3063.0,-8376.0,48.5
CONSECC_5min_time30h15_all,CONSECC,5min,all,8382,53.7,-84.9,-104.7,-6794.0,-7972.0,20.9
CONSECC_5min_time30h15_rth,CONSECC,5min,rth,3412,21.9,-21.6,3.4,-1732.0,255.0,15.0
CONSECC_5min_time60h0_all,CONSECC,5min,all,2851,18.3,84.0,74.3,6717.0,5654.0,50.7
CONSECC_5min_time60h0_rth,CONSECC,5min,rth,1250,8.0,78.3,-127.0,6264.0,-9671.0,50.9
CONSECC_5min_time60h15_all,CONSECC,5min,all,6971,44.6,-92.9,-64.4,-7432.0,-4907.0,15.0
CONSECC_5min_time60h15_rth,CONSECC,5min,rth,3118,20.0,-23.8,-51.3,-1905.0,-3908.0,11.8
CONSECC_5min_time120h0_all,CONSECC,5min,all,1573,10.1,-30.1,-93.4,-2410.0,-7111.0,48.8
CONSECC_5min_time120h0_rth,CONSECC,5min,rth,771,4.9,101.9,-223.1,8155.0,-16985.0,51.0
CONSECC_5min_time120h15_all,CONSECC,5min,all,5705,36.5,-35.4,10.5,-2828.0,796.0,10.4
CONSECC_5min_time120h15_rth,CONSECC,5min,rth,3012,19.3,-9.3,-34.6,-740.0,-2636.0,10.6
CONSECC_5min_trail2.5h0_all,CONSECC,5min,all,8101,51.9,-301.9,-456.4,-24149.0,-34752.0,34.8
CONSECC_5min_trail2.5h0_rth,CONSECC,5min,rth,2731,17.5,-85.7,-125.5,-6854.0,-9553.0,36.1
CONSECC_5min_trail2.5h15_all,CONSECC,5min,all,9755,62.5,-395.8,-446.3,-31668.0,-33986.0,23.8
CONSECC_5min_trail2.5h15_rth,CONSECC,5min,rth,3661,23.4,-145.0,-147.0,-11596.0,-11194.0,18.4
CONSECC_5min_trail4.0h0_all,CONSECC,5min,all,4661,29.9,-164.1,-111.5,-13130.0,-8491.0,35.3
CONSECC_5min_trail4.0h0_rth,CONSECC,5min,rth,1756,11.2,53.2,-34.5,4259.0,-2629.0,40.3
CONSECC_5min_trail4.0h15_all,CONSECC,5min,all,7493,48.0,-183.8,-155.8,-14708.0,-11865.0,17.9
CONSECC_5min_trail4.0h15_rth,CONSECC,5min,rth,3244,20.8,-56.0,-50.3,-4477.0,-3831.0,14.5
CONSECF_5min_time30h0_all,CONSECF,5min,all,4761,30.5,-161.6,-70.6,-12925.0,-5377.0,48.5
CONSECF_5min_time30h0_rth,CONSECF,5min,rth,1760,11.3,-93.8,54.6,-7506.0,4160.0,49.9
CONSECF_5min_time30h15_all,CONSECF,5min,all,8848,56.7,-157.0,-194.6,-12563.0,-14820.0,20.1
CONSECF_5min_time30h15_rth,CONSECF,5min,rth,3696,23.7,-108.7,21.3,-8696.0,1621.0,14.9
CONSECF_5min_time60h0_all,CONSECF,5min,all,2851,18.3,-173.4,-164.5,-13876.0,-12523.0,48.1
CONSECF_5min_time60h0_rth,CONSECF,5min,rth,1250,8.0,-117.7,87.6,-9412.0,6669.0,48.6
CONSECF_5min_time60h15_all,CONSECF,5min,all,7344,47.0,-153.2,0.2,-12255.0,13.0,14.2
CONSECF_5min_time60h15_rth,CONSECF,5min,rth,3356,21.5,-102.7,74.2,-8215.0,5646.0,12.0
CONSECF_5min_time120h0_all,CONSECF,5min,all,1573,10.1,-19.4,43.8,-1551.0,3332.0,50.2
CONSECF_5min_time120h0_rth,CONSECF,5min,rth,771,4.9,-126.3,198.8,-10104.0,15139.0,48.6
CONSECF_5min_time120h15_all,CONSECF,5min,all,5995,38.4,-123.4,72.0,-9872.0,5479.0,10.0
CONSECF_5min_time120h15_rth,CONSECF,5min,rth,3262,20.9,-80.4,107.6,-6429.0,8193.0,10.1
CONSECF_5min_trail2.5h0_all,CONSECF,5min,all,8091,51.8,-362.9,-483.5,-29032.0,-36813.0,34.3
CONSECF_5min_trail2.5h0_rth,CONSECF,5min,rth,2762,17.7,-194.5,-158.6,-15560.0,-12074.0,34.8
CONSECF_5min_trail2.5h15_all,CONSECF,5min,all,10174,65.2,-391.2,-379.8,-31296.0,-28921.0,23.7
CONSECF_5min_trail2.5h15_rth,CONSECF,5min,rth,3974,25.5,-195.4,-108.9,-15634.0,-8295.0,18.3
CONSECF_5min_trail4.0h0_all,CONSECF,5min,all,4710,30.2,-205.2,-127.6,-16414.0,-9718.0,33.8
CONSECF_5min_trail4.0h0_rth,CONSECF,5min,rth,1810,11.6,-117.1,102.4,-9368.0,7797.0,38.4
CONSECF_5min_trail4.0h15_all,CONSECF,5min,all,7905,50.6,-215.6,-191.3,-17246.0,-14569.0,17.6
CONSECF_5min_trail4.0h15_rth,CONSECF,5min,rth,3543,22.7,-138.5,-17.5,-11079.0,-1330.0,14.3
FHR_5min_time30h0_all,FHR,5min,all,1928,12.3,-60.0,-239.6,-4798.0,-18242.0,48.9
FHR_5min_time30h0_rth,FHR,5min,rth,1739,11.1,-66.0,-208.8,-5279.0,-15895.0,48.2
FHR_5min_time30h15_all,FHR,5min,all,6339,40.6,-130.9,-147.2,-10470.0,-11212.0,16.0
FHR_5min_time30h15_rth,FHR,5min,rth,5454,34.9,-119.5,-164.9,-9562.0,-12558.0,14.5
FHR_5min_time60h0_all,FHR,5min,all,1288,8.2,-110.0,-131.6,-8803.0,-10022.0,49.3
FHR_5min_time60h0_rth,FHR,5min,rth,1184,7.6,-116.2,-146.1,-9294.0,-11122.0,48.6
FHR_5min_time60h15_all,FHR,5min,all,5349,34.3,-140.9,-164.8,-11274.0,-12548.0,11.9
FHR_5min_time60h15_rth,FHR,5min,rth,4686,30.0,-129.6,-165.7,-10368.0,-12620.0,11.0
FHR_5min_time120h0_all,FHR,5min,all,744,4.8,-121.8,-120.0,-9742.0,-9136.0,47.6
FHR_5min_time120h0_rth,FHR,5min,rth,739,4.7,-117.1,-115.7,-9368.0,-8808.0,47.5
FHR_5min_time120h15_all,FHR,5min,all,5028,32.2,-158.5,-141.6,-12681.0,-10784.0,9.4
FHR_5min_time120h15_rth,FHR,5min,rth,4599,29.5,-136.7,-151.6,-10937.0,-11542.0,9.3
FHR_5min_trail2.5h0_all,FHR,5min,all,3708,23.7,-209.3,-401.3,-16741.0,-30559.0,35.2
FHR_5min_trail2.5h0_rth,FHR,5min,rth,2948,18.9,-191.3,-356.8,-15301.0,-27171.0,35.6
FHR_5min_trail2.5h15_all,FHR,5min,all,7156,45.8,-244.9,-350.5,-19590.0,-26685.0,18.5
FHR_5min_trail2.5h15_rth,FHR,5min,rth,6087,39.0,-222.7,-313.0,-17816.0,-23831.0,17.4
FHR_5min_trail4.0h0_all,FHR,5min,all,2135,13.7,-166.6,-255.1,-13326.0,-19421.0,37.7
FHR_5min_trail4.0h0_rth,FHR,5min,rth,1711,11.0,-137.1,-219.8,-10971.0,-16740.0,38.4
FHR_5min_trail4.0h15_all,FHR,5min,all,5857,37.5,-189.3,-224.3,-15147.0,-17079.0,14.4
FHR_5min_trail4.0h15_rth,FHR,5min,rth,5071,32.5,-165.0,-209.4,-13196.0,-15943.0,13.5
BBSQ_5min_time30h0_all,BBSQ,5min,all,1863,11.9,-25.8,-41.9,-2060.0,-3192.0,48.8
BBSQ_5min_time30h0_rth,BBSQ,5min,rth,73,0.5,-5.3,6.4,-425.0,491.0,50.7
BBSQ_5min_time30h15_all,BBSQ,5min,all,2358,15.1,-24.0,-14.0,-1922.0,-1064.0,28.5
BBSQ_5min_time30h15_rth,BBSQ,5min,rth,83,0.5,2.4,8.7,195.0,666.0,21.7
BBSQ_5min_time60h0_all,BBSQ,5min,all,1376,8.8,-88.0,-166.9,-7037.0,-12709.0,45.9
BBSQ_5min_time60h0_rth,BBSQ,5min,rth,72,0.5,-5.0,6.7,-400.0,511.0,59.7
BBSQ_5min_time60h15_all,BBSQ,5min,all,2021,12.9,7.8,-2.3,625.0,-173.0,21.3
BBSQ_5min_time60h15_rth,BBSQ,5min,rth,83,0.5,2.4,7.8,188.0,591.0,19.3
BBSQ_5min_time120h0_all,BBSQ,5min,all,911,5.8,-31.7,-219.7,-2533.0,-16726.0,46.3
BBSQ_5min_time120h0_rth,BBSQ,5min,rth,69,0.4,-0.6,-7.6,-47.0,-580.0,52.2
BBSQ_5min_time120h15_all,BBSQ,5min,all,1791,11.5,30.6,10.9,2451.0,828.0,13.2
BBSQ_5min_time120h15_rth,BBSQ,5min,rth,82,0.5,1.1,7.6,91.0,580.0,14.6
BBSQ_5min_trail2.5h0_all,BBSQ,5min,all,2601,16.7,-98.3,-162.9,-7867.0,-12400.0,31.9
BBSQ_5min_trail2.5h0_rth,BBSQ,5min,rth,77,0.5,-3.7,-8.2,-293.0,-626.0,33.8
BBSQ_5min_trail2.5h15_all,BBSQ,5min,all,2722,17.4,-92.0,-118.6,-7356.0,-9033.0,28.3
BBSQ_5min_trail2.5h15_rth,BBSQ,5min,rth,84,0.5,-2.1,-0.8,-171.0,-57.0,29.8
BBSQ_5min_trail4.0h0_all,BBSQ,5min,all,1780,11.4,-61.0,-98.1,-4876.0,-7473.0,31.5
BBSQ_5min_trail4.0h0_rth,BBSQ,5min,rth,72,0.5,-2.8,-3.5,-221.0,-264.0,40.3
BBSQ_5min_trail4.0h15_all,BBSQ,5min,all,2157,13.8,-34.1,-37.9,-2731.0,-2887.0,23.5
BBSQ_5min_trail4.0h15_rth,BBSQ,5min,rth,83,0.5,1.2,-1.1,94.0,-82.0,19.3
TDAY_5min_time30h0_all,TDAY,5min,all,592,3.8,74.7,81.4,5980.0,6201.0,55.1
TDAY_5min_time30h0_rth,TDAY,5min,rth,592,3.8,74.7,81.4,5980.0,6201.0,55.1
TDAY_5min_time30h15_all,TDAY,5min,all,751,4.8,10.8,-26.4,864.0,-2010.0,13.4
TDAY_5min_time30h15_rth,TDAY,5min,rth,751,4.8,10.8,-26.4,864.0,-2010.0,13.4
TDAY_5min_time60h0_all,TDAY,5min,all,592,3.8,140.3,101.2,11221.0,7702.0,55.7
TDAY_5min_time60h0_rth,TDAY,5min,rth,592,3.8,140.3,101.2,11221.0,7702.0,55.7
TDAY_5min_time60h15_all,TDAY,5min,all,751,4.8,17.4,-39.5,1392.0,-3007.0,10.8
TDAY_5min_time60h15_rth,TDAY,5min,rth,751,4.8,17.4,-39.5,1392.0,-3007.0,10.8
TDAY_5min_time120h0_all,TDAY,5min,all,592,3.8,157.5,172.9,12598.0,13162.0,56.4
TDAY_5min_time120h0_rth,TDAY,5min,rth,592,3.8,157.5,172.9,12598.0,13162.0,56.4
TDAY_5min_time120h15_all,TDAY,5min,all,751,4.8,24.6,-41.0,1964.0,-3119.0,9.6
TDAY_5min_time120h15_rth,TDAY,5min,rth,751,4.8,24.6,-41.0,1964.0,-3119.0,9.6
TDAY_5min_trail2.5h0_all,TDAY,5min,all,640,4.1,-18.4,-26.1,-1473.0,-1986.0,37.3
TDAY_5min_trail2.5h0_rth,TDAY,5min,rth,640,4.1,-18.4,-26.1,-1473.0,-1986.0,37.3
TDAY_5min_trail2.5h15_all,TDAY,5min,all,765,4.9,-21.2,-55.0,-1697.0,-4186.0,16.3
TDAY_5min_trail2.5h15_rth,TDAY,5min,rth,765,4.9,-21.2,-55.0,-1697.0,-4186.0,16.3
TDAY_5min_trail4.0h0_all,TDAY,5min,all,595,3.8,47.9,64.0,3834.0,4876.0,43.9
TDAY_5min_trail4.0h0_rth,TDAY,5min,rth,595,3.8,47.9,64.0,3834.0,4876.0,43.9
TDAY_5min_trail4.0h15_all,TDAY,5min,all,753,4.8,15.2,-35.1,1212.0,-2672.0,13.3
TDAY_5min_trail4.0h15_rth,TDAY,5min,rth,753,4.8,15.2,-35.1,1212.0,-2672.0,13.3
RNUMF_5min_time30h0_all,RNUMF,5min,all,2535,16.2,-128.6,-245.4,-10287.0,-18688.0,47.7
RNUMF_5min_time30h0_rth,RNUMF,5min,rth,1115,7.1,-183.4,-66.6,-14669.0,-5072.0,46.1
RNUMF_5min_time30h15_all,RNUMF,5min,all,3727,23.9,-111.8,-84.1,-8942.0,-6403.0,17.5
RNUMF_5min_time30h15_rth,RNUMF,5min,rth,1675,10.7,-63.7,30.8,-5096.0,2344.0,14.7
RNUMF_5min_time60h0_all,RNUMF,5min,all,1814,11.6,-46.5,-239.9,-3717.0,-18269.0,48.5
RNUMF_5min_time60h0_rth,RNUMF,5min,rth,854,5.5,-106.8,-126.4,-8547.0,-9627.0,50.1
RNUMF_5min_time60h15_all,RNUMF,5min,all,3469,22.2,-102.1,-54.4,-8171.0,-4139.0,12.6
RNUMF_5min_time60h15_rth,RNUMF,5min,rth,1613,10.3,-67.5,36.4,-5403.0,2771.0,12.2
RNUMF_5min_time120h0_all,RNUMF,5min,all,1188,7.6,70.3,-75.1,5622.0,-5715.0,51.5
RNUMF_5min_time120h0_rth,RNUMF,5min,rth,704,4.5,-35.9,26.8,-2868.0,2037.0,52.0
RNUMF_5min_time120h15_all,RNUMF,5min,all,3195,20.5,-99.1,-10.1,-7927.0,-770.0,9.2
RNUMF_5min_time120h15_rth,RNUMF,5min,rth,1599,10.2,-68.2,47.6,-5459.0,3627.0,10.4
RNUMF_5min_trail2.5h0_all,RNUMF,5min,all,3427,21.9,-227.6,-249.7,-18204.0,-19013.0,33.6
RNUMF_5min_trail2.5h0_rth,RNUMF,5min,rth,1430,9.2,-150.8,-87.2,-12061.0,-6637.0,35.5
RNUMF_5min_trail2.5h15_all,RNUMF,5min,all,3988,25.5,-168.7,-211.5,-13500.0,-16107.0,21.6
RNUMF_5min_trail2.5h15_rth,RNUMF,5min,rth,1742,11.2,-94.8,-44.9,-7583.0,-3419.0,19.6
RNUMF_5min_trail4.0h0_all,RNUMF,5min,all,2529,16.2,-167.8,-222.9,-13427.0,-16969.0,35.0
RNUMF_5min_trail4.0h0_rth,RNUMF,5min,rth,1157,7.4,-141.1,-98.8,-11289.0,-7525.0,37.5
RNUMF_5min_trail4.0h15_all,RNUMF,5min,all,3594,23.0,-101.1,-129.5,-8091.0,-9859.0,16.3
RNUMF_5min_trail4.0h15_rth,RNUMF,5min,rth,1650,10.6,-76.5,2.4,-6117.0,179.0,14.9
PB3_5min_time30h0_all,PB3,5min,all,4068,26.1,-142.9,-52.6,-11435.0,-4003.0,48.6
PB3_5min_time30h0_rth,PB3,5min,rth,1432,9.2,-54.3,30.9,-4343.0,2355.0,50.8
PB3_5min_time30h15_all,PB3,5min,all,6003,38.4,-89.5,-6.0,-7157.0,-459.0,22.1
PB3_5min_time30h15_rth,PB3,5min,rth,2272,14.6,-61.3,59.7,-4900.0,4543.0,15.9
PB3_5min_time60h0_all,PB3,5min,all,2594,16.6,-98.9,-18.8,-7914.0,-1432.0,48.0
PB3_5min_time60h0_rth,PB3,5min,rth,1025,6.6,83.7,-15.4,6698.0,-1171.0,49.9
PB3_5min_time60h15_all,PB3,5min,all,5138,32.9,-73.1,40.6,-5851.0,3091.0,15.6
PB3_5min_time60h15_rth,PB3,5min,rth,2139,13.7,-16.5,46.0,-1324.0,3504.0,12.2
PB3_5min_time120h0_all,PB3,5min,all,1490,9.5,19.1,-160.6,1526.0,-12231.0,47.7
PB3_5min_time120h0_rth,PB3,5min,rth,761,4.9,107.4,-122.5,8593.0,-9329.0,49.9
PB3_5min_time120h15_all,PB3,5min,all,4420,28.3,-38.0,16.0,-3037.0,1217.0,10.5
PB3_5min_time120h15_rth,PB3,5min,rth,2107,13.5,-17.2,53.0,-1374.0,4037.0,11.0
PB3_5min_trail2.5h0_all,PB3,5min,all,5747,36.8,-237.4,-224.7,-18994.0,-17107.0,35.1
PB3_5min_trail2.5h0_rth,PB3,5min,rth,1856,11.9,-109.4,-81.1,-8753.0,-6176.0,37.0
PB3_5min_trail2.5h15_all,PB3,5min,all,6722,43.1,-222.0,-219.6,-17757.0,-16717.0,24.5
PB3_5min_trail2.5h15_rth,PB3,5min,rth,2375,15.2,-96.9,-55.9,-7756.0,-4258.0,19.5
PB3_5min_trail4.0h0_all,PB3,5min,all,3725,23.9,-179.7,-141.2,-14378.0,-10749.0,36.2
PB3_5min_trail4.0h0_rth,PB3,5min,rth,1355,8.7,-137.8,-82.5,-11028.0,-6283.0,38.7
PB3_5min_trail4.0h15_all,PB3,5min,all,5352,34.3,-172.4,-99.2,-13791.0,-7557.0,19.4
PB3_5min_trail4.0h15_rth,PB3,5min,rth,2172,13.9,-95.9,-52.3,-7675.0,-3979.0,15.4
VREG_5min_time30h0_all,VREG,5min,all,4026,25.8,55.5,-25.1,4439.0,-1910.0,50.6
VREG_5min_time30h0_rth,VREG,5min,rth,1267,8.1,1.7,-110.6,136.0,-8421.0,49.6
VREG_5min_time30h15_all,VREG,5min,all,6266,40.1,-23.3,11.3,-1861.0,862.0,25.1
VREG_5min_time30h15_rth,VREG,5min,rth,1962,12.6,38.7,43.5,3099.0,3312.0,18.7
VREG_5min_time60h0_all,VREG,5min,all,2510,16.1,54.5,-41.6,4363.0,-3168.0,50.0
VREG_5min_time60h0_rth,VREG,5min,rth,1022,6.5,15.6,-145.4,1250.0,-11072.0,50.0
VREG_5min_time60h15_all,VREG,5min,all,4995,32.0,55.2,72.5,4419.0,5520.0,18.0
VREG_5min_time60h15_rth,VREG,5min,rth,1820,11.7,70.0,49.2,5597.0,3743.0,15.3
VREG_5min_time120h0_all,VREG,5min,all,1460,9.4,134.0,43.8,10720.0,3334.0,51.8
VREG_5min_time120h0_rth,VREG,5min,rth,719,4.6,-7.3,-212.8,-585.0,-16204.0,49.8
VREG_5min_time120h15_all,VREG,5min,all,4032,25.8,118.2,54.9,9454.0,4183.0,12.2
VREG_5min_time120h15_rth,VREG,5min,rth,1733,11.1,77.2,29.4,6172.0,2238.0,12.9
VREG_5min_trail2.5h0_all,VREG,5min,all,6628,42.4,-288.0,-324.3,-23036.0,-24693.0,34.6
VREG_5min_trail2.5h0_rth,VREG,5min,rth,1749,11.2,-129.0,-150.1,-10320.0,-11427.0,34.5
VREG_5min_trail2.5h15_all,VREG,5min,all,7573,48.5,-262.4,-313.3,-20991.0,-23858.0,26.9
VREG_5min_trail2.5h15_rth,VREG,5min,rth,2107,13.5,-79.1,-129.6,-6326.0,-9864.0,21.7
VREG_5min_trail4.0h0_all,VREG,5min,all,3783,24.2,-123.3,-29.3,-9860.0,-2228.0,35.0
VREG_5min_trail4.0h0_rth,VREG,5min,rth,1259,8.1,-25.5,8.7,-2044.0,660.0,37.5
VREG_5min_trail4.0h15_all,VREG,5min,all,5365,34.4,-71.8,-63.2,-5745.0,-4814.0,20.7
VREG_5min_trail4.0h15_rth,VREG,5min,rth,1863,11.9,5.3,-11.9,427.0,-908.0,16.5
GAP2F_g25_15min_time30h0_all,GAP2F_g25,15min,all,625,4.0,-54.4,46.1,-4354.0,3507.0,49.1
GAP2F_g25_15min_time30h0_rth,GAP2F_g25,15min,rth,625,4.0,-54.4,46.1,-4354.0,3507.0,49.1
GAP2F_g25_15min_time30h15_all,GAP2F_g25,15min,all,625,4.0,-3.0,11.5,-238.0,876.0,8.0
GAP2F_g25_15min_time30h15_rth,GAP2F_g25,15min,rth,625,4.0,-3.0,11.5,-238.0,876.0,8.0
GAP2F_g25_15min_time60h0_all,GAP2F_g25,15min,all,625,4.0,-118.7,40.6,-9492.0,3089.0,49.6
GAP2F_g25_15min_time60h0_rth,GAP2F_g25,15min,rth,625,4.0,-118.7,40.6,-9492.0,3089.0,49.6
GAP2F_g25_15min_time60h15_all,GAP2F_g25,15min,all,625,4.0,-21.2,11.0,-1693.0,840.0,7.4
GAP2F_g25_15min_time60h15_rth,GAP2F_g25,15min,rth,625,4.0,-21.2,11.0,-1693.0,840.0,7.4
GAP2F_g25_15min_time120h0_all,GAP2F_g25,15min,all,347,2.2,38.3,57.0,3064.0,4343.0,49.3
GAP2F_g25_15min_time120h0_rth,GAP2F_g25,15min,rth,347,2.2,38.3,57.0,3064.0,4343.0,49.3
GAP2F_g25_15min_time120h15_all,GAP2F_g25,15min,all,598,3.8,-14.8,-11.3,-1184.0,-863.0,5.0
GAP2F_g25_15min_time120h15_rth,GAP2F_g25,15min,rth,598,3.8,-14.8,-11.3,-1184.0,-863.0,5.0
GAP2F_g25_15min_trail2.5h0_all,GAP2F_g25,15min,all,625,4.0,-128.3,-221.7,-10265.0,-16883.0,27.2
GAP2F_g25_15min_trail2.5h0_rth,GAP2F_g25,15min,rth,625,4.0,-128.3,-221.7,-10265.0,-16883.0,27.2
GAP2F_g25_15min_trail2.5h15_all,GAP2F_g25,15min,all,625,4.0,-61.5,-80.4,-4916.0,-6124.0,12.2
GAP2F_g25_15min_trail2.5h15_rth,GAP2F_g25,15min,rth,625,4.0,-61.5,-80.4,-4916.0,-6124.0,12.2
GAP2F_g25_15min_trail4.0h0_all,GAP2F_g25,15min,all,616,3.9,-12.4,-68.8,-989.0,-5236.0,37.7
GAP2F_g25_15min_trail4.0h0_rth,GAP2F_g25,15min,rth,616,3.9,-12.4,-68.8,-989.0,-5236.0,37.7
GAP2F_g25_15min_trail4.0h15_all,GAP2F_g25,15min,all,625,4.0,-15.9,-32.2,-1269.0,-2452.0,8.3
GAP2F_g25_15min_trail4.0h15_rth,GAP2F_g25,15min,rth,625,4.0,-15.9,-32.2,-1269.0,-2452.0,8.3
GAP2C_g25_15min_time30h0_all,GAP2C_g25,15min,all,625,4.0,35.5,-66.5,2839.0,-5067.0,50.2
GAP2C_g25_15min_time30h0_rth,GAP2C_g25,15min,rth,625,4.0,35.5,-66.5,2839.0,-5067.0,50.2
GAP2C_g25_15min_time30h15_all,GAP2C_g25,15min,all,625,4.0,36.3,-12.7,2900.0,-966.0,8.8
GAP2C_g25_15min_time30h15_rth,GAP2C_g25,15min,rth,625,4.0,36.3,-12.7,2900.0,-966.0,8.8
GAP2C_g25_15min_time60h0_all,GAP2C_g25,15min,all,625,4.0,99.8,-61.1,7982.0,-4653.0,49.9
GAP2C_g25_15min_time60h0_rth,GAP2C_g25,15min,rth,625,4.0,99.8,-61.1,7982.0,-4653.0,49.9
GAP2C_g25_15min_time60h15_all,GAP2C_g25,15min,all,625,4.0,37.4,-12.5,2993.0,-950.0,8.3
GAP2C_g25_15min_time60h15_rth,GAP2C_g25,15min,rth,625,4.0,37.4,-12.5,2993.0,-950.0,8.3
GAP2C_g25_15min_time120h0_all,GAP2C_g25,15min,all,347,2.2,-49.1,-68.1,-3925.0,-5189.0,49.9
GAP2C_g25_15min_time120h0_rth,GAP2C_g25,15min,rth,347,2.2,-49.1,-68.1,-3925.0,-5189.0,49.9
GAP2C_g25_15min_time120h15_all,GAP2C_g25,15min,all,590,3.8,16.8,-7.4,1347.0,-567.0,6.1
GAP2C_g25_15min_time120h15_rth,GAP2C_g25,15min,rth,590,3.8,16.8,-7.4,1347.0,-567.0,6.1
GAP2C_g25_15min_trail2.5h0_all,GAP2C_g25,15min,all,625,4.0,-130.4,-143.7,-10431.0,-10939.0,27.5
GAP2C_g25_15min_trail2.5h0_rth,GAP2C_g25,15min,rth,625,4.0,-130.4,-143.7,-10431.0,-10939.0,27.5
GAP2C_g25_15min_trail2.5h15_all,GAP2C_g25,15min,all,625,4.0,-43.3,-55.7,-3465.0,-4242.0,14.2
GAP2C_g25_15min_trail2.5h15_rth,GAP2C_g25,15min,rth,625,4.0,-43.3,-55.7,-3465.0,-4242.0,14.2
GAP2C_g25_15min_trail4.0h0_all,GAP2C_g25,15min,all,615,3.9,23.0,-118.0,1839.0,-8988.0,36.3
GAP2C_g25_15min_trail4.0h0_rth,GAP2C_g25,15min,rth,615,3.9,23.0,-118.0,1839.0,-8988.0,36.3
GAP2C_g25_15min_trail4.0h15_all,GAP2C_g25,15min,all,623,4.0,18.3,-42.8,1464.0,-3261.0,9.3
GAP2C_g25_15min_trail4.0h15_rth,GAP2C_g25,15min,rth,623,4.0,18.3,-42.8,1464.0,-3261.0,9.3
GAP2F_g50_15min_time30h0_all,GAP2F_g50,15min,all,483,3.1,-57.4,-37.6,-4591.0,-2865.0,47.2
GAP2F_g50_15min_time30h0_rth,GAP2F_g50,15min,rth,483,3.1,-57.4,-37.6,-4591.0,-2865.0,47.2
GAP2F_g50_15min_time30h15_all,GAP2F_g50,15min,all,483,3.1,-8.1,-40.9,-648.0,-3118.0,6.6
GAP2F_g50_15min_time30h15_rth,GAP2F_g50,15min,rth,483,3.1,-8.1,-40.9,-648.0,-3118.0,6.6
GAP2F_g50_15min_time60h0_all,GAP2F_g50,15min,all,483,3.1,-100.3,-53.2,-8021.0,-4048.0,47.6
GAP2F_g50_15min_time60h0_rth,GAP2F_g50,15min,rth,483,3.1,-100.3,-53.2,-8021.0,-4048.0,47.6
GAP2F_g50_15min_time60h15_all,GAP2F_g50,15min,all,483,3.1,-23.9,-47.3,-1915.0,-3601.0,6.2
GAP2F_g50_15min_time60h15_rth,GAP2F_g50,15min,rth,483,3.1,-23.9,-47.3,-1915.0,-3601.0,6.2
GAP2F_g50_15min_time120h0_all,GAP2F_g50,15min,all,293,1.9,-70.2,-56.3,-5613.0,-4283.0,47.4
GAP2F_g50_15min_time120h0_rth,GAP2F_g50,15min,rth,293,1.9,-70.2,-56.3,-5613.0,-4283.0,47.4
GAP2F_g50_15min_time120h15_all,GAP2F_g50,15min,all,471,3.0,-23.1,-55.7,-1844.0,-4239.0,3.8
GAP2F_g50_15min_time120h15_rth,GAP2F_g50,15min,rth,471,3.0,-23.1,-55.7,-1844.0,-4239.0,3.8
GAP2F_g50_15min_trail2.5h0_all,GAP2F_g50,15min,all,483,3.1,-100.8,-201.6,-8067.0,-15351.0,26.1
GAP2F_g50_15min_trail2.5h0_rth,GAP2F_g50,15min,rth,483,3.1,-100.8,-201.6,-8067.0,-15351.0,26.1
GAP2F_g50_15min_trail2.5h15_all,GAP2F_g50,15min,all,483,3.1,-44.7,-82.2,-3574.0,-6262.0,10.6
GAP2F_g50_15min_trail2.5h15_rth,GAP2F_g50,15min,rth,483,3.1,-44.7,-82.2,-3574.0,-6262.0,10.6
GAP2F_g50_15min_trail4.0h0_all,GAP2F_g50,15min,all,477,3.1,-34.3,-76.5,-2743.0,-5824.0,35.4
GAP2F_g50_15min_trail4.0h0_rth,GAP2F_g50,15min,rth,477,3.1,-34.3,-76.5,-2743.0,-5824.0,35.4
GAP2F_g50_15min_trail4.0h15_all,GAP2F_g50,15min,all,483,3.1,-13.2,-52.2,-1058.0,-3976.0,7.5
GAP2F_g50_15min_trail4.0h15_rth,GAP2F_g50,15min,rth,483,3.1,-13.2,-52.2,-1058.0,-3976.0,7.5
GAP2C_g50_15min_time30h0_all,GAP2C_g50,15min,all,483,3.1,43.7,20.8,3494.0,1585.0,52.2
GAP2C_g50_15min_time30h0_rth,GAP2C_g50,15min,rth,483,3.1,43.7,20.8,3494.0,1585.0,52.2
GAP2C_g50_15min_time30h15_all,GAP2C_g50,15min,all,483,3.1,32.3,-4.6,2584.0,-351.0,9.3
GAP2C_g50_15min_time30h15_rth,GAP2C_g50,15min,rth,483,3.1,32.3,-4.6,2584.0,-351.0,9.3
GAP2C_g50_15min_time60h0_all,GAP2C_g50,15min,all,483,3.1,86.6,36.3,6929.0,2764.0,52.0
GAP2C_g50_15min_time60h0_rth,GAP2C_g50,15min,rth,483,3.1,86.6,36.3,6929.0,2764.0,52.0
GAP2C_g50_15min_time60h15_all,GAP2C_g50,15min,all,483,3.1,34.1,-4.3,2731.0,-326.0,8.7
GAP2C_g50_15min_time60h15_rth,GAP2C_g50,15min,rth,483,3.1,34.1,-4.3,2731.0,-326.0,8.7
GAP2C_g50_15min_time120h0_all,GAP2C_g50,15min,all,293,1.9,61.5,46.4,4919.0,3536.0,51.9
