name,family,tf,session,trades,trades_wk,sel_usd_wk,blind_usd_wk,sel_total,blind_total,win_pct
GAP2C_g50_15min_time120h0_rth,GAP2C_g50,15min,rth,293,1.9,61.5,46.4,4919.0,3536.0,51.9
GAP2C_g50_15min_time120h15_all,GAP2C_g50,15min,all,459,2.9,8.6,-4.2,692.0,-321.0,6.3
GAP2C_g50_15min_time120h15_rth,GAP2C_g50,15min,rth,459,2.9,8.6,-4.2,692.0,-321.0,6.3
GAP2C_g50_15min_trail2.5h0_all,GAP2C_g50,15min,all,483,3.1,-98.8,-93.1,-7906.0,-7088.0,28.6
GAP2C_g50_15min_trail2.5h0_rth,GAP2C_g50,15min,rth,483,3.1,-98.8,-93.1,-7906.0,-7088.0,28.6
GAP2C_g50_15min_trail2.5h15_all,GAP2C_g50,15min,all,483,3.1,-28.5,-37.2,-2280.0,-2834.0,14.7
GAP2C_g50_15min_trail2.5h15_rth,GAP2C_g50,15min,rth,483,3.1,-28.5,-37.2,-2280.0,-2834.0,14.7
GAP2C_g50_15min_trail4.0h0_all,GAP2C_g50,15min,all,474,3.0,17.4,-47.5,1393.0,-3620.0,37.3
GAP2C_g50_15min_trail4.0h0_rth,GAP2C_g50,15min,rth,474,3.0,17.4,-47.5,1393.0,-3620.0,37.3
GAP2C_g50_15min_trail4.0h15_all,GAP2C_g50,15min,all,482,3.1,21.9,-29.8,1748.0,-2266.0,10.0
GAP2C_g50_15min_trail4.0h15_rth,GAP2C_g50,15min,rth,482,3.1,21.9,-29.8,1748.0,-2266.0,10.0
PDHL_15min_time30h0_all,PDHL,15min,all,1366,8.7,-9.2,-210.9,-739.0,-16055.0,50.7
PDHL_15min_time30h0_rth,PDHL,15min,rth,637,4.1,43.4,-128.4,3469.0,-9774.0,51.0
PDHL_15min_time30h15_all,PDHL,15min,all,4275,27.4,14.4,-204.4,1154.0,-15562.0,10.6
PDHL_15min_time30h15_rth,PDHL,15min,rth,2723,17.4,49.7,-140.6,3972.0,-10703.0,10.1
PDHL_15min_time60h0_all,PDHL,15min,all,831,5.3,3.4,-226.1,275.0,-17214.0,49.5
PDHL_15min_time60h0_rth,PDHL,15min,rth,635,4.1,115.2,-93.8,9213.0,-7144.0,50.9
PDHL_15min_time60h15_all,PDHL,15min,all,3709,23.8,26.9,-221.5,2150.0,-16864.0,7.4
PDHL_15min_time60h15_rth,PDHL,15min,rth,2723,17.4,58.8,-143.1,4708.0,-10899.0,8.5
PDHL_15min_time120h0_all,PDHL,15min,all,483,3.1,130.3,-167.3,10427.0,-12737.0,49.7
PDHL_15min_time120h0_rth,PDHL,15min,rth,357,2.3,69.1,168.0,5525.0,12792.0,56.3
PDHL_15min_time120h15_all,PDHL,15min,all,2983,19.1,6.3,-140.7,500.0,-10714.0,4.5
PDHL_15min_time120h15_rth,PDHL,15min,rth,2224,14.2,12.6,-103.2,1010.0,-7858.0,4.6
PDHL_15min_trail2.5h0_all,PDHL,15min,all,2579,16.5,-201.5,-374.4,-16124.0,-28507.0,33.2
PDHL_15min_trail2.5h0_rth,PDHL,15min,rth,1440,9.2,-93.6,-207.1,-7485.0,-15768.0,34.2
PDHL_15min_trail2.5h15_all,PDHL,15min,all,5128,32.8,-150.7,-346.3,-12055.0,-26370.0,14.5
PDHL_15min_trail2.5h15_rth,PDHL,15min,rth,3063,19.6,-39.0,-200.5,-3121.0,-15270.0,12.7
PDHL_15min_trail4.0h0_all,PDHL,15min,all,1314,8.4,-30.8,-247.5,-2464.0,-18846.0,35.8
PDHL_15min_trail4.0h0_rth,PDHL,15min,rth,860,5.5,40.8,-178.2,3261.0,-13566.0,40.0
PDHL_15min_trail4.0h15_all,PDHL,15min,all,3965,25.4,-5.6,-273.2,-449.0,-20802.0,10.4
PDHL_15min_trail4.0h15_rth,PDHL,15min,rth,2742,17.6,22.6,-178.4,1805.0,-13584.0,10.3
FBR_15min_time30h0_all,FBR,15min,all,955,6.1,-21.6,-158.7,-1730.0,-12085.0,50.4
FBR_15min_time30h0_rth,FBR,15min,rth,507,3.2,24.5,-7.2,1959.0,-549.0,53.3
FBR_15min_time30h15_all,FBR,15min,all,2098,13.4,-92.8,8.1,-7426.0,615.0,10.7
FBR_15min_time30h15_rth,FBR,15min,rth,1141,7.3,-60.2,-17.4,-4813.0,-1321.0,9.6
FBR_15min_time60h0_all,FBR,15min,all,672,4.3,-29.7,54.1,-2380.0,4122.0,50.7
FBR_15min_time60h0_rth,FBR,15min,rth,507,3.2,56.8,-8.4,4542.0,-637.0,54.2
FBR_15min_time60h15_all,FBR,15min,all,1991,12.8,-61.4,-29.4,-4916.0,-2236.0,7.5
FBR_15min_time60h15_rth,FBR,15min,rth,1141,7.3,-61.6,-52.2,-4925.0,-3978.0,7.9
FBR_15min_time120h0_all,FBR,15min,all,427,2.7,-4.2,63.9,-336.0,4862.0,52.7
FBR_15min_time120h0_rth,FBR,15min,rth,309,2.0,131.5,-52.3,10523.0,-3985.0,53.7
FBR_15min_time120h15_all,FBR,15min,all,1817,11.6,-31.2,14.2,-2497.0,1084.0,5.3
FBR_15min_time120h15_rth,FBR,15min,rth,1048,6.7,-4.4,-42.6,-352.0,-3245.0,5.0
FBR_15min_trail2.5h0_all,FBR,15min,all,1522,9.7,-208.6,-126.6,-16690.0,-9638.0,33.4
FBR_15min_trail2.5h0_rth,FBR,15min,rth,779,5.0,-142.5,-63.4,-11402.0,-4825.0,33.9
FBR_15min_trail2.5h15_all,FBR,15min,all,2232,14.3,-153.4,-90.4,-12275.0,-6885.0,15.6
FBR_15min_trail2.5h15_rth,FBR,15min,rth,1182,7.6,-104.6,-54.1,-8367.0,-4119.0,12.4
FBR_15min_trail4.0h0_all,FBR,15min,all,1022,6.5,-83.9,-64.1,-6709.0,-4883.0,36.6
FBR_15min_trail4.0h0_rth,FBR,15min,rth,589,3.8,13.5,8.9,1080.0,678.0,43.6
FBR_15min_trail4.0h15_all,FBR,15min,all,2046,13.1,-78.3,-45.9,-6264.0,-3493.0,11.3
FBR_15min_trail4.0h15_rth,FBR,15min,rth,1141,7.3,-51.1,-40.9,-4089.0,-3111.0,10.1
CONSECC_15min_time30h0_all,CONSECC,15min,all,1590,10.2,69.5,10.4,5562.0,793.0,50.0
CONSECC_15min_time30h0_rth,CONSECC,15min,rth,694,4.4,172.0,22.3,13758.0,1700.0,53.6
CONSECC_15min_time30h15_all,CONSECC,15min,all,3245,20.8,66.0,23.8,5284.0,1812.0,13.8
CONSECC_15min_time30h15_rth,CONSECC,15min,rth,1360,8.7,48.2,-57.1,3855.0,-4351.0,12.6
CONSECC_15min_time60h0_all,CONSECC,15min,all,943,6.0,-4.4,64.7,-351.0,4925.0,50.5
CONSECC_15min_time60h0_rth,CONSECC,15min,rth,693,4.4,164.5,118.3,13157.0,9008.0,53.7
CONSECC_15min_time60h15_all,CONSECC,15min,all,2825,18.1,114.4,51.1,9152.0,3893.0,9.2
CONSECC_15min_time60h15_rth,CONSECC,15min,rth,1360,8.7,51.2,-51.6,4098.0,-3929.0,10.7
CONSECC_15min_time120h0_all,CONSECC,15min,all,524,3.4,8.4,-351.9,670.0,-26794.0,47.1
CONSECC_15min_time120h0_rth,CONSECC,15min,rth,368,2.4,135.9,-6.1,10873.0,-465.0,53.0
CONSECC_15min_time120h15_all,CONSECC,15min,all,2424,15.5,71.7,71.6,5738.0,5455.0,6.1
CONSECC_15min_time120h15_rth,CONSECC,15min,rth,1215,7.8,-20.6,-66.5,-1647.0,-5064.0,5.4
CONSECC_15min_trail2.5h0_all,CONSECC,15min,all,2805,18.0,-143.2,-125.5,-11457.0,-9556.0,37.5
CONSECC_15min_trail2.5h0_rth,CONSECC,15min,rth,1073,6.9,13.5,-23.9,1083.0,-1821.0,39.6
CONSECC_15min_trail2.5h15_all,CONSECC,15min,all,3692,23.6,-135.4,-150.3,-10836.0,-11444.0,18.3
CONSECC_15min_trail2.5h15_rth,CONSECC,15min,rth,1424,9.1,-18.7,-109.6,-1494.0,-8345.0,13.9
CONSECC_15min_trail4.0h0_all,CONSECC,15min,all,1694,10.8,-35.4,-91.8,-2831.0,-6986.0,36.9
CONSECC_15min_trail4.0h0_rth,CONSECC,15min,rth,823,5.3,89.8,3.8,7181.0,292.0,43.0
CONSECC_15min_trail4.0h15_all,CONSECC,15min,all,3081,19.7,-7.9,-77.5,-628.0,-5901.0,13.0
CONSECC_15min_trail4.0h15_rth,CONSECC,15min,rth,1372,8.8,11.8,-88.6,943.0,-6749.0,12.3
CONSECF_15min_time30h0_all,CONSECF,15min,all,1590,10.2,-119.7,-60.4,-9576.0,-4602.0,49.1
CONSECF_15min_time30h0_rth,CONSECF,15min,rth,694,4.4,-194.1,-43.9,-15530.0,-3344.0,46.3
CONSECF_15min_time30h15_all,CONSECF,15min,all,3594,23.0,-82.8,-116.0,-6624.0,-8832.0,11.4
CONSECF_15min_time30h15_rth,CONSECF,15min,rth,1536,9.8,-64.3,-55.7,-5144.0,-4244.0,10.6
CONSECF_15min_time60h0_all,CONSECF,15min,all,943,6.0,-25.6,-94.1,-2046.0,-7168.0,48.8
CONSECF_15min_time60h0_rth,CONSECF,15min,rth,693,4.4,-186.6,-139.8,-14928.0,-10647.0,45.9
CONSECF_15min_time60h15_all,CONSECF,15min,all,3204,20.5,-132.0,-58.3,-10559.0,-4441.0,7.4
CONSECF_15min_time60h15_rth,CONSECF,15min,rth,1536,9.8,-57.5,-72.8,-4598.0,-5542.0,8.8
CONSECF_15min_time120h0_all,CONSECF,15min,all,524,3.4,-24.9,335.3,-1989.0,25534.0,52.7
CONSECF_15min_time120h0_rth,CONSECF,15min,rth,368,2.4,-147.6,-5.4,-11808.0,-411.0,47.0
CONSECF_15min_time120h15_all,CONSECF,15min,all,2791,17.9,-96.4,-59.7,-7708.0,-4546.0,4.6
CONSECF_15min_time120h15_rth,CONSECF,15min,rth,1389,8.9,-29.0,-110.8,-2322.0,-8434.0,5.1
CONSECF_15min_trail2.5h0_all,CONSECF,15min,all,2855,18.3,-301.3,-432.3,-24105.0,-32914.0,33.0
CONSECF_15min_trail2.5h0_rth,CONSECF,15min,rth,1097,7.0,-169.9,-151.0,-13591.0,-11494.0,34.5
CONSECF_15min_trail2.5h15_all,CONSECF,15min,all,3988,25.5,-218.0,-268.3,-17440.0,-20427.0,16.6
CONSECF_15min_trail2.5h15_rth,CONSECF,15min,rth,1585,10.2,-83.0,-100.7,-6644.0,-7668.0,13.2
CONSECF_15min_trail4.0h0_all,CONSECF,15min,all,1760,11.3,-287.1,-164.6,-22966.0,-12535.0,33.8
CONSECF_15min_trail4.0h0_rth,CONSECF,15min,rth,823,5.3,-171.7,-140.8,-13737.0,-10718.0,40.3
CONSECF_15min_trail4.0h15_all,CONSECF,15min,all,3382,21.7,-114.4,-190.0,-9154.0,-14470.0,11.6
CONSECF_15min_trail4.0h15_rth,CONSECF,15min,rth,1531,9.8,-45.9,-106.6,-3675.0,-8115.0,11.2
FHR_15min_time30h0_all,FHR,15min,all,728,4.7,-99.2,-201.5,-7933.0,-15342.0,46.2
FHR_15min_time30h0_rth,FHR,15min,rth,719,4.6,-95.0,-195.4,-7598.0,-14876.0,46.2
FHR_15min_time30h15_all,FHR,15min,all,3702,23.7,-94.8,-72.6,-7583.0,-5526.0,11.8
FHR_15min_time30h15_rth,FHR,15min,rth,3345,21.4,-81.0,-80.4,-6483.0,-6120.0,11.4
FHR_15min_time60h0_all,FHR,15min,all,726,4.6,-91.6,-118.0,-7329.0,-8985.0,47.5
FHR_15min_time60h0_rth,FHR,15min,rth,718,4.6,-95.5,-100.8,-7637.0,-7673.0,47.6
FHR_15min_time60h15_all,FHR,15min,all,3702,23.7,-67.1,-98.3,-5371.0,-7483.0,9.0
FHR_15min_time60h15_rth,FHR,15min,rth,3345,21.4,-74.8,-109.6,-5980.0,-8345.0,9.1
FHR_15min_time120h0_all,FHR,15min,all,426,2.7,31.4,71.9,2513.0,5471.0,51.2
FHR_15min_time120h0_rth,FHR,15min,rth,375,2.4,27.3,-19.6,2183.0,-1492.0,47.5
FHR_15min_time120h15_all,FHR,15min,all,2996,19.2,-34.4,-95.2,-2751.0,-7252.0,4.8
FHR_15min_time120h15_rth,FHR,15min,rth,2725,17.5,-48.5,-46.8,-3879.0,-3564.0,4.9
FHR_15min_trail2.5h0_all,FHR,15min,all,1597,10.2,-162.3,-283.3,-12982.0,-21571.0,36.8
FHR_15min_trail2.5h0_rth,FHR,15min,rth,1403,9.0,-145.4,-292.4,-11630.0,-22264.0,36.5
FHR_15min_trail2.5h15_all,FHR,15min,all,3977,25.5,-147.5,-209.1,-11803.0,-15923.0,13.5
FHR_15min_trail2.5h15_rth,FHR,15min,rth,3514,22.5,-129.7,-224.5,-10374.0,-17092.0,12.8
FHR_15min_trail4.0h0_all,FHR,15min,all,1037,6.6,-114.7,-226.4,-9175.0,-17240.0,39.6
FHR_15min_trail4.0h0_rth,FHR,15min,rth,931,6.0,-114.3,-225.3,-9145.0,-17152.0,40.1
FHR_15min_trail4.0h15_all,FHR,15min,all,3680,23.6,-103.5,-140.1,-8278.0,-10665.0,11.7
FHR_15min_trail4.0h15_rth,FHR,15min,rth,3309,21.2,-82.0,-142.8,-6564.0,-10873.0,11.5
BBSQ_15min_time30h0_all,BBSQ,15min,all,660,4.2,-38.3,-37.6,-3063.0,-2861.0,49.5
BBSQ_15min_time30h0_rth,BBSQ,15min,rth,72,0.5,-6.3,-86.3,-502.0,-6571.0,38.9
BBSQ_15min_time30h15_all,BBSQ,15min,all,904,5.8,-7.0,-24.2,-562.0,-1844.0,13.1
BBSQ_15min_time30h15_rth,BBSQ,15min,rth,84,0.5,-5.2,-3.5,-419.0,-270.0,6.0
BBSQ_15min_time60h0_all,BBSQ,15min,all,577,3.7,49.0,-116.5,3919.0,-8874.0,47.3
BBSQ_15min_time60h0_rth,BBSQ,15min,rth,72,0.5,-9.1,-92.7,-730.0,-7058.0,43.1
BBSQ_15min_time60h15_all,BBSQ,15min,all,878,5.6,15.7,-24.1,1255.0,-1832.0,6.9
BBSQ_15min_time60h15_rth,BBSQ,15min,rth,84,0.5,-5.3,-2.8,-428.0,-216.0,6.0
BBSQ_15min_time120h0_all,BBSQ,15min,all,351,2.2,0.7,94.1,54.0,7168.0,49.9
BBSQ_15min_time120h0_rth,BBSQ,15min,rth,66,0.4,1.6,51.9,130.0,3954.0,57.6
BBSQ_15min_time120h15_all,BBSQ,15min,all,819,5.2,17.0,-27.5,1356.0,-2097.0,6.3
BBSQ_15min_time120h15_rth,BBSQ,15min,rth,84,0.5,-4.0,-0.1,-323.0,-10.0,6.0
BBSQ_15min_trail2.5h0_all,BBSQ,15min,all,876,5.6,-64.2,-80.7,-5139.0,-6144.0,32.5
BBSQ_15min_trail2.5h0_rth,BBSQ,15min,rth,75,0.5,-4.0,-28.3,-322.0,-2158.0,28.0
BBSQ_15min_trail2.5h15_all,BBSQ,15min,all,969,6.2,-57.0,-55.6,-4559.0,-4231.0,21.6
BBSQ_15min_trail2.5h15_rth,BBSQ,15min,rth,84,0.5,-4.0,-11.2,-318.0,-851.0,13.1
BBSQ_15min_trail4.0h0_all,BBSQ,15min,all,656,4.2,-20.1,-179.2,-1611.0,-13645.0,28.0
BBSQ_15min_trail4.0h0_rth,BBSQ,15min,rth,72,0.5,4.3,-79.1,346.0,-6022.0,23.6
BBSQ_15min_trail4.0h15_all,BBSQ,15min,all,877,5.6,-6.3,-51.9,-503.0,-3952.0,13.0
BBSQ_15min_trail4.0h15_rth,BBSQ,15min,rth,84,0.5,-5.2,-18.4,-416.0,-1404.0,6.0
TDAY_15min_time30h0_all,TDAY,15min,all,339,2.2,90.2,136.7,7214.0,10407.0,54.9
TDAY_15min_time30h0_rth,TDAY,15min,rth,339,2.2,90.2,136.7,7214.0,10407.0,54.9
TDAY_15min_time30h15_all,TDAY,15min,all,339,2.2,28.6,-4.7,2290.0,-356.0,12.7
TDAY_15min_time30h15_rth,TDAY,15min,rth,339,2.2,28.6,-4.7,2290.0,-356.0,12.7
TDAY_15min_time60h0_all,TDAY,15min,all,339,2.2,134.4,112.8,10753.0,8585.0,54.6
TDAY_15min_time60h0_rth,TDAY,15min,rth,339,2.2,134.4,112.8,10753.0,8585.0,54.6
TDAY_15min_time60h15_all,TDAY,15min,all,339,2.2,44.3,-4.2,3543.0,-321.0,12.4
TDAY_15min_time60h15_rth,TDAY,15min,rth,339,2.2,44.3,-4.2,3543.0,-321.0,12.4
TDAY_15min_time120h0_all,TDAY,15min,all,230,1.5,-29.7,5.2,-2378.0,397.0,49.1
TDAY_15min_time120h0_rth,TDAY,15min,rth,230,1.5,-29.7,5.2,-2378.0,397.0,49.1
TDAY_15min_time120h15_all,TDAY,15min,all,324,2.1,22.2,0.6,1775.0,48.0,8.0
TDAY_15min_time120h15_rth,TDAY,15min,rth,324,2.1,22.2,0.6,1775.0,48.0,8.0
TDAY_15min_trail2.5h0_all,TDAY,15min,all,339,2.2,40.2,35.7,3217.0,2722.0,41.9
TDAY_15min_trail2.5h0_rth,TDAY,15min,rth,339,2.2,40.2,35.7,3217.0,2722.0,41.9
TDAY_15min_trail2.5h15_all,TDAY,15min,all,339,2.2,0.5,-3.3,40.0,-249.0,14.2
TDAY_15min_trail2.5h15_rth,TDAY,15min,rth,339,2.2,0.5,-3.3,40.0,-249.0,14.2
TDAY_15min_trail4.0h0_all,TDAY,15min,all,339,2.2,79.7,18.9,6373.0,1440.0,48.1
TDAY_15min_trail4.0h0_rth,TDAY,15min,rth,339,2.2,79.7,18.9,6373.0,1440.0,48.1
TDAY_15min_trail4.0h15_all,TDAY,15min,all,339,2.2,25.4,-14.7,2031.0,-1119.0,13.0
TDAY_15min_trail4.0h15_rth,TDAY,15min,rth,339,2.2,25.4,-14.7,2031.0,-1119.0,13.0
RNUMF_15min_time30h0_all,RNUMF,15min,all,1054,6.8,-22.2,77.8,-1777.0,5927.0,48.6
RNUMF_15min_time30h0_rth,RNUMF,15min,rth,507,3.2,-70.5,25.3,-5640.0,1924.0,47.9
RNUMF_15min_time30h15_all,RNUMF,15min,all,1725,11.0,-62.8,-51.6,-5026.0,-3929.0,9.7
RNUMF_15min_time30h15_rth,RNUMF,15min,rth,730,4.7,-28.4,12.4,-2271.0,942.0,10.8
RNUMF_15min_time60h0_all,RNUMF,15min,all,715,4.6,-27.9,18.7,-2233.0,1424.0,50.2
RNUMF_15min_time60h0_rth,RNUMF,15min,rth,506,3.2,-29.7,68.3,-2380.0,5204.0,52.2
RNUMF_15min_time60h15_all,RNUMF,15min,all,1636,10.5,-45.8,-26.9,-3662.0,-2049.0,6.6
RNUMF_15min_time60h15_rth,RNUMF,15min,rth,730,4.7,-12.1,-14.2,-971.0,-1083.0,8.8
RNUMF_15min_time120h0_all,RNUMF,15min,all,448,2.9,12.6,225.0,1007.0,17134.0,48.9
RNUMF_15min_time120h0_rth,RNUMF,15min,rth,303,1.9,-13.8,55.1,-1105.0,4193.0,50.8
RNUMF_15min_time120h15_all,RNUMF,15min,all,1509,9.7,-83.4,-19.2,-6670.0,-1463.0,4.0
RNUMF_15min_time120h15_rth,RNUMF,15min,rth,681,4.4,-41.1,-29.6,-3290.0,-2253.0,4.4
RNUMF_15min_trail2.5h0_all,RNUMF,15min,all,1491,9.5,-120.0,-179.6,-9603.0,-13675.0,33.0
RNUMF_15min_trail2.5h0_rth,RNUMF,15min,rth,621,4.0,-61.8,-18.8,-4946.0,-1430.0,36.9
RNUMF_15min_trail2.5h15_all,RNUMF,15min,all,1819,11.6,-105.4,-89.6,-8434.0,-6825.0,15.0
RNUMF_15min_trail2.5h15_rth,RNUMF,15min,rth,741,4.7,-34.7,-3.1,-2777.0,-237.0,14.3
RNUMF_15min_trail4.0h0_all,RNUMF,15min,all,1097,7.0,-143.1,-31.7,-11446.0,-2413.0,35.0
RNUMF_15min_trail4.0h0_rth,RNUMF,15min,rth,538,3.4,-75.2,11.6,-6014.0,885.0,41.4
RNUMF_15min_trail4.0h15_all,RNUMF,15min,all,1712,11.0,-84.3,-110.8,-6743.0,-8436.0,10.2
RNUMF_15min_trail4.0h15_rth,RNUMF,15min,rth,730,4.7,-41.7,-27.6,-3335.0,-2102.0,11.4
PB3_15min_time30h0_all,PB3,15min,all,1399,9.0,-19.6,128.7,-1566.0,9797.0,50.0
PB3_15min_time30h0_rth,PB3,15min,rth,576,3.7,10.8,81.0,861.0,6170.0,51.7
PB3_15min_time30h15_all,PB3,15min,all,2390,15.3,-9.5,-3.9,-757.0,-296.0,13.7
PB3_15min_time30h15_rth,PB3,15min,rth,858,5.5,4.4,52.4,350.0,3992.0,14.9
PB3_15min_time60h0_all,PB3,15min,all,871,5.6,77.6,28.8,6210.0,2190.0,52.5
PB3_15min_time60h0_rth,PB3,15min,rth,576,3.7,11.4,59.9,909.0,4561.0,52.3
PB3_15min_time60h15_all,PB3,15min,all,2163,13.9,30.7,-59.3,2457.0,-4516.0,8.6
PB3_15min_time60h15_rth,PB3,15min,rth,858,5.5,-7.4,69.7,-594.0,5309.0,12.0
PB3_15min_time120h0_all,PB3,15min,all,506,3.2,89.5,-25.8,7161.0,-1962.0,52.0
PB3_15min_time120h0_rth,PB3,15min,rth,333,2.1,-18.5,-50.3,-1476.0,-3829.0,48.3
PB3_15min_time120h15_all,PB3,15min,all,1929,12.4,33.3,29.2,2662.0,2222.0,5.4
PB3_15min_time120h15_rth,PB3,15min,rth,787,5.0,-48.9,168.0,-3912.0,12792.0,6.5
PB3_15min_trail2.5h0_all,PB3,15min,all,2032,13.0,-110.0,-42.1,-8797.0,-3204.0,38.3
PB3_15min_trail2.5h0_rth,PB3,15min,rth,695,4.5,1.7,63.4,138.0,4827.0,41.9
PB3_15min_trail2.5h15_all,PB3,15min,all,2612,16.7,-82.9,-53.5,-6629.0,-4077.0,20.0
PB3_15min_trail2.5h15_rth,PB3,15min,rth,874,5.6,-5.7,36.6,-455.0,2789.0,17.0
PB3_15min_trail4.0h0_all,PB3,15min,all,1359,8.7,-29.9,11.1,-2391.0,846.0,35.8
PB3_15min_trail4.0h0_rth,PB3,15min,rth,607,3.9,41.6,80.1,3329.0,6102.0,43.8
PB3_15min_trail4.0h15_all,PB3,15min,all,2241,14.4,-33.8,-50.1,-2703.0,-3812.0,13.3
PB3_15min_trail4.0h15_rth,PB3,15min,rth,848,5.4,4.8,48.5,387.0,3692.0,14.5
VREG_15min_time30h0_all,VREG,15min,all,1461,9.4,7.3,20.8,584.0,1582.0,52.3
VREG_15min_time30h0_rth,VREG,15min,rth,638,4.1,15.6,-61.8,1245.0,-4707.0,52.2
VREG_15min_time30h15_all,VREG,15min,all,2950,18.9,17.1,-48.5,1368.0,-3691.0,14.3
VREG_15min_time30h15_rth,VREG,15min,rth,1193,7.6,4.7,-24.3,377.0,-1847.0,13.1
VREG_15min_time60h0_all,VREG,15min,all,885,5.7,35.2,-16.2,2819.0,-1235.0,52.2
VREG_15min_time60h0_rth,VREG,15min,rth,637,4.1,39.1,-62.6,3130.0,-4770.0,53.2
VREG_15min_time60h15_all,VREG,15min,all,2495,16.0,21.4,3.1,1708.0,239.0,9.0
VREG_15min_time60h15_rth,VREG,15min,rth,1191,7.6,6.3,-19.4,502.0,-1474.0,10.4
VREG_15min_time120h0_all,VREG,15min,all,500,3.2,36.2,103.5,2900.0,7879.0,54.6
VREG_15min_time120h0_rth,VREG,15min,rth,345,2.2,-15.3,-186.2,-1224.0,-14176.0,50.4
VREG_15min_time120h15_all,VREG,15min,all,2105,13.5,5.1,-3.8,407.0,-289.0,5.6
VREG_15min_time120h15_rth,VREG,15min,rth,1016,6.5,-3.3,-42.0,-261.0,-3194.0,5.7
VREG_15min_trail2.5h0_all,VREG,15min,all,2598,16.6,-146.8,-349.9,-11743.0,-26642.0,34.9
VREG_15min_trail2.5h0_rth,VREG,15min,rth,962,6.2,-38.6,-220.1,-3088.0,-16760.0,34.5
VREG_15min_trail2.5h15_all,VREG,15min,all,3441,22.0,-136.9,-173.7,-10949.0,-13229.0,19.8
VREG_15min_trail2.5h15_rth,VREG,15min,rth,1247,8.0,-36.6,-76.3,-2928.0,-5811.0,15.4
VREG_15min_trail4.0h0_all,VREG,15min,all,1508,9.7,33.1,-248.4,2648.0,-18913.0,34.8
VREG_15min_trail4.0h0_rth,VREG,15min,rth,732,4.7,42.0,-111.3,3358.0,-8475.0,43.0
VREG_15min_trail4.0h15_all,VREG,15min,all,2693,17.2,-19.4,-70.8,-1553.0,-5390.0,13.4
VREG_15min_trail4.0h15_rth,VREG,15min,rth,1190,7.6,-15.9,-41.4,-1276.0,-3150.0,12.3
