name,imp,W,pull,stop,tgt,htf,n,tr_day,per_day,maxDD,sharpe,worst_block,trend_pd,chop_pd,blocks
i2.0_w4_p0.5_s5.0_t20.0_htf20,2.0,4,0.5,5.0,20.0,20,6753,97.9,-266.0,19245.0,-15.88,-359.2,-315.5,-242.9,"[np.float64(-211.2), np.float64(-147.0), np.float64(-224.3), np.float64(-352.9), np.float64(-252.1), np.float64(-359.2)]"
i2.0_w4_p0.5_s5.0_t20.0_htf40,2.0,4,0.5,5.0,20.0,40,7285,105.6,-295.2,21356.0,-15.02,-351.9,-386.8,-252.3,"[np.float64(-351.9), np.float64(-163.7), np.float64(-329.6), np.float64(-254.2), np.float64(-273.0), np.float64(-332.4)]"
i2.0_w4_p0.5_s5.0_t30.0_htf0,2.0,4,0.5,5.0,30.0,0,10081,146.1,-80.3,10365.0,-2.5,-203.3,-299.6,22.3,"[np.float64(78.6), np.float64(-203.3), np.float64(-188.8), np.float64(-119.4), np.float64(176.8), np.float64(-198.8)]"
i2.0_w4_p0.5_s5.0_t30.0_htf20,2.0,4,0.5,5.0,30.0,20,6635,96.2,-281.8,20758.0,-14.0,-414.0,-344.3,-252.5,"[np.float64(-220.3), np.float64(-182.9), np.float64(-259.5), np.float64(-345.0), np.float64(-212.0), np.float64(-414.0)]"
i2.0_w4_p0.5_s5.0_t30.0_htf40,2.0,4,0.5,5.0,30.0,40,7177,104.0,-299.8,22244.0,-13.0,-399.1,-386.8,-259.1,"[np.float64(-399.1), np.float64(-165.4), np.float64(-354.4), np.float64(-250.7), np.float64(-226.2), np.float64(-335.4)]"
i2.0_w4_p0.5_s5.0_t44.0_htf0,2.0,4,0.5,5.0,44.0,0,9788,141.9,-0.4,9909.0,-0.01,-198.3,-173.3,80.5,"[np.float64(231.4), np.float64(-198.3), np.float64(-159.7), np.float64(-109.3), np.float64(335.6), np.float64(-94.7)]"
i2.0_w4_p0.5_s5.0_t44.0_htf20,2.0,4,0.5,5.0,44.0,20,6565,95.1,-303.5,22443.0,-14.37,-442.1,-341.3,-285.9,"[np.float64(-224.6), np.float64(-180.4), np.float64(-234.5), np.float64(-404.2), np.float64(-278.2), np.float64(-442.1)]"
i2.0_w4_p0.5_s5.0_t44.0_htf40,2.0,4,0.5,5.0,44.0,40,7117,103.1,-315.6,23394.0,-13.24,-419.5,-382.2,-284.4,"[np.float64(-419.5), np.float64(-186.9), np.float64(-325.1), np.float64(-232.0), np.float64(-259.4), np.float64(-395.3)]"
i2.0_w4_p0.5_s8.0_t20.0_htf0,2.0,4,0.5,8.0,20.0,0,10019,145.2,-165.6,13735.0,-7.33,-224.2,-334.0,-86.8,"[np.float64(-100.4), np.float64(-224.2), np.float64(-208.8), np.float64(-197.8), np.float64(-75.6), np.float64(-162.1)]"
i2.0_w4_p0.5_s8.0_t20.0_htf20,2.0,4,0.5,8.0,20.0,20,6360,92.2,-258.6,18688.0,-13.61,-348.1,-280.7,-248.3,"[np.float64(-214.1), np.float64(-162.0), np.float64(-165.7), np.float64(-348.1), np.float64(-292.1), np.float64(-320.6)]"
i2.0_w4_p0.5_s8.0_t20.0_htf40,2.0,4,0.5,8.0,20.0,40,6857,99.4,-288.7,20779.0,-12.91,-376.8,-357.5,-256.4,"[np.float64(-376.8), np.float64(-208.6), np.float64(-271.2), np.float64(-263.1), np.float64(-241.6), np.float64(-303.2)]"
i2.0_w4_p0.5_s8.0_t30.0_htf0,2.0,4,0.5,8.0,30.0,0,9535,138.2,-109.8,11097.0,-3.34,-271.5,-340.7,-1.8,"[np.float64(-65.6), np.float64(-169.7), np.float64(-133.9), np.float64(-170.5), np.float64(165.3), np.float64(-271.5)]"
i2.0_w4_p0.5_s8.0_t30.0_htf20,2.0,4,0.5,8.0,30.0,20,6219,90.1,-291.6,21402.0,-13.3,-408.2,-310.2,-282.9,"[np.float64(-253.5), np.float64(-179.8), np.float64(-217.5), np.float64(-358.7), np.float64(-273.9), np.float64(-408.2)]"
i2.0_w4_p0.5_s8.0_t30.0_htf40,2.0,4,0.5,8.0,30.0,40,6718,97.4,-303.3,22676.0,-11.75,-426.1,-364.2,-274.8,"[np.float64(-426.1), np.float64(-207.1), np.float64(-309.5), np.float64(-260.8), np.float64(-218.7), np.float64(-326.5)]"
i2.0_w4_p0.5_s8.0_t44.0_htf0,2.0,4,0.5,8.0,44.0,0,9216,133.6,-24.5,8681.0,-0.61,-198.5,-213.2,63.9,"[np.float64(144.2), np.float64(-198.5), np.float64(6.7), np.float64(-176.2), np.float64(263.2), np.float64(-194.7)]"
i2.0_w4_p0.5_s8.0_t44.0_htf20,2.0,4,0.5,8.0,44.0,20,6111,88.6,-319.0,23726.0,-13.43,-412.7,-329.9,-313.9,"[np.float64(-249.7), np.float64(-178.8), np.float64(-197.9), np.float64(-412.7), np.float64(-411.8), np.float64(-402.7)]"
i2.0_w4_p0.5_s8.0_t44.0_htf40,2.0,4,0.5,8.0,44.0,40,6629,96.1,-327.8,24657.0,-12.24,-429.0,-391.5,-297.9,"[np.float64(-429.0), np.float64(-237.2), np.float64(-311.8), np.float64(-281.0), np.float64(-288.2), np.float64(-341.1)]"
i2.0_w4_p0.5_s12.0_t20.0_htf0,2.0,4,0.5,12.0,20.0,0,9594,139.0,-280.3,20380.0,-12.85,-368.3,-373.1,-236.9,"[np.float64(-368.3), np.float64(-254.1), np.float64(-275.0), np.float64(-300.4), np.float64(-265.2), np.float64(-173.7)]"
i2.0_w4_p0.5_s12.0_t20.0_htf20,2.0,4,0.5,12.0,20.0,20,6012,87.1,-259.5,18734.0,-12.19,-377.7,-232.6,-272.1,"[np.float64(-209.7), np.float64(-152.8), np.float64(-139.2), np.float64(-377.7), np.float64(-309.9), np.float64(-334.4)]"
i2.0_w4_p0.5_s12.0_t20.0_htf40,2.0,4,0.5,12.0,20.0,40,6480,93.9,-295.7,20917.0,-11.88,-398.7,-320.4,-284.2,"[np.float64(-398.7), np.float64(-220.6), np.float64(-253.6), np.float64(-270.2), np.float64(-260.4), np.float64(-300.9)]"
i2.0_w4_p0.5_s12.0_t30.0_htf0,2.0,4,0.5,12.0,30.0,0,9060,131.3,-177.8,14726.0,-5.81,-259.1,-370.8,-87.4,"[np.float64(-149.8), np.float64(-238.0), np.float64(-133.3), np.float64(-259.1), np.float64(-8.2), np.float64(-255.5)]"
i2.0_w4_p0.5_s12.0_t30.0_htf20,2.0,4,0.5,12.0,30.0,20,5821,84.4,-284.8,20620.0,-12.41,-429.1,-240.5,-305.5,"[np.float64(-252.4), np.float64(-177.7), np.float64(-168.7), np.float64(-382.9), np.float64(-258.5), np.float64(-429.1)]"
i2.0_w4_p0.5_s12.0_t30.0_htf40,2.0,4,0.5,12.0,30.0,40,6297,91.3,-332.2,24005.0,-11.38,-493.8,-360.9,-318.7,"[np.float64(-493.8), np.float64(-230.9), np.float64(-279.5), np.float64(-289.9), np.float64(-254.6), np.float64(-366.3)]"
i2.0_w4_p0.5_s12.0_t44.0_htf0,2.0,4,0.5,12.0,44.0,0,8661,125.5,-108.3,11700.0,-3.0,-226.7,-357.2,8.2,"[np.float64(3.3), np.float64(-226.7), np.float64(-136.7), np.float64(-204.5), np.float64(15.5), np.float64(-90.7)]"
i2.0_w4_p0.5_s12.0_t44.0_htf20,2.0,4,0.5,12.0,44.0,20,5706,82.7,-330.7,24213.0,-13.6,-461.8,-312.8,-339.0,"[np.float64(-250.1), np.float64(-189.6), np.float64(-174.2), np.float64(-442.1), np.float64(-420.4), np.float64(-461.8)]"
i2.0_w4_p0.5_s12.0_t44.0_htf40,2.0,4,0.5,12.0,44.0,40,6186,89.7,-359.8,26207.0,-12.0,-469.6,-378.4,-351.1,"[np.float64(-469.6), np.float64(-256.4), np.float64(-297.8), np.float64(-289.9), np.float64(-376.3), np.float64(-381.6)]"
i3.0_w3_p0.118_s5.0_t20.0_htf0,3.0,3,0.118,5.0,20.0,0,11647,168.8,330.8,3347.0,6.33,-121.1,371.2,311.9,"[np.float64(657.0), np.float64(-121.1), np.float64(-14.7), np.float64(-2.6), np.float64(1106.0), np.float64(277.4)]"
i3.0_w3_p0.118_s5.0_t20.0_htf20,3.0,3,0.118,5.0,20.0,20,7894,114.4,160.3,2357.0,5.74,-35.9,217.7,133.4,"[np.float64(171.3), np.float64(-35.9), np.float64(-33.2), np.float64(41.4), np.float64(646.7), np.float64(134.6)]"
i3.0_w3_p0.118_s5.0_t20.0_htf40,3.0,3,0.118,5.0,20.0,40,8493,123.1,97.4,4764.0,3.12,-119.7,166.4,65.1,"[np.float64(54.2), np.float64(-119.7), np.float64(-61.8), np.float64(-36.6), np.float64(637.2), np.float64(83.6)]"
i3.0_w3_p0.118_s5.0_t30.0_htf0,3.0,3,0.118,5.0,30.0,0,11164,161.8,475.5,2674.0,7.09,-86.8,407.6,507.2,"[np.float64(921.6), np.float64(-86.8), np.float64(34.8), np.float64(204.2), np.float64(1430.3), np.float64(246.8)]"
i3.0_w3_p0.118_s5.0_t30.0_htf20,3.0,3,0.118,5.0,30.0,20,7697,111.6,146.9,3288.0,4.88,-60.3,145.4,147.6,"[np.float64(165.3), np.float64(-52.8), np.float64(-60.3), np.float64(70.7), np.float64(652.2), np.float64(75.6)]"
i3.0_w3_p0.118_s5.0_t30.0_htf40,3.0,3,0.118,5.0,30.0,40,8305,120.4,90.6,5894.0,2.72,-161.7,129.3,72.5,"[np.float64(36.4), np.float64(-161.7), np.float64(-64.0), np.float64(5.6), np.float64(681.3), np.float64(23.9)]"
i3.0_w3_p0.118_s5.0_t44.0_htf0,3.0,3,0.118,5.0,44.0,0,10666,154.6,533.1,3144.0,7.69,-18.0,273.0,654.8,"[np.float64(742.1), np.float64(-18.0), np.float64(92.9), np.float64(435.8), np.float64(1418.5), np.float64(430.3)]"
i3.0_w3_p0.118_s5.0_t44.0_htf20,3.0,3,0.118,5.0,44.0,20,7555,109.5,93.9,4491.0,3.19,-109.5,67.9,106.0,"[np.float64(134.8), np.float64(-109.5), np.float64(-77.3), np.float64(105.7), np.float64(523.9), np.float64(-29.0)]"
i3.0_w3_p0.118_s5.0_t44.0_htf40,3.0,3,0.118,5.0,44.0,40,8162,118.3,60.9,7454.0,1.76,-243.8,108.7,38.5,"[np.float64(-34.3), np.float64(-243.8), np.float64(-60.4), np.float64(59.8), np.float64(616.6), np.float64(17.0)]"
i3.0_w3_p0.118_s8.0_t20.0_htf0,3.0,3,0.118,8.0,20.0,0,11348,164.5,163.5,6002.0,3.98,-206.0,160.5,164.8,"[np.float64(296.2), np.float64(-206.0), np.float64(-27.2), np.float64(-128.9), np.float64(798.2), np.float64(196.8)]"
i3.0_w3_p0.118_s8.0_t20.0_htf20,3.0,3,0.118,8.0,20.0,20,7553,109.5,119.2,3468.0,4.27,-49.4,197.5,82.5,"[np.float64(94.1), np.float64(-49.4), np.float64(-41.3), np.float64(-28.0), np.float64(573.5), np.float64(134.1)]"
i3.0_w3_p0.118_s8.0_t20.0_htf40,3.0,3,0.118,8.0,20.0,40,8136,117.9,29.9,7513.0,0.98,-165.7,96.8,-1.4,"[np.float64(-57.2), np.float64(-165.7), np.float64(-134.2), np.float64(-92.9), np.float64(596.0), np.float64(18.2)]"
i3.0_w3_p0.118_s8.0_t30.0_htf0,3.0,3,0.118,8.0,30.0,0,10855,157.3,229.7,5372.0,4.38,-145.8,96.5,292.0,"[np.float64(279.8), np.float64(-145.8), np.float64(-1.8), np.float64(6.1), np.float64(1030.3), np.float64(152.7)]"
i3.0_w3_p0.118_s8.0_t30.0_htf20,3.0,3,0.118,8.0,30.0,20,7293,105.7,93.1,5020.0,3.09,-99.3,112.4,84.1,"[np.float64(97.8), np.float64(-99.3), np.float64(-54.4), np.float64(-13.5), np.float64(518.3), np.float64(85.6)]"
i3.0_w3_p0.118_s8.0_t30.0_htf40,3.0,3,0.118,8.0,30.0,40,7905,114.6,-3.1,9849.0,-0.1,-229.9,50.5,-28.3,"[np.float64(-104.3), np.float64(-229.9), np.float64(-107.0), np.float64(-117.8), np.float64(607.3), np.float64(-76.2)]"
i3.0_w3_p0.118_s8.0_t44.0_htf0,3.0,3,0.118,8.0,44.0,0,10360,150.1,227.5,4732.0,4.58,-130.7,38.9,315.8,"[np.float64(283.6), np.float64(-130.7), np.float64(44.3), np.float64(27.1), np.float64(866.5), np.float64(219.8)]"
i3.0_w3_p0.118_s8.0_t44.0_htf20,3.0,3,0.118,8.0,44.0,20,7125,103.3,58.5,5116.0,1.91,-116.3,59.2,58.1,"[np.float64(94.9), np.float64(-116.3), np.float64(-62.4), np.float64(-0.2), np.float64(409.4), np.float64(10.9)]"
i3.0_w3_p0.118_s8.0_t44.0_htf40,3.0,3,0.118,8.0,44.0,40,7722,111.9,-60.2,11516.0,-1.8,-296.0,8.6,-92.4,"[np.float64(-201.1), np.float64(-296.0), np.float64(-124.6), np.float64(-96.7), np.float64(504.7), np.float64(-140.6)]"
i3.0_w3_p0.118_s12.0_t20.0_htf0,3.0,3,0.118,12.0,20.0,0,10954,158.8,-43.1,10735.0,-1.3,-381.6,-47.8,-40.8,"[np.float64(-169.1), np.float64(-226.1), np.float64(-52.6), np.float64(-381.6), np.float64(419.2), np.float64(130.8)]"
i3.0_w3_p0.118_s12.0_t20.0_htf20,3.0,3,0.118,12.0,20.0,20,7180,104.1,55.7,4375.0,2.15,-75.0,91.8,38.7,"[np.float64(17.0), np.float64(-75.0), np.float64(-47.5), np.float64(-70.2), np.float64(415.9), np.float64(74.1)]"
i3.0_w3_p0.118_s12.0_t20.0_htf40,3.0,3,0.118,12.0,20.0,40,7708,111.7,17.4,7276.0,0.6,-162.5,96.7,-19.8,"[np.float64(-128.0), np.float64(-162.5), np.float64(-78.7), np.float64(-134.5), np.float64(502.4), np.float64(89.8)]"
i3.0_w3_p0.118_s12.0_t30.0_htf0,3.0,3,0.118,12.0,30.0,0,10436,151.2,0.3,9634.0,0.01,-280.4,-124.8,58.8,"[np.float64(-216.6), np.float64(-119.8), np.float64(-105.9), np.float64(-280.4), np.float64(642.7), np.float64(58.4)]"
i3.0_w3_p0.118_s12.0_t30.0_htf20,3.0,3,0.118,12.0,30.0,20,6868,99.5,58.7,5375.0,1.98,-81.7,41.5,66.7,"[np.float64(7.8), np.float64(-81.7), np.float64(-44.2), np.float64(-76.8), np.float64(385.0), np.float64(140.9)]"
i3.0_w3_p0.118_s12.0_t30.0_htf40,3.0,3,0.118,12.0,30.0,40,7406,107.3,-24.3,9788.0,-0.74,-248.9,60.1,-63.9,"[np.float64(-198.6), np.float64(-248.9), np.float64(-56.7), np.float64(-139.5), np.float64(424.4), np.float64(67.8)]"
i3.0_w3_p0.118_s12.0_t44.0_htf0,3.0,3,0.118,12.0,44.0,0,9896,143.4,14.6,8680.0,0.37,-202.8,-125.0,79.9,"[np.float64(-93.6), np.float64(-158.9), np.float64(-71.9), np.float64(-202.8), np.float64(455.4), np.float64(138.7)]"
i3.0_w3_p0.118_s12.0_t44.0_htf20,3.0,3,0.118,12.0,44.0,20,6680,96.8,-0.2,6156.0,-0.01,-123.2,-41.3,19.0,"[np.float64(-26.4), np.float64(-123.2), np.float64(-55.8), np.float64(-67.5), np.float64(279.3), np.float64(-13.4)]"
i3.0_w3_p0.118_s12.0_t44.0_htf40,3.0,3,0.118,12.0,44.0,40,7206,104.4,-102.5,12207.0,-3.15,-324.9,-42.7,-130.5,"[np.float64(-298.0), np.float64(-324.9), np.float64(-96.2), np.float64(-91.8), np.float64(282.7), np.float64(-68.8)]"
i3.0_w3_p0.236_s5.0_t20.0_htf0,3.0,3,0.236,5.0,20.0,0,11385,165.0,62.0,7838.0,1.67,-271.9,23.4,80.1,"[np.float64(259.7), np.float64(-271.9), np.float64(-145.7), np.float64(-84.7), np.float64(638.1), np.float64(-46.0)]"
i3.0_w3_p0.236_s5.0_t20.0_htf20,3.0,3,0.236,5.0,20.0,20,7602,110.2,-85.6,8305.0,-4.28,-176.3,-119.9,-69.5,"[np.float64(-62.8), np.float64(-161.2), np.float64(-161.8), np.float64(-123.6), np.float64(183.3), np.float64(-176.3)]"
i3.0_w3_p0.236_s5.0_t20.0_htf40,3.0,3,0.236,5.0,20.0,40,8210,119.0,-143.7,11467.0,-6.37,-267.6,-148.0,-141.7,"[np.float64(-221.1), np.float64(-267.6), np.float64(-131.6), np.float64(-223.8), np.float64(233.5), np.float64(-234.5)]"
i3.0_w3_p0.236_s5.0_t30.0_htf0,3.0,3,0.236,5.0,30.0,0,10955,158.8,256.0,4277.0,4.76,-193.4,207.3,278.8,"[np.float64(620.5), np.float64(-193.4), np.float64(-6.3), np.float64(70.1), np.float64(1030.0), np.float64(-43.3)]"
i3.0_w3_p0.236_s5.0_t30.0_htf20,3.0,3,0.236,5.0,30.0,20,7451,108.0,-83.4,8535.0,-3.35,-249.4,-141.0,-56.4,"[np.float64(-58.3), np.float64(-143.9), np.float64(-179.4), np.float64(-93.6), np.float64(237.6), np.float64(-249.4)]"
i3.0_w3_p0.236_s5.0_t30.0_htf40,3.0,3,0.236,5.0,30.0,40,8066,116.9,-145.1,12269.0,-5.4,-285.7,-152.3,-141.8,"[np.float64(-245.8), np.float64(-285.7), np.float64(-159.4), np.float64(-191.0), np.float64(301.6), np.float64(-270.2)]"
i3.0_w3_p0.236_s5.0_t44.0_htf0,3.0,3,0.236,5.0,44.0,0,10479,151.9,322.7,3962.0,5.24,-180.5,198.1,381.1,"[np.float64(692.3), np.float64(-180.5), np.float64(113.9), np.float64(68.2), np.float64(1058.3), np.float64(109.1)]"
i3.0_w3_p0.236_s5.0_t44.0_htf20,3.0,3,0.236,5.0,44.0,20,7346,106.5,-122.6,10548.0,-4.74,-275.1,-177.6,-96.8,"[np.float64(-118.8), np.float64(-162.8), np.float64(-237.7), np.float64(-139.1), np.float64(216.9), np.float64(-275.1)]"
i3.0_w3_p0.236_s5.0_t44.0_htf40,3.0,3,0.236,5.0,44.0,40,7970,115.5,-166.2,13249.0,-5.95,-301.0,-168.1,-165.3,"[np.float64(-296.0), np.float64(-301.0), np.float64(-164.3), np.float64(-166.6), np.float64(248.6), np.float64(-290.0)]"
i3.0_w3_p0.236_s8.0_t20.0_htf0,3.0,3,0.236,8.0,20.0,0,11079,160.6,-76.2,10186.0,-2.78,-315.2,-160.3,-36.8,"[np.float64(2.7), np.float64(-315.2), np.float64(-186.4), np.float64(-177.3), np.float64(307.3), np.float64(-83.8)]"
i3.0_w3_p0.236_s8.0_t20.0_htf20,3.0,3,0.236,8.0,20.0,20,7299,105.8,-115.2,9325.0,-5.65,-185.0,-127.7,-109.3,"[np.float64(-169.1), np.float64(-185.0), np.float64(-141.9), np.float64(-124.4), np.float64(110.2), np.float64(-162.3)]"
i3.0_w3_p0.236_s8.0_t20.0_htf40,3.0,3,0.236,8.0,20.0,40,7856,113.9,-188.4,13927.0,-8.34,-320.7,-184.1,-190.4,"[np.float64(-320.7), np.float64(-295.0), np.float64(-112.7), np.float64(-293.4), np.float64(125.0), np.float64(-211.1)]"
i3.0_w3_p0.236_s8.0_t30.0_htf0,3.0,3,0.236,8.0,30.0,0,10619,153.9,7.6,7885.0,0.2,-285.8,-140.7,77.1,"[np.float64(175.1), np.float64(-285.8), np.float64(-117.7), np.float64(-127.6), np.float64(597.1), np.float64(-207.8)]"
i3.0_w3_p0.236_s8.0_t30.0_htf20,3.0,3,0.236,8.0,30.0,20,7086,102.7,-129.4,11077.0,-4.83,-247.9,-203.7,-94.7,"[np.float64(-177.9), np.float64(-180.7), np.float64(-194.1), np.float64(-114.6), np.float64(161.4), np.float64(-247.9)]"
i3.0_w3_p0.236_s8.0_t30.0_htf40,3.0,3,0.236,8.0,30.0,40,7665,111.1,-214.6,15976.0,-7.56,-351.0,-231.7,-206.6,"[np.float64(-351.0), np.float64(-331.3), np.float64(-189.1), np.float64(-224.8), np.float64(152.4), np.float64(-309.0)]"
i3.0_w3_p0.236_s8.0_t44.0_htf0,3.0,3,0.236,8.0,44.0,0,10120,146.7,114.9,6614.0,2.44,-200.4,-64.7,199.0,"[np.float64(261.7), np.float64(-200.4), np.float64(22.5), np.float64(-85.8), np.float64(760.6), np.float64(-105.1)]"
i3.0_w3_p0.236_s8.0_t44.0_htf20,3.0,3,0.236,8.0,44.0,20,6956,100.8,-165.8,13380.0,-6.21,-263.8,-244.1,-129.2,"[np.float64(-224.3), np.float64(-211.6), np.float64(-225.2), np.float64(-158.6), np.float64(116.5), np.float64(-263.8)]"
i3.0_w3_p0.236_s8.0_t44.0_htf40,3.0,3,0.236,8.0,44.0,40,7535,109.2,-232.1,17391.0,-7.97,-388.7,-238.2,-229.2,"[np.float64(-388.7), np.float64(-350.4), np.float64(-180.6), np.float64(-204.5), np.float64(110.2), np.float64(-337.6)]"
i3.0_w3_p0.236_s12.0_t20.0_htf0,3.0,3,0.236,12.0,20.0,0,10718,155.3,-297.5,21635.0,-9.46,-434.9,-374.3,-261.5,"[np.float64(-434.9), np.float64(-352.3), np.float64(-288.8), np.float64(-356.1), np.float64(-118.6), np.float64(-189.6)]"
i3.0_w3_p0.236_s12.0_t20.0_htf20,3.0,3,0.236,12.0,20.0,20,6926,100.4,-138.1,10531.0,-6.22,-226.8,-141.8,-136.4,"[np.float64(-226.8), np.float64(-185.2), np.float64(-141.4), np.float64(-141.3), np.float64(98.7), np.float64(-209.8)]"
i3.0_w3_p0.236_s12.0_t20.0_htf40,3.0,3,0.236,12.0,20.0,40,7415,107.5,-193.6,14101.0,-7.54,-327.2,-182.1,-199.0,"[np.float64(-312.9), np.float64(-327.2), np.float64(-196.1), np.float64(-208.3), np.float64(141.0), np.float64(-227.3)]"
i3.0_w3_p0.236_s12.0_t30.0_htf0,3.0,3,0.236,12.0,30.0,0,10228,148.2,-141.5,12603.0,-3.85,-310.1,-266.4,-83.0,"[np.float64(-161.8), np.float64(-176.2), np.float64(-243.2), np.float64(-310.1), np.float64(323.0), np.float64(-271.0)]"
i3.0_w3_p0.236_s12.0_t30.0_htf20,3.0,3,0.236,12.0,30.0,20,6655,96.4,-125.7,10787.0,-4.84,-284.6,-154.9,-112.1,"[np.float64(-175.7), np.float64(-176.6), np.float64(-192.6), np.float64(-96.8), np.float64(195.4), np.float64(-284.6)]"
i3.0_w3_p0.236_s12.0_t30.0_htf40,3.0,3,0.236,12.0,30.0,40,7189,104.2,-216.1,16035.0,-6.97,-386.4,-171.4,-236.9,"[np.float64(-386.4), np.float64(-346.2), np.float64(-229.6), np.float64(-175.6), np.float64(222.3), np.float64(-341.4)]"
i3.0_w3_p0.236_s12.0_t44.0_htf0,3.0,3,0.236,12.0,44.0,0,9640,139.7,-38.9,9296.0,-1.08,-275.1,-175.2,24.9,"[np.float64(-48.4), np.float64(-275.1), np.float64(-24.9), np.float64(-144.9), np.float64(454.5), np.float64(-197.1)]"
i3.0_w3_p0.236_s12.0_t44.0_htf20,3.0,3,0.236,12.0,44.0,20,6492,94.1,-179.1,14275.0,-6.92,-319.2,-226.2,-157.1,"[np.float64(-228.3), np.float64(-197.6), np.float64(-240.4), np.float64(-156.1), np.float64(98.6), np.float64(-319.2)]"
i3.0_w3_p0.236_s12.0_t44.0_htf40,3.0,3,0.236,12.0,44.0,40,7027,101.8,-275.6,20212.0,-8.95,-449.1,-232.6,-295.7,"[np.float64(-449.1), np.float64(-391.1), np.float64(-244.9), np.float64(-163.7), np.float64(48.0), np.float64(-397.8)]"
i3.0_w3_p0.382_s5.0_t20.0_htf0,3.0,3,0.382,5.0,20.0,0,10913,158.2,-101.4,11023.0,-3.2,-314.0,-155.1,-76.3,"[np.float64(-34.2), np.float64(-314.0), np.float64(-141.1), np.float64(-206.1), np.float64(261.2), np.float64(-165.9)]"
i3.0_w3_p0.382_s5.0_t20.0_htf20,3.0,3,0.382,5.0,20.0,20,7094,102.8,-196.0,14572.0,-12.29,-276.1,-241.6,-174.7,"[np.float64(-160.9), np.float64(-150.2), np.float64(-265.4), np.float64(-276.1), np.float64(-46.2), np.float64(-238.6)]"
i3.0_w3_p0.382_s5.0_t20.0_htf40,3.0,3,0.382,5.0,20.0,40,7662,111.0,-223.2,16256.0,-12.1,-281.8,-277.0,-198.0,"[np.float64(-272.3), np.float64(-213.0), np.float64(-245.3), np.float64(-281.8), np.float64(-60.7), np.float64(-216.1)]"
i3.0_w3_p0.382_s5.0_t30.0_htf0,3.0,3,0.382,5.0,30.0,0,10446,151.4,-2.7,10081.0,-0.06,-288.6,-198.4,88.9,"[np.float64(102.5), np.float64(-288.6), np.float64(-163.8), np.float64(-19.4), np.float64(535.3), np.float64(-159.3)]"
i3.0_w3_p0.382_s5.0_t30.0_htf20,3.0,3,0.382,5.0,30.0,20,6968,101.0,-238.0,17917.0,-12.52,-386.6,-314.0,-202.4,"[np.float64(-211.7), np.float64(-191.6), np.float64(-279.7), np.float64(-270.8), np.float64(-50.6), np.float64(-386.6)]"
i3.0_w3_p0.382_s5.0_t30.0_htf40,3.0,3,0.382,5.0,30.0,40,7522,109.0,-222.8,16356.0,-10.78,-338.4,-316.7,-178.8,"[np.float64(-338.4), np.float64(-215.2), np.float64(-267.8), np.float64(-187.6), np.float64(-8.8), np.float64(-260.9)]"
i3.0_w3_p0.382_s5.0_t44.0_htf0,3.0,3,0.382,5.0,44.0,0,10081,146.1,57.0,9161.0,1.12,-259.5,-109.8,135.0,"[np.float64(311.5), np.float64(-259.5), np.float64(-152.9), np.float64(-99.9), np.float64(679.5), np.float64(-137.9)]"
i3.0_w3_p0.382_s5.0_t44.0_htf20,3.0,3,0.382,5.0,44.0,20,6877,99.7,-258.2,19509.0,-12.75,-424.3,-329.4,-224.8,"[np.float64(-252.3), np.float64(-184.0), np.float64(-283.8), np.float64(-246.8), np.float64(-113.8), np.float64(-424.3)]"
i3.0_w3_p0.382_s5.0_t44.0_htf40,3.0,3,0.382,5.0,44.0,40,7430,107.7,-260.7,19037.0,-11.64,-384.1,-302.1,-241.3,"[np.float64(-384.1), np.float64(-204.2), np.float64(-274.9), np.float64(-228.9), np.float64(-64.3), np.float64(-344.6)]"
i3.0_w3_p0.382_s8.0_t20.0_htf0,3.0,3,0.382,8.0,20.0,0,10570,153.2,-192.2,15151.0,-7.29,-318.5,-268.5,-156.5,"[np.float64(-230.7), np.float64(-313.8), np.float64(-150.8), np.float64(-318.5), np.float64(121.8), np.float64(-239.9)]"
i3.0_w3_p0.382_s8.0_t20.0_htf20,3.0,3,0.382,8.0,20.0,20,6751,97.8,-226.0,16710.0,-13.21,-305.7,-251.2,-214.1,"[np.float64(-264.1), np.float64(-166.3), np.float64(-239.7), np.float64(-305.7), np.float64(-106.4), np.float64(-228.8)]"
i3.0_w3_p0.382_s8.0_t20.0_htf40,3.0,3,0.382,8.0,20.0,40,7312,106.0,-276.8,19655.0,-14.6,-386.0,-315.9,-258.4,"[np.float64(-386.0), np.float64(-228.6), np.float64(-267.9), np.float64(-380.1), np.float64(-101.7), np.float64(-239.8)]"
i3.0_w3_p0.382_s8.0_t30.0_htf0,3.0,3,0.382,8.0,30.0,0,10050,145.7,-81.4,11165.0,-2.22,-340.4,-293.0,17.6,"[np.float64(-49.7), np.float64(-340.4), np.float64(-202.9), np.float64(-82.8), np.float64(375.7), np.float64(-175.1)]"
i3.0_w3_p0.382_s8.0_t30.0_htf20,3.0,3,0.382,8.0,30.0,20,6590,95.5,-275.0,20300.0,-12.82,-385.3,-336.2,-246.3,"[np.float64(-289.8), np.float64(-216.9), np.float64(-269.0), np.float64(-308.2), np.float64(-137.7), np.float64(-385.3)]"
i3.0_w3_p0.382_s8.0_t30.0_htf40,3.0,3,0.382,8.0,30.0,40,7146,103.6,-294.8,21050.0,-12.87,-421.6,-366.5,-261.3,"[np.float64(-421.6), np.float64(-252.8), np.float64(-289.4), np.float64(-336.6), np.float64(-107.2), np.float64(-294.8)]"
