entry_ts,exit_ts,side,entry_px,exit_px,exit_reason,pnl_pts,pnl_usd,year,month,day
2024-01-02 17:00:00+00:00,2024-01-02 19:00:00.353000+00:00,LONG,16604.481,16520.939,timeout,-83.54200000000128,-167.82400000000257,2024,2024-01,2024-01-02
2024-01-03 17:00:00+00:00,2024-01-03 19:00:00.492000+00:00,LONG,16389.403,16409.629,timeout,20.226000000002387,39.71200000000477,2024,2024-01,2024-01-03
2024-01-04 17:00:00+00:00,2024-01-04 19:00:00.200000+00:00,LONG,16362.031,16342.829,timeout,-19.202000000001135,-39.14400000000227,2024,2024-01,2024-01-04
2024-01-05 17:00:00+00:00,2024-01-05 19:00:00.313000+00:00,LONG,16357.421,16327.819,timeout,-29.60200000000077,-59.944000000001544,2024,2024-01,2024-01-05
2024-01-08 17:00:00+00:00,2024-01-08 19:00:00.279000+00:00,LONG,16520.991,16583.149,timeout,62.15799999999945,123.5759999999989,2024,2024-01,2024-01-08
2024-01-09 17:00:00+00:00,2024-01-09 19:00:00.585000+00:00,LONG,16683.111,16689.799,timeout,6.687999999998283,12.635999999996566,2024,2024-01,2024-01-09
2024-01-10 17:00:00+00:00,2024-01-10 19:00:00.122000+00:00,LONG,16728.791,16772.029,timeout,43.237999999997555,85.73599999999512,2024,2024-01,2024-01-10
2024-01-11 17:00:00+00:00,2024-01-11 19:00:00.166000+00:00,LONG,16633.803,16793.129,timeout,159.32600000000093,317.91200000000185,2024,2024-01,2024-01-11
2024-01-12 17:00:00+00:00,2024-01-12 19:00:00.222000+00:00,LONG,16789.593,16838.279,timeout,48.685999999997875,96.63199999999576,2024,2024-01,2024-01-12
2024-01-15 17:00:00+00:00,2024-01-15 23:00:00.677000+00:00,LONG,16824.558,16820.049,timeout,-4.5090000000018335,-9.758000000003667,2024,2024-01,2024-01-15
2024-01-16 17:00:00+00:00,2024-01-16 19:00:00.194000+00:00,LONG,16814.257,16766.048,timeout,-48.20900000000256,-97.15800000000512,2024,2024-01,2024-01-16
2024-01-17 17:00:00+00:00,2024-01-17 19:00:00.305000+00:00,LONG,16682.059,16631.349,timeout,-50.710000000002765,-102.16000000000552,2024,2024-01,2024-01-17
2024-01-18 17:00:00+00:00,2024-01-18 19:00:00.190000+00:00,LONG,16952.303,16887.626,timeout,-64.67699999999968,-130.09399999999937,2024,2024-01,2024-01-18
2024-01-19 17:00:00+00:00,2024-01-19 19:00:00.236000+00:00,LONG,17140.716,17266.593,timeout,125.87700000000041,251.0140000000008,2024,2024-01,2024-01-19
2024-01-22 17:00:00+00:00,2024-01-22 19:00:00.143000+00:00,LONG,17381.511,17349.125,timeout,-32.3859999999986,-65.5119999999972,2024,2024-01,2024-01-22
2024-01-23 17:00:00+00:00,2024-01-23 19:00:00.257000+00:00,LONG,17343.235,17356.47,timeout,13.235000000000582,25.730000000001166,2024,2024-01,2024-01-23
2024-01-24 17:00:00+00:00,2024-01-24 19:00:00.373000+00:00,LONG,17626.181,17589.026,timeout,-37.154999999998836,-75.04999999999767,2024,2024-01,2024-01-24
2024-01-25 17:00:00+00:00,2024-01-25 19:00:00.147000+00:00,LONG,17605.814,17455.603,timeout,-150.21099999999933,-301.16199999999867,2024,2024-01,2024-01-25
2024-01-26 17:00:00+00:00,2024-01-26 19:00:00.254000+00:00,LONG,17497.19,17405.037,timeout,-92.15299999999843,-185.04599999999687,2024,2024-01,2024-01-26
2024-01-29 17:00:00+00:00,2024-01-29 19:00:00.332000+00:00,LONG,17472.069,17476.871,timeout,4.80199999999968,8.86399999999936,2024,2024-01,2024-01-29
2024-01-30 17:00:00+00:00,2024-01-30 19:00:00.222000+00:00,LONG,17533.058,17461.649,timeout,-71.40899999999965,-143.5579999999993,2024,2024-01,2024-01-30
2024-01-31 17:00:00+00:00,2024-01-31 19:00:00.409000+00:00,LONG,17239.246,17281.592,timeout,42.34600000000137,83.95200000000274,2024,2024-01,2024-01-31
2024-02-01 17:00:00+00:00,2024-02-01 19:00:00.271000+00:00,LONG,17232.236,17278.426,timeout,46.18999999999869,91.63999999999739,2024,2024-02,2024-02-01
2024-02-02 17:00:00+00:00,2024-02-02 19:00:00.174000+00:00,LONG,17613.046,17637.792,timeout,24.746000000002823,48.752000000005644,2024,2024-02,2024-02-02
2024-02-05 17:00:00+00:00,2024-02-05 19:00:00.346000+00:00,LONG,17571.511,17607.16,timeout,35.64900000000125,70.55800000000251,2024,2024-02,2024-02-05
2024-02-06 17:00:00+00:00,2024-02-06 19:00:00.230000+00:00,LONG,17500.382,17542.515,timeout,42.13299999999799,83.52599999999599,2024,2024-02,2024-02-06
2024-02-07 17:00:00+00:00,2024-02-07 19:00:00.371000+00:00,LONG,17755.994,17762.291,timeout,6.297000000002299,11.854000000004598,2024,2024-02,2024-02-07
2024-02-08 17:00:00+00:00,2024-02-08 19:00:00.143000+00:00,LONG,17806.458,17787.947,timeout,-18.510999999998603,-37.76199999999721,2024,2024-02,2024-02-08
2024-02-09 17:00:00+00:00,2024-02-09 19:00:00.225000+00:00,LONG,17914.103,17956.036,timeout,41.9330000000009,83.12600000000181,2024,2024-02,2024-02-09
2024-02-12 17:00:00+00:00,2024-02-12 19:00:00.475000+00:00,LONG,18023.816,17942.815,timeout,-81.0010000000002,-162.74200000000042,2024,2024-02,2024-02-12
2024-02-13 17:00:00+00:00,2024-02-13 19:00:00.289000+00:00,LONG,17651.202,17585.303,timeout,-65.89900000000125,-132.5380000000025,2024,2024-02,2024-02-13
2024-02-14 17:00:00+00:00,2024-02-14 19:00:00.172000+00:00,LONG,17657.548,17712.682,timeout,55.13400000000183,109.52800000000367,2024,2024-02,2024-02-14
