name,trades,trades_per_day,wr,net,per_day,per_trade,max_dd,worst_day,best_day,sharpe,n_days,pos_d,neg_d
T16_ORB_w60_o1430_s4t12,2,0.1,0.5000,10.36,0.74,5.181,11.73,-11.73,22.09,0.217,2,1,1
T24_NYC_DRV_w30_s8t24,3,0.2,0.3333,8.27,0.59,2.757,37.82,-18.91,46.09,0.073,3,1,2
T24_NYO_DRV_w10_s8t24,3,0.2,0.3333,8.13,0.58,2.710,37.96,-19.05,46.09,0.072,3,1,2
T41_SRR_lk20_sw8_s5t15,22,1.6,0.3182,2.98,0.21,0.135,88.10,-25.82,71.36,0.012,8,3,5
T16_ORB_w10_o1330_s5t15,3,0.2,0.3333,2.27,0.16,0.757,25.82,-12.91,28.09,0.032,3,1,2
T24_NYO_DRV_w10_s5t15,3,0.2,0.3333,2.27,0.16,0.757,25.82,-12.91,28.09,0.032,3,1,2
T16_ORB_w10_o1330_s4t12,3,0.2,0.3333,0.27,0.02,0.090,21.82,-10.91,22.09,0.005,3,1,2
T05_RCB_n10_a20_k3_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k3_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k3_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k3_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k4_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k4_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k4_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k4_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k6_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k6_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k6_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n10_a20_k6_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k3_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k3_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k3_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k3_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k4_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k4_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k4_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k4_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k6_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k6_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k6_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a20_k6_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k3_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k3_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k3_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k3_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k4_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k4_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k4_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k4_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k6_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k6_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k6_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n20_a30_k6_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k3_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k3_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k3_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k3_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k4_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k4_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k4_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k4_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k6_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k6_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k6_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a20_k6_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k3_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k3_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k3_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k3_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k4_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k4_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k4_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k4_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k6_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k6_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k6_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T05_RCB_n30_a30_k6_s4t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w10_o1430_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w10_o1430_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w10_o1430_s8t24,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w10_o1430_s10t30,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w10_o2200_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w10_o2200_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w10_o2200_s8t24,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w10_o2200_s10t30,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w30_o2200_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w30_o2200_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w30_o2200_s8t24,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T16_ORB_w30_o2200_s10t30,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T22_CME_DRV_w10_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T22_CME_DRV_w10_s5t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T22_CME_DRV_w10_s8t24,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T22_CME_DRV_w30_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T22_CME_DRV_w30_s5t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T22_CME_DRV_w30_s8t24,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T24_NYC_DRV_w10_s5t15,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T24_NYC_DRV_w10_s5t20,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T24_NYC_DRV_w10_s8t24,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T34_TCD_w30_t100_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T34_TCD_w30_t100_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T34_TCD_w30_t100_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T34_TCD_w30_t100_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T34_TCD_w60_t100_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T34_TCD_w60_t100_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T34_TCD_w60_t100_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T34_TCD_w60_t100_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_25_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_25_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_25_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_25_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_25_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_25_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_25_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_25_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_50_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_50_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_50_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_50_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_50_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_50_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_50_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_50_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_75_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_75_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_75_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_75_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_75_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_75_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_75_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_75_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_100_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_100_flw_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_100_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_100_flw_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_100_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_100_fade_s3t9,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T29_SC_100_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T30_SW_100_fade_s4t12,0,0.0,0.0000,0.00,0.00,0.000,0.00,0.00,0.00,0.000,0,0,0
T41_SRR_lk30_sw8_s5t15,19,1.4,0.3158,-2.43,-0.17,-0.128,76.74,-27.37,71.36,-0.009,8,3,5
T26_NEWS_1400_s8t24,31,2.2,0.2903,-3.80,-0.27,-0.123,132.37,-58.44,81.54,-0.007,11,5,6
T05_RCB_n10_a30_k6_s3t9,1,0.1,0.0000,-8.91,-0.64,-8.910,8.91,-8.91,-8.91,0.000,1,0,1
T16_ORB_w15_o1330_s4t12,4,0.3,0.2500,-10.64,-0.76,-2.660,32.73,-10.91,22.09,-0.161,4,1,3
T16_ORB_w15_o1330_s5t15,4,0.3,0.2500,-10.64,-0.76,-2.660,38.73,-12.91,28.09,-0.130,4,1,3
T05_RCB_n10_a30_k6_s4t12,1,0.1,0.0000,-10.91,-0.78,-10.910,10.91,-10.91,-10.91,0.000,1,0,1
T05_RCB_n10_a30_k6_s4t20,1,0.1,0.0000,-10.91,-0.78,-10.910,10.91,-10.91,-10.91,0.000,1,0,1
T16_ORB_w15_o1430_s4t12,1,0.1,0.0000,-10.91,-0.78,-10.910,10.91,-10.91,-10.91,0.000,1,0,1
T16_ORB_w60_o1330_s4t12,1,0.1,0.0000,-10.91,-0.78,-10.910,10.91,-10.91,-10.91,0.000,1,0,1
T16_ORB_w60_o2200_s4t12,1,0.1,0.0000,-10.91,-0.78,-10.910,10.91,-10.91,-10.91,0.000,1,0,1
T50_PIV_S2_flw_s4t12,1,0.1,0.0000,-10.91,-0.78,-10.910,10.91,-10.91,-10.91,0.000,1,0,1
T05_RCB_n10_a30_k3_s3t9,7,0.5,0.2857,-12.37,-0.88,-1.767,35.64,-28.46,16.09,-0.196,2,1,1
T05_RCB_n10_a30_k6_s5t15,1,0.1,0.0000,-12.91,-0.92,-12.910,12.91,-12.91,-12.91,0.000,1,0,1
T16_ORB_w15_o1430_s5t15,1,0.1,0.0000,-12.91,-0.92,-12.910,12.91,-12.91,-12.91,0.000,1,0,1
T16_ORB_w60_o1330_s5t15,1,0.1,0.0000,-12.91,-0.92,-12.910,12.91,-12.91,-12.91,0.000,1,0,1
T16_ORB_w60_o2200_s5t15,1,0.1,0.0000,-12.91,-0.92,-12.910,12.91,-12.91,-12.91,0.000,1,0,1
T24_NYC_DRV_w15_s5t15,1,0.1,0.0000,-12.91,-0.92,-12.910,12.91,-12.91,-12.91,0.000,1,0,1
T24_NYC_DRV_w15_s5t20,1,0.1,0.0000,-12.91,-0.92,-12.910,12.91,-12.91,-12.91,0.000,1,0,1
T17_PDH_fade_s5t20,5,0.4,0.2000,-13.55,-0.97,-2.710,51.64,-25.82,38.09,-0.120,4,1,3
T24_NYC_DRV_w5_s5t20,5,0.4,0.2000,-13.55,-0.97,-2.710,51.64,-12.91,38.09,-0.119,5,1,4
T16_ORB_w60_o2200_s10t30,1,0.1,0.0000,-14.69,-1.05,-14.688,14.69,-14.69,-14.69,0.000,1,0,1
T44_VRP_v10-30_s8t24,60,4.3,0.5167,-15.20,-1.09,-0.253,124.23,-46.21,70.07,-0.046,9,4,5
T50_PIV_S1_fade_s5t15,32,2.3,0.3438,-17.09,-1.22,-0.534,93.74,-77.46,53.05,-0.058,5,3,2
T16_ORB_w15_o1430_s8t24,1,0.1,0.0000,-18.91,-1.35,-18.910,18.91,-18.91,-18.91,0.000,1,0,1
T16_ORB_w60_o1330_s8t24,1,0.1,0.0000,-18.91,-1.35,-18.910,18.91,-18.91,-18.91,0.000,1,0,1
T24_NYC_DRV_w15_s8t24,1,0.1,0.0000,-18.91,-1.35,-18.910,18.91,-18.91,-18.91,0.000,1,0,1
T22_CME_DRV_w15_s8t24,1,0.1,0.0000,-20.45,-1.46,-20.454,20.45,-20.45,-20.45,0.000,1,0,1
T16_ORB_w60_o2200_s8t24,1,0.1,0.0000,-20.76,-1.48,-20.760,20.76,-20.76,-20.76,0.000,1,0,1
T05_RCB_n10_a30_k4_s5t15,3,0.2,0.0000,-20.83,-1.49,-6.944,20.83,-20.83,-20.83,0.000,1,0,1
T16_ORB_w15_o2200_s4t12,2,0.1,0.0000,-21.82,-1.56,-10.910,21.82,-10.91,-10.91,0.000,2,0,2
T16_ORB_w30_o1330_s4t12,2,0.1,0.0000,-21.82,-1.56,-10.910,21.82,-10.91,-10.91,0.000,2,0,2
T50_PIV_S2_fade_s4t12,2,0.1,0.0000,-21.82,-1.56,-10.910,21.82,-21.82,-21.82,0.000,1,0,1
T52_FEXT_imp12_r618_s4,2,0.1,0.0000,-21.82,-1.56,-10.910,21.82,-10.91,-10.91,0.000,2,0,2
T16_ORB_w15_o1430_s10t30,1,0.1,0.0000,-22.91,-1.64,-22.910,22.91,-22.91,-22.91,0.000,1,0,1
T16_ORB_w5_o1430_s4t12,5,0.4,0.2000,-23.11,-1.65,-4.622,45.20,-12.47,22.09,-0.309,5,1,4
T24_NYC_DRV_w5_s5t15,5,0.4,0.2000,-24.50,-1.75,-4.901,52.59,-13.86,28.09,-0.266,5,1,4
T28_TRS_f10b300_r80_flw_s3t9,14,1.0,0.2857,-24.74,-1.77,-1.767,35.64,-17.82,16.09,-0.194,9,3,6
T28_TRS_f15b600_r80_fade_s4t12,11,0.8,0.2727,-25.36,-1.81,-2.306,34.29,-23.38,22.09,-0.201,8,3,5
T16_ORB_w15_o2200_s5t15,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-12.91,-12.91,0.000,2,0,2
T16_ORB_w30_o1330_s5t15,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-12.91,-12.91,0.000,2,0,2
T22_CME_DRV_w5_s5t15,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-12.91,-12.91,0.000,2,0,2
T22_CME_DRV_w15_s5t15,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-12.91,-12.91,0.000,2,0,2
T24_NYO_DRV_w30_s5t15,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-12.91,-12.91,0.000,2,0,2
T24_NYC_DRV_w30_s5t15,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-12.91,-12.91,0.000,2,0,2
T24_NYO_DRV_w30_s5t20,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-12.91,-12.91,0.000,2,0,2
T50_PIV_S2_fade_s5t15,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-25.82,-25.82,0.000,1,0,1
T50_PIV_S2_flw_s5t15,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-25.82,-25.82,0.000,1,0,1
T50_PIV_S2_fade_s5t20,2,0.1,0.0000,-25.82,-1.84,-12.910,25.82,-25.82,-25.82,0.000,1,0,1
T16_ORB_w5_o1430_s5t15,5,0.4,0.2000,-26.39,-1.88,-5.277,54.48,-15.75,28.09,-0.282,5,1,4
T05_RCB_n10_a30_k4_s3t9,3,0.2,0.0000,-26.73,-1.91,-8.910,26.73,-26.73,-26.73,0.000,1,0,1
T05_RCB_n10_a30_k4_s4t12,3,0.2,0.0000,-26.95,-1.92,-8.982,26.95,-26.95,-26.95,0.000,1,0,1
T22_CME_DRV_w15_s5t20,2,0.1,0.0000,-27.00,-1.93,-13.499,27.00,-14.09,-12.91,-16.205,2,0,2
T24_NYO_DRV_w15_s5t15,5,0.4,0.2000,-27.41,-1.96,-5.481,55.50,-15.55,28.09,-0.292,5,1,4
T50_PIV_S2_flw_s5t20,2,0.1,0.0000,-27.77,-1.98,-13.887,27.77,-27.77,-27.77,0.000,1,0,1
T05_RCB_n10_a30_k4_s4t20,3,0.2,0.0000,-28.71,-2.05,-9.568,28.71,-28.71,-28.71,0.000,1,0,1
T44_VRP_v5-20_s4t12,9,0.6,0.3333,-29.59,-2.11,-3.288,49.90,-29.59,-29.59,0.000,1,0,1
T52_FEXT_imp12_r618_s6,2,0.1,0.0000,-29.82,-2.13,-14.910,29.82,-14.91,-14.91,0.000,2,0,2
T28_TRS_f15b600_r30_fade_s4t12,35,2.5,0.3143,-31.08,-2.22,-0.888,87.01,-43.37,22.36,-0.129,11,7,4
T16_ORB_w5_o1430_s8t24,5,0.4,0.2000,-31.63,-2.26,-6.326,77.72,-20.99,46.09,-0.216,5,1,4
T24_NYC_DRV_w5_s8t24,5,0.4,0.2000,-32.52,-2.32,-6.504,78.61,-21.88,46.09,-0.221,5,1,4
T16_ORB_w5_o2200_s4t12,3,0.2,0.0000,-32.73,-2.34,-10.910,32.73,-10.91,-10.91,-5014745630122991.000,3,0,3
T16_ORB_w30_o1430_s4t12,3,0.2,0.0000,-32.73,-2.34,-10.910,32.73,-10.91,-10.91,-5014745630122991.000,3,0,3
T17_PDH_fade_s4t12,6,0.4,0.1667,-32.91,-2.35,-5.485,44.09,-21.82,22.09,-0.394,5,1,4
T26_NEWS_1400_s5t15,34,2.4,0.2941,-33.22,-2.37,-0.977,124.30,-38.73,43.27,-0.109,11,6,5
