n,tr_day,wr,per_day,per_trade,total,maxDD,sharpe,worst_q,pos_yrs,n_yrs,worst_yr,name
614,1.0,54.6,26.9,26.9,16497.0,7772.0,1.19,-2749.0,4,4,428.0,10min_N8_w16_v0.5_re1
765,1.0,54.2,32.0,32.0,24499.0,6488.0,1.42,-572.0,4,4,752.0,10min_N10_w21_v0_re0
765,1.0,54.2,32.0,32.0,24499.0,6488.0,1.42,-572.0,4,4,752.0,10min_N10_w21_v0_re1
754,1.0,54.2,29.0,29.0,21857.0,8076.0,1.28,-1313.0,4,4,781.0,10min_N10_w21_v0.5_re0
754,1.0,54.2,29.0,29.0,21857.0,8076.0,1.28,-1313.0,4,4,781.0,10min_N10_w21_v0.5_re1
683,1.0,55.1,36.0,36.0,24611.0,5632.0,1.54,-418.0,4,4,1204.0,10min_N10_w17_v0_re0
683,1.0,55.1,36.0,36.0,24611.0,5632.0,1.54,-418.0,4,4,1204.0,10min_N10_w17_v0_re1
674,1.0,55.0,32.9,32.9,22143.0,7046.0,1.4,-1762.0,4,4,1234.0,10min_N10_w17_v0.5_re0
674,1.0,55.0,32.9,32.9,22143.0,7046.0,1.4,-1762.0,4,4,1234.0,10min_N10_w17_v0.5_re1
595,1.0,54.6,28.5,28.5,16986.0,5503.0,1.25,-669.0,4,4,1359.0,10min_N10_w16_v0_re0
595,1.0,54.6,28.5,28.5,16986.0,5503.0,1.25,-669.0,4,4,1359.0,10min_N10_w16_v0_re1
582,1.0,54.6,25.6,25.6,14878.0,6457.0,1.11,-1712.0,4,4,1389.0,10min_N10_w16_v0.5_re0
582,1.0,54.6,25.6,25.6,14878.0,6457.0,1.11,-1712.0,4,4,1389.0,10min_N10_w16_v0.5_re1
765,1.0,53.6,26.6,26.6,20383.0,5913.0,1.19,-844.0,4,4,250.0,10min_N12_w21_v0_re0
765,1.0,53.6,26.6,26.6,20383.0,5913.0,1.19,-844.0,4,4,250.0,10min_N12_w21_v0_re1
752,1.0,53.7,23.6,23.6,17765.0,7501.0,1.05,-911.0,4,4,279.0,10min_N12_w21_v0.5_re0
752,1.0,53.7,23.6,23.6,17765.0,7501.0,1.05,-911.0,4,4,279.0,10min_N12_w21_v0.5_re1
656,1.0,55.2,34.0,34.0,22318.0,4847.0,1.44,-422.0,4,4,970.0,10min_N12_w17_v0_re0
656,1.0,55.2,34.0,34.0,22318.0,4847.0,1.44,-422.0,4,4,970.0,10min_N12_w17_v0_re1
645,1.0,55.3,30.8,30.8,19873.0,6134.0,1.3,-671.0,4,4,999.0,10min_N12_w17_v0.5_re0
645,1.0,55.3,30.8,30.8,19873.0,6134.0,1.3,-671.0,4,4,999.0,10min_N12_w17_v0.5_re1
575,1.0,55.0,29.6,29.6,17030.0,4760.0,1.29,-25.0,4,4,1822.0,10min_N12_w16_v0_re0
575,1.0,55.0,29.6,29.6,17030.0,4760.0,1.29,-25.0,4,4,1822.0,10min_N12_w16_v0_re1
562,1.0,55.2,26.6,26.6,14952.0,5714.0,1.15,-675.0,4,4,1851.0,10min_N12_w16_v0.5_re0
562,1.0,55.2,26.6,26.6,14952.0,5714.0,1.15,-675.0,4,4,1851.0,10min_N12_w16_v0.5_re1
757,1.0,53.8,26.8,26.8,20311.0,6388.0,1.26,-517.0,4,4,269.0,10min_N16_w21_v0_re0
757,1.0,53.8,26.8,26.8,20311.0,6388.0,1.26,-517.0,4,4,269.0,10min_N16_w21_v0_re1
746,1.0,53.8,23.7,23.7,17699.0,7976.0,1.11,-2020.0,4,4,294.0,10min_N16_w21_v0.5_re0
746,1.0,53.8,23.7,23.7,17699.0,7976.0,1.11,-2020.0,4,4,294.0,10min_N16_w21_v0.5_re1
619,1.0,55.4,28.9,28.9,17884.0,5325.0,1.33,-302.0,4,4,333.0,10min_N16_w17_v0_re0
619,1.0,55.4,28.9,28.9,17884.0,5325.0,1.33,-302.0,4,4,333.0,10min_N16_w17_v0_re1
610,1.0,55.4,25.3,25.3,15447.0,6739.0,1.16,-1512.0,4,4,358.0,10min_N16_w17_v0.5_re0
610,1.0,55.4,25.3,25.3,15447.0,6739.0,1.16,-1512.0,4,4,358.0,10min_N16_w17_v0.5_re1
550,1.0,54.7,25.7,25.7,14116.0,5110.0,1.17,-1641.0,4,4,22.0,10min_N16_w16_v0_re0
550,1.0,54.7,25.7,25.7,14116.0,5110.0,1.17,-1641.0,4,4,22.0,10min_N16_w16_v0_re1
538,1.0,54.8,22.4,22.4,12048.0,6064.0,1.01,-1570.0,3,4,-1394.0,10min_N16_w16_v0.5_re0
538,1.0,54.8,22.4,22.4,12048.0,6064.0,1.01,-1570.0,3,4,-1394.0,10min_N16_w16_v0.5_re1
737,1.0,54.7,30.1,30.1,22201.0,5804.0,1.43,-219.0,4,4,158.0,10min_N20_w21_v0_re0
737,1.0,54.7,30.1,30.1,22201.0,5804.0,1.43,-219.0,4,4,158.0,10min_N20_w21_v0_re1
726,1.0,54.5,26.9,26.9,19496.0,7397.0,1.27,-1697.0,4,4,184.0,10min_N20_w21_v0.5_re0
726,1.0,54.5,26.9,26.9,19496.0,7397.0,1.27,-1697.0,4,4,184.0,10min_N20_w21_v0.5_re1
591,1.0,55.0,28.3,28.3,16709.0,5107.0,1.31,-274.0,4,4,277.0,10min_N20_w17_v0_re0
591,1.0,55.0,28.3,28.3,16709.0,5107.0,1.31,-274.0,4,4,277.0,10min_N20_w17_v0_re1
583,1.0,54.9,24.3,24.3,14183.0,6396.0,1.13,-1183.0,4,4,303.0,10min_N20_w17_v0.5_re0
583,1.0,54.9,24.3,24.3,14183.0,6396.0,1.13,-1183.0,4,4,303.0,10min_N20_w17_v0.5_re1
536,1.0,54.7,24.7,24.7,13256.0,4738.0,1.14,-1387.0,4,4,514.0,10min_N20_w16_v0_re0
536,1.0,54.7,24.7,24.7,13256.0,4738.0,1.14,-1387.0,4,4,514.0,10min_N20_w16_v0_re1
525,1.0,54.7,21.1,21.1,11100.0,5691.0,0.97,-1317.0,3,4,-902.0,10min_N20_w16_v0.5_re0
525,1.0,54.7,21.1,21.1,11100.0,5691.0,0.97,-1317.0,3,4,-902.0,10min_N20_w16_v0.5_re1
724,1.0,54.8,26.0,26.0,18792.0,6097.0,1.22,-347.0,4,4,51.0,10min_N24_w21_v0_re0
724,1.0,54.8,26.0,26.0,18792.0,6097.0,1.22,-347.0,4,4,51.0,10min_N24_w21_v0_re1
710,1.0,54.8,23.8,23.8,16888.0,7675.0,1.11,-1850.0,4,4,51.0,10min_N24_w21_v0.5_re0
710,1.0,54.8,23.8,23.8,16888.0,7675.0,1.11,-1850.0,4,4,51.0,10min_N24_w21_v0.5_re1
585,1.0,54.5,25.0,25.0,14616.0,5423.0,1.15,-202.0,4,4,580.0,10min_N24_w17_v0_re0
585,1.0,54.5,25.0,25.0,14616.0,5423.0,1.15,-202.0,4,4,580.0,10min_N24_w17_v0_re1
577,1.0,54.4,21.3,21.3,12301.0,6837.0,0.98,-1510.0,4,4,580.0,10min_N24_w17_v0.5_re0
577,1.0,54.4,21.3,21.3,12301.0,6837.0,0.98,-1510.0,4,4,580.0,10min_N24_w17_v0.5_re1
527,1.0,54.5,22.4,22.4,11786.0,5077.0,1.02,-1362.0,3,4,-8.0,10min_N24_w16_v0_re0
527,1.0,54.5,22.4,22.4,11786.0,5077.0,1.02,-1362.0,3,4,-8.0,10min_N24_w16_v0_re1
516,1.0,54.5,19.1,19.1,9841.0,6030.0,0.87,-1407.0,3,4,-1424.0,10min_N24_w16_v0.5_re0
516,1.0,54.5,19.1,19.1,9841.0,6030.0,0.87,-1407.0,3,4,-1424.0,10min_N24_w16_v0.5_re1
699,1.0,55.8,29.8,29.8,20853.0,5198.0,1.41,-244.0,3,4,-122.0,10min_N32_w21_v0_re0
699,1.0,55.8,29.8,29.8,20853.0,5198.0,1.41,-244.0,3,4,-122.0,10min_N32_w21_v0_re1
687,1.0,55.7,27.5,27.5,18885.0,6211.0,1.3,-1141.0,3,4,-122.0,10min_N32_w21_v0.5_re0
687,1.0,55.7,27.5,27.5,18885.0,6211.0,1.3,-1141.0,3,4,-122.0,10min_N32_w21_v0.5_re1
570,1.0,55.8,29.1,29.1,16571.0,4333.0,1.35,-213.0,4,4,553.0,10min_N32_w17_v0_re0
570,1.0,55.8,29.1,29.1,16571.0,4333.0,1.35,-213.0,4,4,553.0,10min_N32_w17_v0_re1
561,1.0,55.8,26.2,26.2,14717.0,5199.0,1.22,-881.0,4,4,553.0,10min_N32_w17_v0.5_re0
561,1.0,55.8,26.2,26.2,14717.0,5199.0,1.22,-881.0,4,4,553.0,10min_N32_w17_v0.5_re1
515,1.0,55.5,26.5,26.5,13647.0,4100.0,1.21,-976.0,4,4,785.0,10min_N32_w16_v0_re0
515,1.0,55.5,26.5,26.5,13647.0,4100.0,1.21,-976.0,4,4,785.0,10min_N32_w16_v0_re1
504,1.0,55.6,23.2,23.2,11703.0,5054.0,1.06,-1221.0,3,4,-631.0,10min_N32_w16_v0.5_re0
504,1.0,55.6,23.2,23.2,11703.0,5054.0,1.06,-1221.0,3,4,-631.0,10min_N32_w16_v0.5_re1
763,1.0,54.1,31.1,31.1,23760.0,6279.0,1.4,-51.0,4,4,763.0,15min_N6_w21_v0_re0
763,1.0,54.1,31.1,31.1,23760.0,6279.0,1.4,-51.0,4,4,763.0,15min_N6_w21_v0_re1
741,1.0,53.4,24.6,24.6,18204.0,6395.0,1.12,-997.0,4,4,557.0,15min_N6_w21_v0.5_re0
741,1.0,53.4,24.6,24.6,18204.0,6395.0,1.12,-997.0,4,4,557.0,15min_N6_w21_v0.5_re1
670,1.0,55.2,36.1,36.1,24214.0,5528.0,1.55,329.0,4,4,1771.0,15min_N6_w17_v0_re0
670,1.0,55.2,36.1,36.1,24214.0,5528.0,1.55,329.0,4,4,1771.0,15min_N6_w17_v0_re1
639,1.0,54.1,25.2,25.2,16133.0,6030.0,1.1,-1117.0,4,4,1542.0,15min_N6_w17_v0.5_re0
639,1.0,54.1,25.2,25.2,16133.0,6030.0,1.1,-1117.0,4,4,1542.0,15min_N6_w17_v0.5_re1
562,1.0,55.7,33.9,33.9,19058.0,4710.0,1.5,-524.0,4,4,1516.0,15min_N6_w16_v0_re0
562,1.0,55.7,33.9,33.9,19058.0,4710.0,1.5,-524.0,4,4,1516.0,15min_N6_w16_v0_re1
526,1.0,54.2,19.7,19.7,10372.0,5213.0,0.89,-2121.0,3,4,-124.0,15min_N6_w16_v0.5_re0
526,1.0,54.2,19.7,19.7,10372.0,5213.0,0.89,-2121.0,3,4,-124.0,15min_N6_w16_v0.5_re1
754,1.0,54.0,31.5,31.5,23730.0,5945.0,1.43,-515.0,4,4,909.0,15min_N8_w21_v0_re0
754,1.0,54.0,31.5,31.5,23730.0,5945.0,1.43,-515.0,4,4,909.0,15min_N8_w21_v0_re1
732,1.0,53.3,24.9,24.9,18194.0,6105.0,1.14,-1504.0,4,4,703.0,15min_N8_w21_v0.5_re0
732,1.0,53.3,24.9,24.9,18194.0,6105.0,1.14,-1504.0,4,4,703.0,15min_N8_w21_v0.5_re1
625,1.0,55.4,38.6,38.6,24110.0,4880.0,1.66,-400.0,4,4,1839.0,15min_N8_w17_v0_re0
625,1.0,55.4,38.6,38.6,24110.0,4880.0,1.66,-400.0,4,4,1839.0,15min_N8_w17_v0_re1
594,1.0,54.4,27.7,27.7,16467.0,5342.0,1.21,-1137.0,4,4,1610.0,15min_N8_w17_v0.5_re0
594,1.0,54.4,27.7,27.7,16467.0,5342.0,1.21,-1137.0,4,4,1610.0,15min_N8_w17_v0.5_re1
533,1.0,55.3,36.4,36.4,19417.0,4283.0,1.62,-622.0,4,4,1793.0,15min_N8_w16_v0_re0
533,1.0,55.3,36.4,36.4,19417.0,4283.0,1.62,-622.0,4,4,1793.0,15min_N8_w16_v0_re1
500,1.0,53.8,22.6,22.6,11324.0,4761.0,1.03,-1782.0,3,4,-435.0,15min_N8_w16_v0.5_re0
500,1.0,53.8,22.6,22.6,11324.0,4761.0,1.03,-1782.0,3,4,-435.0,15min_N8_w16_v0.5_re1
738,1.0,54.2,32.5,32.5,24001.0,5475.0,1.51,-962.0,4,4,1327.0,15min_N10_w21_v0_re0
738,1.0,54.2,32.5,32.5,24001.0,5475.0,1.51,-962.0,4,4,1327.0,15min_N10_w21_v0_re1
718,1.0,53.3,25.6,25.6,18406.0,5591.0,1.21,-1891.0,4,4,1121.0,15min_N10_w21_v0.5_re0
718,1.0,53.3,25.6,25.6,18406.0,5591.0,1.21,-1891.0,4,4,1121.0,15min_N10_w21_v0.5_re1
588,1.0,55.1,32.4,32.4,19042.0,4584.0,1.54,-558.0,4,4,1546.0,15min_N10_w17_v0_re0
588,1.0,55.1,32.4,32.4,19042.0,4584.0,1.54,-558.0,4,4,1546.0,15min_N10_w17_v0_re1
559,1.0,53.8,20.4,20.4,11395.0,5062.0,0.99,-1272.0,3,4,-1019.0,15min_N10_w17_v0.5_re0
559,1.0,53.8,20.4,20.4,11395.0,5062.0,0.99,-1272.0,3,4,-1019.0,15min_N10_w17_v0.5_re1
514,1.0,54.9,33.2,33.2,17068.0,4215.0,1.56,-1007.0,4,4,2070.0,15min_N10_w16_v0_re0
514,1.0,54.9,33.2,33.2,17068.0,4215.0,1.56,-1007.0,4,4,2070.0,15min_N10_w16_v0_re1
482,1.0,53.3,22.0,22.0,10624.0,4693.0,1.03,-1767.0,3,4,-1144.0,15min_N10_w16_v0.5_re0
482,1.0,53.3,22.0,22.0,10624.0,4693.0,1.03,-1767.0,3,4,-1144.0,15min_N10_w16_v0.5_re1
724,1.0,54.6,34.4,34.4,24916.0,4248.0,1.63,-1172.0,4,4,845.0,15min_N12_w21_v0_re0
724,1.0,54.6,34.4,34.4,24916.0,4248.0,1.63,-1172.0,4,4,845.0,15min_N12_w21_v0_re1
706,1.0,53.7,27.2,27.2,19212.0,4364.0,1.31,-2101.0,4,4,723.0,15min_N12_w21_v0.5_re0
706,1.0,53.7,27.2,27.2,19212.0,4364.0,1.31,-2101.0,4,4,723.0,15min_N12_w21_v0.5_re1
562,1.0,54.8,28.5,28.5,16018.0,4552.0,1.42,-1540.0,4,4,1310.0,15min_N12_w17_v0_re0
562,1.0,54.8,28.5,28.5,16018.0,4552.0,1.42,-1540.0,4,4,1310.0,15min_N12_w17_v0_re1
534,1.0,53.6,15.8,15.8,8419.0,5979.0,0.81,-3214.0,3,4,-3352.0,15min_N12_w17_v0.5_re0
534,1.0,53.6,15.8,15.8,8419.0,5979.0,0.81,-3214.0,3,4,-3352.0,15min_N12_w17_v0.5_re1
502,1.0,54.8,28.3,28.3,14223.0,4860.0,1.4,-3648.0,3,4,-401.0,15min_N12_w16_v0_re0
502,1.0,54.8,28.3,28.3,14223.0,4860.0,1.4,-3648.0,3,4,-401.0,15min_N12_w16_v0_re1
471,1.0,53.3,16.6,16.6,7827.0,6392.0,0.83,-3692.0,3,4,-3716.0,15min_N12_w16_v0.5_re0
471,1.0,53.3,16.6,16.6,7827.0,6392.0,0.83,-3692.0,3,4,-3716.0,15min_N12_w16_v0.5_re1
703,1.0,54.2,33.0,33.0,23188.0,4380.0,1.56,-956.0,4,4,735.0,15min_N16_w21_v0_re0
703,1.0,54.2,33.0,33.0,23188.0,4380.0,1.56,-956.0,4,4,735.0,15min_N16_w21_v0_re1
683,1.0,53.4,26.2,26.2,17893.0,4579.0,1.26,-2291.0,4,4,590.0,15min_N16_w21_v0.5_re0
683,1.0,53.4,26.2,26.2,17893.0,4579.0,1.26,-2291.0,4,4,590.0,15min_N16_w21_v0.5_re1
551,1.0,54.1,21.1,21.1,11620.0,4833.0,1.05,-1769.0,3,4,-113.0,15min_N16_w17_v0_re0
551,1.0,54.1,21.1,21.1,11620.0,4833.0,1.05,-1769.0,3,4,-113.0,15min_N16_w17_v0_re1
525,1.0,53.0,10.2,10.2,5354.0,6246.0,0.52,-3495.0,3,4,-4626.0,15min_N16_w17_v0.5_re0
525,1.0,53.0,10.2,10.2,5354.0,6246.0,0.52,-3495.0,3,4,-4626.0,15min_N16_w17_v0.5_re1
485,1.0,54.4,21.6,21.6,10472.0,4819.0,1.07,-3596.0,3,4,-1494.0,15min_N16_w16_v0_re0
485,1.0,54.4,21.6,21.6,10472.0,4819.0,1.07,-3596.0,3,4,-1494.0,15min_N16_w16_v0_re1
456,1.0,53.1,11.9,11.9,5409.0,6403.0,0.59,-3692.0,3,4,-4659.0,15min_N16_w16_v0.5_re0
456,1.0,53.1,11.9,11.9,5409.0,6403.0,0.59,-3692.0,3,4,-4659.0,15min_N16_w16_v0.5_re1
688,1.0,54.2,31.7,31.7,21842.0,4330.0,1.5,-1311.0,4,4,350.0,15min_N20_w21_v0_re0
688,1.0,54.2,31.7,31.7,21842.0,4330.0,1.5,-1311.0,4,4,350.0,15min_N20_w21_v0_re1
666,1.0,53.6,25.6,25.6,17024.0,4801.0,1.21,-2548.0,4,4,206.0,15min_N20_w21_v0.5_re0
666,1.0,53.6,25.6,25.6,17024.0,4801.0,1.21,-2548.0,4,4,206.0,15min_N20_w21_v0.5_re1
542,1.0,54.2,19.6,19.6,10607.0,4737.0,0.98,-1943.0,3,4,-169.0,15min_N20_w17_v0_re0
542,1.0,54.2,19.6,19.6,10607.0,4737.0,0.98,-1943.0,3,4,-169.0,15min_N20_w17_v0_re1
516,1.0,53.1,9.0,9.0,4647.0,5894.0,0.46,-3262.0,3,4,-4274.0,15min_N20_w17_v0.5_re0
516,1.0,53.1,9.0,9.0,4647.0,5894.0,0.46,-3262.0,3,4,-4274.0,15min_N20_w17_v0.5_re1
481,1.0,54.5,20.9,20.9,10064.0,4685.0,1.03,-3581.0,3,4,-1360.0,15min_N20_w16_v0_re0
481,1.0,54.5,20.9,20.9,10064.0,4685.0,1.03,-3581.0,3,4,-1360.0,15min_N20_w16_v0_re1
451,1.0,53.0,10.8,10.8,4890.0,6269.0,0.53,-3676.0,3,4,-4525.0,15min_N20_w16_v0.5_re0
451,1.0,53.0,10.8,10.8,4890.0,6269.0,0.53,-3676.0,3,4,-4525.0,15min_N20_w16_v0.5_re1
668,1.0,53.3,27.9,27.9,18659.0,5550.0,1.31,-2140.0,4,4,362.0,15min_N24_w21_v0_re0
668,1.0,53.3,27.9,27.9,18659.0,5550.0,1.31,-2140.0,4,4,362.0,15min_N24_w21_v0_re1
647,1.0,52.7,22.0,22.0,14212.0,6076.0,1.03,-3265.0,4,4,122.0,15min_N24_w21_v0.5_re0
647,1.0,52.7,22.0,22.0,14212.0,6076.0,1.03,-3265.0,4,4,122.0,15min_N24_w21_v0.5_re1
528,1.0,54.0,18.8,18.8,9940.0,4870.0,0.94,-1969.0,3,4,-861.0,15min_N24_w17_v0_re0
528,1.0,54.0,18.8,18.8,9940.0,4870.0,0.94,-1969.0,3,4,-861.0,15min_N24_w17_v0_re1
503,1.0,52.9,8.8,8.8,4431.0,6167.0,0.44,-3262.0,3,4,-4649.0,15min_N24_w17_v0.5_re0
503,1.0,52.9,8.8,8.8,4431.0,6167.0,0.44,-3262.0,3,4,-4649.0,15min_N24_w17_v0.5_re1
468,1.0,54.1,20.7,20.7,9690.0,4911.0,1.02,-3607.0,3,4,-2170.0,15min_N24_w16_v0_re0
468,1.0,54.1,20.7,20.7,9690.0,4911.0,1.02,-3607.0,3,4,-2170.0,15min_N24_w16_v0_re1
439,1.0,52.6,11.3,11.3,4969.0,6542.0,0.55,-3676.0,3,4,-5019.0,15min_N24_w16_v0.5_re0
439,1.0,52.6,11.3,11.3,4969.0,6542.0,0.55,-3676.0,3,4,-5019.0,15min_N24_w16_v0.5_re1
648,1.0,53.2,22.2,22.2,14399.0,6290.0,1.04,-2527.0,3,4,-285.0,15min_N32_w21_v0_re0
648,1.0,53.2,22.2,22.2,14399.0,6290.0,1.04,-2527.0,3,4,-285.0,15min_N32_w21_v0_re1
632,1.0,52.7,17.3,17.3,10943.0,6931.0,0.82,-3652.0,2,4,-343.0,15min_N32_w21_v0.5_re0
632,1.0,52.7,17.3,17.3,10943.0,6931.0,0.82,-3652.0,2,4,-343.0,15min_N32_w21_v0.5_re1
511,1.0,53.4,11.7,11.7,5991.0,5607.0,0.59,-2303.0,3,4,-1978.0,15min_N32_w17_v0_re0
511,1.0,53.4,11.7,11.7,5991.0,5607.0,0.59,-2303.0,3,4,-1978.0,15min_N32_w17_v0_re1
488,1.0,52.3,2.8,2.8,1350.0,6398.0,0.14,-3568.0,3,4,-5000.0,15min_N32_w17_v0.5_re0
488,1.0,52.3,2.8,2.8,1350.0,6398.0,0.14,-3568.0,3,4,-5000.0,15min_N32_w17_v0.5_re1
442,1.0,53.8,17.1,17.1,7576.0,5362.0,0.84,-3818.0,3,4,-2976.0,15min_N32_w16_v0_re0
442,1.0,53.8,17.1,17.1,7576.0,5362.0,0.84,-3818.0,3,4,-2976.0,15min_N32_w16_v0_re1
415,1.0,52.3,8.7,8.7,3616.0,6305.0,0.42,-3966.0,3,4,-5165.0,15min_N32_w16_v0.5_re0
415,1.0,52.3,8.7,8.7,3616.0,6305.0,0.42,-3966.0,3,4,-5165.0,15min_N32_w16_v0.5_re1
711,1.0,53.3,25.2,25.2,17905.0,5390.0,1.32,-2382.0,4,4,1039.0,30min_N6_w21_v0_re0
711,1.0,53.3,25.2,25.2,17905.0,5390.0,1.32,-2382.0,4,4,1039.0,30min_N6_w21_v0_re1
636,1.0,50.9,19.1,19.1,12121.0,4782.0,1.03,-1516.0,4,4,1701.0,30min_N6_w21_v0.5_re0
636,1.0,50.9,19.1,19.1,12121.0,4782.0,1.03,-1516.0,4,4,1701.0,30min_N6_w21_v0.5_re1
525,1.0,53.9,21.4,21.4,11258.0,5486.0,1.09,-542.0,4,4,1023.0,30min_N6_w17_v0_re0
525,1.0,53.9,21.4,21.4,11258.0,5486.0,1.09,-542.0,4,4,1023.0,30min_N6_w17_v0_re1
412,1.0,52.7,16.1,16.1,6628.0,4456.0,0.82,-1581.0,4,4,171.0,30min_N6_w17_v0.5_re0
412,1.0,52.7,16.1,16.1,6628.0,4456.0,0.82,-1581.0,4,4,171.0,30min_N6_w17_v0.5_re1
466,1.0,54.3,19.4,19.4,9045.0,5382.0,0.99,-2603.0,3,4,-343.0,30min_N6_w16_v0_re0
466,1.0,54.3,19.4,19.4,9045.0,5382.0,0.99,-2603.0,3,4,-343.0,30min_N6_w16_v0_re1
339,1.0,53.4,11.6,11.6,3949.0,4813.0,0.62,-2528.0,3,4,-677.0,30min_N6_w16_v0.5_re0
339,1.0,53.4,11.6,11.6,3949.0,4813.0,0.62,-2528.0,3,4,-677.0,30min_N6_w16_v0.5_re1
687,1.0,52.4,21.3,21.3,14664.0,5369.0,1.11,-2010.0,4,4,925.0,30min_N8_w21_v0_re0
687,1.0,52.4,21.3,21.3,14664.0,5369.0,1.11,-2010.0,4,4,925.0,30min_N8_w21_v0_re1
607,1.0,50.6,18.1,18.1,11016.0,3831.0,0.98,-1688.0,4,4,1112.0,30min_N8_w21_v0.5_re0
607,1.0,50.6,18.1,18.1,11016.0,3831.0,0.98,-1688.0,4,4,1112.0,30min_N8_w21_v0.5_re1
514,1.0,53.3,15.8,15.8,8125.0,5234.0,0.81,-879.0,4,4,937.0,30min_N8_w17_v0_re0
514,1.0,53.3,15.8,15.8,8125.0,5234.0,0.81,-879.0,4,4,937.0,30min_N8_w17_v0_re1
403,1.0,52.6,13.9,13.9,5606.0,3463.0,0.71,-1550.0,4,4,18.0,30min_N8_w17_v0.5_re0
403,1.0,52.6,13.9,13.9,5606.0,3463.0,0.71,-1550.0,4,4,18.0,30min_N8_w17_v0.5_re1
454,1.0,54.0,15.4,15.4,7014.0,5229.0,0.79,-2833.0,3,4,-557.0,30min_N8_w16_v0_re0
454,1.0,54.0,15.4,15.4,7014.0,5229.0,0.79,-2833.0,3,4,-557.0,30min_N8_w16_v0_re1
330,1.0,53.6,11.4,11.4,3751.0,4177.0,0.6,-2721.0,3,4,-305.0,30min_N8_w16_v0.5_re0
330,1.0,53.6,11.4,11.4,3751.0,4177.0,0.6,-2721.0,3,4,-305.0,30min_N8_w16_v0.5_re1
666,1.0,52.3,21.1,21.1,14082.0,5229.0,1.11,-2021.0,4,4,741.0,30min_N10_w21_v0_re0
666,1.0,52.3,21.1,21.1,14082.0,5229.0,1.11,-2021.0,4,4,741.0,30min_N10_w21_v0_re1
586,1.0,50.5,17.4,17.4,10200.0,3640.0,0.94,-1863.0,4,4,987.0,30min_N10_w21_v0.5_re0
586,1.0,50.5,17.4,17.4,10200.0,3640.0,0.94,-1863.0,4,4,987.0,30min_N10_w21_v0.5_re1
503,1.0,53.5,15.4,15.4,7751.0,4827.0,0.8,-879.0,4,4,1060.0,30min_N10_w17_v0_re0
503,1.0,53.5,15.4,15.4,7751.0,4827.0,0.8,-879.0,4,4,1060.0,30min_N10_w17_v0_re1
396,1.0,52.8,13.1,13.1,5190.0,3474.0,0.68,-1550.0,3,4,-263.0,30min_N10_w17_v0.5_re0
396,1.0,52.8,13.1,13.1,5190.0,3474.0,0.68,-1550.0,3,4,-263.0,30min_N10_w17_v0.5_re1
444,1.0,53.8,14.6,14.6,6492.0,4967.0,0.75,-2636.0,3,4,-370.0,30min_N10_w16_v0_re0
444,1.0,53.8,14.6,14.6,6492.0,4967.0,0.75,-2636.0,3,4,-370.0,30min_N10_w16_v0_re1
324,1.0,53.4,9.8,9.8,3187.0,4239.0,0.52,-2721.0,3,4,-450.0,30min_N10_w16_v0.5_re0
324,1.0,53.4,9.8,9.8,3187.0,4239.0,0.52,-2721.0,3,4,-450.0,30min_N10_w16_v0.5_re1
639,1.0,52.7,21.1,21.1,13481.0,5469.0,1.1,-2242.0,4,4,778.0,30min_N12_w21_v0_re0
639,1.0,52.7,21.1,21.1,13481.0,5469.0,1.1,-2242.0,4,4,778.0,30min_N12_w21_v0_re1
558,1.0,50.9,17.4,17.4,9706.0,3905.0,0.92,-1183.0,4,4,1024.0,30min_N12_w21_v0.5_re0
558,1.0,50.9,17.4,17.4,9706.0,3905.0,0.92,-1183.0,4,4,1024.0,30min_N12_w21_v0.5_re1
491,1.0,53.4,14.9,14.9,7304.0,5244.0,0.77,-1026.0,4,4,899.0,30min_N12_w17_v0_re0
491,1.0,53.4,14.9,14.9,7304.0,5244.0,0.77,-1026.0,4,4,899.0,30min_N12_w17_v0_re1
385,1.0,52.5,12.3,12.3,4732.0,3427.0,0.64,-1076.0,3,4,-130.0,30min_N12_w17_v0.5_re0
385,1.0,52.5,12.3,12.3,4732.0,3427.0,0.64,-1076.0,3,4,-130.0,30min_N12_w17_v0.5_re1
433,1.0,53.8,14.5,14.5,6257.0,5114.0,0.74,-2636.0,3,4,-904.0,30min_N12_w16_v0_re0
433,1.0,53.8,14.5,14.5,6257.0,5114.0,0.74,-2636.0,3,4,-904.0,30min_N12_w16_v0_re1
315,1.0,53.3,9.6,9.6,3025.0,4691.0,0.51,-2721.0,3,4,-464.0,30min_N12_w16_v0.5_re0
315,1.0,53.3,9.6,9.6,3025.0,4691.0,0.51,-2721.0,3,4,-464.0,30min_N12_w16_v0.5_re1
621,1.0,52.8,18.6,18.6,11534.0,6051.0,0.96,-2154.0,4,4,390.0,30min_N16_w21_v0_re0
621,1.0,52.8,18.6,18.6,11534.0,6051.0,0.96,-2154.0,4,4,390.0,30min_N16_w21_v0_re1
540,1.0,50.7,14.4,14.4,7798.0,4268.0,0.76,-1157.0,4,4,599.0,30min_N16_w21_v0.5_re0
540,1.0,50.7,14.4,14.4,7798.0,4268.0,0.76,-1157.0,4,4,599.0,30min_N16_w21_v0.5_re1
468,1.0,53.4,12.0,12.0,5635.0,5279.0,0.62,-1191.0,4,4,426.0,30min_N16_w17_v0_re0
468,1.0,53.4,12.0,12.0,5635.0,5279.0,0.62,-1191.0,4,4,426.0,30min_N16_w17_v0_re1
