name,tf,net_wk,fees_wk,gross_wk,trades,trades_wk,sel_usd_wk,blind_usd_wk,sel_total,blind_total,win_pct
KELTBO_1min_time5_all,1min,-771.3,554.1,-217.2,44139,282.7,-721.7,-822.9,-57737.0,-62661.0,41.8
KELTBO_1min_time5_rth,1min,-187.9,157.8,-30.1,12563,80.5,-160.7,-216.3,-12857.0,-16468.0,45.8
KELTBO_1min_time15_all,1min,-474.4,363.2,-111.2,28941,185.3,-461.8,-487.4,-36944.0,-37108.0,44.7
KELTBO_1min_time15_rth,1min,-126.4,106.4,-20.0,8486,54.3,-134.9,-117.4,-10788.0,-8942.0,47.3
KELTBO_1min_time40_all,1min,-270.4,217.2,-53.2,17301,110.8,-251.5,-290.0,-20123.0,-22085.0,46.2
KELTBO_1min_time40_rth,1min,-34.4,68.0,33.6,5421,34.7,73.6,-147.9,5890.0,-11260.0,48.9
KELTBO_1min_trail2.0_all,1min,-1669.9,510.4,-1159.5,40664,260.4,-1458.3,-1891.2,-116666.0,-144001.0,27.1
KELTBO_1min_trail2.0_rth,1min,-548.1,136.0,-412.1,10833,69.4,-468.1,-631.9,-37448.0,-48116.0,31.3
KELTF_1min_time5_all,1min,-619.9,554.1,-65.8,44139,282.7,-681.7,-554.7,-54532.0,-42233.0,46.0
KELTF_1min_time5_rth,1min,-208.1,157.8,-50.3,12563,80.5,-240.2,-174.3,-19216.0,-13268.0,47.8
KELTF_1min_time15_all,1min,-437.8,363.2,-74.6,28941,185.3,-459.1,-415.1,-36729.0,-31609.0,47.7
KELTF_1min_time15_rth,1min,-141.1,106.4,-34.7,8486,54.3,-135.3,-147.0,-10825.0,-11195.0,48.9
KELTF_1min_time40_all,1min,-274.9,217.2,-57.7,17301,110.8,-297.5,-251.0,-23802.0,-19111.0,49.0
KELTF_1min_time40_rth,1min,-136.5,68.0,-68.5,5421,34.7,-245.1,-22.2,-19611.0,-1689.0,48.7
KELTF_1min_trail2.0_all,1min,-1761.3,614.5,-1146.8,48946,313.5,-1526.4,-2007.1,-122114.0,-152826.0,28.6
KELTF_1min_trail2.0_rth,1min,-676.7,172.1,-504.6,13703,87.8,-594.9,-762.2,-47595.0,-58037.0,31.0
BBF_1min_time5_all,1min,-640.1,584.1,-56.0,46528,298.0,-662.6,-616.0,-53008.0,-46907.0,45.5
BBF_1min_time5_rth,1min,-191.7,184.2,-7.5,14677,94.0,-198.2,-184.7,-15855.0,-14067.0,48.6
BBF_1min_time15_all,1min,-426.4,441.4,15.0,35162,225.2,-492.9,-356.3,-39435.0,-27133.0,47.8
BBF_1min_time15_rth,1min,-153.4,141.5,-11.9,11273,72.2,-138.6,-168.9,-11090.0,-12857.0,49.0
BBF_1min_time40_all,1min,-228.3,242.5,14.2,19313,123.7,-304.0,-148.7,-24319.0,-11324.0,49.0
BBF_1min_time40_rth,1min,-49.7,81.1,31.4,6463,41.4,-135.1,40.0,-10804.0,3045.0,49.9
BBF_1min_trail2.0_all,1min,-1784.2,641.9,-1142.3,51133,327.5,-1570.8,-2007.4,-125662.0,-152849.0,28.6
BBF_1min_trail2.0_rth,1min,-680.7,196.2,-484.5,15629,100.1,-616.9,-747.4,-49350.0,-56909.0,31.1
BBR_1min_time5_all,1min,-826.4,584.1,-242.3,46528,298.0,-826.4,-825.9,-66115.0,-62887.0,42.2
BBR_1min_time5_rth,1min,-270.9,184.2,-86.7,14677,94.0,-273.4,-268.1,-21872.0,-20418.0,45.0
BBR_1min_time15_all,1min,-681.8,441.4,-240.4,35162,225.2,-631.2,-734.6,-50497.0,-55931.0,44.8
BBR_1min_time15_rth,1min,-201.9,141.5,-60.4,11273,72.2,-223.2,-179.4,-17854.0,-13661.0,47.1
BBR_1min_time40_all,1min,-380.4,242.5,-137.9,19313,123.7,-310.0,-454.1,-24797.0,-34580.0,46.2
BBR_1min_time40_rth,1min,-154.0,81.1,-72.9,6463,41.4,-71.0,-241.1,-5682.0,-18357.0,47.9
BBR_1min_trail2.0_all,1min,-1995.5,612.1,-1383.4,48770,312.3,-1772.8,-2228.4,-141821.0,-169674.0,26.9
BBR_1min_trail2.0_rth,1min,-780.7,185.8,-594.9,14808,94.8,-674.1,-892.3,-53932.0,-67940.0,30.8
MACDX_1min_time5_all,1min,-950.2,756.8,-193.4,60285,386.1,-1051.1,-843.6,-84092.0,-64236.0,43.0
MACDX_1min_time5_rth,1min,-295.0,240.3,-54.7,19137,122.6,-323.9,-264.4,-25913.0,-20135.0,46.1
MACDX_1min_time15_all,1min,-694.9,501.0,-193.9,39906,255.6,-715.6,-672.7,-57251.0,-51222.0,45.5
MACDX_1min_time15_rth,1min,-212.8,161.1,-51.7,12838,82.2,-219.1,-206.1,-17527.0,-15696.0,47.7
MACDX_1min_time40_all,1min,-346.8,256.4,-90.4,20421,130.8,-383.0,-308.6,-30643.0,-23496.0,47.6
MACDX_1min_time40_rth,1min,-67.7,84.5,16.8,6731,43.1,-135.6,3.8,-10847.0,286.0,49.0
MACDX_1min_trail2.0_all,1min,-1884.2,709.7,-1174.5,56542,362.1,-1753.7,-2020.4,-140293.0,-153838.0,29.2
MACDX_1min_trail2.0_rth,1min,-703.3,211.7,-491.6,16862,108.0,-621.7,-788.7,-49733.0,-60053.0,32.2
MACDH_1min_time5_all,1min,-950.2,756.8,-193.4,60285,386.1,-1051.1,-843.6,-84092.0,-64236.0,43.0
MACDH_1min_time5_rth,1min,-295.0,240.3,-54.7,19137,122.6,-323.9,-264.4,-25913.0,-20135.0,46.1
MACDH_1min_time15_all,1min,-694.9,501.0,-193.9,39906,255.6,-715.6,-672.7,-57251.0,-51222.0,45.5
MACDH_1min_time15_rth,1min,-212.8,161.1,-51.7,12838,82.2,-219.1,-206.1,-17527.0,-15696.0,47.7
MACDH_1min_time40_all,1min,-346.8,256.4,-90.4,20421,130.8,-383.0,-308.6,-30643.0,-23496.0,47.6
MACDH_1min_time40_rth,1min,-67.7,84.5,16.8,6731,43.1,-135.6,3.8,-10847.0,286.0,49.0
MACDH_1min_trail2.0_all,1min,-1884.2,709.7,-1174.5,56542,362.1,-1753.7,-2020.4,-140293.0,-153838.0,29.2
MACDH_1min_trail2.0_rth,1min,-703.3,211.7,-491.6,16862,108.0,-621.7,-788.7,-49733.0,-60053.0,32.2
STOCHX_1min_time5_all,1min,-1426.4,1150.5,-275.9,91656,587.0,-1439.7,-1411.7,-115177.0,-107487.0,43.4
STOCHX_1min_time5_rth,1min,-450.5,366.7,-83.8,29210,187.1,-485.6,-413.4,-38851.0,-31474.0,45.9
STOCHX_1min_time15_all,1min,-762.9,617.4,-145.5,49190,315.0,-760.7,-764.8,-60853.0,-58234.0,46.2
STOCHX_1min_time15_rth,1min,-261.0,199.3,-61.7,15873,101.7,-273.8,-247.4,-21902.0,-18840.0,47.3
STOCHX_1min_time40_all,1min,-276.8,285.8,9.0,22764,145.8,-414.0,-132.5,-33122.0,-10087.0,47.9
STOCHX_1min_time40_rth,1min,-65.8,94.9,29.1,7562,48.4,-186.5,60.9,-14916.0,4638.0,48.7
STOCHX_1min_trail2.0_all,1min,-2560.6,959.4,-1601.2,76432,489.5,-2343.7,-2787.1,-187492.0,-212216.0,29.2
STOCHX_1min_trail2.0_rth,1min,-1003.3,289.1,-714.2,23032,147.5,-900.5,-1110.8,-72040.0,-84580.0,31.7
WPR_1min_time5_all,1min,-861.6,702.9,-158.7,56000,358.6,-837.6,-886.3,-67008.0,-67488.0,45.2
WPR_1min_time5_rth,1min,-294.7,229.3,-65.4,18270,117.0,-283.0,-306.9,-22637.0,-23367.0,47.4
WPR_1min_time15_all,1min,-516.0,460.2,-55.8,36666,234.8,-625.3,-400.8,-50022.0,-30518.0,47.1
WPR_1min_time15_rth,1min,-122.9,150.3,27.4,11974,76.7,-216.0,-25.0,-17278.0,-1900.0,48.1
WPR_1min_time40_all,1min,-318.3,246.4,-71.9,19621,125.7,-396.8,-235.7,-31744.0,-17949.0,48.2
WPR_1min_time40_rth,1min,-71.3,82.1,10.8,6542,41.9,-195.1,58.8,-15609.0,4474.0,48.4
WPR_1min_trail2.0_all,1min,-1682.1,634.3,-1047.8,50530,323.6,-1504.6,-1867.6,-120365.0,-142207.0,29.4
WPR_1min_trail2.0_rth,1min,-645.5,198.9,-446.6,15849,101.5,-602.7,-690.0,-48218.0,-52538.0,31.9
CCIF_1min_time5_all,1min,-413.9,382.8,-31.1,30498,195.3,-429.0,-397.7,-34322.0,-30284.0,45.9
CCIF_1min_time5_rth,1min,-148.2,118.6,-29.6,9446,60.5,-140.1,-156.6,-11211.0,-11923.0,48.5
CCIF_1min_time15_all,1min,-337.0,331.6,-5.4,26419,169.2,-407.7,-262.5,-32616.0,-19986.0,47.8
CCIF_1min_time15_rth,1min,-104.8,104.1,-0.7,8295,53.1,-139.4,-68.4,-11150.0,-5206.0,49.2
CCIF_1min_time40_all,1min,-259.9,207.4,-52.5,16518,105.8,-242.9,-277.6,-19432.0,-21137.0,48.9
CCIF_1min_time40_rth,1min,-112.2,67.8,-44.4,5408,34.6,-181.3,-39.6,-14502.0,-3016.0,49.4
CCIF_1min_trail2.0_all,1min,-1219.2,433.0,-786.2,34499,220.9,-1087.0,-1357.5,-86957.0,-103362.0,28.6
CCIF_1min_trail2.0_rth,1min,-491.1,132.1,-359.0,10519,67.4,-457.4,-526.2,-36592.0,-40068.0,30.6
CCIT_1min_time5_all,1min,-1019.8,845.3,-174.5,67344,431.3,-1103.0,-931.8,-88241.0,-70950.0,42.8
CCIT_1min_time5_rth,1min,-265.0,269.3,4.3,21451,137.4,-298.5,-229.7,-23881.0,-17490.0,46.4
CCIT_1min_time15_all,1min,-736.7,534.9,-201.8,42606,272.9,-653.2,-824.0,-52257.0,-62745.0,45.0
CCIT_1min_time15_rth,1min,-220.6,172.9,-47.7,13773,88.2,-152.1,-292.5,-12166.0,-22271.0,47.2
CCIT_1min_time40_all,1min,-259.7,265.8,6.1,21180,135.6,-322.0,-194.1,-25759.0,-14782.0,46.9
CCIT_1min_time40_rth,1min,-84.1,88.8,4.7,7072,45.3,-27.1,-143.9,-2171.0,-10956.0,48.8
CCIT_1min_trail2.0_all,1min,-2252.6,774.2,-1478.4,61676,395.0,-2043.3,-2471.2,-163464.0,-188161.0,28.1
CCIT_1min_trail2.0_rth,1min,-819.8,233.8,-586.0,18633,119.3,-717.0,-927.5,-57358.0,-70620.0,31.9
ROCT_1min_time5_all,1min,-1260.5,943.0,-317.5,75117,481.1,-950.1,-1585.9,-76006.0,-120757.0,45.4
ROCT_1min_time5_rth,1min,-601.6,447.9,-153.7,35675,228.5,-520.6,-686.4,-41650.0,-52266.0,46.6
ROCT_1min_time15_all,1min,-611.7,478.0,-133.7,38085,243.9,-437.0,-794.9,-34958.0,-60526.0,46.5
ROCT_1min_time15_rth,1min,-276.2,211.7,-64.5,16859,108.0,-149.7,-409.0,-11976.0,-31141.0,48.0
ROCT_1min_time40_all,1min,-362.6,231.7,-130.9,18456,118.2,-144.6,-591.5,-11564.0,-45038.0,47.3
ROCT_1min_time40_rth,1min,-12.7,95.5,82.8,7606,48.7,67.2,-96.6,5375.0,-7354.0,49.2
ROCT_1min_trail2.0_all,1min,-2535.4,743.2,-1792.2,59202,379.2,-1847.9,-3256.2,-147833.0,-247939.0,30.9
ROCT_1min_trail2.0_rth,1min,-1238.5,326.3,-912.2,25997,166.5,-1024.0,-1463.2,-81922.0,-111415.0,32.6
ROCF_1min_time5_all,1min,-1107.1,943.0,-164.1,75117,481.1,-924.6,-1298.1,-73971.0,-98843.0,46.9
ROCF_1min_time5_rth,1min,-522.8,447.9,-74.9,35675,228.5,-530.9,-513.9,-42473.0,-39132.0,47.6
ROCF_1min_time15_all,1min,-588.7,478.0,-110.7,38085,243.9,-558.0,-620.6,-44638.0,-47256.0,48.5
ROCF_1min_time15_rth,1min,-255.1,211.7,-43.4,16859,108.0,-360.3,-144.5,-28825.0,-11003.0,48.3
ROCF_1min_time40_all,1min,-219.1,231.7,12.6,18456,118.2,-361.8,-69.0,-28947.0,-5254.0,49.2
ROCF_1min_time40_rth,1min,-227.0,95.5,-131.5,7606,48.7,-301.1,-149.1,-24090.0,-11351.0,48.1
ROCF_1min_trail2.0_all,1min,-2499.3,762.6,-1736.7,60754,389.1,-1749.3,-3285.8,-139941.0,-250194.0,31.3
ROCF_1min_trail2.0_rth,1min,-1359.3,334.8,-1024.5,26668,170.8,-1072.1,-1660.2,-85771.0,-126415.0,32.0
HAFLIP_1min_time5_all,1min,-1796.3,1351.6,-444.7,107670,689.6,-1787.0,-1805.1,-142962.0,-137444.0,42.7
HAFLIP_1min_time5_rth,1min,-589.3,427.1,-162.2,34019,217.9,-610.5,-566.6,-48844.0,-43140.0,45.5
HAFLIP_1min_time15_all,1min,-1023.6,670.7,-352.9,53427,342.2,-886.5,-1167.1,-70923.0,-88863.0,45.5
