date,close
2023-12-22,16777.40338467686
2023-12-26,16878.4616554103
2023-12-27,16906.8010559339
2023-12-28,16898.47319077154
2023-12-29,16825.93070568058
2024-01-02,16543.93760613773
2024-01-03,16368.49057016411
2024-01-04,16282.01240905942
2024-01-05,16305.97906081521
2024-01-08,16649.8742738352
2024-01-09,16678.70440060544
2024-01-10,16793.04511894746
2024-01-11,16820.90066603006
2024-01-12,16832.91796083188
2024-01-16,16830.70926398125
2024-01-17,16736.27929115445
2024-01-18,16982.28860093269
2024-01-19,17314.00480342127
2024-01-22,17330.38003852701
2024-01-23,17404.20562888379
2024-01-24,17499.29847416757
2024-01-25,17516.98810099811
2024-01-26,17421.00924072959
2024-01-29,17596.27001296096
2024-01-30,17476.70931090266
2024-01-31,17137.23579120616
2024-02-01,17344.7093191499
2024-02-02,17642.73155693633
2024-02-05,17613.03611057751
2024-02-06,17572.73388552524
2024-02-07,17755.07147667831
2024-02-08,17783.16595646633
2024-02-09,17962.40512747074
2024-02-12,17882.66096762813
2024-02-13,17600.4236397292
2024-02-14,17807.63068272447
2024-02-15,17845.72342187266
2024-02-16,17685.98038951179
2024-02-20,17546.09596597033
2024-02-21,17478.90800615993
2024-02-22,18004.70228924498
2024-02-23,17937.60973793411
2024-02-26,17933.33234797932
2024-02-27,17971.04650881895
2024-02-28,17874.50353332059
2024-02-29,18043.85001331123
2024-03-01,18302.90975008074
2024-03-04,18226.48234552608
2024-03-05,17897.86741047339
2024-03-06,18017.57468569911
2024-03-07,18297.99040220537
2024-03-08,18018.4524209871
2024-03-11,17951.6919746409
2024-03-12,18219.11454913857
2024-03-13,18068.46731498192
2024-03-14,18014.80587080153
2024-03-15,17808.24994056896
2024-03-18,17985.00686910115
2024-03-19,18032.20493765201
2024-03-20,18240.10687201883
2024-03-21,18320.37547739828
2024-03-22,18339.44247124499
2024-03-25,18277.06363168295
2024-03-26,18210.53672933598
2024-03-27,18280.84200061059
2024-03-28,18254.68877690825
2024-04-01,18293.1985457811
2024-04-02,18121.78376983274
2024-04-03,18160.19035551588
2024-04-04,17878.77994094706
2024-04-05,18108.45626232087
2024-04-08,18100.19233446655
2024-04-09,18169.90490540768
2024-04-10,18011.65476767833
2024-04-11,18307.98265858954
2024-04-12,18003.48672366204
2024-04-15,17706.83238943724
2024-04-16,17713.66416019902
2024-04-17,17493.62169048919
2024-04-18,17394.3141718854
2024-04-19,17037.64565057241
2024-04-22,17210.88556792665
2024-04-23,17471.47136890356
2024-04-24,17526.80046347842
2024-04-25,17430.50359092544
2024-04-26,17718.29872095628
2024-04-29,17782.71505413238
2024-04-30,17440.69183718555
2024-05-01,17318.54859363804
2024-05-02,17541.54134334946
2024-05-03,17890.79532155735
2024-05-06,18093.56589755589
2024-05-07,18091.44619943184
2024-05-08,18085.01164002989
2024-05-09,18113.46290716427
2024-05-10,18161.17989896498
2024-05-13,18198.61412238115
2024-05-14,18322.77060117382
2024-05-15,18596.65134062301
2024-05-16,18557.96438158368
2024-05-17,18546.22981355143
2024-05-20,18674.18691243955
2024-05-21,18713.79775448905
2024-05-22,18705.20233184233
2024-05-23,18623.38734088473
2024-05-24,18808.34673369612
2024-05-28,18869.4400368712
2024-05-29,18736.75452168901
2024-05-30,18538.66259353875
2024-05-31,18536.65084017172
2024-06-03,18600.97430157118
2024-06-04,18654.83663795863
2024-06-05,19035.04843964258
2024-06-06,19021.19338250872
2024-06-07,19000.95068891885
2024-06-10,19074.67469647794
2024-06-11,19210.18482439027
2024-06-12,19465.1794640695
2024-06-13,19576.92365893397
2024-06-14,19659.80014561004
2024-06-17,19902.74884831714
2024-06-18,19908.85759046746
2024-06-20,19752.29783112089
2024-06-21,19700.43122184786
2024-06-24,19474.61981217059
2024-06-25,19701.128649269
2024-06-26,19751.04783769252
2024-06-27,19789.02700989159
2024-06-28,19682.87092403128
2024-07-01,19812.22252929795
2024-07-02,20011.89296295148
2024-07-03,20186.63345870672
2024-07-05,20391.96610075356
2024-07-08,20439.54172694117
2024-07-09,20453.02402430098
2024-07-10,20675.37862430185
2024-07-11,20211.35951925537
2024-07-12,20331.49359500613
2024-07-15,20386.87729677927
2024-07-16,20398.62429210901
2024-07-17,19799.14336518718
2024-07-18,19705.0942309092
2024-07-19,19522.61966690414
2024-07-22,19822.8654451009
2024-07-23,19754.33704521811
2024-07-24,19032.38806192582
2024-07-25,18830.58472472177
2024-07-26,19023.65624724566
2024-07-29,19059.48672473755
2024-07-30,18796.2732981306
2024-07-31,19362.4280484401
2024-08-01,18890.38611621472
2024-08-02,18440.84496540418
2024-08-05,17895.15507265604
2024-08-06,18077.91802791136
2024-08-07,17867.3658535874
2024-08-08,18413.81682246006
2024-08-09,18513.10365512326
2024-08-12,18542.02578640895
2024-08-13,19006.43261723982
2024-08-14,19022.67529513564
2024-08-15,19490.14551190461
2024-08-16,19508.52390617268
2024-08-19,19766.48540295201
2024-08-20,19719.82100163259
2024-08-21,19824.83859396141
2024-08-22,19491.83512394019
2024-08-23,19720.86753483395
2024-08-26,19516.43683811079
2024-08-27,19581.5227734137
2024-08-28,19350.78146282981
2024-08-29,19325.45439990893
2024-08-30,19574.63951828445
2024-09-03,18958.73495296176
2024-09-04,18921.3960773875
2024-09-05,18930.33022812517
2024-09-06,18421.31212896623
2024-09-09,18660.78044956681
2024-09-10,18829.1359045911
2024-09-11,19237.30416622578
2024-09-12,19423.06911957019
2024-09-13,19514.58470037863
2024-09-16,19423.06375960957
2024-09-17,19432.39686712317
2024-09-18,19344.49420495837
2024-09-19,19839.82877729884
2024-09-20,19791.48853529083
2024-09-23,19852.19793582381
2024-09-24,19944.84331353858
2024-09-25,19972.60794927579
2024-09-26,20115.5380178471
2024-09-27,20008.62409694073
2024-09-30,20060.68660778754
2024-10-01,19773.30265156578
2024-10-02,19802.58479729702
2024-10-03,19793.34288475614
2024-10-04,20035.01691837505
2024-10-05,19994.37054691694
2024-10-07,19800.73953587229
2024-10-08,20107.77673422913
2024-10-09,20268.85905795838
2024-10-10,20241.76100958449
2024-10-11,20271.97387894184
2024-10-14,20439.04550980475
2024-10-15,20159.82606502677
2024-10-16,20174.04926540571
2024-10-17,20190.42431883006
2024-10-18,20324.04156647886
2024-10-21,20361.4662588747
2024-10-22,20383.64531420127
2024-10-23,20066.95594713653
2024-10-24,20232.87239182604
2024-10-25,20352.01534394576
2024-10-28,20351.06820649443
2024-10-29,20550.65272245279
2024-10-30,20387.69970718305
2024-10-31,19890.41545810305
2024-11-01,20033.14177682076
2024-11-04,19963.60243440603
2024-11-05,20227.4564027995
2024-11-06,20781.3339968048
2024-11-07,21101.56637805141
2024-11-08,21117.1790900579
2024-11-11,21106.59105707889
2024-11-12,21070.79263387019
2024-11-13,21036.16364503362
2024-11-14,20896.67319871474
2024-11-15,20394.13326948533
2024-11-18,20539.19157340101
2024-11-19,20684.5934675527
2024-11-20,20667.10423805289
2024-11-21,20740.78072807625
2024-11-22,20776.22955344169
2024-11-25,20804.89264895686
2024-11-26,20922.89801836044
2024-11-27,20744.48802776409
2024-11-29,20930.36622929962
2024-12-02,21164.59571368985
2024-12-03,21229.31692919228
2024-12-04,21492.3620052235
2024-12-05,21425.22250315143
2024-12-06,21622.25423778537
2024-12-09,21440.81984321855
2024-12-10,21368.18054217044
2024-12-11,21763.98403982394
2024-12-12,21615.27316012934
2024-12-13,21780.25425747863
2024-12-16,22096.65692987936
2024-12-17,22001.0838794811
2024-12-18,21209.31478331877
2024-12-19,21110.50639714828
2024-12-20,21289.154369875
2024-12-23,21503.17067761147
2024-12-24,21797.65086123049
2024-12-26,21768.31180255236
2024-12-27,21473.01468036854
2024-12-30,21197.08918249414
2024-12-31,21012.17370392947
2025-01-02,20975.62400926645
2025-01-03,21326.1572303898
2025-01-06,21559.50032830485
2025-01-07,21173.04309505602
2025-01-08,21180.96479911161
2025-01-10,20847.58168535725
2025-01-13,20784.7240639031
2025-01-14,20757.40982522788
2025-01-15,21237.85235635203
2025-01-16,21091.25177650414
2025-01-17,21444.17156047681
2025-01-21,21566.50668846156
2025-01-22,21852.99633065877
2025-01-23,21900.92971041112
2025-01-24,21774.01107995893
2025-01-27,21127.27882471263
2025-01-28,21463.0372586127
2025-01-29,21411.45795102361
2025-01-30,21508.12333459918
2025-01-31,21478.04780707399
2025-02-03,21297.58216008967
2025-02-04,21566.91769821134
2025-02-05,21658.16376327201
2025-02-06,21774.06521333783
2025-02-07,21491.30853705978
2025-02-10,21756.73418481067
2025-02-11,21693.52130195803
2025-02-12,21719.2614320124
2025-02-13,22030.71436274301
2025-02-14,22114.68856070488
2025-02-18,22164.60569471938
2025-02-19,22175.59793792535
2025-02-20,22068.05712547346
2025-02-21,21614.07949713168
2025-02-24,21352.07964335409
2025-02-25,21087.24528948997
2025-02-26,21132.9190611468
2025-02-27,20550.95323859004
2025-02-28,20884.40809494124
2025-03-03,20425.58402721583
2025-03-04,20352.52801406207
2025-03-05,20628.46449939543
2025-03-06,20052.63485603972
2025-03-07,20201.3725088254
2025-03-10,19430.95271333892
2025-03-11,19376.95981186998
2025-03-12,19596.0201807626
2025-03-13,19225.48268310119
2025-03-14,19704.63559752488
2025-03-17,19812.23548995235
2025-03-18,19483.35962129859
2025-03-19,19736.6616233261
2025-03-20,19677.60865946635
2025-03-21,19753.96560467944
2025-03-24,20180.44473528553
2025-03-25,20287.82625720161
2025-03-26,19916.99152607617
2025-03-27,19798.62194108388
2025-03-28,19281.39961596051
2025-03-31,19278.44689257005
2025-04-01,19436.42249147307
2025-04-02,19581.77663031767
2025-04-03,18521.47526997387
2025-04-04,17397.69503634454
2025-04-07,17430.68228979521
2025-04-08,17090.40147357418
2025-04-09,19145.06228905321
2025-04-10,18343.57249835075
2025-04-11,18690.05443330001
2025-04-14,18796.02073961901
2025-04-15,18830.22711523077
2025-04-16,18257.64311770319
2025-04-17,18258.09207473722
2025-04-21,17808.30069580447
2025-04-22,18276.40645507091
2025-04-23,18693.25793620252
2025-04-24,19214.40010157992
2025-04-25,19432.55910046932
2025-04-28,19427.28917777265
2025-04-29,19544.94549460331
2025-04-30,19571.01825140987
2025-05-01,19786.70911101053
2025-05-02,20102.61414207469
2025-05-05,19967.94220134281
2025-05-06,19791.34498391504
2025-05-07,19867.97253565036
2025-05-08,20063.56542583179
2025-05-09,20061.4490321083
2025-05-12,20868.14878224382
2025-05-13,21197.69868229492
2025-05-14,21319.2061415206
2025-05-15,21335.82235873261
2025-05-16,21427.9357551703
2025-05-19,21447.05328504836
2025-05-20,21367.3738382504
2025-05-21,21080.35891938942
2025-05-22,21112.47122029042
2025-05-23,20915.65485990568
2025-05-27,21414.99067602036
2025-05-28,21318.16848407112
2025-05-29,21363.95022749991
2025-05-30,21340.99252344386
2025-06-02,21491.74803120635
2025-06-03,21662.58209059074
2025-06-04,21721.9188926658
2025-06-05,21547.43141734563
2025-06-06,21761.7890841694
2025-06-09,21797.86632584953
2025-06-10,21941.91916616025
2025-06-11,21860.80135947098
2025-06-12,21913.32031057716
2025-06-13,21631.03835019215
2025-06-16,21937.56780124418
2025-06-17,21719.07761387069
2025-06-18,21719.68881588581
2025-06-20,21626.38763377808
2025-06-23,21856.32961064633
2025-06-24,22190.52187201087
2025-06-25,22237.7425445834
2025-06-26,22447.29161712959
2025-06-27,22534.2025597057
2025-06-30,22679.00901042036
2025-07-01,22478.1353077022
2025-07-02,22641.88616556639
2025-07-03,22866.97070682717
2025-07-07,22685.56796850315
2025-07-08,22702.25032527367
2025-07-09,22864.90662116604
2025-07-10,22829.26211959378
2025-07-11,22780.59731227805
2025-07-14,22855.63191811181
2025-07-15,22884.5884224677
2025-07-16,22907.96673874795
2025-07-17,23081.04770001469
2025-07-18,23065.47388085507
2025-07-21,23180.06180360478
2025-07-22,23063.57832068096
2025-07-23,23162.40599436532
2025-07-24,23219.86485969971
2025-07-25,23272.24577986724
2025-07-28,23356.26996304895
2025-07-29,23308.30295841878
2025-07-30,23345.41431110552
2025-07-31,23218.12378391251
2025-08-01,22763.31329408595
2025-08-04,23188.6082194109
2025-08-05,23018.55993887227
2025-08-06,23315.04368458577
2025-08-07,23389.52842379071
2025-08-08,23611.26647409797
2025-08-11,23526.63419668262
2025-08-12,23839.19639841602
2025-08-13,23849.03960196421
2025-08-14,23832.44189333586
2025-08-15,23712.07003822175
2025-08-18,23713.75868710966
2025-08-19,23384.77002999511
2025-08-20,23249.57000471901
2025-08-21,23142.58045181978
2025-08-22,23498.11513899334
2025-08-25,23425.60456767548
2025-08-26,23525.29307902127
2025-08-27,23565.84579180184
2025-08-28,23703.45043770664
2025-08-29,23415.41980921227
2025-09-02,23231.10808165125
2025-09-03,23414.83942645409
2025-09-04,23633.01255958048
2025-09-05,23652.4429115218
2025-09-08,23762.3003176309
2025-09-09,23839.79597916415
2025-09-10,23849.27028035726
2025-09-11,23992.56187958296
2025-09-12,24092.19330125454
2025-09-15,24293.78116970626
2025-09-16,24274.2491796057
2025-09-17,24223.68741785472
2025-09-18,24454.89446752103
2025-09-19,24626.24664769563
2025-09-22,24761.07408331657
2025-09-23,24580.16827215806
2025-09-24,24503.56728788875
2025-09-25,24397.3105946754
2025-09-26,24503.84761948213
2025-09-29,24611.35220941858
2025-09-30,24679.98773467524
2025-10-01,24800.86280294629
2025-10-02,24892.76396967421
2025-10-03,24785.5219068399
2025-10-06,24978.55807133903
2025-10-07,24840.22652267956
2025-10-08,25136.62267009496
2025-10-09,25098.17637507313
2025-10-10,24221.74518926698
2025-10-13,24750.25235122276
2025-10-14,24579.31682398462
2025-10-15,24745.35828728986
2025-10-16,24657.24145862022
2025-10-17,24817.95349798611
2025-10-20,25141.01815971253
2025-10-21,25127.13135651568
2025-10-22,24879.0049414043
2025-10-23,25097.41543964089
2025-10-24,25358.16207577148
2025-10-25,25343.15989142248
2025-10-27,25821.54561613179
2025-10-28,26012.15546637114
2025-10-29,26119.84604136246
2025-10-30,25734.81322516917
2025-10-31,25858.12596754833
2025-11-03,25972.94309113969
2025-11-04,25435.7040201831
2025-11-05,25620.03144019976
2025-11-06,25130.0416560404
2025-11-07,25059.80805697154
2025-11-10,25611.73674388784
2025-11-11,25533.48601836101
2025-11-12,25517.32792618351
2025-11-13,24993.46258979259
2025-11-14,25008.2416107317
2025-11-17,24799.91783393158
2025-11-18,24503.09634735745
2025-11-19,24640.51539608016
2025-11-20,24054.37959487321
2025-11-21,24239.57343846132
2025-11-24,24873.85398346854
2025-11-25,25018.3601774521
2025-11-26,25236.9391405713
2025-11-28,25434.88915825989
2025-12-01,25342.84902267183
2025-12-02,25555.85689379147
2025-12-03,25606.54481278887
2025-12-04,25581.69923430148
2025-12-05,25692.05097021579
2025-12-08,25627.9505444312
2025-12-09,25668.68762000328
2025-12-10,25776.43732006365
2025-12-11,25686.68481382103
2025-12-12,25196.73375841891
2025-12-15,25067.26479613714
2025-12-16,25132.94027905719
2025-12-17,24647.60578982241
2025-12-18,25019.36658522273
2025-12-19,25346.17688439219
2025-12-22,25461.70179569846
2025-12-23,25587.83018179599
2025-12-24,25656.14642200707
2025-12-26,25644.39005951221
2025-12-29,25525.56034947148
2025-12-30,25462.56062590496
2025-12-31,25249.84661615692
2026-01-02,25206.16779380284
2026-01-05,25401.32024059271
2026-01-06,25639.70532464245
2026-01-07,25653.89581136474
2026-01-08,25507.1021487183
2026-01-09,25766.25775471866
2026-01-12,25787.66318003524
2026-01-13,25741.95247690655
2026-01-14,25465.94432861391
2026-01-15,25547.07507199537
2026-01-16,25529.26357016279
2026-01-20,24987.56642309378
2026-01-21,25326.58105455855
2026-01-22,25518.35133584543
2026-01-23,25605.4662985037
2026-01-26,25713.20987189766
2026-01-27,25939.74427393451
2026-01-28,26022.79027959953
2026-01-29,25884.29557417993
2026-01-30,25552.38674697859
2026-02-02,25738.61393708193
2026-02-03,25338.62056521204
2026-02-04,24891.23845053545
2026-02-05,24548.69024491809
2026-02-06,25075.77232205038
2026-02-09,25268.14128805949
2026-02-10,25127.63786663214
2026-02-11,25201.26065849291
2026-02-12,24687.61161849065
2026-02-13,24732.73184395684
2026-02-17,24701.59653570072
2026-02-18,24898.86804375347
2026-02-19,24797.33925014614
2026-02-20,25012.61863188688
2026-02-23,24708.9416945292
2026-02-24,24977.04401907415
2026-02-25,25329.03517979401
2026-02-26,25034.37067915247
2026-02-27,24960.03525880586
2026-03-02,24992.6005810948
2026-03-03,24720.08434554171
2026-03-04,25093.67707306143
2026-03-05,25020.4139601464
2026-03-06,24643.01491698293
2026-03-09,24967.24762460309
2026-03-10,24956.47113374935
2026-03-11,24965.00623769088
2026-03-12,24533.5829749516
2026-03-13,24380.73412335467
2026-03-16,24655.34212606877
2026-03-17,24780.41851792164
2026-03-18,24425.094246709
2026-03-19,24355.27616341555
2026-03-20,23898.15456441695
2026-03-23,24188.59036008419
2026-03-24,24002.44763293164
2026-03-25,24162.97562467502
2026-03-26,23586.99466759752
2026-03-27,23132.77121752301
2026-03-30,22953.37759526999
2026-03-31,23740.188680113
2026-04-01,24019.98790415625
2026-04-02,24045.53243852279
2026-04-06,24192.16626633116
2026-04-07,24202.37182752203
2026-04-08,24903.16585996918
2026-04-09,25082.08646158128
2026-04-10,25116.33760167073
2026-04-13,25383.71602729319
2026-04-14,25841.99588852727
2026-04-15,26204.58063073733
2026-04-16,26333.00028453978
2026-04-17,26672.43317739467
2026-04-20,26590.34337101486
2026-04-21,26479.47073044003
2026-04-22,26937.27485365784
2026-04-23,26782.62471539615
2026-04-24,27303.66659230643
2026-04-27,27305.67852621864
2026-04-28,27029.01163902745
2026-04-29,27186.98506755226
2026-04-30,27452.11973665787
2026-05-01,27710.35717224733
2026-05-04,27651.81739804332
2026-05-05,28015.06079673161
2026-05-06,28599.17164574333
2026-05-07,28563.94811091836
2026-05-08,29234.99332601268
2026-05-11,29320.6564196696
2026-05-12,29064.79928266897
2026-05-13,29366.94361834114
2026-05-14,29580.29887513552
2026-05-15,29125.19992185381
2026-05-18,28994.36818919845
2026-05-19,28818.84397487203
2026-05-20,29297.69815430233
2026-05-21,29357.2721273562
2026-05-22,29481.64172628903
2026-05-26,30001.3189725248
2026-05-27,29973.57193975463
2026-05-28,30223.88884389828
2026-05-29,30333.17966581892
2026-06-01,30513.86160102124
2026-06-02,30660.60064905076
2026-06-03,30571.23658866112
2026-06-04,30407.81154811014
2026-06-05,28957.59910713193
2026-06-08,29414.25860430595
2026-06-09,29084.49929649566
2026-06-10,28508.02733113151
2026-06-11,29446.17624091194
2026-06-12,29635.94786939434
2026-06-15,30543.91843441211
2026-06-16,29968.12956714912
2026-06-17,29670.94811581558
2026-06-18,30406.19381139064
2026-06-22,30347.08261881709
2026-06-23,29347.27267869118
2026-06-24,29220.05620578638
2026-06-25,29440.32286591451
2026-06-26,29118.23841955555
2026-06-29,29774.75098637254
2026-06-30,30276.34817586902
2026-07-01,29809.13265210031
2026-07-02,29329.2128708511
2026-07-06,29697.87280663559
2026-07-07,29173.01706657915
2026-07-08,29252.56219429
2026-07-09,29727.09682831605
2026-07-10,29825.1098958022
2026-07-13,29264.10272414166
2026-07-14,29586.28749584635
2026-07-15,29502.5958613092
2026-07-16,29025.77000253072
2026-07-17,28592.65880103472
2026-07-20,28604.23484149566
2026-07-21,29155.17879873958
2026-07-22,28998.10050692603
2026-07-23,28454.80831838385
2026-07-24,28128.34202832737
2026-07-27,28039.21063690933
2026-07-28,27763.13443183173
2026-07-29,27192.30643543328
2026-07-30,28106.34636313117
2026-07-31,28274.19506644267
2026-08-03,28776.80351586749
2026-08-04,29733.16084396095
